datetime,pm1,pm10,pm2_5,tsp,serial_number
2021-04-30 22:00:00,2.51,8.95,4.71,13.75,TNO4438
2021-04-30 23:00:00,6.74,22.54,11.86,39.72,TNO4438
2021-05-01 00:00:00,3.83,12.17,6.79,18.57,TNO4438
2021-05-01 01:00:00,4.08,11.63,6.99,17.2,TNO4438
2021-05-01 02:00:00,2.91,8.07,4.96,12.35,TNO4438
2021-05-01 03:00:00,3.37,8.75,5.59,12.6,TNO4438
2021-05-01 04:00:00,2.66,7.13,4.46,10.35,TNO4438
2021-05-01 05:00:00,2.83,7.3,4.7,10.15,TNO4438
2021-05-01 06:00:00,2.68,8.43,4.79,12.42,TNO4438
2021-05-01 07:00:00,2.7,10.45,5.32,16.33,TNO4438
2021-05-01 08:00:00,2.94,13.22,6.18,22.55,TNO4438
2021-05-01 09:00:00,2.59,9.6,5.09,14.65,TNO4438
2021-05-01 10:00:00,1.99,5.72,3.61,8.3,TNO4438
2021-05-01 11:00:00,3.06,18.25,7.75,29.3,TNO4438
2021-05-01 12:00:00,2.22,7.65,4.35,11.98,TNO4438
2021-05-01 13:00:00,2.48,10.5,5.34,16.05,TNO4438
2021-05-01 14:00:00,2.2,6.87,4.17,9.87,TNO4438
2021-05-01 15:00:00,1.91,6.07,3.69,9.1,TNO4438
2021-05-01 16:00:00,2.0,7.33,3.96,11.17,TNO4438
2021-05-01 17:00:00,2.04,7.07,4.0,10.83,TNO4438
2021-05-01 18:00:00,1.73,6.13,3.43,9.48,TNO4438
2021-05-01 19:00:00,1.99,6.35,3.86,9.3,TNO4438
2021-05-01 20:00:00,2.13,6.93,4.02,10.57,TNO4438
2021-05-01 21:00:00,2.84,9.1,5.23,13.25,TNO4438
2021-05-01 22:00:00,2.89,8.38,5.13,12.1,TNO4438
2021-05-01 23:00:00,1.87,4.94,3.19,7.28,TNO4438
2021-05-02 00:00:00,1.53,4.27,2.68,6.6,TNO4438
2021-05-02 01:00:00,1.43,3.57,2.4,4.97,TNO4438
2021-05-02 02:00:00,1.26,3.0,2.09,4.15,TNO4438
2021-05-02 03:00:00,1.11,2.77,1.88,3.83,TNO4438
2021-05-02 04:00:00,1.21,3.82,2.25,5.92,TNO4438
2021-05-02 05:00:00,1.19,3.3,2.08,4.95,TNO4438
2021-05-02 06:00:00,1.34,4.12,2.42,6.25,TNO4438
2021-05-02 07:00:00,1.35,4.27,2.5,6.65,TNO4438
2021-05-02 08:00:00,1.33,4.7,2.53,7.53,TNO4438
2021-05-02 09:00:00,1.28,3.87,2.34,5.9,TNO4438
