datetime,no,no2,pm1,pm10,pm2_5,pm4,so2,serial_number
2022-04-09 02:00:00,9.91,0.36,3.66,9.88,5.68,7.51,-0.06,DCC-AQ13
2022-04-09 03:00:00,11.03,0.86,4.66,11.51,7.08,9.1,-0.18,DCC-AQ13
2022-04-09 04:00:00,18.25,6.88,4.54,45.55,10.02,14.03,0.01,DCC-AQ13
2022-04-09 05:00:00,57.01,66.94,4.02,46.02,9.9,14.66,1.8,DCC-AQ13
2022-04-09 06:00:00,33.24,8.28,3.55,16.29,6.46,8.94,0.0,DCC-AQ13
2022-04-09 07:00:00,25.48,8.6,3.59,17.99,6.33,8.5,0.06,DCC-AQ13
2022-04-09 08:00:00,17.07,5.31,3.25,20.26,6.15,8.58,0.13,DCC-AQ13
2022-04-09 09:00:00,18.39,7.44,3.58,55.42,10.15,15.15,0.3,DCC-AQ13
2022-04-09 10:00:00,22.14,13.82,2.45,23.87,5.88,8.84,0.32,DCC-AQ13
2022-04-09 11:00:00,6.26,1.84,1.42,9.5,3.11,4.61,-0.18,DCC-AQ13
2022-04-09 12:00:00,5.67,1.32,1.53,8.61,3.04,4.35,-0.18,DCC-AQ13
2022-04-09 13:00:00,7.86,2.78,1.58,6.22,2.85,4.16,-0.17,DCC-AQ13
2022-04-09 14:00:00,6.88,1.51,1.74,6.34,3.01,4.28,0.26,DCC-AQ13
2022-04-09 15:00:00,22.33,11.14,2.06,10.8,3.94,5.46,0.19,DCC-AQ13
2022-04-09 16:00:00,35.6,22.66,2.4,8.65,4.19,5.79,0.59,DCC-AQ13
2022-04-09 17:00:00,54.27,42.55,3.71,11.78,5.75,7.53,4.01,DCC-AQ13
2022-04-09 18:00:00,49.57,23.73,3.51,10.16,5.4,7.13,2.08,DCC-AQ13
2022-04-09 19:00:00,56.99,32.48,7.72,15.82,9.91,11.84,3.74,DCC-AQ13
2022-04-09 20:00:00,45.52,17.11,6.79,14.86,9.01,10.98,1.73,DCC-AQ13
2022-04-09 21:00:00,55.05,16.46,7.52,15.04,9.76,11.85,1.64,DCC-AQ13
2022-04-09 22:00:00,44.4,5.08,8.34,15.05,10.46,12.4,1.17,DCC-AQ13
2022-04-09 23:00:00,48.51,3.24,13.44,20.85,15.94,18.01,1.11,DCC-AQ13
2022-04-10 00:00:00,53.95,4.03,18.92,26.42,21.41,23.41,1.12,DCC-AQ13
2022-04-10 01:00:00,34.83,1.5,9.94,15.03,11.77,13.28,0.67,DCC-AQ13
2022-04-10 02:00:00,23.77,2.12,4.18,8.4,5.55,6.8,0.48,DCC-AQ13
2022-04-10 03:00:00,26.98,3.1,1.52,6.25,2.87,4.16,0.38,DCC-AQ13
2022-04-10 04:00:00,45.77,23.8,2.53,8.34,4.13,5.68,2.16,DCC-AQ13
2022-04-10 05:00:00,62.34,43.97,3.07,9.75,4.78,6.41,3.61,DCC-AQ13
2022-04-10 06:00:00,54.69,24.37,2.38,8.01,4.0,5.56,2.66,DCC-AQ13
2022-04-10 07:00:00,52.12,42.02,4.33,15.96,7.0,9.65,4.7,DCC-AQ13
2022-04-10 08:00:00,26.62,10.62,1.98,13.8,4.78,7.63,1.5,DCC-AQ13
2022-04-10 09:00:00,13.75,5.1,2.17,11.8,4.77,7.27,1.24,DCC-AQ13
2022-04-10 10:00:00,20.23,7.95,2.57,13.74,5.61,8.55,0.89,DCC-AQ13
2022-04-10 11:00:00,42.66,34.01,3.61,17.45,7.12,10.32,1.73,DCC-AQ13
2022-04-10 12:00:00,47.32,32.85,3.82,17.1,7.24,10.38,2.54,DCC-AQ13
2022-04-10 13:00:00,56.74,38.14,4.47,21.56,8.8,12.81,2.47,DCC-AQ13
2022-04-10 14:00:00,28.05,10.79,4.04,19.64,8.3,12.3,1.11,DCC-AQ13
2022-04-10 15:00:00,26.97,13.19,4.52,21.69,8.96,12.96,1.29,DCC-AQ13
2022-04-10 16:00:00,35.98,20.48,4.44,17.85,8.57,12.4,1.15,DCC-AQ13
2022-04-10 17:00:00,56.38,28.05,5.58,19.44,9.49,13.08,2.33,DCC-AQ13
2022-04-10 18:00:00,39.81,13.24,3.87,16.75,7.71,11.5,1.15,DCC-AQ13
2022-04-10 19:00:00,43.73,17.74,3.8,17.01,7.69,11.62,1.34,DCC-AQ13
2022-04-10 20:00:00,31.07,7.14,3.37,15.06,6.95,10.58,0.78,DCC-AQ13
2022-04-10 21:00:00,22.65,5.38,3.61,18.88,7.55,11.31,0.63,DCC-AQ13
2022-04-10 22:00:00,23.42,5.71,3.37,18.56,6.88,10.04,0.79,DCC-AQ13
2022-04-25 22:00:00,24.45,6.0,5.96,34.91,10.32,14.28,-1.01,DCC-AQ13
2022-04-25 23:00:00,15.21,1.03,6.86,13.11,8.62,10.33,-1.11,DCC-AQ13
2022-04-26 00:00:00,23.7,-0.13,7.85,14.48,9.61,11.19,-1.08,DCC-AQ13
2022-04-26 01:00:00,42.67,0.76,10.93,16.77,12.7,14.27,-0.31,DCC-AQ13
2022-04-26 02:00:00,41.11,0.17,11.7,17.5,13.51,15.04,-0.45,DCC-AQ13
2022-04-26 03:00:00,42.36,0.75,11.74,18.26,13.63,15.21,-0.54,DCC-AQ13
2022-04-26 04:00:00,53.36,31.6,11.67,23.74,14.5,17.18,0.32,DCC-AQ13
2022-04-26 05:00:00,63.64,149.13,12.9,38.29,17.58,22.13,3.58,DCC-AQ13
2022-04-26 06:00:00,61.26,98.64,12.5,42.06,17.43,21.98,2.16,DCC-AQ13
2022-04-26 07:00:00,86.53,97.26,14.7,136.31,35.0,56.6,1.91,DCC-AQ13
2022-04-26 08:00:00,47.82,38.47,9.01,25.41,12.49,15.59,0.29,DCC-AQ13
2022-04-26 09:00:00,34.99,26.92,10.89,39.71,15.88,19.86,-0.28,DCC-AQ13
2022-04-26 10:00:00,28.65,21.6,11.16,36.48,15.69,19.38,-0.38,DCC-AQ13
2022-04-26 11:00:00,32.01,25.73,12.27,39.54,16.8,20.27,-0.25,DCC-AQ13
2022-04-26 12:00:00,30.12,17.06,14.54,37.1,19.23,23.15,-0.66,DCC-AQ13
2022-04-26 13:00:00,25.45,11.75,17.7,35.46,22.14,25.73,-0.77,DCC-AQ13
2022-04-26 14:00:00,29.31,12.25,19.22,40.4,24.1,28.21,-0.48,DCC-AQ13
2022-04-26 15:00:00,25.59,9.57,16.0,31.26,19.82,23.01,-0.37,DCC-AQ13
2022-04-26 16:00:00,27.91,9.97,12.29,22.99,15.08,17.65,-0.08,DCC-AQ13
2022-04-26 17:00:00,7.98,0.82,12.15,22.76,15.03,17.53,-0.64,DCC-AQ13
2022-04-26 18:00:00,7.36,0.44,10.02,17.75,12.31,14.47,-0.75,DCC-AQ13
2022-04-26 19:00:00,7.31,0.24,9.99,17.35,12.13,14.07,-0.81,DCC-AQ13
2022-04-26 20:00:00,5.42,-0.12,8.9,15.51,10.81,12.55,-0.97,DCC-AQ13
2022-04-26 21:00:00,6.74,0.24,6.17,16.33,8.31,10.37,-1.08,DCC-AQ13
2022-04-26 22:00:00,4.29,1.03,5.44,14.31,7.46,9.5,-1.09,DCC-AQ13
2022-04-26 23:00:00,7.54,-0.2,5.89,11.16,7.36,8.63,-1.07,DCC-AQ13
2022-04-27 00:00:00,37.01,1.52,9.57,15.1,11.14,12.59,-0.89,DCC-AQ13
2022-04-27 01:00:00,26.55,-0.19,12.09,18.99,13.89,15.43,-0.53,DCC-AQ13
2022-04-27 02:00:00,20.91,-0.21,9.61,14.85,11.17,12.42,-0.92,DCC-AQ13
2022-04-27 03:00:00,7.49,-0.35,6.01,13.15,8.05,9.75,-1.14,DCC-AQ13
2022-04-27 04:00:00,14.36,0.77,7.01,16.42,9.81,12.14,-1.17,DCC-AQ13
2022-04-27 05:00:00,50.8,54.66,9.29,26.52,13.18,16.45,0.45,DCC-AQ13
2022-04-27 06:00:00,50.95,75.07,10.45,38.02,15.59,20.14,1.05,DCC-AQ13
2022-04-27 07:00:00,42.49,39.05,12.04,52.8,19.3,26.26,0.17,DCC-AQ13
2022-04-27 08:00:00,45.07,37.63,12.99,78.52,22.68,30.92,0.13,DCC-AQ13
2022-04-27 09:00:00,29.88,21.33,11.18,33.44,15.11,18.26,-0.64,DCC-AQ13
2022-04-27 10:00:00,25.84,16.5,10.85,50.5,16.78,21.62,-0.76,DCC-AQ13
2022-04-27 11:00:00,29.33,24.29,11.15,59.04,18.29,24.36,-0.44,DCC-AQ13
2022-04-27 12:00:00,19.26,13.8,9.64,56.93,17.12,23.52,-0.75,DCC-AQ13
2022-04-27 13:00:00,20.49,12.3,8.9,31.86,13.51,17.24,-0.68,DCC-AQ13
2022-04-27 14:00:00,22.42,12.36,7.58,36.55,12.71,16.75,-0.54,DCC-AQ13
2022-04-27 15:00:00,22.69,11.51,5.45,30.38,9.92,13.65,-0.36,DCC-AQ13
2022-04-27 16:00:00,24.96,10.04,4.51,20.74,7.94,10.96,-0.51,DCC-AQ13
2022-04-27 17:00:00,22.6,8.55,3.93,17.05,7.18,10.19,-0.87,DCC-AQ13
2022-04-27 18:00:00,2.31,0.45,2.83,10.73,4.92,6.87,-0.95,DCC-AQ13
2022-04-27 19:00:00,0.36,-0.09,2.81,8.36,4.57,6.17,-1.17,DCC-AQ13
2022-04-27 20:00:00,0.16,-0.2,2.69,7.26,4.27,5.87,-1.27,DCC-AQ13
2022-04-27 21:00:00,0.74,0.3,2.91,9.86,4.86,6.7,-1.21,DCC-AQ13
2022-04-27 22:00:00,2.11,0.4,3.37,12.91,5.83,8.09,-1.1,DCC-AQ13
2022-04-27 23:00:00,0.32,-0.34,3.69,11.45,6.19,8.52,-1.12,DCC-AQ13
2022-04-28 00:00:00,1.96,1.1,3.49,12.17,6.08,8.48,-1.2,DCC-AQ13
2022-04-28 01:00:00,2.43,-0.28,3.92,11.25,6.41,8.77,-1.11,DCC-AQ13
2022-04-28 02:00:00,19.54,-0.04,6.1,14.84,8.69,10.94,-1.03,DCC-AQ13
2022-04-28 03:00:00,41.44,1.9,7.06,18.22,9.98,12.45,-0.73,DCC-AQ13
2022-04-28 04:00:00,49.45,6.0,7.9,20.06,11.04,13.87,-0.73,DCC-AQ13
2022-04-28 05:00:00,50.2,16.64,7.44,22.38,10.99,14.22,-0.63,DCC-AQ13
2022-04-28 06:00:00,49.33,26.07,6.99,21.73,10.56,13.76,-0.28,DCC-AQ13
2022-04-28 07:00:00,50.05,35.54,6.62,29.97,11.49,15.89,0.09,DCC-AQ13
2022-04-28 08:00:00,53.46,39.57,6.06,24.38,10.54,14.54,0.01,DCC-AQ13
2022-04-28 09:00:00,41.96,32.78,7.88,25.13,12.44,16.45,-0.34,DCC-AQ13
2022-04-28 10:00:00,45.75,48.44,9.3,31.43,14.5,18.87,0.18,DCC-AQ13
2022-04-28 11:00:00,52.14,56.13,9.42,31.19,14.67,19.25,0.8,DCC-AQ13
2022-04-28 12:00:00,51.28,43.37,9.91,30.36,14.9,19.23,0.92,DCC-AQ13
2022-04-28 13:00:00,40.71,32.69,13.63,133.87,36.54,61.61,0.05,DCC-AQ13
2022-04-28 14:00:00,47.8,43.79,12.19,51.54,19.15,24.57,1.15,DCC-AQ13
2022-04-28 15:00:00,32.71,25.45,14.66,50.12,21.35,26.66,0.44,DCC-AQ13
2022-04-28 16:00:00,39.19,26.87,11.86,40.87,17.88,23.06,-0.2,DCC-AQ13
2022-04-28 17:00:00,33.5,17.88,10.78,29.64,15.45,19.74,-0.42,DCC-AQ13
2022-04-28 18:00:00,29.37,12.19,11.2,23.64,14.92,18.33,-0.5,DCC-AQ13
2022-04-28 19:00:00,29.73,7.43,11.49,23.22,15.11,18.64,-0.51,DCC-AQ13
2022-04-28 20:00:00,20.65,3.46,10.81,20.53,14.18,17.4,-0.66,DCC-AQ13
2022-04-28 21:00:00,18.71,4.79,8.69,18.57,11.97,15.1,-0.94,DCC-AQ13
2022-04-28 22:00:00,25.55,9.77,8.26,19.78,11.63,14.78,-1.14,DCC-AQ13
2022-04-28 23:00:00,28.4,11.1,8.2,17.62,11.47,14.67,-1.41,DCC-AQ13
2022-04-29 00:00:00,17.63,7.31,8.17,16.68,11.38,14.65,-0.95,DCC-AQ13
2022-04-29 01:00:00,5.75,0.78,8.53,16.33,11.49,14.44,-1.28,DCC-AQ13
2022-04-29 02:00:00,9.89,0.99,10.0,18.15,13.04,16.0,-1.02,DCC-AQ13
2022-04-29 03:00:00,10.08,-0.09,14.49,22.39,17.63,20.5,-1.06,DCC-AQ13
2022-04-29 04:00:00,38.55,3.15,13.67,24.55,17.12,20.37,-1.01,DCC-AQ13
2022-04-29 05:00:00,75.38,89.61,11.52,35.44,16.4,20.89,1.15,DCC-AQ13
2022-04-29 06:00:00,73.4,82.13,13.88,52.83,20.84,27.21,1.6,DCC-AQ13
2022-04-29 07:00:00,33.19,15.65,11.53,26.14,15.32,18.7,-0.64,DCC-AQ13
2022-04-29 08:00:00,14.99,5.02,10.13,23.11,13.73,17.14,-1.06,DCC-AQ13
2022-04-29 09:00:00,12.71,6.38,11.23,24.22,14.86,18.11,-0.98,DCC-AQ13
2022-04-29 10:00:00,20.42,11.04,12.07,25.43,15.69,18.77,-0.76,DCC-AQ13
2022-04-29 11:00:00,26.42,16.66,13.97,33.54,18.37,22.1,-0.54,DCC-AQ13
2022-04-29 12:00:00,19.51,14.06,15.12,33.3,19.34,22.69,-0.59,DCC-AQ13
2022-04-29 13:00:00,25.99,17.56,13.86,37.77,18.97,23.16,-0.61,DCC-AQ13
2022-04-29 14:00:00,24.3,15.02,13.18,31.73,17.71,21.6,-0.26,DCC-AQ13
2022-04-29 15:00:00,28.95,18.28,14.04,29.1,18.08,21.5,-0.28,DCC-AQ13
2022-04-29 16:00:00,30.58,13.19,15.39,30.12,19.19,22.44,-0.48,DCC-AQ13
2022-04-29 17:00:00,28.03,16.51,15.15,29.25,18.92,22.15,-0.55,DCC-AQ13
2022-04-29 18:00:00,16.77,2.89,14.8,26.39,17.94,20.77,-0.86,DCC-AQ13
2022-04-29 19:00:00,26.88,2.23,15.18,25.15,18.07,20.72,-0.63,DCC-AQ13
2022-04-29 20:00:00,29.07,1.04,15.75,23.92,18.42,20.85,-0.7,DCC-AQ13
2022-04-29 21:00:00,24.03,0.65,15.98,24.09,18.9,21.58,-0.85,DCC-AQ13
2022-04-29 22:00:00,16.79,0.79,15.93,25.38,19.06,21.86,-0.87,DCC-AQ13
2022-04-29 23:00:00,49.49,11.67,16.97,26.17,20.09,22.97,-0.35,DCC-AQ13
2022-04-30 00:00:00,28.38,3.73,16.67,24.88,19.55,22.14,-0.51,DCC-AQ13
2022-04-30 01:00:00,17.52,0.27,16.15,25.71,19.32,22.01,-0.95,DCC-AQ13
2022-04-30 02:00:00,21.69,0.66,16.45,24.97,19.51,22.13,-0.94,DCC-AQ13
2022-04-30 03:00:00,38.75,6.4,21.06,29.68,24.17,26.87,-0.82,DCC-AQ13
2022-04-30 04:00:00,30.81,5.75,21.37,34.96,25.06,28.25,-0.6,DCC-AQ13
2022-04-30 05:00:00,23.14,3.44,16.32,31.03,19.89,22.98,-0.61,DCC-AQ13
2022-04-30 06:00:00,43.09,9.54,25.14,39.03,29.14,32.37,-0.44,DCC-AQ13
2022-04-30 07:00:00,45.66,11.51,20.26,34.74,24.18,27.52,-0.46,DCC-AQ13
2022-04-30 08:00:00,25.47,4.44,14.92,22.7,17.55,19.6,-0.68,DCC-AQ13
2022-04-30 09:00:00,21.17,3.68,14.62,20.26,16.7,18.24,-0.86,DCC-AQ13
2022-04-30 10:00:00,44.13,24.35,14.67,19.61,16.38,17.68,-0.33,DCC-AQ13
2022-04-30 11:00:00,54.96,53.29,17.6,23.16,19.85,21.66,0.52,DCC-AQ13
2022-04-30 12:00:00,46.3,23.9,18.19,24.65,20.8,22.89,-0.28,DCC-AQ13
2022-04-30 13:00:00,35.65,15.93,12.73,15.35,13.88,14.75,-0.48,DCC-AQ13
2022-04-30 14:00:00,17.23,3.84,9.34,11.31,10.09,10.69,-0.72,DCC-AQ13
2022-04-30 15:00:00,18.79,2.59,10.38,12.98,11.22,11.87,-0.81,DCC-AQ13
2022-04-30 16:00:00,24.44,11.22,12.38,16.18,13.58,14.56,-0.61,DCC-AQ13
2022-04-30 17:00:00,33.19,12.99,14.17,18.88,15.66,16.94,-0.52,DCC-AQ13
2022-04-30 18:00:00,32.03,3.51,14.61,17.52,15.79,16.76,-0.86,DCC-AQ13
2022-04-30 19:00:00,32.0,5.98,13.23,15.71,14.17,14.87,-0.78,DCC-AQ13
2022-04-30 20:00:00,22.24,0.92,12.44,14.48,13.38,14.02,-0.7,DCC-AQ13
2022-04-30 21:00:00,11.39,-0.12,12.04,14.37,13.19,13.95,-0.84,DCC-AQ13
2022-04-30 22:00:00,6.37,-0.35,11.28,13.57,12.37,13.0,-0.85,DCC-AQ13
2022-04-30 23:00:00,7.72,1.27,9.77,11.47,10.58,11.09,-0.93,DCC-AQ13
2022-05-01 00:00:00,14.5,0.49,8.59,10.17,9.29,9.8,-0.97,DCC-AQ13
2022-05-01 01:00:00,1.8,-0.31,8.33,10.25,9.12,9.67,-1.1,DCC-AQ13
2022-05-01 02:00:00,1.25,-0.27,9.03,11.14,9.98,10.62,-1.03,DCC-AQ13
2022-05-01 03:00:00,1.63,-0.4,8.56,11.21,9.68,10.46,-0.98,DCC-AQ13
2022-05-01 04:00:00,2.27,0.6,8.56,11.51,9.89,10.83,-1.22,DCC-AQ13
2022-05-01 05:00:00,6.85,2.75,9.09,12.3,10.48,11.37,-1.07,DCC-AQ13
2022-05-01 06:00:00,7.03,0.86,9.62,13.64,11.22,12.47,-0.94,DCC-AQ13
2022-05-01 07:00:00,12.95,1.79,8.15,10.97,9.4,10.38,-0.85,DCC-AQ13
2022-05-01 08:00:00,30.43,13.12,7.6,10.25,8.72,9.59,-0.28,DCC-AQ13
2022-05-01 09:00:00,8.68,0.75,7.52,10.95,8.88,10.03,-0.95,DCC-AQ13
2022-05-01 10:00:00,12.6,1.76,4.03,5.85,4.85,5.5,-0.93,DCC-AQ13
2022-05-01 11:00:00,10.93,2.76,0.68,2.02,1.01,1.32,-0.95,DCC-AQ13
2022-05-01 12:00:00,12.27,3.16,1.0,2.14,1.38,1.69,-0.74,DCC-AQ13
2022-05-01 13:00:00,13.56,2.82,1.29,2.23,1.65,1.94,-0.75,DCC-AQ13
2022-05-01 14:00:00,9.44,1.82,1.29,1.99,1.59,1.85,-0.99,DCC-AQ13
2022-05-01 15:00:00,9.39,2.68,1.15,2.05,1.4,1.59,-0.85,DCC-AQ13
2022-05-01 16:00:00,30.15,11.28,1.67,3.5,2.02,2.37,-0.62,DCC-AQ13
2022-05-01 17:00:00,33.12,17.71,2.6,7.56,3.4,4.0,-0.4,DCC-AQ13
2022-05-01 18:00:00,45.01,23.1,5.85,10.33,6.87,7.67,-0.4,DCC-AQ13
2022-05-01 19:00:00,43.2,24.4,6.6,13.52,7.99,9.19,-0.24,DCC-AQ13
2022-05-01 20:00:00,47.31,15.05,9.29,18.6,11.03,12.42,-0.24,DCC-AQ13
2022-05-01 21:00:00,47.71,12.8,15.11,21.66,16.64,17.76,-0.49,DCC-AQ13
2022-05-01 22:00:00,41.37,15.22,22.08,25.73,23.49,24.35,-0.09,DCC-AQ13
2022-05-01 23:00:00,39.06,25.68,22.85,27.45,24.46,25.49,-0.01,DCC-AQ13
2022-05-02 00:00:00,36.62,12.91,19.17,23.46,20.56,21.39,-0.38,DCC-AQ13
2022-05-02 01:00:00,15.3,0.82,10.98,13.79,12.22,13.11,-0.88,DCC-AQ13
2022-05-02 02:00:00,17.79,0.32,13.42,16.11,14.99,15.84,-0.72,DCC-AQ13
2022-05-02 03:00:00,16.13,0.16,14.11,15.9,15.25,15.71,-0.87,DCC-AQ13
2022-05-02 04:00:00,11.17,1.02,17.75,19.99,19.11,19.57,-1.01,DCC-AQ13
2022-05-02 05:00:00,5.6,0.86,11.79,12.85,12.37,12.54,-0.85,DCC-AQ13
2022-05-02 06:00:00,10.42,8.51,5.28,6.47,5.48,5.6,-0.6,DCC-AQ13
2022-05-02 07:00:00,7.76,1.84,6.2,7.2,6.45,6.64,-0.72,DCC-AQ13
2022-05-02 08:00:00,7.05,1.26,7.09,8.28,7.37,7.59,-1.06,DCC-AQ13
2022-05-02 09:00:00,8.27,4.43,4.53,6.86,4.86,5.17,-0.85,DCC-AQ13
2022-05-02 10:00:00,1.98,0.89,3.04,3.99,3.2,3.35,-1.04,DCC-AQ13
2022-05-02 11:00:00,3.12,0.86,4.77,5.92,4.99,5.18,-0.97,DCC-AQ13
2022-05-02 12:00:00,6.53,1.85,6.96,9.59,7.47,7.96,-1.04,DCC-AQ13
2022-05-02 13:00:00,27.21,19.62,8.9,12.78,9.61,10.13,-0.69,DCC-AQ13
2022-05-02 14:00:00,34.33,17.97,6.68,8.82,7.16,7.64,-0.44,DCC-AQ13
2022-05-02 15:00:00,46.07,30.6,5.91,8.46,6.38,6.79,-0.22,DCC-AQ13
2022-05-02 16:00:00,48.1,32.69,5.99,9.74,6.72,7.46,-0.22,DCC-AQ13
2022-05-02 17:00:00,16.85,4.85,5.05,7.13,5.4,5.78,-0.7,DCC-AQ13
2022-05-02 18:00:00,43.46,10.55,6.57,7.76,6.83,7.07,-0.62,DCC-AQ13
2022-05-02 19:00:00,37.12,6.23,6.48,10.21,7.07,7.66,-0.75,DCC-AQ13
2022-05-02 20:00:00,17.27,1.01,6.11,7.27,6.4,6.7,-1.16,DCC-AQ13
2022-05-02 21:00:00,12.56,1.76,6.27,16.17,7.66,9.02,-0.86,DCC-AQ13
2022-05-02 22:00:00,29.0,4.97,6.41,8.49,6.83,7.22,-0.88,DCC-AQ13
2022-05-02 23:00:00,16.2,1.67,5.88,7.39,6.15,6.39,-0.83,DCC-AQ13
2022-05-03 00:00:00,12.23,-0.01,8.43,10.22,8.81,9.18,-0.99,DCC-AQ13
2022-05-03 01:00:00,6.05,0.0,9.2,10.34,9.52,9.8,-1.01,DCC-AQ13
2022-05-03 02:00:00,29.95,4.11,7.64,9.11,7.96,8.23,-0.77,DCC-AQ13
2022-05-03 03:00:00,33.32,0.29,8.2,8.95,8.43,8.68,-0.91,DCC-AQ13
2022-05-03 04:00:00,46.67,12.16,8.58,9.32,8.84,9.08,-0.66,DCC-AQ13
2022-05-03 05:00:00,61.92,79.05,8.44,9.52,8.78,9.12,1.17,DCC-AQ13
2022-05-03 06:00:00,57.94,112.44,8.57,13.33,9.63,10.74,2.05,DCC-AQ13
2022-05-03 07:00:00,49.57,59.05,9.72,12.74,10.42,11.09,0.73,DCC-AQ13
2022-05-03 08:00:00,42.93,49.04,9.68,14.26,10.44,11.02,0.41,DCC-AQ13
2022-05-03 09:00:00,22.77,17.29,10.27,28.46,12.7,14.73,-0.58,DCC-AQ13
2022-05-03 10:00:00,37.59,36.31,8.75,31.04,11.62,14.07,-0.09,DCC-AQ13
2022-05-03 11:00:00,42.97,61.1,10.35,26.62,12.83,15.25,0.81,DCC-AQ13
2022-05-03 12:00:00,48.23,74.67,11.17,34.55,14.54,17.53,1.11,DCC-AQ13
2022-05-03 13:00:00,50.87,94.72,10.58,23.28,12.65,14.38,1.76,DCC-AQ13
2022-05-03 14:00:00,47.46,59.9,12.19,25.76,14.23,15.86,1.1,DCC-AQ13
2022-05-03 15:00:00,48.91,85.44,10.59,21.18,12.54,14.34,1.78,DCC-AQ13
2022-05-03 16:00:00,59.15,85.3,11.54,29.42,14.24,16.6,1.9,DCC-AQ13
2022-05-03 17:00:00,62.59,75.52,6.9,17.13,8.67,10.45,1.75,DCC-AQ13
2022-05-03 18:00:00,53.32,41.45,7.55,17.46,9.21,10.7,1.28,DCC-AQ13
2022-05-03 19:00:00,28.18,4.77,5.61,12.4,6.8,7.82,0.49,DCC-AQ13
2022-05-03 20:00:00,27.62,2.62,6.61,11.81,7.63,8.53,-0.06,DCC-AQ13
2022-05-03 21:00:00,10.01,0.05,4.94,10.34,5.94,6.83,0.07,DCC-AQ13
2022-05-03 22:00:00,9.2,-0.14,4.27,7.83,5.05,5.67,-0.05,DCC-AQ13
2022-05-03 23:00:00,28.32,16.54,4.57,10.5,5.74,6.76,-0.01,DCC-AQ13
2022-05-04 00:00:00,8.41,1.48,3.51,9.23,4.41,5.0,-0.38,DCC-AQ13
2022-05-04 01:00:00,8.03,0.33,2.99,6.39,3.67,4.2,-0.53,DCC-AQ13
2022-05-04 02:00:00,10.09,1.18,2.13,4.23,2.67,3.13,-0.69,DCC-AQ13
2022-05-04 03:00:00,15.72,3.88,1.75,3.79,2.25,2.67,0.22,DCC-AQ13
2022-05-04 04:00:00,18.39,6.27,1.65,5.37,2.36,3.03,0.49,DCC-AQ13
2022-05-04 05:00:00,27.63,15.67,1.19,9.54,2.34,3.33,0.93,DCC-AQ13
2022-05-04 06:00:00,33.26,19.21,1.11,13.3,2.75,4.08,0.99,DCC-AQ13
2022-05-04 07:00:00,19.18,8.35,0.99,12.14,2.54,3.84,0.37,DCC-AQ13
2022-05-04 08:00:00,24.55,15.82,5.52,22.19,7.91,9.55,0.81,DCC-AQ13
2022-05-04 09:00:00,21.57,14.91,4.36,28.95,7.37,9.3,0.6,DCC-AQ13
2022-05-04 10:00:00,20.83,10.93,2.11,23.0,4.54,6.17,0.23,DCC-AQ13
2022-05-04 11:00:00,15.29,11.06,4.63,19.15,6.78,8.41,0.57,DCC-AQ13
2022-05-04 12:00:00,16.11,10.13,14.68,36.27,18.53,21.1,1.01,DCC-AQ13
2022-05-04 13:00:00,20.64,12.18,8.8,26.47,12.23,15.15,0.47,DCC-AQ13
2022-05-04 14:00:00,13.59,5.49,4.73,19.38,7.59,9.92,0.23,DCC-AQ13
2022-05-04 15:00:00,9.54,3.64,3.44,16.89,6.04,8.2,-0.08,DCC-AQ13
2022-05-04 16:00:00,8.13,2.44,2.83,11.63,4.7,6.46,-0.37,DCC-AQ13
2022-05-04 17:00:00,9.55,2.39,2.53,10.59,4.12,5.46,-0.5,DCC-AQ13
2022-05-04 18:00:00,12.14,3.43,2.37,8.25,3.75,5.08,-0.5,DCC-AQ13
2022-05-04 19:00:00,48.86,20.0,3.93,13.74,6.35,8.55,-0.02,DCC-AQ13
2022-05-04 20:00:00,35.27,4.85,4.71,11.53,6.66,8.4,-0.54,DCC-AQ13
2022-05-04 21:00:00,16.73,1.82,3.89,12.14,5.81,7.63,-0.66,DCC-AQ13
2022-05-04 22:00:00,24.43,0.13,4.95,11.41,6.7,8.32,-0.9,DCC-AQ13
2022-05-04 23:00:00,50.64,26.81,5.96,13.35,8.01,9.86,0.13,DCC-AQ13
2022-05-05 00:00:00,12.13,0.38,6.53,14.96,9.29,11.65,-0.69,DCC-AQ13
2022-05-05 01:00:00,8.56,-0.22,6.51,15.08,9.22,11.5,-0.56,DCC-AQ13
2022-05-05 02:00:00,9.57,0.6,6.19,13.42,8.64,10.72,-0.46,DCC-AQ13
2022-05-05 03:00:00,12.4,1.39,5.73,13.62,8.2,10.48,0.28,DCC-AQ13
2022-05-05 04:00:00,26.67,10.83,5.89,14.63,8.39,10.61,2.27,DCC-AQ13
2022-05-05 05:00:00,50.35,36.58,5.86,18.29,8.78,11.47,4.03,DCC-AQ13
2022-05-05 06:00:00,52.39,34.89,4.69,22.56,7.97,10.86,4.45,DCC-AQ13
2022-05-05 07:00:00,49.59,28.09,3.82,20.68,6.49,8.66,2.4,DCC-AQ13
2022-05-05 08:00:00,39.77,21.03,3.66,18.37,5.99,7.95,1.65,DCC-AQ13
2022-05-05 09:00:00,35.53,24.75,4.31,17.01,6.68,8.88,2.84,DCC-AQ13
2022-05-05 10:00:00,42.32,41.35,3.5,18.58,6.07,8.39,3.04,DCC-AQ13
2022-05-05 11:00:00,36.77,38.51,2.84,18.2,5.22,7.26,4.97,DCC-AQ13
