datetime,no,no2,pm1,pm10,pm2_5,pm4,so2,serial_number
2021-08-04 09:00:00,47.48,94.66,5.73,29.73,8.93,11.58,0.99,DCC-AQ13
2021-08-04 10:00:00,44.39,82.67,5.5,28.75,8.51,10.86,0.73,DCC-AQ13
2021-08-04 11:00:00,49.03,77.87,6.02,25.46,8.72,10.74,0.73,DCC-AQ13
2021-08-04 12:00:00,35.16,49.04,5.93,28.64,9.2,11.55,-0.25,DCC-AQ13
2021-08-04 13:00:00,58.47,77.11,6.23,21.98,9.08,11.3,0.63,DCC-AQ13
2021-08-04 14:00:00,37.69,34.62,4.12,29.65,7.63,10.83,-0.39,DCC-AQ13
2021-08-04 15:00:00,42.68,50.1,4.41,26.51,7.94,11.3,-0.08,DCC-AQ13
2021-08-04 16:00:00,24.69,19.75,3.98,35.04,8.04,11.52,-0.88,DCC-AQ13
2021-08-04 17:00:00,15.85,13.32,4.55,31.75,7.99,10.63,-1.1,DCC-AQ13
2021-08-04 18:00:00,22.05,9.17,4.13,11.77,5.4,6.38,-1.3,DCC-AQ13
2021-08-04 19:00:00,24.5,5.5,3.95,11.44,5.22,6.23,-1.38,DCC-AQ13
2021-08-04 20:00:00,37.85,21.71,3.9,26.76,6.96,9.63,-0.66,DCC-AQ13
2021-08-04 21:00:00,31.19,14.47,3.07,15.62,4.98,6.7,-1.03,DCC-AQ13
2021-08-04 22:00:00,34.75,18.47,3.16,11.08,4.49,5.49,-0.97,DCC-AQ13
2021-08-04 23:00:00,42.38,36.23,2.55,7.09,3.58,4.68,-0.72,DCC-AQ13
2021-08-05 00:00:00,49.02,70.54,3.6,8.8,4.71,5.67,0.64,DCC-AQ13
2021-08-05 01:00:00,37.94,25.54,3.09,6.18,3.88,4.61,-0.63,DCC-AQ13
2021-08-05 02:00:00,39.14,39.3,3.55,7.5,4.64,5.67,-0.21,DCC-AQ13
2021-08-05 03:00:00,26.5,8.53,2.1,9.08,3.53,4.84,-1.11,DCC-AQ13
2021-08-05 04:00:00,35.21,26.08,2.55,9.96,4.38,6.22,-0.63,DCC-AQ13
2021-08-05 05:00:00,50.76,68.56,3.19,9.31,4.97,6.71,0.52,DCC-AQ13
2021-08-05 06:00:00,58.57,90.23,3.72,12.09,5.97,8.14,1.19,DCC-AQ13
2021-08-05 07:00:00,41.67,51.06,2.86,12.17,5.0,6.97,-0.01,DCC-AQ13
2021-08-05 08:00:00,33.33,35.75,3.15,8.94,4.7,6.15,-0.22,DCC-AQ13
2021-08-05 09:00:00,31.24,29.28,3.34,12.2,6.17,8.83,-0.59,DCC-AQ13
2021-08-05 10:00:00,37.14,40.5,3.21,14.86,6.45,9.38,-0.25,DCC-AQ13
2021-08-05 11:00:00,27.75,188.19,3.15,31.06,8.43,13.89,0.19,DCC-AQ13
2021-08-05 12:00:00,33.58,40.67,2.71,18.37,6.09,9.21,-0.49,DCC-AQ13
2021-08-05 13:00:00,37.17,44.0,3.38,21.03,7.25,10.6,-0.48,DCC-AQ13
2021-08-06 00:00:00,16.62,0.3,2.01,6.35,3.06,4.21,-1.63,DCC-AQ13
2021-08-06 01:00:00,7.55,-0.84,2.25,6.44,3.33,4.51,-1.69,DCC-AQ13
2021-08-06 02:00:00,8.92,0.04,2.72,6.94,3.8,4.87,-1.72,DCC-AQ13
2021-08-06 03:00:00,8.5,0.75,3.01,6.81,3.97,4.93,-1.71,DCC-AQ13
2021-08-06 04:00:00,17.63,9.66,2.11,6.57,3.21,4.42,-1.54,DCC-AQ13
2021-08-06 05:00:00,36.53,38.13,1.31,5.03,2.35,3.43,-0.79,DCC-AQ13
2021-08-06 06:00:00,39.67,41.66,1.2,6.2,2.21,3.05,-0.71,DCC-AQ13
2021-08-06 07:00:00,40.14,34.45,1.57,7.0,2.8,3.98,-0.89,DCC-AQ13
2021-08-06 08:00:00,29.91,23.11,2.85,21.93,6.55,10.0,-1.25,DCC-AQ13
2021-08-06 09:00:00,32.78,27.02,3.56,37.72,9.77,16.19,-1.1,DCC-AQ13
2021-08-06 10:00:00,34.27,33.83,5.05,47.66,13.01,21.13,-0.94,DCC-AQ13
2021-08-06 11:00:00,30.23,23.48,5.43,50.95,14.3,23.54,-1.18,DCC-AQ13
2021-08-06 12:00:00,24.69,20.52,2.83,25.04,6.97,11.15,-1.32,DCC-AQ13
2021-08-06 13:00:00,24.6,18.75,2.4,27.07,6.65,10.88,-1.4,DCC-AQ13
2021-08-06 14:00:00,23.85,20.19,3.44,35.76,9.0,14.6,-1.23,DCC-AQ13
2021-08-06 15:00:00,13.08,10.83,2.76,27.28,6.92,10.89,-1.63,DCC-AQ13
2021-08-06 16:00:00,18.46,16.74,3.37,33.38,8.54,13.68,-1.43,DCC-AQ13
2021-08-06 17:00:00,13.36,6.97,2.2,19.44,5.16,8.02,-1.65,DCC-AQ13
2021-08-06 18:00:00,18.31,8.4,1.68,8.65,3.1,4.47,-1.65,DCC-AQ13
2021-08-06 19:00:00,16.64,7.29,1.35,7.09,2.42,3.41,-1.48,DCC-AQ13
2021-08-06 20:00:00,14.1,2.16,1.23,3.7,1.76,2.25,-1.53,DCC-AQ13
2021-08-06 21:00:00,5.52,-1.06,0.83,4.03,1.4,1.96,-1.59,DCC-AQ13
2021-08-06 22:00:00,9.94,5.43,0.92,5.99,1.62,2.18,-1.69,DCC-AQ13
2021-08-06 23:00:00,7.95,1.47,0.9,4.33,1.53,2.13,-1.75,DCC-AQ13
2021-08-07 00:00:00,6.99,-1.47,2.04,5.78,2.9,3.66,-1.84,DCC-AQ13
2021-08-07 01:00:00,3.67,-3.87,4.03,7.7,4.89,5.65,-1.8,DCC-AQ13
2021-08-07 02:00:00,1.25,-3.6,3.42,7.98,4.39,5.46,-1.83,DCC-AQ13
2021-08-07 03:00:00,0.7,-3.11,3.6,10.84,5.33,7.23,-1.84,DCC-AQ13
2021-08-07 04:00:00,8.15,0.12,5.41,15.09,8.02,10.29,-1.75,DCC-AQ13
2021-08-07 05:00:00,20.03,6.11,5.49,10.75,7.17,8.72,-1.65,DCC-AQ13
2021-08-07 06:00:00,29.04,11.06,6.07,11.85,8.03,9.6,-1.62,DCC-AQ13
2021-08-07 07:00:00,20.64,5.49,5.85,12.38,8.1,9.87,-1.61,DCC-AQ13
2021-08-07 08:00:00,17.1,4.8,4.33,8.67,5.84,6.98,-1.73,DCC-AQ13
2021-08-07 09:00:00,6.1,-0.43,3.57,11.46,5.4,6.94,-1.86,DCC-AQ13
2021-08-07 10:00:00,9.61,1.65,2.49,8.41,3.84,4.99,-1.9,DCC-AQ13
2021-08-07 11:00:00,15.09,7.68,1.91,4.99,2.78,3.53,-1.76,DCC-AQ13
2021-08-07 12:00:00,13.86,4.22,2.47,5.66,3.5,4.28,-1.8,DCC-AQ13
2021-08-07 13:00:00,15.24,10.53,2.03,4.29,2.75,3.31,-1.59,DCC-AQ13
2021-08-07 14:00:00,10.66,4.62,2.42,7.43,3.54,4.56,-1.83,DCC-AQ13
2021-08-07 15:00:00,7.3,1.5,2.62,7.52,3.68,4.53,-1.9,DCC-AQ13
2021-08-07 16:00:00,5.08,-0.93,3.59,9.38,4.78,5.6,-1.9,DCC-AQ13
2021-08-07 17:00:00,13.41,3.13,4.68,13.34,6.7,8.41,-1.81,DCC-AQ13
2021-08-07 18:00:00,5.17,-1.08,4.73,13.77,6.8,8.35,-1.98,DCC-AQ13
2021-08-07 19:00:00,5.06,-2.42,4.44,8.86,5.97,7.13,-1.92,DCC-AQ13
2021-08-07 20:00:00,2.96,-2.76,3.36,6.42,4.4,5.2,-2.03,DCC-AQ13
2021-08-07 21:00:00,1.02,-3.23,2.76,5.16,3.61,4.35,-2.04,DCC-AQ13
2021-08-07 22:00:00,2.63,-2.77,2.51,4.43,3.2,3.83,-2.18,DCC-AQ13
2021-08-07 23:00:00,4.14,-1.99,2.54,4.88,3.34,4.01,-1.95,DCC-AQ13
2021-08-08 00:00:00,0.31,-2.66,2.16,4.34,2.94,3.63,-1.98,DCC-AQ13
2021-08-08 01:00:00,-1.98,-2.8,1.62,3.86,2.33,2.93,-2.03,DCC-AQ13
2021-08-08 02:00:00,-2.29,-3.15,1.32,3.71,1.97,2.49,-2.12,DCC-AQ13
2021-08-08 03:00:00,-3.15,-3.3,1.07,3.13,1.64,2.14,-2.02,DCC-AQ13
2021-08-08 04:00:00,-0.88,-2.23,0.96,3.07,1.6,2.17,-2.11,DCC-AQ13
2021-08-08 05:00:00,1.69,-0.72,0.84,2.64,1.39,1.87,-2.04,DCC-AQ13
2021-08-08 06:00:00,2.6,-1.14,0.85,2.93,1.48,2.04,-2.12,DCC-AQ13
2021-08-08 07:00:00,2.6,-1.18,1.13,2.86,1.74,2.22,-1.99,DCC-AQ13
2021-08-08 08:00:00,1.06,-2.01,1.98,5.1,3.11,4.11,-2.05,DCC-AQ13
2021-08-08 09:00:00,9.32,3.45,3.37,10.35,5.63,7.54,-2.02,DCC-AQ13
2021-08-08 10:00:00,3.09,0.32,3.21,11.3,5.49,7.49,-2.07,DCC-AQ13
2021-08-08 11:00:00,1.21,0.13,2.65,9.57,4.43,6.05,-2.11,DCC-AQ13
2021-08-08 12:00:00,4.55,1.81,2.57,10.43,4.52,6.29,-2.06,DCC-AQ13
2021-08-08 13:00:00,3.66,0.08,2.76,9.94,4.59,6.12,-1.82,DCC-AQ13
2021-08-08 14:00:00,0.86,-0.99,2.43,9.82,4.24,5.89,-1.76,DCC-AQ13
2021-08-08 15:00:00,2.85,0.56,2.41,9.27,4.18,5.69,-1.52,DCC-AQ13
2021-08-08 16:00:00,4.69,1.04,1.98,8.3,3.52,4.92,-0.91,DCC-AQ13
2021-08-08 17:00:00,7.26,4.39,2.03,8.12,3.66,5.22,0.35,DCC-AQ13
2021-08-08 18:00:00,11.44,6.02,2.19,8.76,3.97,5.66,0.82,DCC-AQ13
2021-08-08 19:00:00,9.03,1.81,2.3,8.09,3.96,5.48,0.67,DCC-AQ13
2021-08-08 20:00:00,9.61,-1.55,2.42,7.73,4.03,5.61,0.52,DCC-AQ13
2021-08-08 21:00:00,8.75,-0.09,2.47,7.39,3.94,5.27,0.0,DCC-AQ13
2021-08-08 22:00:00,10.74,1.22,2.33,6.63,3.69,5.04,0.0,DCC-AQ13
2021-08-08 23:00:00,15.36,8.79,2.13,6.93,3.49,4.78,1.02,DCC-AQ13
2021-08-09 00:00:00,7.19,1.62,2.03,6.42,3.33,4.58,0.13,DCC-AQ13
2021-08-09 01:00:00,3.34,-0.36,1.88,5.69,3.12,4.36,0.77,DCC-AQ13
2021-08-09 02:00:00,5.76,1.13,1.76,6.62,3.17,4.61,0.59,DCC-AQ13
2021-08-09 03:00:00,5.97,2.14,1.55,6.07,2.67,3.69,0.34,DCC-AQ13
2021-08-09 04:00:00,21.08,13.61,1.56,6.0,2.61,3.58,0.96,DCC-AQ13
2021-08-09 05:00:00,35.92,53.12,2.17,14.65,4.14,5.89,1.52,DCC-AQ13
2021-08-09 06:00:00,49.96,85.86,2.48,20.86,5.17,7.42,2.64,DCC-AQ13
2021-08-09 07:00:00,44.36,81.48,3.42,25.79,7.03,10.32,1.61,DCC-AQ13
2021-08-09 08:00:00,36.83,49.52,5.15,45.76,13.19,22.19,0.68,DCC-AQ13
2021-08-09 09:00:00,25.94,25.67,3.47,43.67,10.19,17.19,-0.58,DCC-AQ13
2021-08-09 10:00:00,28.88,38.07,5.36,75.77,17.02,28.9,-0.74,DCC-AQ13
2021-08-09 11:00:00,20.23,30.59,3.42,46.78,9.99,16.53,-0.81,DCC-AQ13
2021-08-09 12:00:00,26.54,27.46,2.66,31.66,6.41,9.54,-1.12,DCC-AQ13
2021-08-09 13:00:00,33.74,31.46,2.34,33.74,6.04,8.81,-0.85,DCC-AQ13
2021-08-09 14:00:00,21.05,17.67,1.88,32.17,5.61,8.74,-0.89,DCC-AQ13
2021-08-09 15:00:00,19.19,13.12,1.82,27.86,4.97,7.36,-1.44,DCC-AQ13
2021-08-09 16:00:00,24.08,18.25,2.01,30.18,5.39,8.0,-1.39,DCC-AQ13
2021-08-09 17:00:00,18.75,11.26,1.92,21.15,4.37,6.33,-1.68,DCC-AQ13
2021-08-09 18:00:00,12.1,2.13,2.52,10.88,3.9,4.99,-1.87,DCC-AQ13
2021-08-09 19:00:00,16.64,3.41,2.48,19.08,4.84,6.85,-1.93,DCC-AQ13
2021-08-09 20:00:00,11.88,-1.3,2.46,8.56,3.61,4.57,-1.91,DCC-AQ13
2021-08-09 21:00:00,9.93,-2.65,2.83,7.46,3.93,4.9,-1.98,DCC-AQ13
2021-08-09 22:00:00,12.39,0.76,3.16,9.19,4.32,5.27,-1.97,DCC-AQ13
2021-08-09 23:00:00,15.71,6.21,3.16,8.47,4.35,5.41,-1.7,DCC-AQ13
2021-08-10 00:00:00,11.91,3.01,3.36,8.74,4.64,5.84,-2.14,DCC-AQ13
2021-08-10 01:00:00,5.47,-1.03,3.65,10.85,5.54,7.41,-2.11,DCC-AQ13
2021-08-10 02:00:00,6.79,-2.04,3.37,10.82,5.32,7.32,-2.03,DCC-AQ13
2021-08-10 03:00:00,11.83,5.36,5.12,16.15,7.63,9.82,-1.86,DCC-AQ13
2021-08-10 04:00:00,19.34,14.63,6.12,19.66,9.07,11.79,-1.53,DCC-AQ13
2021-08-10 05:00:00,31.07,42.8,6.54,25.09,10.03,13.15,-0.87,DCC-AQ13
2021-08-10 06:00:00,33.28,56.34,6.33,28.2,10.08,13.31,-0.49,DCC-AQ13
2021-08-10 07:00:00,37.8,48.43,5.12,25.66,8.48,11.27,-0.62,DCC-AQ13
2021-08-10 08:00:00,27.73,25.89,3.55,20.52,6.37,8.77,-1.41,DCC-AQ13
2021-08-10 09:00:00,28.2,28.05,3.56,23.85,7.0,10.03,-1.38,DCC-AQ13
2021-08-10 10:00:00,29.49,25.37,4.38,24.32,7.74,10.67,-1.33,DCC-AQ13
2021-08-10 11:00:00,37.38,40.88,4.7,29.68,8.44,11.55,-0.78,DCC-AQ13
2021-08-10 12:00:00,40.89,55.76,5.02,25.0,8.14,10.6,0.09,DCC-AQ13
2021-08-10 13:00:00,46.25,55.06,5.35,23.2,8.18,10.36,-0.16,DCC-AQ13
2021-08-10 14:00:00,54.88,66.85,5.44,27.45,8.9,11.74,0.15,DCC-AQ13
2021-08-10 15:00:00,54.82,94.36,6.75,40.31,11.6,15.39,0.96,DCC-AQ13
2021-08-10 16:00:00,47.17,63.2,4.66,21.44,7.82,10.58,-0.28,DCC-AQ13
2021-08-10 17:00:00,46.2,49.32,5.29,24.01,8.66,11.44,-0.52,DCC-AQ13
2021-08-10 18:00:00,41.44,30.16,3.93,15.26,6.02,7.71,-0.99,DCC-AQ13
2021-08-10 19:00:00,36.54,28.43,3.91,11.43,5.35,6.61,-0.53,DCC-AQ13
2021-08-10 20:00:00,30.02,13.01,3.75,9.18,4.87,5.76,0.78,DCC-AQ13
2021-08-10 21:00:00,35.65,12.62,3.52,15.73,5.31,6.83,2.76,DCC-AQ13
2021-08-10 22:00:00,23.77,6.08,3.15,10.11,4.4,5.53,0.42,DCC-AQ13
2021-08-10 23:00:00,39.51,30.66,3.58,13.26,5.18,6.62,0.17,DCC-AQ13
2021-08-11 00:00:00,35.23,24.96,2.34,8.04,3.3,4.18,-0.19,DCC-AQ13
2021-08-11 01:00:00,22.23,17.25,1.86,4.58,2.42,2.9,-0.89,DCC-AQ13
2021-08-11 02:00:00,18.22,12.29,1.89,3.89,2.47,2.99,-1.38,DCC-AQ13
2021-08-11 03:00:00,22.95,17.37,3.02,7.48,4.21,5.19,-1.4,DCC-AQ13
2021-08-11 04:00:00,32.68,45.76,4.09,12.03,5.92,7.51,-0.5,DCC-AQ13
2021-08-11 05:00:00,32.14,44.02,2.84,17.6,5.14,7.12,-0.77,DCC-AQ13
2021-08-11 06:00:00,44.11,102.82,5.74,141.48,25.68,45.41,0.86,DCC-AQ13
2021-08-11 07:00:00,44.46,111.36,2.85,23.76,5.89,8.47,1.07,DCC-AQ13
2021-08-11 08:00:00,34.62,49.76,2.42,23.98,5.8,9.04,-0.48,DCC-AQ13
2021-08-11 09:00:00,28.91,38.54,1.73,15.59,3.57,5.06,-1.17,DCC-AQ13
2021-08-11 10:00:00,23.39,33.13,2.14,16.21,4.01,5.57,-1.49,DCC-AQ13
2021-08-11 11:00:00,39.53,34.46,2.21,20.6,4.62,6.4,-0.97,DCC-AQ13
2021-08-11 12:00:00,40.97,26.83,1.54,10.72,3.21,4.68,-1.22,DCC-AQ13
2021-08-11 13:00:00,23.6,17.27,1.82,8.07,3.21,4.52,-1.62,DCC-AQ13
2021-08-11 14:00:00,22.84,21.25,2.87,29.41,7.21,11.33,-1.64,DCC-AQ13
2021-08-11 15:00:00,21.53,14.03,3.3,26.31,7.23,10.56,-1.57,DCC-AQ13
2021-08-11 16:00:00,18.2,11.23,2.71,20.41,6.19,9.27,-1.66,DCC-AQ13
2021-08-11 17:00:00,11.92,4.93,2.17,15.99,4.94,7.53,-1.49,DCC-AQ13
2021-08-11 18:00:00,10.28,3.24,2.04,11.29,4.31,6.44,-1.39,DCC-AQ13
2021-08-11 19:00:00,13.25,2.61,2.06,10.78,4.33,6.4,-1.6,DCC-AQ13
2021-08-11 20:00:00,11.58,-0.92,2.11,10.69,4.28,6.35,-1.75,DCC-AQ13
2021-08-11 21:00:00,28.34,6.18,2.69,14.94,5.37,7.84,-1.4,DCC-AQ13
2021-08-11 22:00:00,30.45,28.46,2.84,12.19,4.99,6.99,-0.92,DCC-AQ13
2021-08-11 23:00:00,31.86,43.77,2.2,10.1,4.09,6.02,-0.16,DCC-AQ13
2021-08-12 00:00:00,23.79,13.53,1.83,8.18,3.48,5.15,-0.98,DCC-AQ13
2021-08-12 01:00:00,20.41,6.24,1.88,7.95,3.43,4.79,-1.29,DCC-AQ13
2021-08-12 02:00:00,21.32,22.72,2.21,10.09,4.21,6.08,5.19,DCC-AQ13
2021-08-12 03:00:00,22.69,12.45,1.94,9.92,4.38,6.96,6.49,DCC-AQ13
2021-08-12 04:00:00,35.17,36.68,2.28,14.98,5.08,7.55,5.54,DCC-AQ13
2021-08-12 05:00:00,31.78,64.79,2.69,24.33,6.65,10.49,5.14,DCC-AQ13
2021-08-12 06:00:00,20.45,29.08,2.53,22.13,6.33,9.89,3.36,DCC-AQ13
2021-08-12 07:00:00,33.12,66.5,3.44,24.74,7.55,11.3,2.56,DCC-AQ13
2021-08-12 08:00:00,15.24,16.75,2.41,27.86,6.8,10.65,1.06,DCC-AQ13
2021-08-12 09:00:00,18.39,19.9,2.59,26.36,6.81,10.73,1.36,DCC-AQ13
2021-08-12 10:00:00,18.19,23.39,2.89,23.06,6.84,10.41,0.48,DCC-AQ13
2021-08-12 11:00:00,24.21,30.94,3.55,32.99,9.03,13.92,0.45,DCC-AQ13
2021-08-12 12:00:00,12.77,16.22,3.46,28.19,8.46,12.82,-0.28,DCC-AQ13
2021-08-12 13:00:00,19.0,21.1,3.55,26.71,8.17,12.28,-0.61,DCC-AQ13
2021-08-12 14:00:00,30.2,27.32,3.28,18.68,6.62,9.26,-0.74,DCC-AQ13
2021-08-12 15:00:00,19.12,17.46,2.75,20.42,6.51,10.01,-1.42,DCC-AQ13
2021-08-12 16:00:00,16.96,11.84,2.89,26.74,7.6,11.78,-1.16,DCC-AQ13
2021-08-12 17:00:00,17.25,14.46,2.84,25.01,7.42,11.47,-0.17,DCC-AQ13
2021-08-12 18:00:00,14.93,6.9,2.89,18.73,6.74,9.9,0.1,DCC-AQ13
2021-08-12 19:00:00,13.89,7.34,2.64,16.79,6.13,9.2,1.79,DCC-AQ13
2021-08-12 20:00:00,26.36,8.09,3.19,15.78,6.74,10.04,1.32,DCC-AQ13
2021-08-12 21:00:00,17.19,12.36,3.04,16.28,6.5,9.64,7.11,DCC-AQ13
2021-08-12 22:00:00,27.07,28.06,3.43,17.07,6.94,9.99,15.78,DCC-AQ13
2021-08-12 23:00:00,21.25,19.17,3.11,14.67,6.59,9.74,12.27,DCC-AQ13
2021-08-13 00:00:00,15.41,6.03,3.21,15.13,6.96,10.58,10.25,DCC-AQ13
2021-08-13 01:00:00,18.51,8.12,3.03,14.44,6.8,10.56,13.02,DCC-AQ13
2021-08-13 02:00:00,14.59,4.6,3.01,15.04,6.69,10.15,10.25,DCC-AQ13
2021-08-13 03:00:00,23.55,14.79,3.14,13.83,6.6,9.94,8.72,DCC-AQ13
2021-08-13 04:00:00,29.4,23.2,2.91,17.18,6.79,10.35,9.8,DCC-AQ13
2021-08-13 05:00:00,46.56,61.54,3.41,24.37,8.1,12.44,7.52,DCC-AQ13
2021-08-13 06:00:00,32.72,41.06,3.56,23.83,8.14,12.28,9.28,DCC-AQ13
2021-08-13 07:00:00,28.09,32.96,3.44,23.88,8.14,12.5,8.5,DCC-AQ13
2021-08-13 08:00:00,21.54,21.84,3.27,24.17,7.97,12.17,9.41,DCC-AQ13
2021-08-13 09:00:00,21.06,26.52,3.07,23.37,7.36,11.04,9.38,DCC-AQ13
2021-08-13 10:00:00,22.54,19.07,3.01,28.55,7.85,11.83,8.69,DCC-AQ13
2021-08-13 11:00:00,28.77,25.79,2.98,24.19,7.1,10.5,6.04,DCC-AQ13
2021-08-13 12:00:00,25.83,20.4,3.06,24.47,7.0,10.0,5.31,DCC-AQ13
2021-08-13 13:00:00,25.16,20.44,3.51,28.32,8.16,12.03,4.65,DCC-AQ13
2021-08-13 14:00:00,21.46,13.16,3.62,29.25,8.71,13.34,1.36,DCC-AQ13
2021-08-13 15:00:00,23.75,12.92,3.52,27.59,8.19,12.36,0.76,DCC-AQ13
2021-08-13 16:00:00,17.61,8.66,3.24,18.11,6.56,9.27,-0.03,DCC-AQ13
2021-08-13 17:00:00,21.24,17.19,4.07,15.65,7.02,9.54,0.4,DCC-AQ13
2021-08-13 18:00:00,15.98,6.38,3.1,14.7,5.94,8.34,-0.46,DCC-AQ13
2021-08-13 19:00:00,8.88,-0.06,2.96,11.77,5.4,7.58,-0.75,DCC-AQ13
2021-08-13 20:00:00,5.41,-2.39,3.03,10.6,5.43,7.6,-1.06,DCC-AQ13
2021-08-13 21:00:00,6.45,-2.51,3.14,12.58,5.72,7.94,-1.32,DCC-AQ13
2021-08-13 22:00:00,2.47,-3.74,3.28,11.32,5.91,8.19,-1.53,DCC-AQ13
2021-08-28 22:00:00,31.68,-2.01,14.53,19.66,15.99,17.31,-2.12,DCC-AQ13
2021-08-28 23:00:00,29.76,-0.95,13.79,19.24,15.23,16.48,-2.14,DCC-AQ13
2021-08-29 00:00:00,46.92,0.67,16.73,22.41,18.5,19.99,-2.11,DCC-AQ13
2021-08-29 01:00:00,54.82,25.27,19.2,29.39,21.82,24.0,-1.09,DCC-AQ13
2021-08-29 02:00:00,50.5,29.01,18.24,26.74,20.51,22.51,-1.05,DCC-AQ13
2021-08-29 03:00:00,40.73,1.85,11.93,19.16,13.59,15.03,-1.88,DCC-AQ13
2021-08-29 04:00:00,15.41,-1.68,15.05,21.03,16.91,18.1,-2.18,DCC-AQ13
2021-08-29 05:00:00,2.38,-2.33,11.64,14.41,12.79,13.37,-2.18,DCC-AQ13
2021-08-29 06:00:00,8.55,-1.54,11.36,14.92,12.67,13.32,-2.31,DCC-AQ13
2021-08-29 07:00:00,20.94,-0.3,14.52,19.57,16.39,17.45,-2.14,DCC-AQ13
2021-08-29 08:00:00,21.09,0.53,16.65,26.48,19.8,22.1,-2.12,DCC-AQ13
2021-08-29 09:00:00,5.43,-1.57,8.97,15.31,10.87,12.58,-2.2,DCC-AQ13
2021-08-29 10:00:00,-1.3,-0.95,3.88,6.71,4.61,5.31,-2.33,DCC-AQ13
2021-08-29 11:00:00,-2.38,-1.66,3.85,6.68,4.72,5.54,-2.35,DCC-AQ13
2021-08-29 12:00:00,-2.39,-1.47,3.75,6.46,4.54,5.32,-2.3,DCC-AQ13
2021-08-29 13:00:00,-1.41,-0.4,4.08,6.65,4.78,5.44,-2.36,DCC-AQ13
2021-08-29 14:00:00,-1.58,-0.66,3.27,6.07,3.84,4.34,-2.27,DCC-AQ13
2021-08-29 15:00:00,-2.24,-1.09,4.07,6.49,4.64,5.12,-2.17,DCC-AQ13
2021-08-29 16:00:00,-0.64,-1.03,4.87,6.99,5.64,6.34,-2.19,DCC-AQ13
2021-08-29 17:00:00,-1.19,-1.27,4.6,7.82,5.59,6.46,-2.24,DCC-AQ13
2021-08-29 18:00:00,-1.34,-1.43,4.97,11.29,6.41,7.56,-2.36,DCC-AQ13
2021-08-29 19:00:00,-1.01,-1.36,4.47,10.15,6.03,7.47,-2.41,DCC-AQ13
2021-08-29 20:00:00,-2.24,-1.12,4.9,10.66,6.57,8.15,-2.31,DCC-AQ13
2021-08-29 21:00:00,-2.27,-0.51,4.23,9.15,5.4,6.4,-2.2,DCC-AQ13
2021-08-29 22:00:00,-2.67,-1.33,3.59,7.0,4.61,5.59,-2.23,DCC-AQ13
2021-08-29 23:00:00,-3.12,-1.57,3.07,5.65,3.8,4.47,-2.33,DCC-AQ13
2021-08-30 00:00:00,-2.24,-1.37,3.67,6.65,4.59,5.47,-2.33,DCC-AQ13
2021-08-30 01:00:00,-0.26,-0.78,3.72,7.8,4.88,5.94,-2.41,DCC-AQ13
2021-08-30 02:00:00,-1.02,-1.16,3.59,7.72,4.82,6.03,-2.27,DCC-AQ13
2021-08-30 03:00:00,-1.54,-1.04,2.86,7.27,4.07,5.2,-2.29,DCC-AQ13
2021-08-30 04:00:00,12.76,3.43,2.7,10.83,4.33,5.66,-2.19,DCC-AQ13
2021-08-30 05:00:00,11.5,7.12,2.8,11.09,4.75,6.57,-2.09,DCC-AQ13
2021-08-30 06:00:00,10.24,17.15,2.77,11.36,4.8,6.81,-1.69,DCC-AQ13
2021-08-30 07:00:00,3.27,2.34,1.82,8.67,3.11,4.19,-2.18,DCC-AQ13
2021-08-30 08:00:00,25.19,44.09,2.2,10.43,3.66,4.85,-1.13,DCC-AQ13
2021-08-30 09:00:00,-0.64,0.4,1.86,5.29,2.59,3.27,-2.11,DCC-AQ13
2021-08-30 10:00:00,2.61,4.9,1.67,6.54,2.74,3.82,-2.12,DCC-AQ13
2021-08-30 11:00:00,-1.32,-0.53,1.52,8.13,2.77,4.08,-2.29,DCC-AQ13
2021-08-30 12:00:00,-0.39,0.52,1.62,10.95,3.15,4.57,-2.26,DCC-AQ13
2021-08-30 13:00:00,-1.52,-0.67,1.53,7.01,2.6,3.67,-2.22,DCC-AQ13
2021-08-30 14:00:00,-1.68,-0.58,1.7,10.36,3.5,5.49,-2.29,DCC-AQ13
2021-08-30 15:00:00,0.68,0.57,1.41,11.62,3.06,4.48,-2.25,DCC-AQ13
2021-08-30 16:00:00,-1.92,-0.69,1.43,5.84,2.44,3.42,-2.29,DCC-AQ13
2021-08-30 17:00:00,5.52,4.54,1.66,6.22,2.58,3.41,-2.13,DCC-AQ13
2021-08-30 18:00:00,-2.14,-1.36,1.64,3.87,2.2,2.7,-2.37,DCC-AQ13
2021-08-30 19:00:00,-1.89,-1.33,1.59,4.1,2.11,2.64,-2.4,DCC-AQ13
2021-08-30 20:00:00,-1.82,-1.02,1.72,4.53,2.33,2.92,-2.29,DCC-AQ13
2021-08-30 21:00:00,4.67,3.96,1.73,8.38,2.82,3.83,-2.17,DCC-AQ13
2021-08-30 22:00:00,-0.76,0.54,1.82,7.18,2.97,4.13,-2.3,DCC-AQ13
2021-08-30 23:00:00,2.77,2.46,2.29,7.73,3.8,5.42,-2.25,DCC-AQ13
2021-08-31 00:00:00,0.1,0.57,2.18,7.68,3.82,5.57,-2.31,DCC-AQ13
2021-08-31 01:00:00,0.1,0.78,2.08,7.92,3.81,5.58,-2.23,DCC-AQ13
2021-08-31 02:00:00,-0.31,-0.61,2.28,9.24,4.55,6.78,-2.32,DCC-AQ13
