datetime,no,no2,pm1,pm10,pm2_5,pm4,serial_number
2021-08-07 23:00:00,6.54,15.16,,,,,DCC-AQ10
2021-08-08 00:00:00,6.5,9.53,,,,,DCC-AQ10
2021-08-08 01:00:00,2.39,4.89,,,,,DCC-AQ10
2021-08-08 02:00:00,1.94,6.62,,,,,DCC-AQ10
2021-08-08 03:00:00,1.77,3.33,,,,,DCC-AQ10
2021-08-08 04:00:00,1.79,2.79,,,,,DCC-AQ10
2021-08-08 05:00:00,3.32,4.78,,,,,DCC-AQ10
2021-08-08 06:00:00,5.79,10.17,,,,,DCC-AQ10
2021-08-08 07:00:00,9.58,14.32,,,,,DCC-AQ10
2021-08-08 08:00:00,10.18,17.09,,,,,DCC-AQ10
2021-08-08 09:00:00,11.36,13.67,,,,,DCC-AQ10
2021-08-08 10:00:00,16.07,21.24,,,,,DCC-AQ10
2021-08-08 11:00:00,23.82,23.93,,,,,DCC-AQ10
2021-08-08 12:00:00,24.03,21.47,,,,,DCC-AQ10
2021-08-08 13:00:00,24.97,24.98,,,,,DCC-AQ10
2021-08-08 14:00:00,25.32,24.69,,,,,DCC-AQ10
2021-08-08 15:00:00,24.54,24.52,,,,,DCC-AQ10
2021-08-08 16:00:00,20.68,21.34,,,,,DCC-AQ10
2021-08-08 17:00:00,33.19,28.06,,,,,DCC-AQ10
2021-08-08 18:00:00,38.53,34.49,,,,,DCC-AQ10
2021-08-08 19:00:00,28.95,29.39,,,,,DCC-AQ10
2021-08-08 20:00:00,24.44,32.83,,,,,DCC-AQ10
2021-08-08 21:00:00,19.51,32.09,,,,,DCC-AQ10
2021-08-08 22:00:00,9.92,19.58,,,,,DCC-AQ10
2021-08-08 23:00:00,9.73,17.55,,,,,DCC-AQ10
2021-08-09 00:00:00,8.43,14.08,,,,,DCC-AQ10
2021-08-09 01:00:00,5.7,9.1,,,,,DCC-AQ10
2021-08-09 02:00:00,5.32,10.38,,,,,DCC-AQ10
2021-08-09 03:00:00,3.8,8.38,,,,,DCC-AQ10
2021-08-09 04:00:00,13.43,16.36,,,,,DCC-AQ10
2021-08-09 05:00:00,31.73,33.71,,,,,DCC-AQ10
2021-08-09 06:00:00,26.53,33.85,,,,,DCC-AQ10
2021-08-09 07:00:00,38.3,35.59,,,,,DCC-AQ10
2021-08-09 08:00:00,29.31,28.87,,,,,DCC-AQ10
2021-08-09 09:00:00,18.22,24.01,,,,,DCC-AQ10
2021-08-09 10:00:00,24.09,20.73,,,,,DCC-AQ10
2021-08-09 11:00:00,20.04,22.85,,,,,DCC-AQ10
2021-08-09 12:00:00,26.57,29.5,,,,,DCC-AQ10
2021-08-09 13:00:00,33.8,31.91,,,,,DCC-AQ10
2021-08-09 14:00:00,31.1,30.13,,,,,DCC-AQ10
2021-08-09 15:00:00,37.24,29.54,,,,,DCC-AQ10
2021-08-09 16:00:00,42.94,37.59,,,,,DCC-AQ10
2021-08-09 17:00:00,39.18,39.3,,,,,DCC-AQ10
2021-08-09 18:00:00,17.1,33.59,,,,,DCC-AQ10
2021-08-09 19:00:00,15.55,31.94,,,,,DCC-AQ10
2021-08-09 20:00:00,16.9,31.74,,,,,DCC-AQ10
2021-08-09 21:00:00,13.5,25.2,,,,,DCC-AQ10
2021-08-09 22:00:00,13.54,20.71,,,,,DCC-AQ10
2021-08-09 23:00:00,8.77,15.51,,,,,DCC-AQ10
2021-08-10 00:00:00,11.6,17.04,,,,,DCC-AQ10
2021-08-10 01:00:00,3.88,11.77,,,,,DCC-AQ10
2021-08-10 02:00:00,6.71,13.31,,,,,DCC-AQ10
2021-08-10 03:00:00,7.83,10.98,,,,,DCC-AQ10
2021-08-10 04:00:00,33.66,28.04,,,,,DCC-AQ10
2021-08-10 05:00:00,50.11,40.4,,,,,DCC-AQ10
2021-08-10 06:00:00,58.51,46.36,,,,,DCC-AQ10
2021-08-10 07:00:00,52.3,47.07,,,,,DCC-AQ10
2021-08-10 08:00:00,43.89,40.51,,,,,DCC-AQ10
2021-08-10 09:00:00,36.38,33.48,,,,,DCC-AQ10
2021-08-10 10:00:00,39.65,35.59,,,,,DCC-AQ10
2021-08-10 11:00:00,31.99,36.25,,,,,DCC-AQ10
2021-08-10 12:00:00,38.51,35.71,,,,,DCC-AQ10
2021-08-10 13:00:00,17.69,18.73,,,,,DCC-AQ10
2021-08-10 14:00:00,44.55,39.13,,,,,DCC-AQ10
2021-08-10 15:00:00,40.59,36.59,,,,,DCC-AQ10
2021-08-10 16:00:00,28.6,27.22,,,,,DCC-AQ10
2021-08-10 17:00:00,30.54,36.94,,,,,DCC-AQ10
2021-08-10 18:00:00,11.18,20.51,,,,,DCC-AQ10
2021-08-10 19:00:00,7.62,16.57,,,,,DCC-AQ10
2021-08-10 20:00:00,6.16,16.11,,,,,DCC-AQ10
2021-08-10 21:00:00,6.7,18.83,,,,,DCC-AQ10
2021-08-10 22:00:00,9.07,20.43,,,,,DCC-AQ10
2021-08-10 23:00:00,3.57,21.21,,,,,DCC-AQ10
2021-08-11 00:00:00,0.44,7.18,,,,,DCC-AQ10
2021-08-11 01:00:00,0.87,3.63,,,,,DCC-AQ10
2021-08-11 02:00:00,0.65,2.96,,,,,DCC-AQ10
2021-08-11 03:00:00,0.9,4.57,,,,,DCC-AQ10
2021-08-11 04:00:00,3.31,7.53,,,,,DCC-AQ10
2021-08-11 05:00:00,11.82,16.12,,,,,DCC-AQ10
2021-08-11 06:00:00,6.64,18.93,,,,,DCC-AQ10
2021-08-11 07:00:00,15.29,17.75,,,,,DCC-AQ10
2021-08-11 08:00:00,13.48,16.47,,,,,DCC-AQ10
2021-08-11 09:00:00,16.04,21.36,,,,,DCC-AQ10
2021-08-11 10:00:00,15.36,15.9,,,,,DCC-AQ10
2021-08-11 11:00:00,37.42,42.82,,,,,DCC-AQ10
2021-08-11 12:00:00,52.71,53.26,,,,,DCC-AQ10
2021-08-11 13:00:00,50.32,46.93,,,,,DCC-AQ10
2021-08-11 14:00:00,52.41,48.95,,,,,DCC-AQ10
2021-08-11 15:00:00,64.12,52.86,,,,,DCC-AQ10
2021-08-11 16:00:00,70.8,48.57,,,,,DCC-AQ10
2021-08-11 17:00:00,71.32,47.87,,,,,DCC-AQ10
2021-08-11 18:00:00,44.36,44.6,,,,,DCC-AQ10
2021-08-11 19:00:00,30.63,37.39,,,,,DCC-AQ10
2021-08-11 20:00:00,68.8,48.85,,,,,DCC-AQ10
2021-08-11 21:00:00,109.0,52.42,,,,,DCC-AQ10
2021-08-11 22:00:00,102.06,45.57,,,,,DCC-AQ10
2021-08-11 23:00:00,53.01,35.07,,,,,DCC-AQ10
2021-08-12 00:00:00,25.06,27.21,,,,,DCC-AQ10
2021-08-12 01:00:00,80.55,36.07,,,,,DCC-AQ10
2021-08-12 02:00:00,8.73,12.24,,,,,DCC-AQ10
2021-08-12 03:00:00,5.33,9.3,,,,,DCC-AQ10
2021-08-12 04:00:00,2.7,5.7,,,,,DCC-AQ10
2021-08-12 05:00:00,7.67,14.79,,,,,DCC-AQ10
2021-08-12 06:00:00,8.14,18.81,,,,,DCC-AQ10
2021-08-12 07:00:00,12.67,17.13,,,,,DCC-AQ10
2021-08-12 08:00:00,11.72,14.9,2.15,12.78,5.0,7.63,DCC-AQ10
2021-08-12 09:00:00,9.14,11.3,2.29,25.16,6.17,9.31,DCC-AQ10
2021-08-12 10:00:00,13.6,13.46,2.47,20.96,6.06,9.22,DCC-AQ10
2021-08-12 11:00:00,10.5,15.67,2.89,26.8,7.2,10.74,DCC-AQ10
2021-08-12 12:00:00,14.58,14.62,3.07,33.58,8.5,13.22,DCC-AQ10
2021-08-12 13:00:00,14.35,12.44,2.99,32.68,8.12,12.33,DCC-AQ10
2021-08-12 14:00:00,24.4,23.99,2.6,14.52,5.38,7.79,DCC-AQ10
2021-08-12 15:00:00,25.0,28.63,2.52,10.94,4.9,6.83,DCC-AQ10
2021-08-12 16:00:00,38.26,31.32,2.79,13.58,5.7,8.06,DCC-AQ10
2021-08-12 17:00:00,31.51,33.06,2.56,14.35,5.68,8.33,DCC-AQ10
2021-08-12 18:00:00,22.45,31.9,2.84,14.93,6.26,9.17,DCC-AQ10
2021-08-12 19:00:00,11.24,19.18,2.43,14.91,5.74,8.72,DCC-AQ10
2021-08-12 20:00:00,18.09,29.33,2.86,13.65,6.11,9.02,DCC-AQ10
2021-08-12 21:00:00,5.58,17.91,3.07,14.47,6.26,8.98,DCC-AQ10
2021-08-12 22:00:00,8.22,15.9,2.8,15.91,6.24,9.29,DCC-AQ10
2021-08-12 23:00:00,5.15,10.52,2.87,12.2,5.85,8.52,DCC-AQ10
2021-08-13 00:00:00,5.74,7.78,2.88,12.76,6.14,9.19,DCC-AQ10
2021-08-13 01:00:00,1.58,5.57,2.79,11.42,6.02,8.95,DCC-AQ10
2021-08-13 02:00:00,0.88,4.75,2.8,12.82,6.26,9.56,DCC-AQ10
2021-08-13 03:00:00,0.84,2.8,2.63,12.77,6.06,9.26,DCC-AQ10
2021-08-13 04:00:00,8.54,9.92,2.58,11.99,5.86,8.89,DCC-AQ10
2021-08-13 05:00:00,27.47,29.2,2.71,13.34,6.16,9.39,DCC-AQ10
2021-08-13 06:00:00,21.88,31.58,2.87,19.09,6.84,10.39,DCC-AQ10
2021-08-13 07:00:00,30.8,27.04,2.85,22.87,7.32,11.37,DCC-AQ10
2021-08-13 08:00:00,30.48,25.57,2.82,22.75,7.3,11.24,DCC-AQ10
2021-08-13 09:00:00,22.95,19.25,2.67,21.58,6.72,10.16,DCC-AQ10
2021-08-13 10:00:00,28.56,24.17,2.83,18.84,6.67,10.17,DCC-AQ10
2021-08-13 11:00:00,21.28,23.73,2.54,18.99,6.12,9.2,DCC-AQ10
2021-08-13 12:00:00,30.39,32.67,2.8,17.7,6.27,9.17,DCC-AQ10
2021-08-13 13:00:00,30.39,33.54,3.04,18.56,6.54,9.49,DCC-AQ10
2021-08-13 14:00:00,38.5,37.7,3.01,20.22,6.58,9.62,DCC-AQ10
2021-08-13 15:00:00,46.85,41.62,3.18,17.94,6.4,8.91,DCC-AQ10
2021-08-13 16:00:00,40.78,32.88,3.05,13.96,6.04,8.53,DCC-AQ10
2021-08-13 17:00:00,35.81,34.38,3.06,13.15,5.73,7.96,DCC-AQ10
2021-08-13 18:00:00,17.1,28.65,2.91,10.71,5.07,7.02,DCC-AQ10
2021-08-13 19:00:00,14.64,24.42,2.66,9.79,4.69,6.58,DCC-AQ10
2021-08-13 20:00:00,14.23,26.87,2.78,10.02,4.97,6.97,DCC-AQ10
2021-08-13 21:00:00,13.31,22.37,7.43,16.49,10.64,12.99,DCC-AQ10
2021-08-13 22:00:00,9.99,17.73,3.1,10.71,5.5,7.53,DCC-AQ10
2021-08-28 22:00:00,75.39,63.45,7.93,14.36,9.46,10.83,DCC-AQ10
2021-08-28 23:00:00,57.13,55.7,9.0,15.19,10.51,11.8,DCC-AQ10
2021-08-29 00:00:00,45.53,55.98,9.72,14.88,11.15,12.51,DCC-AQ10
2021-08-29 01:00:00,45.04,50.91,10.55,17.58,12.21,13.74,DCC-AQ10
2021-08-29 02:00:00,25.14,43.63,10.76,16.68,12.33,13.87,DCC-AQ10
2021-08-29 03:00:00,16.59,36.17,9.61,14.82,10.96,12.24,DCC-AQ10
2021-08-29 04:00:00,10.0,31.08,8.49,13.5,9.72,10.8,DCC-AQ10
2021-08-29 05:00:00,11.34,30.87,13.97,23.39,16.6,18.41,DCC-AQ10
2021-08-29 06:00:00,40.16,38.24,21.7,30.01,24.96,26.65,DCC-AQ10
2021-08-29 07:00:00,38.28,38.76,19.46,26.16,22.06,23.37,DCC-AQ10
2021-08-29 08:00:00,46.04,44.43,15.12,24.7,17.82,19.75,DCC-AQ10
2021-08-29 09:00:00,48.15,46.48,12.44,20.17,14.87,16.77,DCC-AQ10
2021-08-29 10:00:00,45.85,39.96,4.8,7.6,5.65,6.42,DCC-AQ10
2021-08-29 11:00:00,56.03,41.76,4.3,7.31,4.94,5.41,DCC-AQ10
2021-08-29 12:00:00,17.75,23.9,4.38,7.38,5.16,5.8,DCC-AQ10
2021-08-29 13:00:00,15.49,25.24,4.47,7.54,5.2,5.87,DCC-AQ10
2021-08-29 14:00:00,27.49,31.68,4.49,7.07,5.07,5.58,DCC-AQ10
2021-08-29 15:00:00,49.71,42.66,4.11,7.61,4.69,5.08,DCC-AQ10
2021-08-29 16:00:00,21.98,25.74,5.0,7.81,5.68,6.17,DCC-AQ10
2021-08-29 17:00:00,17.6,28.46,5.24,9.27,6.32,7.18,DCC-AQ10
2021-08-29 18:00:00,12.7,23.79,5.27,9.19,6.44,7.53,DCC-AQ10
2021-08-29 19:00:00,12.93,22.55,5.19,10.51,6.7,8.21,DCC-AQ10
2021-08-29 20:00:00,8.6,23.91,6.77,15.49,9.14,11.31,DCC-AQ10
2021-08-29 21:00:00,4.94,17.24,4.87,9.57,6.09,7.19,DCC-AQ10
2021-08-29 22:00:00,14.65,22.25,4.24,7.79,5.26,6.17,DCC-AQ10
2021-08-29 23:00:00,6.32,13.62,3.72,6.76,4.7,5.57,DCC-AQ10
2021-08-30 00:00:00,1.1,5.93,3.59,6.48,4.41,5.1,DCC-AQ10
2021-08-30 01:00:00,-0.29,5.43,3.64,6.82,4.7,5.75,DCC-AQ10
2021-08-30 02:00:00,1.34,7.9,3.67,7.64,4.91,6.08,DCC-AQ10
2021-08-30 03:00:00,0.37,7.46,3.23,7.66,4.56,5.86,DCC-AQ10
2021-08-30 04:00:00,3.68,18.03,2.6,6.66,3.82,4.93,DCC-AQ10
2021-08-30 05:00:00,18.69,37.54,2.87,9.21,4.49,5.87,DCC-AQ10
2021-08-30 06:00:00,29.26,51.84,3.24,11.99,5.3,7.37,DCC-AQ10
2021-08-30 07:00:00,15.93,44.43,3.13,21.71,6.04,8.44,DCC-AQ10
2021-08-30 08:00:00,12.51,32.46,2.21,10.57,3.69,4.98,DCC-AQ10
2021-08-30 09:00:00,13.74,27.33,2.59,7.25,3.56,4.45,DCC-AQ10
2021-08-30 10:00:00,16.84,24.45,2.24,7.69,3.29,4.22,DCC-AQ10
2021-08-30 11:00:00,16.89,25.38,2.25,8.43,3.61,5.09,DCC-AQ10
2021-08-30 12:00:00,36.6,34.84,2.11,6.65,3.25,4.39,DCC-AQ10
2021-08-30 13:00:00,48.77,38.04,2.17,6.61,3.25,4.28,DCC-AQ10
2021-08-30 14:00:00,26.54,33.99,2.14,8.74,3.35,4.47,DCC-AQ10
2021-08-30 15:00:00,32.96,33.77,2.21,8.54,3.64,4.94,DCC-AQ10
2021-08-30 16:00:00,50.31,42.15,2.24,7.86,3.53,4.8,DCC-AQ10
2021-08-30 17:00:00,29.51,33.56,2.65,6.35,3.6,4.48,DCC-AQ10
2021-08-30 18:00:00,15.04,22.82,2.08,5.39,2.87,3.63,DCC-AQ10
2021-08-30 19:00:00,5.84,19.17,2.07,4.93,2.72,3.25,DCC-AQ10
2021-08-30 20:00:00,8.08,19.72,2.1,4.75,2.73,3.25,DCC-AQ10
2021-08-30 21:00:00,5.3,20.95,2.0,5.05,2.72,3.37,DCC-AQ10
2021-08-30 22:00:00,7.93,23.81,2.26,5.46,3.12,4.01,DCC-AQ10
2021-08-30 23:00:00,9.29,18.01,2.14,7.14,3.49,4.93,DCC-AQ10
2021-08-31 00:00:00,6.05,10.48,2.27,7.89,3.8,5.3,DCC-AQ10
2021-08-31 01:00:00,4.21,11.48,1.93,6.96,3.38,4.82,DCC-AQ10
2021-08-31 02:00:00,2.84,9.04,2.26,9.85,4.58,6.95,DCC-AQ10
2021-08-31 03:00:00,0.9,6.08,2.17,8.25,4.16,6.09,DCC-AQ10
2021-08-31 04:00:00,4.8,12.54,2.14,7.94,4.02,5.88,DCC-AQ10
2021-08-31 05:00:00,9.99,27.53,1.78,7.88,3.41,5.0,DCC-AQ10
2021-08-31 06:00:00,26.07,44.53,1.74,7.9,3.29,4.73,DCC-AQ10
2021-08-31 07:00:00,20.82,42.5,1.83,8.88,3.38,4.96,DCC-AQ10
2021-08-31 08:00:00,16.05,38.74,2.58,9.39,4.13,5.64,DCC-AQ10
2021-08-31 09:00:00,14.69,23.48,3.21,9.49,4.7,6.11,DCC-AQ10
2021-08-31 10:00:00,14.04,23.86,3.49,11.84,5.35,7.02,DCC-AQ10
2021-08-31 11:00:00,22.68,28.99,3.52,9.68,5.11,6.62,DCC-AQ10
2021-08-31 12:00:00,26.03,34.22,3.39,8.83,4.83,6.13,DCC-AQ10
2021-08-31 13:00:00,29.39,40.37,3.41,9.07,4.85,6.19,DCC-AQ10
2021-08-31 14:00:00,42.73,47.66,3.17,7.84,4.42,5.64,DCC-AQ10
2021-08-31 15:00:00,39.11,41.31,3.43,9.14,4.79,5.99,DCC-AQ10
2021-08-31 16:00:00,29.12,37.29,3.66,9.17,5.02,6.26,DCC-AQ10
2021-08-31 17:00:00,16.66,30.88,3.84,8.94,5.23,6.43,DCC-AQ10
2021-08-31 18:00:00,10.46,24.05,3.19,6.79,4.2,5.04,DCC-AQ10
2021-08-31 19:00:00,4.15,20.45,3.85,6.68,4.83,5.62,DCC-AQ10
2021-08-31 20:00:00,6.14,24.4,3.72,6.69,4.63,5.47,DCC-AQ10
2021-08-31 21:00:00,3.53,15.15,3.4,7.04,4.53,5.57,DCC-AQ10
2021-08-31 22:00:00,2.57,13.67,2.78,7.31,4.03,5.22,DCC-AQ10
2021-08-31 23:00:00,2.63,12.41,2.81,8.08,4.24,5.65,DCC-AQ10
2021-09-01 00:00:00,1.96,10.24,2.37,7.69,3.9,5.42,DCC-AQ10
2021-09-01 01:00:00,0.87,7.48,2.19,7.85,3.77,5.33,DCC-AQ10
2021-09-01 02:00:00,0.24,6.65,1.99,7.3,3.62,5.21,DCC-AQ10
2021-09-01 03:00:00,1.67,8.26,1.63,6.11,3.1,4.42,DCC-AQ10
2021-09-01 04:00:00,4.84,18.81,1.99,6.15,3.47,4.82,DCC-AQ10
2021-09-01 05:00:00,16.5,37.77,2.05,8.46,3.77,5.32,DCC-AQ10
2021-09-01 06:00:00,35.36,48.38,2.71,8.59,4.49,6.13,DCC-AQ10
2021-09-01 07:00:00,17.01,36.54,3.69,13.5,5.87,7.84,DCC-AQ10
2021-09-01 08:00:00,17.09,37.4,4.38,13.87,6.62,8.8,DCC-AQ10
2021-09-01 09:00:00,14.02,32.7,4.47,12.32,6.26,7.89,DCC-AQ10
2021-09-01 10:00:00,8.84,28.28,4.21,11.05,5.78,7.23,DCC-AQ10
2021-09-01 11:00:00,11.58,34.02,4.49,9.93,6.07,7.65,DCC-AQ10
2021-09-01 12:00:00,20.62,33.7,5.27,11.73,7.07,8.69,DCC-AQ10
2021-09-01 13:00:00,23.53,31.96,4.54,12.28,6.28,7.69,DCC-AQ10
2021-09-01 14:00:00,16.29,28.11,3.36,10.08,4.8,6.05,DCC-AQ10
2021-09-01 15:00:00,13.06,24.27,3.26,8.04,4.49,5.61,DCC-AQ10
2021-09-01 16:00:00,23.29,35.16,3.62,8.83,4.91,6.22,DCC-AQ10
2021-09-01 17:00:00,17.63,30.19,4.26,8.23,5.42,6.52,DCC-AQ10
2021-09-01 18:00:00,16.69,27.84,3.39,7.08,4.25,4.87,DCC-AQ10
2021-09-01 19:00:00,7.06,20.78,3.91,8.47,5.03,5.89,DCC-AQ10
2021-09-01 20:00:00,6.72,22.57,5.46,10.63,6.84,8.1,DCC-AQ10
2021-09-01 21:00:00,5.13,18.59,6.06,12.26,7.73,9.36,DCC-AQ10
2021-09-01 22:00:00,2.78,15.26,5.53,11.88,7.27,8.97,DCC-AQ10
2021-09-01 23:00:00,5.3,19.49,5.7,12.21,7.52,9.29,DCC-AQ10
2021-09-02 00:00:00,17.82,37.83,5.61,13.45,7.46,9.23,DCC-AQ10
2021-09-02 01:00:00,11.41,33.23,6.27,11.69,7.82,9.27,DCC-AQ10
2021-09-02 02:00:00,55.63,43.81,6.65,11.66,8.07,9.4,DCC-AQ10
2021-09-02 03:00:00,50.46,38.4,6.53,14.11,8.21,9.71,DCC-AQ10
2021-09-02 04:00:00,59.27,41.56,6.94,13.02,8.55,10.11,DCC-AQ10
2021-09-02 05:00:00,115.12,60.0,8.09,16.16,10.54,12.72,DCC-AQ10
2021-09-02 06:00:00,21.41,45.31,7.13,14.58,9.39,11.39,DCC-AQ10
2021-09-02 07:00:00,20.07,43.94,7.34,16.71,9.82,12.01,DCC-AQ10
2021-09-02 08:00:00,17.19,41.94,7.95,18.05,10.65,12.99,DCC-AQ10
2021-09-02 09:00:00,19.87,40.74,8.2,17.41,10.79,13.08,DCC-AQ10
2021-09-02 10:00:00,14.1,41.96,9.47,22.1,12.48,15.04,DCC-AQ10
2021-09-02 11:00:00,17.26,46.99,9.96,22.98,12.86,15.32,DCC-AQ10
2021-09-02 12:00:00,14.08,34.59,8.75,17.03,10.99,12.9,DCC-AQ10
2021-09-02 13:00:00,16.21,35.5,6.3,17.42,8.52,10.27,DCC-AQ10
2021-09-02 14:00:00,17.56,27.64,3.68,11.63,5.15,6.4,DCC-AQ10
2021-09-02 15:00:00,18.2,29.56,5.06,11.84,6.55,7.71,DCC-AQ10
2021-09-02 16:00:00,26.46,40.23,5.45,11.08,7.0,8.29,DCC-AQ10
2021-09-02 17:00:00,17.03,35.65,6.6,12.8,8.58,10.15,DCC-AQ10
2021-09-02 18:00:00,11.52,36.04,7.3,13.96,9.39,11.11,DCC-AQ10
2021-09-02 19:00:00,6.52,25.13,6.29,12.41,8.24,9.79,DCC-AQ10
2021-09-02 20:00:00,11.77,23.99,6.06,11.87,7.84,9.49,DCC-AQ10
2021-09-02 21:00:00,10.75,23.47,5.06,9.81,6.54,7.95,DCC-AQ10
2021-09-02 22:00:00,18.3,39.87,5.61,10.17,7.1,8.52,DCC-AQ10
2021-09-02 23:00:00,13.65,40.91,5.83,10.78,7.34,8.78,DCC-AQ10
2021-09-03 00:00:00,31.86,42.36,7.25,12.67,8.9,10.3,DCC-AQ10
2021-09-03 01:00:00,25.12,37.66,6.49,11.4,7.91,9.15,DCC-AQ10
2021-09-03 02:00:00,11.64,24.66,6.9,11.61,8.4,9.77,DCC-AQ10
2021-09-03 03:00:00,9.66,19.19,7.67,13.23,9.3,10.76,DCC-AQ10
2021-09-03 04:00:00,17.28,26.58,8.2,15.78,10.08,11.66,DCC-AQ10
2021-09-03 05:00:00,85.02,51.36,8.36,17.26,10.59,12.46,DCC-AQ10
2021-09-03 06:00:00,91.1,61.8,9.01,22.37,12.35,15.23,DCC-AQ10
2021-09-03 07:00:00,39.85,46.04,10.08,28.3,14.44,18.41,DCC-AQ10
2021-09-03 08:00:00,14.31,40.07,9.86,25.84,14.06,17.96,DCC-AQ10
2021-09-03 09:00:00,16.65,42.65,9.73,23.32,13.36,16.47,DCC-AQ10
2021-09-03 10:00:00,15.79,31.34,8.39,20.53,11.53,14.1,DCC-AQ10
2021-09-03 11:00:00,21.92,35.86,8.28,18.51,11.26,13.87,DCC-AQ10
2021-09-03 12:00:00,6.06,16.13,7.87,15.96,10.68,13.04,DCC-AQ10
2021-09-03 13:00:00,8.84,19.33,6.66,12.76,8.95,10.94,DCC-AQ10
2021-09-03 14:00:00,8.02,25.25,6.65,13.24,8.91,10.83,DCC-AQ10
2021-09-03 15:00:00,9.87,35.79,7.07,14.52,9.18,10.97,DCC-AQ10
2021-09-03 16:00:00,16.39,51.47,8.15,16.38,10.53,12.67,DCC-AQ10
2021-09-03 17:00:00,10.48,35.0,8.23,17.38,10.82,13.06,DCC-AQ10
2021-09-03 18:00:00,14.9,36.56,8.06,15.41,10.34,12.43,DCC-AQ10
2021-09-03 19:00:00,4.29,27.42,7.56,14.08,9.56,11.3,DCC-AQ10
2021-09-03 20:00:00,6.0,27.69,7.75,14.22,9.71,11.48,DCC-AQ10
2021-09-03 21:00:00,4.27,26.3,8.81,15.57,10.96,12.96,DCC-AQ10
2021-09-03 22:00:00,6.79,25.55,9.28,15.66,11.41,13.32,DCC-AQ10
2021-09-03 23:00:00,9.35,27.93,10.5,17.38,12.81,14.92,DCC-AQ10
2021-09-04 00:00:00,18.3,38.73,11.93,18.86,14.4,16.56,DCC-AQ10
2021-09-04 01:00:00,11.98,34.09,12.41,20.05,14.93,17.05,DCC-AQ10
2021-09-04 02:00:00,15.35,33.25,12.51,19.96,15.01,17.12,DCC-AQ10
2021-09-04 03:00:00,13.81,28.35,13.45,20.48,15.97,18.05,DCC-AQ10
2021-09-04 04:00:00,13.25,28.69,14.33,21.95,17.03,19.11,DCC-AQ10
2021-09-04 05:00:00,37.51,42.09,15.28,22.73,18.06,20.08,DCC-AQ10
2021-09-04 06:00:00,126.04,48.49,15.06,23.21,17.77,19.92,DCC-AQ10
2021-09-04 07:00:00,40.12,35.51,14.49,24.04,17.27,19.58,DCC-AQ10
2021-09-04 08:00:00,48.56,41.9,14.75,26.12,18.01,20.78,DCC-AQ10
2021-09-04 09:00:00,12.67,32.61,14.16,26.35,17.63,20.51,DCC-AQ10
2021-09-04 10:00:00,10.41,22.38,12.69,23.12,16.1,19.12,DCC-AQ10
2021-09-04 11:00:00,5.74,13.89,11.95,24.29,15.84,18.99,DCC-AQ10
2021-09-04 12:00:00,9.82,24.38,12.59,24.5,16.59,19.84,DCC-AQ10
2021-09-04 13:00:00,7.05,20.71,13.16,24.8,16.77,19.8,DCC-AQ10
2021-09-04 14:00:00,2.85,20.75,13.86,24.41,17.36,20.35,DCC-AQ10
2021-09-04 15:00:00,3.38,19.67,14.02,23.77,17.48,20.36,DCC-AQ10
2021-09-04 16:00:00,3.13,22.0,14.47,25.12,18.11,21.17,DCC-AQ10
2021-09-04 17:00:00,4.28,29.55,15.29,26.53,19.0,22.15,DCC-AQ10
2021-09-04 18:00:00,1.15,21.62,15.93,26.84,19.55,22.61,DCC-AQ10
2021-09-04 19:00:00,5.15,31.06,14.9,25.1,18.3,21.16,DCC-AQ10
2021-09-04 20:00:00,1.7,20.49,12.74,20.65,15.41,17.5,DCC-AQ10
2021-09-04 21:00:00,1.13,15.92,12.57,19.59,15.04,16.98,DCC-AQ10
2021-09-04 22:00:00,0.65,17.24,12.76,19.39,15.1,16.97,DCC-AQ10
2021-09-04 23:00:00,-0.02,21.4,13.32,18.97,15.52,17.2,DCC-AQ10
2021-09-05 00:00:00,-0.21,17.65,13.12,19.42,15.38,17.14,DCC-AQ10
2021-09-05 01:00:00,0.27,15.86,12.61,19.06,14.95,16.91,DCC-AQ10
2021-09-05 02:00:00,0.25,10.49,11.54,18.48,13.78,15.57,DCC-AQ10
2021-09-05 03:00:00,0.13,8.9,10.38,18.2,12.64,14.54,DCC-AQ10
2021-09-05 04:00:00,7.79,16.88,10.74,18.05,13.05,14.97,DCC-AQ10
2021-09-05 05:00:00,1.13,17.13,10.78,18.38,13.02,14.88,DCC-AQ10
2021-09-05 06:00:00,10.15,33.36,10.91,18.77,13.36,15.5,DCC-AQ10
2021-09-05 07:00:00,4.0,24.05,11.47,19.56,14.0,16.19,DCC-AQ10
2021-09-05 08:00:00,8.54,31.63,13.19,21.91,15.93,18.27,DCC-AQ10
2021-09-05 09:00:00,5.98,22.16,16.23,26.21,19.34,22.06,DCC-AQ10
2021-09-05 10:00:00,2.21,13.65,18.65,26.95,21.47,23.69,DCC-AQ10
2021-09-05 11:00:00,7.01,15.53,18.28,25.77,20.85,22.89,DCC-AQ10
2021-09-05 12:00:00,2.93,15.42,17.83,25.52,20.52,22.85,DCC-AQ10
2021-09-05 13:00:00,2.41,12.55,16.49,23.83,18.85,20.77,DCC-AQ10
2021-09-05 14:00:00,0.9,9.37,15.24,21.83,17.33,19.11,DCC-AQ10
2021-09-05 15:00:00,9.94,23.9,15.82,22.94,18.26,20.49,DCC-AQ10
