datetime,no,no2,pm1,pm10,pm2_5,pm4,serial_number
2021-05-02 18:00:00,19.85,30.2,2.12,6.15,2.91,3.71,DCC-AQ10
2021-05-02 19:00:00,19.52,41.36,1.77,7.3,2.66,3.39,DCC-AQ10
2021-05-02 20:00:00,19.88,50.44,4.17,9.99,5.19,6.12,DCC-AQ10
2021-05-02 21:00:00,24.97,57.44,5.12,14.29,6.85,8.48,DCC-AQ10
2021-05-02 22:00:00,29.67,54.21,6.83,14.65,8.48,9.98,DCC-AQ10
2021-05-02 23:00:00,9.19,32.37,7.65,11.94,8.64,9.52,DCC-AQ10
2021-05-03 00:00:00,8.28,26.86,5.24,8.32,6.02,6.68,DCC-AQ10
2021-05-03 01:00:00,12.49,30.85,4.99,8.54,5.78,6.44,DCC-AQ10
2021-05-03 02:00:00,12.97,32.09,4.37,7.85,5.16,5.87,DCC-AQ10
2021-05-03 03:00:00,3.2,15.0,2.34,4.64,2.87,3.33,DCC-AQ10
2021-05-03 04:00:00,1.83,6.68,1.88,4.16,2.45,2.97,DCC-AQ10
2021-05-03 05:00:00,1.78,9.14,1.34,2.74,1.76,2.2,DCC-AQ10
2021-05-03 06:00:00,3.0,15.27,1.39,3.46,1.95,2.54,DCC-AQ10
2021-05-03 07:00:00,3.04,13.07,0.75,2.03,1.19,1.64,DCC-AQ10
2021-05-03 08:00:00,3.1,10.77,0.6,2.16,0.98,1.38,DCC-AQ10
2021-05-03 09:00:00,4.85,10.28,0.79,5.44,1.57,2.22,DCC-AQ10
2021-05-03 10:00:00,4.96,8.67,0.8,4.36,1.45,2.08,DCC-AQ10
2021-05-03 11:00:00,7.05,9.87,0.77,2.59,1.19,1.7,DCC-AQ10
2021-05-03 12:00:00,11.55,15.2,0.74,2.82,1.22,1.75,DCC-AQ10
2021-05-03 13:00:00,12.4,22.15,1.44,5.65,2.66,3.87,DCC-AQ10
2021-05-03 14:00:00,17.71,20.6,3.3,13.55,6.46,9.39,DCC-AQ10
2021-05-03 15:00:00,17.83,25.21,3.9,14.78,7.16,10.23,DCC-AQ10
2021-05-03 16:00:00,13.79,21.94,3.77,12.08,6.43,9.0,DCC-AQ10
2021-05-03 17:00:00,7.69,13.68,3.14,9.56,5.38,7.34,DCC-AQ10
2021-05-03 18:00:00,9.64,12.75,2.41,6.57,4.03,5.42,DCC-AQ10
2021-05-03 19:00:00,7.44,15.18,2.2,5.95,3.68,5.05,DCC-AQ10
2021-05-03 20:00:00,17.33,20.33,1.42,3.17,2.05,2.61,DCC-AQ10
2021-05-03 21:00:00,7.34,9.24,1.48,2.94,1.95,2.37,DCC-AQ10
2021-05-03 22:00:00,8.25,14.23,1.6,3.47,2.18,2.66,DCC-AQ10
2021-05-03 23:00:00,5.59,8.65,0.99,1.92,1.33,1.66,DCC-AQ10
2021-05-04 00:00:00,2.48,3.31,0.66,1.87,1.03,1.36,DCC-AQ10
2021-05-04 01:00:00,13.23,13.08,0.77,2.14,1.29,1.77,DCC-AQ10
2021-05-04 02:00:00,7.54,12.81,0.96,3.13,1.68,2.26,DCC-AQ10
2021-05-04 03:00:00,7.53,6.06,1.24,3.58,2.14,2.88,DCC-AQ10
2021-05-04 04:00:00,27.14,24.85,1.65,5.99,3.14,4.47,DCC-AQ10
2021-05-04 05:00:00,29.59,39.88,2.1,7.88,4.15,6.16,DCC-AQ10
2021-05-04 06:00:00,51.94,58.54,2.31,8.59,4.49,6.63,DCC-AQ10
2021-05-04 07:00:00,46.27,36.99,2.32,9.26,4.19,5.9,DCC-AQ10
2021-05-04 08:00:00,48.28,40.15,1.76,13.09,4.26,6.71,DCC-AQ10
2021-05-04 09:00:00,36.35,29.11,1.36,11.08,3.32,5.19,DCC-AQ10
2021-05-04 10:00:00,40.22,34.75,1.08,11.86,2.82,4.33,DCC-AQ10
2021-05-04 11:00:00,33.01,25.17,0.95,12.2,2.63,4.08,DCC-AQ10
2021-05-04 12:00:00,43.75,25.6,1.09,12.05,2.76,4.19,DCC-AQ10
2021-05-04 13:00:00,54.13,29.37,0.98,5.1,1.8,2.5,DCC-AQ10
2021-05-04 14:00:00,62.11,31.52,1.32,8.65,2.77,4.2,DCC-AQ10
2021-05-04 15:00:00,61.48,29.98,1.82,12.41,3.86,5.82,DCC-AQ10
2021-05-04 16:00:00,74.3,55.65,3.02,8.93,4.69,6.25,DCC-AQ10
2021-05-04 17:00:00,54.19,37.18,3.09,12.01,5.62,8.2,DCC-AQ10
2021-05-04 18:00:00,23.68,18.71,1.31,5.64,2.4,3.44,DCC-AQ10
2021-05-04 19:00:00,17.52,19.2,1.18,3.85,1.84,2.48,DCC-AQ10
2021-05-04 20:00:00,17.99,23.39,1.9,4.29,2.57,3.18,DCC-AQ10
2021-05-04 21:00:00,12.72,25.15,3.13,5.49,3.97,4.66,DCC-AQ10
2021-05-04 22:00:00,10.15,20.34,9.03,12.43,10.25,11.21,DCC-AQ10
2021-05-04 23:00:00,10.23,19.56,6.77,9.63,7.93,8.94,DCC-AQ10
2021-05-05 00:00:00,10.57,12.77,2.17,4.35,2.99,3.75,DCC-AQ10
2021-05-05 01:00:00,19.82,17.06,1.53,3.11,2.06,2.55,DCC-AQ10
2021-05-05 02:00:00,12.25,15.53,1.38,2.85,1.94,2.46,DCC-AQ10
2021-05-05 03:00:00,12.68,15.62,1.79,3.4,2.31,2.76,DCC-AQ10
2021-05-05 04:00:00,15.01,25.54,1.83,2.85,2.27,2.69,DCC-AQ10
2021-05-05 05:00:00,74.11,44.71,1.6,3.68,2.23,2.85,DCC-AQ10
2021-05-05 06:00:00,76.84,48.49,1.63,5.12,2.46,3.21,DCC-AQ10
2021-05-05 07:00:00,56.51,33.74,1.53,6.65,2.6,3.64,DCC-AQ10
2021-05-05 08:00:00,67.19,40.36,1.7,13.73,3.93,6.38,DCC-AQ10
2021-05-05 09:00:00,61.86,30.1,1.68,16.26,4.12,6.37,DCC-AQ10
2021-05-05 10:00:00,59.82,39.77,1.52,15.02,3.73,5.86,DCC-AQ10
2021-05-05 11:00:00,63.99,38.21,1.5,8.29,2.89,4.36,DCC-AQ10
2021-05-05 12:00:00,54.37,32.88,1.56,6.19,2.58,3.57,DCC-AQ10
2021-05-05 13:00:00,86.62,46.67,1.73,5.55,2.6,3.36,DCC-AQ10
2021-05-05 14:00:00,72.8,37.29,1.64,6.91,2.58,3.52,DCC-AQ10
2021-05-05 15:00:00,43.94,38.48,2.03,6.31,2.95,3.75,DCC-AQ10
2021-05-05 16:00:00,63.23,41.25,2.21,4.43,2.86,3.45,DCC-AQ10
2021-05-05 17:00:00,11.31,26.67,1.93,3.46,2.46,2.99,DCC-AQ10
2021-05-06 00:00:00,10.72,30.67,8.78,11.46,9.58,10.32,DCC-AQ10
2021-05-06 01:00:00,5.73,20.9,6.58,9.24,7.3,7.89,DCC-AQ10
2021-05-06 02:00:00,14.48,24.08,5.04,7.64,5.87,6.66,DCC-AQ10
2021-05-06 03:00:00,6.53,14.83,3.75,6.44,4.63,5.48,DCC-AQ10
2021-05-06 04:00:00,10.35,18.11,3.35,6.55,4.41,5.41,DCC-AQ10
2021-05-06 05:00:00,49.77,48.05,3.34,6.67,4.44,5.56,DCC-AQ10
2021-05-06 06:00:00,87.42,53.39,3.38,7.32,4.58,5.78,DCC-AQ10
2021-05-06 07:00:00,99.19,44.71,2.96,10.24,4.63,6.28,DCC-AQ10
2021-05-06 08:00:00,99.83,44.7,2.63,15.16,5.14,7.72,DCC-AQ10
2021-05-06 09:00:00,57.5,33.04,2.42,19.36,5.55,8.64,DCC-AQ10
2021-05-06 10:00:00,61.28,43.46,2.08,34.12,6.98,11.63,DCC-AQ10
2021-05-06 11:00:00,47.7,32.68,1.78,15.19,4.37,6.94,DCC-AQ10
2021-05-06 12:00:00,48.79,34.7,1.78,16.65,4.24,6.42,DCC-AQ10
2021-05-06 13:00:00,64.25,29.79,1.72,13.44,3.86,5.75,DCC-AQ10
2021-05-06 14:00:00,55.9,36.38,1.74,11.05,3.54,5.15,DCC-AQ10
2021-05-06 15:00:00,89.44,46.18,1.94,13.05,4.04,5.76,DCC-AQ10
2021-05-06 16:00:00,66.93,36.25,2.3,13.06,4.64,6.79,DCC-AQ10
2021-05-06 17:00:00,65.21,43.17,2.3,11.59,4.36,6.21,DCC-AQ10
2021-05-06 18:00:00,42.66,40.57,2.48,11.35,4.76,6.94,DCC-AQ10
2021-05-06 19:00:00,42.43,39.34,2.65,13.95,5.2,7.58,DCC-AQ10
2021-05-06 20:00:00,46.04,41.16,2.62,9.77,4.63,6.58,DCC-AQ10
2021-05-06 21:00:00,50.34,47.12,3.1,11.25,5.42,7.79,DCC-AQ10
2021-05-06 22:00:00,33.89,55.3,3.53,13.25,5.95,8.15,DCC-AQ10
2021-05-06 23:00:00,16.48,30.88,3.94,12.39,6.27,8.42,DCC-AQ10
2021-05-07 00:00:00,8.96,21.98,4.48,13.08,6.74,8.75,DCC-AQ10
2021-05-07 01:00:00,32.78,26.63,5.79,14.87,8.2,10.37,DCC-AQ10
2021-05-07 02:00:00,19.99,34.6,4.17,10.95,6.18,8.07,DCC-AQ10
2021-05-07 03:00:00,17.58,26.63,3.15,10.0,5.06,6.82,DCC-AQ10
2021-05-07 04:00:00,31.72,40.92,3.77,12.29,5.91,7.94,DCC-AQ10
2021-05-07 05:00:00,76.65,57.51,3.95,14.52,6.48,8.96,DCC-AQ10
2021-05-07 06:00:00,91.32,44.39,3.81,18.48,6.74,9.41,DCC-AQ10
2021-05-07 07:00:00,72.15,49.2,3.45,18.29,6.55,9.41,DCC-AQ10
2021-05-07 08:00:00,88.07,44.71,3.2,22.06,6.89,10.32,DCC-AQ10
2021-05-07 09:00:00,40.52,28.58,2.43,16.55,5.41,8.2,DCC-AQ10
2021-05-07 10:00:00,35.37,29.71,1.84,12.45,4.05,6.19,DCC-AQ10
2021-05-07 11:00:00,36.29,28.31,1.9,12.46,4.06,6.03,DCC-AQ10
2021-05-07 12:00:00,19.5,21.53,1.83,9.39,3.55,5.16,DCC-AQ10
2021-05-07 13:00:00,6.37,14.17,2.26,13.83,4.81,7.31,DCC-AQ10
2021-05-07 14:00:00,6.64,13.94,1.86,11.72,4.11,6.42,DCC-AQ10
2021-05-07 15:00:00,5.28,9.76,2.1,11.43,4.27,6.17,DCC-AQ10
2021-05-07 16:00:00,5.08,13.09,2.34,13.86,5.13,7.83,DCC-AQ10
2021-05-07 17:00:00,6.17,13.71,2.37,10.8,4.71,6.92,DCC-AQ10
2021-05-07 18:00:00,3.34,11.87,2.59,8.39,4.34,5.94,DCC-AQ10
2021-05-07 19:00:00,3.86,13.51,2.83,9.41,4.68,6.53,DCC-AQ10
2021-05-07 20:00:00,2.31,11.64,2.95,10.1,4.81,6.62,DCC-AQ10
2021-05-07 21:00:00,2.34,13.51,3.39,7.21,4.75,5.98,DCC-AQ10
2021-05-07 22:00:00,2.3,9.11,1.85,6.02,3.22,4.5,DCC-AQ10
2021-05-07 23:00:00,2.79,9.88,1.78,7.53,3.45,4.99,DCC-AQ10
2021-05-08 00:00:00,2.26,7.23,2.1,10.01,4.12,5.99,DCC-AQ10
2021-05-08 01:00:00,1.48,6.4,2.08,7.53,3.49,4.73,DCC-AQ10
2021-05-08 02:00:00,1.14,7.24,2.74,8.55,4.74,6.63,DCC-AQ10
2021-05-08 03:00:00,1.17,7.74,2.87,10.64,5.98,9.1,DCC-AQ10
2021-05-08 04:00:00,1.42,12.77,3.32,13.19,6.97,10.36,DCC-AQ10
2021-05-08 05:00:00,3.23,14.07,3.02,11.85,6.36,9.5,DCC-AQ10
2021-05-08 06:00:00,3.29,18.07,2.37,10.08,5.1,7.81,DCC-AQ10
2021-05-08 07:00:00,2.97,17.98,2.2,9.62,4.86,7.43,DCC-AQ10
2021-05-08 08:00:00,20.38,40.86,3.03,16.82,7.07,11.18,DCC-AQ10
2021-05-08 09:00:00,32.12,39.13,2.8,11.71,5.25,7.7,DCC-AQ10
2021-05-08 10:00:00,22.1,20.13,1.02,3.13,1.62,2.25,DCC-AQ10
2021-05-08 11:00:00,22.69,27.77,1.4,3.89,2.2,2.96,DCC-AQ10
2021-05-08 12:00:00,26.81,33.38,1.48,4.38,2.4,3.15,DCC-AQ10
2021-05-08 13:00:00,14.18,19.64,1.58,6.37,2.77,3.71,DCC-AQ10
2021-05-08 14:00:00,9.71,14.94,1.97,7.86,3.68,5.05,DCC-AQ10
2021-05-08 15:00:00,8.79,12.25,2.55,10.93,5.31,7.62,DCC-AQ10
2021-05-08 16:00:00,5.07,7.1,2.86,12.24,6.29,9.27,DCC-AQ10
2021-05-08 17:00:00,9.77,11.93,2.91,12.29,6.33,9.25,DCC-AQ10
2021-05-08 18:00:00,6.31,10.45,3.09,12.31,6.49,9.37,DCC-AQ10
2021-05-08 19:00:00,9.15,11.63,3.69,13.03,7.22,10.37,DCC-AQ10
2021-05-08 20:00:00,6.07,10.32,4.09,14.13,7.85,11.22,DCC-AQ10
2021-05-08 21:00:00,6.48,11.79,4.06,14.16,7.91,11.5,DCC-AQ10
2021-05-08 22:00:00,3.63,7.81,3.63,13.93,7.45,11.02,DCC-AQ10
2021-05-08 23:00:00,3.02,8.18,3.74,13.92,7.56,11.03,DCC-AQ10
2021-05-09 00:00:00,2.53,6.11,3.89,13.61,7.77,11.13,DCC-AQ10
2021-05-09 01:00:00,2.02,5.39,4.28,15.56,8.74,12.68,DCC-AQ10
2021-05-09 02:00:00,1.68,7.15,3.62,13.73,7.89,11.8,DCC-AQ10
2021-05-09 03:00:00,1.47,3.56,3.89,16.35,8.9,13.48,DCC-AQ10
2021-05-09 04:00:00,2.24,4.92,4.44,17.37,9.56,14.05,DCC-AQ10
2021-05-09 05:00:00,2.13,5.58,3.7,17.45,8.42,12.58,DCC-AQ10
2021-05-09 06:00:00,2.67,7.63,3.6,14.11,7.75,11.28,DCC-AQ10
2021-05-09 07:00:00,6.1,10.99,3.36,13.27,6.98,10.0,DCC-AQ10
2021-05-09 08:00:00,4.93,10.45,2.49,8.96,5.07,7.01,DCC-AQ10
2021-05-09 09:00:00,4.54,9.98,2.72,10.64,5.65,8.0,DCC-AQ10
2021-05-09 10:00:00,4.39,8.06,3.02,11.03,6.27,8.79,DCC-AQ10
2021-05-09 11:00:00,5.67,7.85,2.98,11.68,6.25,8.83,DCC-AQ10
2021-05-09 12:00:00,3.54,7.08,2.78,11.24,5.83,8.15,DCC-AQ10
2021-05-09 13:00:00,4.18,7.6,2.61,9.87,5.39,7.53,DCC-AQ10
2021-05-09 14:00:00,4.97,8.49,2.84,10.36,5.75,7.93,DCC-AQ10
2021-05-09 15:00:00,6.16,11.16,2.95,10.73,5.93,8.32,DCC-AQ10
2021-05-09 16:00:00,6.14,10.39,3.05,11.0,6.2,8.76,DCC-AQ10
2021-05-09 17:00:00,6.98,11.33,3.08,10.71,5.97,8.29,DCC-AQ10
2021-05-09 18:00:00,6.64,8.66,3.13,11.32,6.17,8.75,DCC-AQ10
2021-05-09 19:00:00,8.61,11.8,3.34,11.2,6.33,8.79,DCC-AQ10
2021-05-09 20:00:00,5.38,9.0,3.08,10.01,5.71,7.92,DCC-AQ10
2021-05-09 21:00:00,2.62,9.73,2.99,9.27,5.64,7.9,DCC-AQ10
2021-05-09 22:00:00,2.35,7.68,2.85,8.45,5.26,7.29,DCC-AQ10
2021-05-09 23:00:00,2.15,6.13,2.19,7.13,4.19,5.92,DCC-AQ10
2021-05-10 00:00:00,2.21,5.01,1.64,5.36,3.24,4.59,DCC-AQ10
2021-05-10 01:00:00,1.36,4.45,1.81,6.05,3.63,5.3,DCC-AQ10
2021-05-10 02:00:00,2.19,5.4,1.35,4.38,2.66,3.8,DCC-AQ10
2021-05-10 03:00:00,2.08,5.53,1.56,6.46,3.32,4.98,DCC-AQ10
2021-05-10 04:00:00,2.02,7.1,1.62,7.79,3.53,5.38,DCC-AQ10
2021-05-10 05:00:00,8.54,19.19,1.49,6.11,2.83,4.1,DCC-AQ10
2021-05-10 06:00:00,7.82,19.81,1.35,7.01,2.87,4.18,DCC-AQ10
2021-05-10 07:00:00,10.53,19.78,1.38,6.69,2.73,3.91,DCC-AQ10
2021-05-10 08:00:00,10.49,17.42,1.04,6.18,2.2,3.15,DCC-AQ10
2021-05-10 09:00:00,9.02,14.34,0.82,4.6,1.79,2.68,DCC-AQ10
2021-05-10 10:00:00,12.32,16.89,1.0,8.9,2.44,3.53,DCC-AQ10
2021-05-10 11:00:00,13.22,14.19,0.82,8.36,2.04,2.94,DCC-AQ10
2021-05-10 12:00:00,22.23,15.0,1.0,13.37,2.86,4.19,DCC-AQ10
2021-05-10 13:00:00,8.23,11.29,0.92,9.71,2.61,4.11,DCC-AQ10
2021-05-10 14:00:00,14.11,22.44,0.81,8.05,2.04,3.06,DCC-AQ10
2021-05-10 15:00:00,26.71,35.35,1.12,10.62,2.65,4.03,DCC-AQ10
2021-05-10 16:00:00,30.28,41.99,1.72,6.24,2.74,3.8,DCC-AQ10
2021-05-10 17:00:00,23.32,35.15,1.57,3.39,2.05,2.51,DCC-AQ10
2021-05-10 18:00:00,11.48,22.71,1.22,2.88,1.69,2.16,DCC-AQ10
2021-05-10 19:00:00,10.74,18.8,1.12,2.5,1.51,1.91,DCC-AQ10
2021-05-10 20:00:00,7.81,18.29,1.74,4.76,2.67,3.48,DCC-AQ10
2021-05-10 21:00:00,7.13,12.45,2.37,7.89,4.27,6.03,DCC-AQ10
2021-05-10 22:00:00,4.19,10.95,2.35,9.9,4.85,7.24,DCC-AQ10
2021-05-10 23:00:00,3.6,9.42,2.13,9.42,4.79,7.44,DCC-AQ10
2021-05-11 00:00:00,2.63,7.26,2.19,12.7,5.37,8.55,DCC-AQ10
2021-05-11 01:00:00,2.12,6.23,2.6,14.35,6.27,9.99,DCC-AQ10
2021-05-11 02:00:00,1.23,4.78,2.78,15.05,6.47,10.02,DCC-AQ10
2021-05-11 03:00:00,2.82,9.67,3.1,16.42,7.3,11.53,DCC-AQ10
2021-05-11 04:00:00,4.12,13.75,3.12,16.06,7.19,11.37,DCC-AQ10
2021-05-11 05:00:00,18.83,33.0,2.84,14.72,6.47,10.19,DCC-AQ10
2021-05-11 06:00:00,10.51,25.46,2.9,15.19,6.68,10.5,DCC-AQ10
2021-05-11 07:00:00,15.76,28.95,3.3,17.13,7.32,11.15,DCC-AQ10
2021-05-11 08:00:00,14.15,25.96,2.87,16.81,6.55,10.12,DCC-AQ10
2021-05-11 09:00:00,5.98,13.38,2.22,10.56,4.89,7.58,DCC-AQ10
2021-05-11 10:00:00,5.25,13.85,2.47,13.99,5.53,8.39,DCC-AQ10
2021-05-11 11:00:00,3.39,10.36,2.45,12.64,5.47,8.38,DCC-AQ10
2021-05-11 12:00:00,4.07,11.02,2.55,11.62,5.39,8.03,DCC-AQ10
2021-05-11 13:00:00,4.7,10.06,2.38,9.94,4.85,7.25,DCC-AQ10
2021-05-11 14:00:00,4.29,13.28,2.71,14.21,5.92,8.92,DCC-AQ10
2021-05-11 15:00:00,4.68,16.5,3.04,16.29,6.59,9.57,DCC-AQ10
2021-05-11 16:00:00,4.06,14.5,2.79,14.74,6.2,9.29,DCC-AQ10
2021-05-11 17:00:00,3.46,13.65,2.9,13.9,6.21,9.24,DCC-AQ10
2021-05-11 18:00:00,3.54,16.44,3.81,14.96,7.66,11.19,DCC-AQ10
2021-05-11 19:00:00,2.09,14.95,3.67,14.39,7.2,10.44,DCC-AQ10
2021-05-11 20:00:00,1.8,15.43,3.68,14.4,7.32,10.66,DCC-AQ10
2021-05-11 21:00:00,1.28,12.5,4.08,13.89,7.51,10.53,DCC-AQ10
2021-05-11 22:00:00,36.76,50.86,4.36,12.39,7.23,9.81,DCC-AQ10
2021-05-11 23:00:00,30.21,57.97,5.31,15.02,8.32,10.76,DCC-AQ10
2021-05-12 00:00:00,12.97,37.06,4.84,12.22,7.25,9.17,DCC-AQ10
2021-05-12 01:00:00,43.26,38.75,6.33,12.59,8.61,10.42,DCC-AQ10
2021-05-12 02:00:00,94.41,48.2,8.59,14.31,10.93,12.59,DCC-AQ10
2021-05-12 03:00:00,52.37,36.6,8.98,14.81,11.07,12.53,DCC-AQ10
2021-05-12 04:00:00,94.88,48.36,8.68,17.02,10.89,12.33,DCC-AQ10
2021-05-12 05:00:00,98.98,49.97,5.16,14.89,7.59,9.85,DCC-AQ10
2021-05-12 06:00:00,21.23,50.18,1.87,9.45,3.6,5.31,DCC-AQ10
2021-05-12 07:00:00,13.07,40.36,1.49,13.97,3.81,6.14,DCC-AQ10
2021-05-12 08:00:00,10.36,31.88,1.18,10.26,3.01,4.97,DCC-AQ10
2021-05-12 09:00:00,8.21,20.19,0.99,8.82,2.45,3.89,DCC-AQ10
2021-05-12 10:00:00,11.25,23.47,1.02,8.04,2.34,3.59,DCC-AQ10
2021-05-12 11:00:00,7.42,19.55,0.96,7.19,2.0,2.8,DCC-AQ10
2021-05-12 12:00:00,7.57,19.17,1.02,6.74,2.08,2.97,DCC-AQ10
2021-05-12 13:00:00,10.24,23.85,1.59,8.06,3.07,4.33,DCC-AQ10
2021-05-12 14:00:00,11.53,18.32,1.45,7.29,2.68,3.61,DCC-AQ10
2021-05-12 15:00:00,4.97,18.21,1.32,7.3,2.6,3.65,DCC-AQ10
2021-05-12 16:00:00,7.32,26.51,1.66,5.0,2.69,3.62,DCC-AQ10
2021-05-12 17:00:00,23.68,51.69,2.32,5.59,3.18,4.1,DCC-AQ10
2021-05-12 18:00:00,32.87,56.75,2.71,7.84,3.92,5.37,DCC-AQ10
2021-05-12 19:00:00,4.07,24.93,3.14,7.7,4.11,5.16,DCC-AQ10
2021-05-12 20:00:00,9.01,28.48,3.11,4.75,3.57,4.03,DCC-AQ10
2021-05-12 21:00:00,62.09,62.07,4.16,6.26,4.8,5.42,DCC-AQ10
2021-05-12 22:00:00,56.54,55.04,5.26,7.22,5.9,6.46,DCC-AQ10
2021-05-12 23:00:00,72.4,50.03,7.44,9.73,8.2,8.81,DCC-AQ10
2021-05-13 00:00:00,41.56,39.51,7.59,9.95,8.28,8.9,DCC-AQ10
2021-05-13 01:00:00,24.67,35.23,7.35,9.71,8.03,8.71,DCC-AQ10
2021-05-13 02:00:00,29.15,31.76,7.21,9.01,7.77,8.33,DCC-AQ10
2021-05-13 03:00:00,56.12,35.93,5.92,7.84,6.41,6.79,DCC-AQ10
2021-05-13 04:00:00,128.89,46.68,6.28,8.1,6.87,7.34,DCC-AQ10
2021-05-13 05:00:00,191.15,70.15,5.8,9.32,6.82,7.64,DCC-AQ10
2021-05-13 06:00:00,139.4,63.08,5.64,10.28,7.01,8.23,DCC-AQ10
2021-05-13 07:00:00,159.06,72.64,5.84,10.52,7.21,8.46,DCC-AQ10
2021-05-13 08:00:00,101.59,57.57,6.02,11.5,7.36,8.54,DCC-AQ10
2021-05-13 09:00:00,71.16,57.83,7.23,12.88,8.69,9.89,DCC-AQ10
2021-05-13 10:00:00,42.51,35.86,5.56,13.6,7.14,8.44,DCC-AQ10
2021-05-13 11:00:00,39.62,42.69,5.0,14.29,6.67,7.94,DCC-AQ10
2021-05-13 12:00:00,32.73,43.74,4.5,15.95,6.33,7.46,DCC-AQ10
2021-05-13 13:00:00,13.06,35.28,4.92,11.9,6.37,7.59,DCC-AQ10
2021-05-13 14:00:00,16.42,40.38,3.08,11.57,4.72,5.97,DCC-AQ10
2021-05-13 15:00:00,27.49,48.48,3.34,11.75,5.1,6.48,DCC-AQ10
2021-05-13 16:00:00,15.79,39.69,2.8,9.38,4.56,6.0,DCC-AQ10
2021-05-13 17:00:00,6.84,32.41,2.63,8.38,4.19,5.5,DCC-AQ10
