datetime,no,no2,pm1,pm10,pm2_5,pm4,serial_number
2021-05-05 05:00:00,0.33,13.07,1.31,2.66,1.8,2.33,DCC-AQ5
2021-05-05 06:00:00,1.57,14.52,1.05,2.75,1.59,2.15,DCC-AQ5
2021-05-05 07:00:00,2.72,13.91,1.01,2.49,1.54,2.11,DCC-AQ5
2021-05-05 08:00:00,4.85,11.3,1.26,3.24,1.91,2.54,DCC-AQ5
2021-05-05 09:00:00,2.37,7.06,1.39,5.48,2.51,3.61,DCC-AQ5
2021-05-05 10:00:00,1.94,5.38,1.23,4.48,2.09,2.84,DCC-AQ5
2021-05-05 11:00:00,1.95,5.37,1.35,4.08,2.14,2.87,DCC-AQ5
2021-05-05 12:00:00,1.74,6.64,1.43,3.81,2.1,2.72,DCC-AQ5
2021-05-05 13:00:00,1.84,5.2,1.61,4.03,2.27,2.84,DCC-AQ5
2021-05-05 14:00:00,1.92,5.7,1.69,4.2,2.31,2.78,DCC-AQ5
2021-05-05 15:00:00,2.35,9.58,1.47,5.73,2.28,2.97,DCC-AQ5
2021-05-05 16:00:00,1.95,15.18,2.56,5.28,3.22,3.79,DCC-AQ5
2021-05-05 17:00:00,1.5,9.89,2.47,4.35,3.04,3.59,DCC-AQ5
2021-05-06 00:00:00,0.26,26.92,10.02,11.95,10.74,11.23,DCC-AQ5
2021-05-06 01:00:00,0.42,18.55,8.07,10.29,8.77,9.33,DCC-AQ5
2021-05-06 02:00:00,0.05,13.17,6.14,8.85,6.94,7.62,DCC-AQ5
2021-05-06 03:00:00,0.0,13.0,4.76,7.59,5.7,6.64,DCC-AQ5
2021-05-06 04:00:00,0.14,11.53,3.83,7.19,4.89,5.89,DCC-AQ5
2021-05-06 05:00:00,0.42,15.13,3.49,7.2,4.62,5.74,DCC-AQ5
2021-05-06 06:00:00,6.2,29.25,3.32,7.28,4.42,5.5,DCC-AQ5
2021-05-06 07:00:00,11.33,29.35,3.09,7.4,4.27,5.34,DCC-AQ5
2021-05-06 08:00:00,6.95,18.69,2.5,7.2,3.8,5.06,DCC-AQ5
2021-05-06 09:00:00,3.17,8.52,1.98,7.47,3.47,4.88,DCC-AQ5
2021-05-06 10:00:00,2.37,5.46,1.75,7.94,3.52,5.34,DCC-AQ5
2021-05-06 11:00:00,1.84,4.09,1.77,6.73,3.34,4.79,DCC-AQ5
2021-05-06 12:00:00,1.37,3.12,1.63,6.53,3.01,4.3,DCC-AQ5
2021-05-06 13:00:00,1.04,3.59,1.55,5.0,2.66,3.75,DCC-AQ5
2021-05-06 14:00:00,1.21,3.91,1.43,5.33,2.5,3.49,DCC-AQ5
2021-05-06 15:00:00,1.74,5.06,1.99,6.07,3.31,4.5,DCC-AQ5
2021-05-06 16:00:00,1.64,5.68,1.9,6.41,3.31,4.5,DCC-AQ5
2021-05-06 17:00:00,1.4,6.87,2.12,6.31,3.59,4.84,DCC-AQ5
2021-05-06 18:00:00,1.13,6.86,2.62,6.88,4.24,5.7,DCC-AQ5
2021-05-06 19:00:00,0.83,8.96,3.48,9.77,5.54,7.51,DCC-AQ5
2021-05-06 20:00:00,0.48,12.07,3.57,9.06,5.42,7.11,DCC-AQ5
2021-05-06 21:00:00,0.33,10.03,2.93,8.46,4.74,6.47,DCC-AQ5
2021-05-06 22:00:00,0.16,12.77,4.01,10.2,6.2,8.24,DCC-AQ5
2021-05-06 23:00:00,0.15,19.28,6.46,12.96,8.72,10.77,DCC-AQ5
2021-05-07 00:00:00,0.13,13.55,6.06,11.95,8.17,10.13,DCC-AQ5
2021-05-07 01:00:00,0.06,13.51,5.63,11.53,7.61,9.4,DCC-AQ5
2021-05-07 02:00:00,0.07,14.9,6.62,11.99,8.66,10.54,DCC-AQ5
2021-05-07 03:00:00,0.05,16.3,3.07,8.54,4.92,6.84,DCC-AQ5
2021-05-07 04:00:00,0.03,12.86,3.54,8.93,5.38,7.23,DCC-AQ5
2021-05-07 05:00:00,0.31,15.3,3.28,9.12,5.15,7.06,DCC-AQ5
2021-05-07 06:00:00,2.86,23.51,3.47,11.55,5.65,7.77,DCC-AQ5
2021-05-07 07:00:00,4.25,17.11,3.2,12.4,5.52,7.64,DCC-AQ5
2021-05-07 08:00:00,3.98,12.11,2.87,11.72,5.2,7.33,DCC-AQ5
2021-05-07 09:00:00,3.72,10.0,2.64,12.46,5.25,7.78,DCC-AQ5
2021-05-07 10:00:00,2.28,5.76,1.84,8.89,3.83,5.9,DCC-AQ5
2021-05-07 11:00:00,1.76,4.34,1.64,7.27,3.25,4.96,DCC-AQ5
2021-05-07 12:00:00,1.09,3.52,1.5,6.6,2.9,4.31,DCC-AQ5
2021-05-07 13:00:00,1.53,6.64,1.85,7.51,3.34,4.76,DCC-AQ5
2021-05-07 14:00:00,2.11,10.17,3.42,11.33,5.44,7.2,DCC-AQ5
2021-05-07 15:00:00,2.01,7.04,2.17,8.87,3.89,5.39,DCC-AQ5
2021-05-07 16:00:00,1.5,6.14,2.65,9.58,4.65,6.45,DCC-AQ5
2021-05-07 17:00:00,1.41,7.49,3.06,10.23,5.24,7.32,DCC-AQ5
2021-05-07 18:00:00,1.12,6.18,2.37,6.94,3.92,5.28,DCC-AQ5
2021-05-07 19:00:00,0.65,6.42,3.14,6.57,4.27,5.28,DCC-AQ5
2021-05-07 20:00:00,0.46,9.99,3.47,6.49,4.57,5.48,DCC-AQ5
2021-05-07 21:00:00,0.29,12.74,3.61,6.49,4.81,5.78,DCC-AQ5
2021-05-07 22:00:00,0.24,10.65,4.34,8.02,5.71,6.79,DCC-AQ5
2021-05-07 23:00:00,0.13,4.01,2.78,6.95,4.21,5.43,DCC-AQ5
2021-05-08 00:00:00,0.19,2.84,2.15,7.83,3.88,5.37,DCC-AQ5
2021-05-08 01:00:00,0.12,1.84,1.95,6.66,3.32,4.5,DCC-AQ5
2021-05-08 02:00:00,0.1,2.12,2.21,5.65,3.46,4.58,DCC-AQ5
2021-05-08 03:00:00,0.01,0.69,2.72,7.36,4.68,6.49,DCC-AQ5
2021-05-08 04:00:00,-0.01,0.76,3.01,9.53,5.94,8.69,DCC-AQ5
2021-05-08 05:00:00,0.03,1.04,2.76,8.46,5.25,7.44,DCC-AQ5
2021-05-08 06:00:00,0.15,2.46,2.25,7.25,4.36,6.27,DCC-AQ5
2021-05-08 07:00:00,0.31,5.6,1.89,5.68,3.51,4.85,DCC-AQ5
2021-05-08 08:00:00,0.99,13.04,1.97,7.36,3.91,5.63,DCC-AQ5
2021-05-08 09:00:00,5.08,28.75,2.87,14.02,6.11,9.33,DCC-AQ5
2021-05-08 10:00:00,5.61,19.43,2.0,6.48,3.36,4.64,DCC-AQ5
2021-05-08 11:00:00,1.13,3.48,1.08,2.87,1.65,2.07,DCC-AQ5
2021-05-08 12:00:00,0.71,2.84,1.68,3.36,2.37,2.89,DCC-AQ5
2021-05-08 13:00:00,1.0,3.85,1.57,3.88,2.34,2.93,DCC-AQ5
2021-05-08 14:00:00,0.82,3.03,2.03,6.05,3.34,4.32,DCC-AQ5
2021-05-08 15:00:00,1.08,3.76,3.87,9.3,5.92,7.52,DCC-AQ5
2021-05-08 16:00:00,1.06,3.15,3.68,11.94,6.84,9.45,DCC-AQ5
2021-05-08 17:00:00,1.03,3.47,3.2,12.28,6.81,9.89,DCC-AQ5
2021-05-08 18:00:00,1.09,3.79,3.93,12.28,7.39,10.33,DCC-AQ5
2021-05-08 19:00:00,0.78,3.86,3.2,11.81,6.74,9.78,DCC-AQ5
2021-05-08 20:00:00,0.44,4.47,4.0,14.18,7.96,11.47,DCC-AQ5
2021-05-08 21:00:00,0.34,4.29,4.98,15.61,9.25,13.0,DCC-AQ5
2021-05-08 22:00:00,0.07,2.91,4.49,14.15,8.35,11.71,DCC-AQ5
2021-05-08 23:00:00,0.04,3.93,4.54,13.68,8.32,11.75,DCC-AQ5
2021-05-09 00:00:00,0.21,5.04,3.84,13.39,7.62,10.96,DCC-AQ5
2021-05-09 01:00:00,0.28,6.66,3.89,13.63,7.91,11.52,DCC-AQ5
2021-05-09 02:00:00,0.03,4.53,3.74,13.47,7.76,11.37,DCC-AQ5
2021-05-09 03:00:00,-0.09,2.03,3.79,15.08,8.27,12.34,DCC-AQ5
2021-05-09 04:00:00,0.12,3.98,3.88,16.35,8.79,13.28,DCC-AQ5
2021-05-09 05:00:00,0.11,4.12,3.41,12.55,7.26,10.55,DCC-AQ5
2021-05-09 06:00:00,0.13,2.49,2.91,10.46,6.03,8.5,DCC-AQ5
2021-05-09 07:00:00,0.47,1.4,3.26,11.9,6.73,9.56,DCC-AQ5
2021-05-09 08:00:00,0.54,1.27,3.25,11.16,6.54,9.05,DCC-AQ5
2021-05-09 09:00:00,0.53,1.32,4.25,13.14,7.52,9.94,DCC-AQ5
2021-05-09 10:00:00,0.52,1.6,5.83,14.98,9.59,12.43,DCC-AQ5
2021-05-09 11:00:00,0.88,1.95,6.64,16.9,10.52,13.42,DCC-AQ5
2021-05-09 12:00:00,0.84,1.48,3.2,12.84,6.83,9.7,DCC-AQ5
2021-05-09 13:00:00,0.74,1.48,3.02,12.86,6.41,8.93,DCC-AQ5
2021-05-09 14:00:00,0.75,1.98,3.58,12.97,7.1,9.77,DCC-AQ5
2021-05-09 15:00:00,0.76,1.78,3.12,13.25,6.71,9.49,DCC-AQ5
2021-05-09 16:00:00,0.72,2.16,3.5,11.75,6.64,9.05,DCC-AQ5
2021-05-09 17:00:00,0.63,2.13,3.06,10.53,6.15,8.54,DCC-AQ5
2021-05-09 18:00:00,0.96,2.68,3.6,11.27,6.73,9.14,DCC-AQ5
2021-05-09 19:00:00,0.76,2.66,3.31,9.86,6.15,8.42,DCC-AQ5
2021-05-09 20:00:00,0.62,3.02,3.12,9.75,5.87,8.08,DCC-AQ5
2021-05-09 21:00:00,0.42,2.37,3.08,8.94,5.65,7.82,DCC-AQ5
2021-05-09 22:00:00,0.29,1.58,2.49,7.6,4.71,6.6,DCC-AQ5
2021-05-09 23:00:00,-0.02,3.36,2.7,6.82,4.6,6.16,DCC-AQ5
2021-05-10 00:00:00,0.0,0.99,2.47,6.22,4.08,5.36,DCC-AQ5
2021-05-10 01:00:00,-0.02,0.27,1.46,4.84,2.86,4.07,DCC-AQ5
2021-05-10 02:00:00,0.01,1.35,1.42,4.89,2.79,3.93,DCC-AQ5
2021-05-10 03:00:00,0.1,0.56,1.49,4.66,2.83,3.98,DCC-AQ5
2021-05-10 04:00:00,-0.03,1.63,1.4,4.66,2.66,3.73,DCC-AQ5
2021-05-10 05:00:00,0.03,4.84,0.92,2.78,1.71,2.33,DCC-AQ5
2021-05-10 06:00:00,0.74,11.6,0.98,3.88,1.96,2.86,DCC-AQ5
2021-05-10 07:00:00,2.82,19.8,1.21,4.75,2.32,3.19,DCC-AQ5
2021-05-10 08:00:00,3.11,13.8,1.16,6.91,2.54,3.75,DCC-AQ5
2021-05-10 09:00:00,2.55,9.42,0.93,5.56,2.0,2.92,DCC-AQ5
2021-05-10 10:00:00,1.96,6.01,1.09,6.77,2.36,3.36,DCC-AQ5
2021-05-10 11:00:00,2.09,7.37,0.77,7.71,1.94,2.94,DCC-AQ5
2021-05-10 12:00:00,2.6,8.59,2.34,9.55,3.77,4.91,DCC-AQ5
2021-05-10 13:00:00,2.21,7.32,2.34,8.8,3.8,5.0,DCC-AQ5
2021-05-10 14:00:00,1.91,7.81,0.96,7.57,2.33,3.62,DCC-AQ5
2021-05-10 15:00:00,2.19,11.85,1.38,8.18,2.54,3.4,DCC-AQ5
2021-05-10 16:00:00,1.94,16.42,1.95,6.75,3.06,4.06,DCC-AQ5
2021-05-10 17:00:00,2.58,14.28,2.49,6.94,3.56,4.53,DCC-AQ5
2021-05-10 18:00:00,1.39,8.29,3.3,5.38,3.78,4.16,DCC-AQ5
2021-05-10 19:00:00,1.1,9.35,2.91,6.94,3.71,4.43,DCC-AQ5
2021-05-10 20:00:00,0.98,6.18,3.37,7.53,4.29,5.16,DCC-AQ5
2021-05-10 21:00:00,0.73,4.89,2.02,10.2,4.13,6.21,DCC-AQ5
2021-05-10 22:00:00,0.39,3.63,2.42,8.94,4.7,6.82,DCC-AQ5
2021-05-10 23:00:00,0.19,1.88,2.33,9.27,4.94,7.46,DCC-AQ5
2021-05-11 00:00:00,0.08,1.2,2.21,10.28,5.11,8.0,DCC-AQ5
2021-05-11 01:00:00,0.14,1.13,2.37,11.68,5.72,9.21,DCC-AQ5
2021-05-11 02:00:00,0.06,1.34,2.95,14.98,6.86,11.0,DCC-AQ5
2021-05-11 03:00:00,-0.01,2.37,3.04,14.37,6.96,10.96,DCC-AQ5
2021-05-11 04:00:00,-0.06,4.69,3.54,18.87,8.1,12.5,DCC-AQ5
2021-05-11 05:00:00,1.05,21.34,3.51,18.22,7.77,12.1,DCC-AQ5
2021-05-11 06:00:00,5.7,34.9,2.63,16.66,6.28,9.84,DCC-AQ5
2021-05-11 07:00:00,2.4,13.27,2.97,15.28,6.56,9.79,DCC-AQ5
2021-05-11 08:00:00,1.96,8.63,3.02,12.93,6.3,9.31,DCC-AQ5
2021-05-11 09:00:00,1.42,6.74,2.36,10.64,5.06,7.69,DCC-AQ5
2021-05-11 10:00:00,1.65,6.79,2.23,11.38,4.76,7.05,DCC-AQ5
2021-05-11 11:00:00,2.41,8.52,3.16,14.3,6.24,9.23,DCC-AQ5
2021-05-11 12:00:00,1.3,5.73,3.17,12.89,6.16,9.05,DCC-AQ5
2021-05-11 13:00:00,1.25,4.65,4.07,13.58,6.98,9.62,DCC-AQ5
2021-05-11 14:00:00,1.09,4.27,3.02,11.17,5.56,7.9,DCC-AQ5
2021-05-11 15:00:00,1.02,4.23,2.55,9.21,4.95,7.17,DCC-AQ5
2021-05-11 16:00:00,1.04,5.11,2.71,11.55,5.49,7.93,DCC-AQ5
2021-05-11 17:00:00,1.09,5.79,2.77,11.07,5.37,7.55,DCC-AQ5
2021-05-11 18:00:00,0.77,6.82,3.31,11.64,6.26,8.92,DCC-AQ5
2021-05-11 19:00:00,0.62,9.17,4.34,12.87,7.5,10.24,DCC-AQ5
2021-05-11 20:00:00,0.42,12.25,5.05,14.32,8.45,11.3,DCC-AQ5
2021-05-11 21:00:00,0.1,12.16,5.18,14.26,8.58,11.46,DCC-AQ5
2021-05-11 22:00:00,0.01,11.98,5.08,13.59,8.2,10.92,DCC-AQ5
2021-05-11 23:00:00,-0.15,18.53,4.93,12.35,7.71,10.03,DCC-AQ5
2021-05-12 00:00:00,0.01,14.35,6.05,13.96,9.12,11.56,DCC-AQ5
2021-05-12 01:00:00,0.07,21.14,8.65,16.94,12.1,14.62,DCC-AQ5
2021-05-12 02:00:00,1.27,42.65,8.98,17.48,12.33,14.82,DCC-AQ5
2021-05-12 03:00:00,1.01,32.59,7.4,13.88,9.96,11.87,DCC-AQ5
2021-05-12 04:00:00,0.86,32.52,8.27,14.54,10.83,12.73,DCC-AQ5
2021-05-12 05:00:00,5.1,33.14,7.52,13.72,9.94,11.7,DCC-AQ5
2021-05-12 06:00:00,10.38,41.56,5.05,11.23,7.01,8.65,DCC-AQ5
2021-05-12 07:00:00,9.68,44.76,2.62,10.95,4.56,6.42,DCC-AQ5
2021-05-12 08:00:00,4.12,21.32,1.29,8.09,2.87,4.54,DCC-AQ5
2021-05-12 09:00:00,2.14,9.92,0.89,5.39,1.87,2.75,DCC-AQ5
2021-05-12 10:00:00,1.61,6.96,0.86,4.3,1.77,2.68,DCC-AQ5
2021-05-12 11:00:00,1.24,6.56,1.08,4.56,1.9,2.58,DCC-AQ5
2021-05-12 12:00:00,1.44,5.66,1.72,5.47,2.62,3.43,DCC-AQ5
2021-05-12 13:00:00,1.32,5.59,1.26,5.25,2.19,3.02,DCC-AQ5
2021-05-12 14:00:00,1.2,4.0,1.46,4.52,2.47,3.32,DCC-AQ5
2021-05-12 15:00:00,0.96,8.05,1.6,5.35,2.56,3.38,DCC-AQ5
2021-05-12 16:00:00,0.9,9.69,1.51,4.63,2.35,3.06,DCC-AQ5
2021-05-12 17:00:00,1.51,21.31,2.36,7.26,3.42,4.42,DCC-AQ5
2021-05-12 18:00:00,2.33,24.18,2.48,6.24,3.32,4.23,DCC-AQ5
2021-05-12 19:00:00,1.79,19.16,3.2,8.88,4.38,5.74,DCC-AQ5
2021-05-12 20:00:00,0.73,14.47,2.81,5.1,3.4,3.96,DCC-AQ5
2021-05-12 21:00:00,0.37,27.68,4.74,7.67,5.4,5.95,DCC-AQ5
2021-05-12 22:00:00,0.35,27.57,7.63,10.51,8.41,8.88,DCC-AQ5
2021-05-12 23:00:00,0.31,28.79,9.18,11.07,9.93,10.45,DCC-AQ5
2021-05-13 00:00:00,4.59,41.69,12.87,16.38,13.97,14.74,DCC-AQ5
2021-05-13 01:00:00,12.51,31.83,11.94,15.9,13.04,13.85,DCC-AQ5
2021-05-13 02:00:00,3.57,30.03,9.79,12.69,10.67,11.38,DCC-AQ5
2021-05-13 03:00:00,2.87,32.28,6.26,8.0,6.91,7.41,DCC-AQ5
2021-05-13 04:00:00,3.21,30.58,6.09,8.45,6.93,7.61,DCC-AQ5
2021-05-13 05:00:00,3.21,26.51,4.56,7.1,5.46,6.14,DCC-AQ5
2021-05-13 06:00:00,20.69,40.0,4.15,8.78,5.54,6.63,DCC-AQ5
2021-05-13 07:00:00,9.99,29.21,4.79,8.19,5.8,6.57,DCC-AQ5
2021-05-13 08:00:00,6.3,18.81,5.32,9.78,6.5,7.43,DCC-AQ5
2021-05-13 09:00:00,5.2,16.51,8.15,12.27,9.41,10.51,DCC-AQ5
2021-05-13 10:00:00,5.5,13.54,8.37,11.62,9.41,10.19,DCC-AQ5
2021-05-13 11:00:00,3.2,7.71,5.87,9.38,6.9,7.83,DCC-AQ5
2021-05-13 12:00:00,1.89,5.49,5.46,9.86,6.58,7.39,DCC-AQ5
2021-05-13 13:00:00,1.34,4.08,4.94,7.83,5.76,6.34,DCC-AQ5
2021-05-13 14:00:00,2.52,14.76,3.9,8.21,4.92,5.76,DCC-AQ5
2021-05-13 15:00:00,3.44,17.36,3.81,9.4,5.1,6.14,DCC-AQ5
2021-05-13 16:00:00,4.24,21.9,3.89,10.48,5.49,6.69,DCC-AQ5
2021-05-13 17:00:00,1.87,16.13,3.6,7.93,5.07,6.28,DCC-AQ5
