datetime,no2,o3,serial_number,pm1,pm10,pm2_5,pm4
2021-04-30 22:00:00,59.49,25.9,DCC-AQ69,,,,
2021-04-30 23:00:00,62.9,11.81,DCC-AQ69,,,,
2021-05-01 00:00:00,53.96,16.11,DCC-AQ69,,,,
2021-05-01 01:00:00,40.12,23.58,DCC-AQ69,,,,
2021-05-01 02:00:00,33.4,27.75,DCC-AQ69,,,,
2021-05-01 03:00:00,35.07,23.74,DCC-AQ69,,,,
2021-05-01 04:00:00,36.64,26.61,DCC-AQ69,,,,
2021-05-01 05:00:00,52.93,18.69,DCC-AQ69,,,,
2021-05-01 06:00:00,66.23,16.48,DCC-AQ69,,,,
2021-05-01 07:00:00,57.77,20.5,DCC-AQ69,,,,
2021-05-01 08:00:00,44.98,47.48,DCC-AQ69,,,,
2021-05-01 09:00:00,32.56,67.0,DCC-AQ69,,,,
2021-05-01 10:00:00,32.48,64.85,DCC-AQ69,,,,
2021-05-01 11:00:00,51.67,51.16,DCC-AQ69,,,,
2021-05-01 12:00:00,49.94,50.56,DCC-AQ69,,,,
2021-05-01 13:00:00,45.92,57.93,DCC-AQ69,,,,
2021-05-01 14:00:00,33.11,73.09,DCC-AQ69,,,,
2021-05-01 15:00:00,37.47,71.13,DCC-AQ69,,,,
2021-05-01 16:00:00,28.3,78.27,DCC-AQ69,,,,
2021-05-01 17:00:00,26.38,78.82,DCC-AQ69,,,,
2021-05-01 18:00:00,45.11,60.32,DCC-AQ69,,,,
2021-05-01 19:00:00,45.97,54.6,DCC-AQ69,,,,
2021-05-01 20:00:00,41.08,56.01,DCC-AQ69,,,,
2021-05-01 21:00:00,47.53,42.57,DCC-AQ69,,,,
2021-05-01 22:00:00,27.11,59.12,DCC-AQ69,,,,
2021-05-01 23:00:00,15.13,67.9,DCC-AQ69,,,,
2021-05-04 01:00:00,4.03,72.74,DCC-AQ69,,,,
2021-05-04 02:00:00,4.87,72.7,DCC-AQ69,,,,
2021-05-04 03:00:00,5.35,73.84,DCC-AQ69,,,,
2021-05-04 04:00:00,13.17,68.29,DCC-AQ69,,,,
2021-05-04 05:00:00,48.15,38.01,DCC-AQ69,,,,
2021-05-04 06:00:00,53.47,33.12,DCC-AQ69,,,,
2021-05-04 07:00:00,47.38,38.15,DCC-AQ69,,,,
2021-05-04 08:00:00,34.52,51.95,DCC-AQ69,,,,
2021-05-04 09:00:00,26.55,55.69,DCC-AQ69,,,,
2021-05-04 10:00:00,27.97,52.75,DCC-AQ69,,,,
2021-05-04 11:00:00,32.76,53.25,DCC-AQ69,,,,
2021-05-04 12:00:00,27.31,56.06,DCC-AQ69,,,,
2021-05-04 13:00:00,27.4,56.81,DCC-AQ69,,,,
2021-05-04 14:00:00,40.49,43.03,DCC-AQ69,,,,
2021-05-04 15:00:00,37.75,42.34,DCC-AQ69,,,,
2021-05-04 16:00:00,66.38,28.02,DCC-AQ69,,,,
2021-05-04 17:00:00,38.8,38.58,DCC-AQ69,,,,
2021-05-04 18:00:00,27.73,50.63,DCC-AQ69,,,,
2021-05-04 19:00:00,28.46,47.22,DCC-AQ69,,,,
2021-05-04 20:00:00,25.14,41.71,DCC-AQ69,,,,
2021-05-04 21:00:00,32.47,31.1,DCC-AQ69,,,,
2021-05-04 22:00:00,31.84,31.09,DCC-AQ69,,,,
2021-05-04 23:00:00,22.6,40.11,DCC-AQ69,,,,
2021-05-05 00:00:00,9.7,54.87,DCC-AQ69,,,,
2021-05-05 01:00:00,6.92,62.38,DCC-AQ69,,,,
2021-05-05 02:00:00,6.58,63.21,DCC-AQ69,,,,
2021-05-05 03:00:00,10.09,54.09,DCC-AQ69,,,,
2021-05-05 04:00:00,30.13,32.23,DCC-AQ69,,,,
2021-05-05 05:00:00,54.68,15.38,DCC-AQ69,,,,
2021-05-05 06:00:00,58.07,13.3,DCC-AQ69,,,,
2021-05-05 07:00:00,56.69,12.59,DCC-AQ69,,,,
2021-05-05 08:00:00,55.96,19.57,DCC-AQ69,,,,
2021-05-05 09:00:00,41.08,36.55,DCC-AQ69,,,,
2021-05-05 10:00:00,42.58,40.11,DCC-AQ69,,,,
2021-05-05 11:00:00,45.68,35.26,DCC-AQ69,,,,
2021-05-05 12:00:00,45.6,36.74,DCC-AQ69,,,,
2021-05-05 13:00:00,33.47,46.17,DCC-AQ69,,,,
2021-05-05 14:00:00,27.89,52.66,DCC-AQ69,,,,
2021-05-05 15:00:00,42.09,38.42,DCC-AQ69,,,,
2021-05-05 16:00:00,52.31,28.29,DCC-AQ69,,,,
2021-05-05 17:00:00,54.45,27.52,DCC-AQ69,,,,
2021-05-05 18:00:00,30.06,50.1,DCC-AQ69,,,,
2021-05-05 19:00:00,42.46,42.52,DCC-AQ69,,,,
2021-05-05 20:00:00,55.14,26.55,DCC-AQ69,,,,
2021-05-05 21:00:00,66.71,8.13,DCC-AQ69,,,,
2021-05-05 22:00:00,63.51,4.34,DCC-AQ69,,,,
2021-05-05 23:00:00,54.02,6.3,DCC-AQ69,,,,
2021-05-06 00:00:00,29.23,24.92,DCC-AQ69,,,,
2021-05-06 01:00:00,19.8,38.02,DCC-AQ69,,,,
2021-05-06 02:00:00,20.26,37.73,DCC-AQ69,,,,
2021-05-06 03:00:00,20.86,36.14,DCC-AQ69,,,,
2021-05-06 04:00:00,32.32,29.32,DCC-AQ69,,,,
2021-05-06 05:00:00,65.3,8.31,DCC-AQ69,,,,
2021-05-06 06:00:00,79.46,5.49,DCC-AQ69,,,,
2021-05-06 07:00:00,55.47,19.64,DCC-AQ69,,,,
2021-05-06 08:00:00,41.47,35.69,DCC-AQ69,,,,
2021-05-06 09:00:00,27.65,49.96,DCC-AQ69,,,,
2021-05-06 10:00:00,26.55,55.02,DCC-AQ69,,,,
2021-05-06 11:00:00,24.07,59.5,DCC-AQ69,,,,
2021-05-06 12:00:00,25.34,59.33,DCC-AQ69,,,,
2021-05-06 13:00:00,33.47,53.18,DCC-AQ69,,,,
2021-05-06 14:00:00,33.17,54.02,DCC-AQ69,,,,
2021-05-06 15:00:00,41.32,44.48,DCC-AQ69,,,,
2021-05-06 16:00:00,33.55,53.3,DCC-AQ69,,,,
2021-05-06 17:00:00,45.38,44.3,DCC-AQ69,,,,
2021-05-06 18:00:00,30.28,55.26,DCC-AQ69,,,,
2021-05-06 19:00:00,28.87,54.62,DCC-AQ69,,,,
2021-05-06 20:00:00,26.2,54.53,DCC-AQ69,,,,
2021-05-06 21:00:00,24.11,53.27,DCC-AQ69,,,,
2021-05-06 22:00:00,46.99,29.78,DCC-AQ69,,,,
2021-05-06 23:00:00,32.15,33.72,DCC-AQ69,,,,
2021-05-07 00:00:00,26.99,36.91,DCC-AQ69,,,,
2021-05-07 01:00:00,22.2,41.57,DCC-AQ69,,,,
2021-05-07 02:00:00,24.8,39.28,DCC-AQ69,,,,
2021-05-07 03:00:00,19.85,44.48,DCC-AQ69,,,,
2021-05-07 04:00:00,33.59,33.71,DCC-AQ69,,,,
2021-05-07 05:00:00,64.96,14.39,DCC-AQ69,,,,
2021-05-07 06:00:00,68.56,11.67,DCC-AQ69,,,,
2021-05-07 07:00:00,60.81,18.83,DCC-AQ69,,,,
2021-05-07 08:00:00,51.68,24.06,DCC-AQ69,,,,
2021-05-07 09:00:00,33.7,47.46,DCC-AQ69,,,,
2021-05-07 10:00:00,30.69,50.59,DCC-AQ69,,,,
2021-05-07 11:00:00,42.62,39.82,DCC-AQ69,,,,
2021-05-07 12:00:00,38.68,43.57,DCC-AQ69,,,,
2021-05-07 13:00:00,44.38,50.99,DCC-AQ69,,,,
2021-05-07 14:00:00,42.33,46.96,DCC-AQ69,,,,
2021-05-07 15:00:00,52.33,43.41,DCC-AQ69,,,,
2021-05-07 16:00:00,59.12,33.67,DCC-AQ69,,,,
2021-05-07 17:00:00,45.81,44.4,DCC-AQ69,,,,
2021-05-07 18:00:00,38.53,47.35,DCC-AQ69,,,,
2021-05-07 19:00:00,36.43,49.28,DCC-AQ69,,,,
2021-05-07 20:00:00,43.67,42.08,DCC-AQ69,,,,
2021-05-07 21:00:00,36.32,48.93,DCC-AQ69,,,,
2021-05-07 22:00:00,19.66,65.3,DCC-AQ69,,,,
2021-05-07 23:00:00,7.2,78.42,DCC-AQ69,,,,
2021-05-08 00:00:00,5.64,83.51,DCC-AQ69,,,,
2021-05-08 01:00:00,5.18,88.75,DCC-AQ69,,,,
2021-05-08 02:00:00,4.75,85.9,DCC-AQ69,,,,
2021-05-08 03:00:00,5.77,81.01,DCC-AQ69,,,,
2021-05-08 04:00:00,10.19,73.92,DCC-AQ69,,,,
2021-05-08 05:00:00,17.6,60.89,DCC-AQ69,,,,
2021-05-08 06:00:00,24.4,55.43,DCC-AQ69,,,,
2021-05-08 07:00:00,41.62,37.77,DCC-AQ69,,,,
2021-05-08 08:00:00,49.95,24.74,DCC-AQ69,,,,
2021-05-08 09:00:00,34.82,28.58,DCC-AQ69,,,,
2021-05-08 10:00:00,26.71,38.08,DCC-AQ69,,,,
2021-05-08 11:00:00,36.0,47.47,DCC-AQ69,,,,
2021-05-08 12:00:00,26.37,62.99,DCC-AQ69,,,,
2021-05-08 13:00:00,13.54,79.3,DCC-AQ69,,,,
2021-05-08 14:00:00,16.89,76.6,DCC-AQ69,,,,
2021-05-08 15:00:00,11.26,79.03,DCC-AQ69,,,,
2021-05-08 16:00:00,9.59,77.13,DCC-AQ69,,,,
2021-05-08 17:00:00,9.09,76.34,DCC-AQ69,,,,
2021-05-08 18:00:00,8.21,77.31,DCC-AQ69,,,,
2021-05-08 19:00:00,13.64,69.54,DCC-AQ69,,,,
2021-05-08 20:00:00,15.58,65.65,DCC-AQ69,,,,
2021-05-08 21:00:00,14.35,64.5,DCC-AQ69,,,,
2021-05-08 22:00:00,20.0,59.29,DCC-AQ69,,,,
2021-05-08 23:00:00,10.21,66.48,DCC-AQ69,,,,
2021-05-09 00:00:00,7.23,65.47,DCC-AQ69,,,,
2021-05-09 01:00:00,8.98,62.96,DCC-AQ69,,,,
2021-05-09 02:00:00,5.69,67.0,DCC-AQ69,,,,
2021-05-09 03:00:00,5.96,65.55,DCC-AQ69,,,,
2021-05-09 04:00:00,4.75,66.94,DCC-AQ69,,,,
2021-05-09 05:00:00,7.29,65.58,DCC-AQ69,,,,
2021-05-09 06:00:00,16.85,58.97,DCC-AQ69,,,,
2021-05-09 07:00:00,21.51,58.13,DCC-AQ69,,,,
2021-05-09 08:00:00,23.27,58.27,DCC-AQ69,,,,
2021-05-09 09:00:00,19.99,62.33,DCC-AQ69,,,,
2021-05-09 10:00:00,23.08,61.83,DCC-AQ69,,,,
2021-05-09 11:00:00,19.82,62.93,DCC-AQ69,,,,
2021-05-09 12:00:00,10.83,75.89,DCC-AQ69,,,,
2021-05-09 13:00:00,13.18,74.89,DCC-AQ69,,,,
2021-05-09 14:00:00,19.2,67.48,DCC-AQ69,,,,
2021-05-10 00:00:00,3.97,69.42,DCC-AQ69,,,,
2021-05-10 01:00:00,5.5,67.36,DCC-AQ69,,,,
2021-05-10 02:00:00,4.47,68.21,DCC-AQ69,,,,
2021-05-10 03:00:00,7.34,64.23,DCC-AQ69,,,,
2021-05-10 04:00:00,23.4,49.33,DCC-AQ69,,,,
2021-05-10 05:00:00,54.85,25.64,DCC-AQ69,,,,
2021-05-10 06:00:00,65.49,19.66,DCC-AQ69,,,,
2021-05-10 07:00:00,56.26,27.99,DCC-AQ69,,,,
2021-05-10 08:00:00,43.08,43.47,DCC-AQ69,,,,
2021-05-10 09:00:00,38.61,51.42,DCC-AQ69,,,,
2021-05-10 10:00:00,28.95,56.34,DCC-AQ69,,,,
2021-05-10 11:00:00,26.82,59.57,DCC-AQ69,,,,
2021-05-10 12:00:00,23.31,65.76,DCC-AQ69,,,,
2021-05-10 13:00:00,21.07,60.3,DCC-AQ69,,,,
2021-05-10 14:00:00,39.64,43.61,DCC-AQ69,,,,
2021-05-10 15:00:00,47.36,37.97,DCC-AQ69,,,,
2021-05-10 16:00:00,45.56,35.05,DCC-AQ69,,,,
2021-05-10 17:00:00,28.89,52.9,DCC-AQ69,,,,
2021-05-10 18:00:00,24.1,52.4,DCC-AQ69,,,,
2021-05-10 19:00:00,13.7,61.4,DCC-AQ69,,,,
2021-05-10 20:00:00,12.52,62.63,DCC-AQ69,,,,
2021-05-10 21:00:00,9.26,70.07,DCC-AQ69,,,,
2021-05-10 22:00:00,5.29,76.82,DCC-AQ69,,,,
2021-05-10 23:00:00,3.46,82.91,DCC-AQ69,,,,
2021-05-11 00:00:00,2.45,85.97,DCC-AQ69,,,,
2021-05-11 01:00:00,2.43,88.4,DCC-AQ69,,,,
2021-05-11 02:00:00,2.49,88.64,DCC-AQ69,,,,
2021-05-11 03:00:00,4.69,86.19,DCC-AQ69,,,,
2021-05-11 04:00:00,22.86,70.03,DCC-AQ69,,,,
2021-05-11 05:00:00,57.5,37.12,DCC-AQ69,,,,
2021-05-11 06:00:00,53.83,37.47,DCC-AQ69,,,,
2021-05-11 07:00:00,59.43,38.74,DCC-AQ69,,,,
2021-05-11 08:00:00,48.76,46.26,DCC-AQ69,,,,
2021-05-11 09:00:00,47.43,49.57,DCC-AQ69,,,,
2021-05-11 10:00:00,36.39,58.95,DCC-AQ69,,,,
2021-05-11 11:00:00,32.09,68.03,DCC-AQ69,,,,
2021-05-11 12:00:00,32.11,68.27,DCC-AQ69,,,,
2021-05-11 13:00:00,41.24,63.0,DCC-AQ69,,,,
2021-05-11 14:00:00,43.49,59.21,DCC-AQ69,,,,
2021-05-11 15:00:00,54.38,48.16,DCC-AQ69,,,,
2021-05-11 16:00:00,65.24,45.47,DCC-AQ69,,,,
2021-05-11 17:00:00,51.61,53.57,DCC-AQ69,,,,
2021-05-11 18:00:00,47.17,58.25,DCC-AQ69,,,,
2021-05-11 19:00:00,45.0,54.46,DCC-AQ69,,,,
2021-05-11 20:00:00,46.76,49.4,DCC-AQ69,,,,
2021-05-11 21:00:00,32.52,57.09,DCC-AQ69,,,,
2021-05-11 22:00:00,36.18,51.44,DCC-AQ69,,,,
2021-05-11 23:00:00,20.57,61.43,DCC-AQ69,,,,
2021-05-12 00:00:00,15.11,60.8,DCC-AQ69,,,,
2021-05-12 01:00:00,18.79,49.45,DCC-AQ69,,,,
2021-05-12 02:00:00,19.68,44.54,DCC-AQ69,,,,
2021-05-12 03:00:00,21.29,60.16,DCC-AQ69,,,,
2021-05-12 04:00:00,50.02,37.0,DCC-AQ69,,,,
2021-05-12 05:00:00,72.88,20.68,DCC-AQ69,,,,
2021-05-12 06:00:00,75.66,17.15,DCC-AQ69,,,,
2021-05-12 07:00:00,76.41,27.87,DCC-AQ69,,,,
2021-05-12 08:00:00,55.79,46.91,DCC-AQ69,,,,
2021-05-12 09:00:00,44.58,56.91,DCC-AQ69,,,,
2021-05-12 10:00:00,37.33,,DCC-AQ69,,,,
2021-05-12 11:00:00,35.19,51.46,DCC-AQ69,,,,
2021-05-12 12:00:00,30.31,60.66,DCC-AQ69,,,,
2021-05-12 13:00:00,39.77,57.32,DCC-AQ69,,,,
2021-05-12 14:00:00,56.49,44.58,DCC-AQ69,,,,
2021-05-12 15:00:00,76.93,29.74,DCC-AQ69,,,,
2021-05-12 16:00:00,94.87,14.03,DCC-AQ69,,,,
2021-05-12 17:00:00,71.87,19.77,DCC-AQ69,,,,
2021-05-12 18:00:00,75.73,15.93,DCC-AQ69,,,,
2021-05-12 19:00:00,62.38,21.57,DCC-AQ69,,,,
2021-05-12 20:00:00,63.03,11.6,DCC-AQ69,,,,
2021-05-12 21:00:00,67.0,5.55,DCC-AQ69,,,,
2021-05-12 22:00:00,66.06,4.02,DCC-AQ69,,,,
2021-05-12 23:00:00,59.02,2.98,DCC-AQ69,,,,
2021-05-13 00:00:00,43.75,8.39,DCC-AQ69,,,,
2021-05-13 01:00:00,45.66,4.48,DCC-AQ69,,,,
2021-05-13 02:00:00,42.45,1.93,DCC-AQ69,,,,
2021-05-13 03:00:00,38.13,5.13,DCC-AQ69,,,,
2021-05-13 04:00:00,49.96,-2.0,DCC-AQ69,,,,
2021-05-13 05:00:00,72.43,-1.92,DCC-AQ69,,,,
2021-05-13 06:00:00,75.81,-0.61,DCC-AQ69,,,,
2021-05-13 07:00:00,70.96,9.83,DCC-AQ69,,,,
2021-05-13 08:00:00,58.79,12.04,DCC-AQ69,,,,
2021-05-13 09:00:00,53.89,21.48,DCC-AQ69,,,,
2021-05-13 10:00:00,39.15,38.08,DCC-AQ69,,,,
2021-05-13 11:00:00,52.43,29.17,DCC-AQ69,,,,
2021-05-13 12:00:00,55.4,22.91,DCC-AQ69,,,,
2021-05-13 13:00:00,58.3,27.99,DCC-AQ69,,,,
2021-05-13 14:00:00,56.27,36.81,DCC-AQ69,,,,
2021-05-13 15:00:00,53.92,43.06,DCC-AQ69,,,,
2021-05-13 16:00:00,70.91,31.43,DCC-AQ69,,,,
2021-05-13 17:00:00,65.7,36.55,DCC-AQ69,,,,
2021-05-13 18:00:00,51.64,43.28,DCC-AQ69,,,,
2021-05-13 19:00:00,44.77,47.67,DCC-AQ69,,,,
2021-05-13 20:00:00,62.38,34.28,DCC-AQ69,,,,
2021-05-13 21:00:00,47.9,34.24,DCC-AQ69,,,,
2021-05-13 22:00:00,76.45,11.6,DCC-AQ69,,,,
2021-05-13 23:00:00,55.25,21.27,DCC-AQ69,,,,
2021-05-14 00:00:00,51.99,22.1,DCC-AQ69,,,,
2021-05-14 01:00:00,52.27,17.73,DCC-AQ69,,,,
2021-05-14 02:00:00,52.67,2.73,DCC-AQ69,,,,
2021-05-14 03:00:00,40.99,6.83,DCC-AQ69,,,,
2021-05-14 04:00:00,44.52,6.73,DCC-AQ69,,,,
2021-05-14 05:00:00,65.93,0.43,DCC-AQ69,,,,
2021-05-14 06:00:00,67.47,2.74,DCC-AQ69,,,,
2021-05-14 07:00:00,62.63,7.45,DCC-AQ69,,,,
2021-05-14 08:00:00,52.69,15.47,DCC-AQ69,,,,
2021-05-14 09:00:00,49.42,17.42,DCC-AQ69,,,,
2021-05-14 10:00:00,61.22,18.16,DCC-AQ69,,,,
2021-05-14 11:00:00,54.86,18.15,DCC-AQ69,,,,
2021-05-14 12:00:00,43.31,39.51,DCC-AQ69,,,,
2021-05-14 13:00:00,35.98,53.22,DCC-AQ69,,,,
2021-05-14 14:00:00,48.26,49.29,DCC-AQ69,,,,
2021-05-14 15:00:00,57.63,37.77,DCC-AQ69,,,,
2021-05-14 16:00:00,67.21,20.89,DCC-AQ69,,,,
2021-05-14 17:00:00,58.28,25.23,DCC-AQ69,,,,
2021-05-14 18:00:00,57.49,28.4,DCC-AQ69,,,,
2021-05-14 19:00:00,53.93,22.31,DCC-AQ69,,,,
2021-05-14 20:00:00,47.54,29.96,DCC-AQ69,,,,
2021-05-14 21:00:00,30.83,35.7,DCC-AQ69,,,,
2021-05-14 22:00:00,41.69,25.05,DCC-AQ69,,,,
2021-05-14 23:00:00,20.13,43.8,DCC-AQ69,,,,
2021-05-15 00:00:00,19.46,45.97,DCC-AQ69,,,,
2021-05-15 01:00:00,8.93,63.0,DCC-AQ69,,,,
2021-05-15 02:00:00,11.0,60.9,DCC-AQ69,,,,
2021-05-15 03:00:00,16.46,60.24,DCC-AQ69,,,,
2021-05-15 04:00:00,12.18,71.64,DCC-AQ69,,,,
2021-05-15 05:00:00,29.55,60.15,DCC-AQ69,,,,
2021-05-15 06:00:00,22.61,61.46,DCC-AQ69,,,,
2021-05-15 07:00:00,37.23,46.92,DCC-AQ69,,,,
2021-05-15 08:00:00,46.13,41.75,DCC-AQ69,,,,
2021-05-15 09:00:00,40.86,42.52,DCC-AQ69,,,,
2021-05-15 10:00:00,40.11,40.24,DCC-AQ69,,,,
2021-05-15 11:00:00,31.74,48.7,DCC-AQ69,,,,
2021-05-15 12:00:00,26.94,55.62,DCC-AQ69,,,,
2021-05-15 13:00:00,31.45,50.22,DCC-AQ69,,,,
2021-05-15 14:00:00,21.59,66.69,DCC-AQ69,,,,
2021-05-15 15:00:00,36.98,50.72,DCC-AQ69,,,,
2021-05-15 16:00:00,57.33,25.54,DCC-AQ69,,,,
2021-05-15 17:00:00,61.29,21.48,DCC-AQ69,,,,
2021-05-15 18:00:00,54.63,24.13,DCC-AQ69,,,,
2021-05-15 19:00:00,57.92,26.0,DCC-AQ69,,,,
2021-05-15 20:00:00,56.36,23.35,DCC-AQ69,,,,
2021-05-15 21:00:00,41.56,30.67,DCC-AQ69,,,,
2021-05-15 22:00:00,32.5,30.69,DCC-AQ69,,,,
2021-05-30 22:00:00,58.7,32.89,DCC-AQ69,,,,
2021-05-30 23:00:00,46.55,35.93,DCC-AQ69,,,,
2021-05-31 00:00:00,27.05,48.27,DCC-AQ69,,,,
2021-05-31 01:00:00,43.15,30.6,DCC-AQ69,,,,
2021-05-31 02:00:00,49.48,13.85,DCC-AQ69,,,,
2021-05-31 03:00:00,35.11,28.48,DCC-AQ69,,,,
2021-05-31 04:00:00,47.98,37.2,DCC-AQ69,,,,
2021-05-31 05:00:00,78.71,17.12,DCC-AQ69,,,,
2021-05-31 06:00:00,76.74,25.7,DCC-AQ69,,,,
2021-05-31 07:00:00,71.66,34.38,DCC-AQ69,,,,
2021-05-31 08:00:00,57.73,57.13,DCC-AQ69,,,,
2021-05-31 09:00:00,35.23,73.88,DCC-AQ69,,,,
2021-05-31 10:00:00,48.64,53.47,DCC-AQ69,,,,
2021-05-31 11:00:00,40.92,65.0,DCC-AQ69,,,,
2021-05-31 12:00:00,35.48,69.93,DCC-AQ69,,,,
2021-05-31 13:00:00,42.01,70.71,DCC-AQ69,,,,
2021-05-31 14:00:00,52.66,63.16,DCC-AQ69,,,,
2021-05-31 15:00:00,48.94,64.8,DCC-AQ69,,,,
2021-05-31 16:00:00,39.58,70.97,DCC-AQ69,,,,
2021-05-31 17:00:00,42.35,60.79,DCC-AQ69,,,,
2021-05-31 18:00:00,35.67,63.04,DCC-AQ69,,,,
2021-05-31 19:00:00,46.9,48.37,DCC-AQ69,,,,
2021-05-31 20:00:00,43.81,38.63,DCC-AQ69,,,,
2021-05-31 21:00:00,39.17,59.27,DCC-AQ69,,,,
2021-05-31 22:00:00,48.25,47.0,DCC-AQ69,,,,
2021-05-31 23:00:00,24.66,68.48,DCC-AQ69,,,,
2021-06-01 00:00:00,15.91,73.19,DCC-AQ69,,,,
2021-06-01 01:00:00,9.17,74.73,DCC-AQ69,,,,
2021-06-01 02:00:00,10.67,72.7,DCC-AQ69,,,,
2021-06-01 03:00:00,17.96,62.36,DCC-AQ69,,,,
2021-06-01 04:00:00,66.71,17.64,DCC-AQ69,,,,
2021-06-01 05:00:00,94.57,0.98,DCC-AQ69,,,,
2021-06-01 06:00:00,94.89,4.83,DCC-AQ69,,,,
2021-06-01 07:00:00,89.72,9.88,DCC-AQ69,,,,
2021-06-01 08:00:00,80.67,20.37,DCC-AQ69,,,,
2021-06-01 09:00:00,58.8,44.14,DCC-AQ69,,,,
2021-06-01 10:00:00,63.74,48.22,DCC-AQ69,,,,
2021-06-01 11:00:00,64.62,47.3,DCC-AQ69,,,,
2021-06-01 12:00:00,55.53,56.07,DCC-AQ69,,,,
2021-06-01 13:00:00,59.45,59.75,DCC-AQ69,,,,
2021-06-01 14:00:00,52.12,71.46,DCC-AQ69,,,,
2021-06-01 15:00:00,63.07,61.09,DCC-AQ69,,,,
2021-06-01 16:00:00,77.25,47.87,DCC-AQ69,,,,
2021-06-01 17:00:00,82.61,45.66,DCC-AQ69,,,,
2021-06-01 18:00:00,59.42,65.8,DCC-AQ69,,,,
2021-06-01 19:00:00,51.17,72.93,DCC-AQ69,,,,
2021-06-01 20:00:00,39.52,83.87,DCC-AQ69,,,,
2021-06-01 21:00:00,34.82,86.64,DCC-AQ69,,,,
2021-06-01 22:00:00,41.66,79.0,DCC-AQ69,,,,
2021-06-01 23:00:00,23.61,89.57,DCC-AQ69,,,,
2021-06-02 00:00:00,18.01,89.04,DCC-AQ69,,,,
2021-06-02 01:00:00,9.3,91.25,DCC-AQ69,,,,
2021-06-02 02:00:00,10.73,85.69,DCC-AQ69,,,,
2021-06-02 03:00:00,21.79,70.8,DCC-AQ69,,,,
2021-06-02 04:00:00,28.86,56.09,DCC-AQ69,,,,
2021-06-02 05:00:00,79.12,7.67,DCC-AQ69,,,,
2021-06-02 06:00:00,93.65,12.82,DCC-AQ69,,,,
2021-06-02 07:00:00,76.51,31.95,DCC-AQ69,,,,
2021-06-02 08:00:00,54.92,50.27,DCC-AQ69,,,,
2021-06-02 09:00:00,50.14,53.94,DCC-AQ69,,,,
2021-06-02 10:00:00,58.86,45.61,DCC-AQ69,,,,
2021-06-02 11:00:00,58.31,53.47,DCC-AQ69,,,,
2021-06-02 12:00:00,50.84,63.66,DCC-AQ69,,,,
2021-06-02 13:00:00,64.51,52.96,DCC-AQ69,,,,
2021-06-02 14:00:00,73.89,48.75,DCC-AQ69,,,,
2021-06-02 15:00:00,78.21,39.46,DCC-AQ69,,,,
2021-06-02 16:00:00,107.07,20.8,DCC-AQ69,,,,
2021-06-02 17:00:00,76.2,42.79,DCC-AQ69,,,,
2021-06-02 18:00:00,62.8,49.15,DCC-AQ69,,,,
2021-06-02 19:00:00,66.02,49.88,DCC-AQ69,,,,
2021-06-02 20:00:00,85.64,24.97,DCC-AQ69,,,,
2021-06-02 21:00:00,58.5,46.04,DCC-AQ69,,,,
2021-06-02 22:00:00,80.25,22.02,DCC-AQ69,,,,
2021-06-02 23:00:00,19.86,76.01,DCC-AQ69,,,,
2021-06-03 00:00:00,11.11,77.1,DCC-AQ69,,,,
2021-06-03 01:00:00,10.47,81.62,DCC-AQ69,,,,
2021-06-03 02:00:00,9.35,90.63,DCC-AQ69,,,,
2021-06-03 03:00:00,14.46,87.69,DCC-AQ69,,,,
2021-06-03 04:00:00,29.35,56.55,DCC-AQ69,,,,
2021-06-03 05:00:00,56.58,31.64,DCC-AQ69,,,,
2021-06-03 06:00:00,69.19,21.33,DCC-AQ69,,,,
2021-06-03 07:00:00,76.2,26.43,DCC-AQ69,,,,
2021-06-03 08:00:00,56.27,37.25,DCC-AQ69,,,,
2021-06-03 09:00:00,37.29,55.87,DCC-AQ69,,,,
2021-06-03 10:00:00,44.44,48.88,DCC-AQ69,,,,
2021-06-03 11:00:00,29.2,54.35,DCC-AQ69,,,,
2021-06-03 12:00:00,34.24,48.44,DCC-AQ69,,,,
2021-06-03 13:00:00,28.2,48.75,DCC-AQ69,,,,
2021-06-03 14:00:00,28.43,51.33,DCC-AQ69,,,,
2021-06-03 15:00:00,30.94,50.5,DCC-AQ69,,,,
2021-06-03 16:00:00,29.66,56.99,DCC-AQ69,,,,
2021-06-03 17:00:00,18.73,60.76,DCC-AQ69,,,,
2021-06-03 18:00:00,14.79,60.31,DCC-AQ69,,,,
2021-06-03 19:00:00,18.91,56.28,DCC-AQ69,,,,
2021-06-03 20:00:00,14.84,55.4,DCC-AQ69,,,,
2021-06-03 21:00:00,18.28,50.8,DCC-AQ69,,,,
2021-06-03 22:00:00,8.54,55.76,DCC-AQ69,,,,
2021-06-03 23:00:00,5.73,61.61,DCC-AQ69,,,,
2021-06-04 00:00:00,2.88,66.77,DCC-AQ69,,,,
2021-06-04 01:00:00,2.36,68.3,DCC-AQ69,,,,
2021-06-04 02:00:00,2.99,67.55,DCC-AQ69,,,,
2021-06-04 03:00:00,9.77,59.26,DCC-AQ69,,,,
2021-06-04 04:00:00,27.14,46.96,DCC-AQ69,,,,
2021-06-04 05:00:00,32.17,45.18,DCC-AQ69,,,,
2021-06-04 06:00:00,56.5,22.63,DCC-AQ69,,,,
2021-06-04 07:00:00,33.89,43.09,DCC-AQ69,,,,
2021-06-04 08:00:00,37.96,40.58,DCC-AQ69,,,,
