datetime,no2,o3,serial_number,pm1,pm10,pm2_5,pm4
2021-09-12 19:00:00,17.13,63.28,DCC-AQ69,,,,
2021-09-12 20:00:00,20.27,60.95,DCC-AQ69,,,,
2021-09-12 21:00:00,26.28,51.33,DCC-AQ69,,,,
2021-09-12 22:00:00,31.71,40.55,DCC-AQ69,,,,
2021-09-27 22:00:00,8.43,56.31,DCC-AQ69,,,,
2021-09-27 23:00:00,4.99,59.94,DCC-AQ69,,,,
2021-09-28 00:00:00,5.66,59.16,DCC-AQ69,,,,
2021-09-28 01:00:00,4.02,60.88,DCC-AQ69,,,,
2021-09-28 02:00:00,2.6,62.86,DCC-AQ69,,,,
2021-09-28 03:00:00,3.08,61.84,DCC-AQ69,,,,
2021-09-28 04:00:00,11.85,52.29,DCC-AQ69,,,,
2021-09-28 05:00:00,44.06,21.6,DCC-AQ69,,,,
2021-09-28 06:00:00,42.87,32.0,DCC-AQ69,,,,
2021-09-28 07:00:00,55.96,14.89,DCC-AQ69,,,,
2021-09-28 08:00:00,67.82,12.45,DCC-AQ69,,,,
2021-09-28 09:00:00,54.42,26.23,DCC-AQ69,,,,
2021-09-28 10:00:00,45.39,33.51,DCC-AQ69,,,,
2021-09-28 11:00:00,46.43,29.48,DCC-AQ69,,,,
2021-09-28 12:00:00,41.15,32.67,DCC-AQ69,,,,
2021-09-28 13:00:00,88.63,29.85,DCC-AQ69,,,,
2021-09-28 14:00:00,61.96,13.93,DCC-AQ69,,,,
2021-09-28 15:00:00,74.72,14.2,DCC-AQ69,,,,
2021-09-28 16:00:00,59.33,18.65,DCC-AQ69,,,,
2021-09-28 17:00:00,52.78,25.45,DCC-AQ69,,,,
2021-09-28 18:00:00,56.13,17.62,DCC-AQ69,,,,
2021-09-28 19:00:00,42.87,27.74,DCC-AQ69,,,,
2021-09-28 20:00:00,32.88,28.54,DCC-AQ69,,,,
2021-09-28 21:00:00,24.79,32.8,DCC-AQ69,,,,
2021-09-28 22:00:00,23.02,31.18,DCC-AQ69,,,,
2021-09-28 23:00:00,16.49,35.62,DCC-AQ69,,,,
2021-09-29 00:00:00,13.9,36.65,DCC-AQ69,,,,
2021-09-29 01:00:00,12.76,34.55,DCC-AQ69,,,,
2021-09-29 02:00:00,16.53,33.58,DCC-AQ69,,,,
2021-09-29 03:00:00,10.45,39.97,DCC-AQ69,,,,
2021-09-29 04:00:00,19.4,32.46,DCC-AQ69,,,,
2021-09-29 05:00:00,34.85,19.61,DCC-AQ69,,,,
2021-09-29 06:00:00,66.83,8.53,DCC-AQ69,,,,
2021-09-29 07:00:00,53.38,8.85,DCC-AQ69,,,,
2021-09-29 08:00:00,43.39,15.58,DCC-AQ69,,,,
2021-09-29 09:00:00,64.56,17.2,DCC-AQ69,,,,
2021-09-29 10:00:00,165.74,13.98,DCC-AQ69,,,,
2021-09-29 11:00:00,54.73,25.31,DCC-AQ69,,,,
2021-09-29 12:00:00,46.3,27.83,DCC-AQ69,,,,
2021-09-29 13:00:00,44.43,30.02,DCC-AQ69,,,,
2021-09-29 14:00:00,62.46,16.32,DCC-AQ69,,,,
2021-09-29 15:00:00,57.38,20.89,DCC-AQ69,,,,
2021-09-29 16:00:00,76.38,17.61,DCC-AQ69,,,,
2021-09-29 17:00:00,48.33,24.56,DCC-AQ69,,,,
2021-09-29 18:00:00,37.35,29.96,DCC-AQ69,,,,
2021-09-29 19:00:00,39.76,30.76,DCC-AQ69,,,,
2021-09-29 20:00:00,23.36,41.05,DCC-AQ69,,,,
2021-09-29 21:00:00,14.29,54.63,DCC-AQ69,,,,
2021-09-29 22:00:00,12.32,59.05,DCC-AQ69,,,,
2021-09-29 23:00:00,6.59,67.6,DCC-AQ69,,,,
2021-09-30 00:00:00,2.27,69.07,DCC-AQ69,,,,
2021-09-30 01:00:00,1.59,69.48,DCC-AQ69,,,,
2021-09-30 02:00:00,4.29,59.4,DCC-AQ69,,,,
2021-09-30 03:00:00,2.78,67.26,DCC-AQ69,,,,
2021-09-30 04:00:00,2.49,64.8,DCC-AQ69,,,,
2021-09-30 05:00:00,10.57,55.81,DCC-AQ69,,,,
2021-09-30 06:00:00,22.05,41.34,DCC-AQ69,,,,
2021-09-30 07:00:00,38.02,26.52,DCC-AQ69,,,,
2021-09-30 08:00:00,37.31,31.18,DCC-AQ69,,,,
2021-09-30 09:00:00,50.81,20.19,DCC-AQ69,,,,
2021-09-30 10:00:00,47.7,21.64,DCC-AQ69,,,,
2021-09-30 11:00:00,37.22,29.82,DCC-AQ69,,,,
2021-09-30 12:00:00,44.04,24.25,DCC-AQ69,,,,
2021-09-30 13:00:00,42.76,29.48,DCC-AQ69,,,,
2021-09-30 14:00:00,46.89,22.35,DCC-AQ69,,,,
2021-09-30 15:00:00,47.68,18.19,DCC-AQ69,,,,
2021-09-30 16:00:00,56.91,12.82,DCC-AQ69,,,,
2021-09-30 17:00:00,57.54,11.11,DCC-AQ69,,,,
2021-09-30 18:00:00,29.83,32.35,DCC-AQ69,,,,
2021-09-30 19:00:00,14.1,45.28,DCC-AQ69,,,,
2021-09-30 20:00:00,10.77,49.1,DCC-AQ69,,,,
2021-09-30 21:00:00,15.12,49.03,DCC-AQ69,,,,
2021-09-30 22:00:00,16.46,47.88,DCC-AQ69,,,,
2021-09-30 23:00:00,7.88,54.95,DCC-AQ69,,,,
2021-10-01 00:00:00,4.43,60.66,DCC-AQ69,,,,
2021-10-01 01:00:00,2.68,63.6,DCC-AQ69,,,,
2021-10-01 02:00:00,2.44,61.48,DCC-AQ69,,,,
2021-10-01 04:00:00,7.46,58.7,DCC-AQ69,,,,
2021-10-01 05:00:00,27.16,42.68,DCC-AQ69,,,,
2021-10-01 06:00:00,57.26,21.03,DCC-AQ69,,,,
2021-10-01 07:00:00,52.79,19.3,DCC-AQ69,,,,
2021-10-01 08:00:00,44.74,25.2,DCC-AQ69,,,,
2021-10-01 09:00:00,29.64,37.86,DCC-AQ69,,,,
2021-10-01 10:00:00,27.42,42.41,DCC-AQ69,,,,
2021-10-01 11:00:00,29.66,43.35,DCC-AQ69,,,,
2021-10-01 12:00:00,34.76,38.09,DCC-AQ69,,,,
2021-10-01 13:00:00,26.83,43.81,DCC-AQ69,,,,
2021-10-01 14:00:00,45.78,34.63,DCC-AQ69,,,,
2021-10-01 15:00:00,35.75,38.0,DCC-AQ69,,,,
2021-10-01 16:00:00,53.36,21.5,DCC-AQ69,,,,
2021-10-01 17:00:00,67.72,17.8,DCC-AQ69,,,,
2021-10-01 18:00:00,42.59,30.44,DCC-AQ69,,,,
2021-10-01 19:00:00,48.72,18.51,DCC-AQ69,,,,
2021-10-01 20:00:00,28.93,33.01,DCC-AQ69,,,,
2021-10-01 21:00:00,21.23,42.76,DCC-AQ69,,,,
2021-10-01 22:00:00,19.41,47.1,DCC-AQ69,,,,
2021-10-01 23:00:00,11.53,52.81,DCC-AQ69,,,,
2021-10-02 00:00:00,7.66,58.94,DCC-AQ69,,,,
2021-10-02 01:00:00,9.18,54.93,DCC-AQ69,,,,
2021-10-02 02:00:00,5.94,63.36,DCC-AQ69,,,,
2021-10-02 03:00:00,12.17,54.64,DCC-AQ69,,,,
2021-10-02 04:00:00,21.37,49.42,DCC-AQ69,,,,
2021-10-02 05:00:00,35.52,36.14,DCC-AQ69,,,,
2021-10-02 06:00:00,41.88,32.76,DCC-AQ69,,,,
2021-10-02 07:00:00,48.42,20.08,DCC-AQ69,,,,
2021-10-02 08:00:00,31.92,46.3,DCC-AQ69,,,,
2021-10-02 09:00:00,26.08,54.37,DCC-AQ69,,,,
2021-10-02 10:00:00,36.31,48.12,DCC-AQ69,,,,
2021-10-02 11:00:00,39.15,42.93,DCC-AQ69,,,,
2021-10-02 12:00:00,37.58,38.01,DCC-AQ69,,,,
2021-10-02 13:00:00,40.27,39.65,DCC-AQ69,,,,
2021-10-02 14:00:00,38.75,37.64,DCC-AQ69,,,,
2021-10-02 15:00:00,41.68,35.73,DCC-AQ69,,,,
2021-10-02 16:00:00,48.6,30.5,DCC-AQ69,,,,
2021-10-02 17:00:00,52.81,25.62,DCC-AQ69,,,,
2021-10-02 18:00:00,45.79,29.05,DCC-AQ69,,,,
2021-10-02 19:00:00,44.98,23.97,DCC-AQ69,,,,
2021-10-02 20:00:00,34.24,32.36,DCC-AQ69,,,,
2021-10-02 21:00:00,24.34,40.41,DCC-AQ69,,,,
2021-10-02 22:00:00,14.04,46.15,DCC-AQ69,,,,
2021-10-02 23:00:00,9.06,53.45,DCC-AQ69,,,,
2021-10-03 00:00:00,7.8,56.27,DCC-AQ69,,,,
2021-10-03 01:00:00,4.18,57.77,DCC-AQ69,,,,
2021-10-03 02:00:00,4.48,58.13,DCC-AQ69,,,,
2021-10-03 03:00:00,1.8,60.33,DCC-AQ69,,,,
2021-10-03 04:00:00,1.92,59.31,DCC-AQ69,,,,
2021-10-03 05:00:00,4.44,55.38,DCC-AQ69,,,,
2021-10-03 06:00:00,10.38,47.34,DCC-AQ69,,,,
2021-10-03 07:00:00,11.82,46.16,DCC-AQ69,,,,
2021-10-03 08:00:00,10.07,46.9,DCC-AQ69,,,,
2021-10-03 09:00:00,13.01,51.29,DCC-AQ69,,,,
2021-10-03 10:00:00,20.93,47.32,DCC-AQ69,,,,
2021-10-03 11:00:00,24.48,47.01,DCC-AQ69,,,,
2021-10-03 12:00:00,25.21,45.75,DCC-AQ69,,,,
2021-10-03 13:00:00,17.12,49.33,DCC-AQ69,,,,
2021-10-03 14:00:00,29.4,38.11,DCC-AQ69,,,,
2021-10-03 15:00:00,30.42,35.93,DCC-AQ69,,,,
2021-10-03 16:00:00,31.47,36.79,DCC-AQ69,,,,
2021-10-03 17:00:00,40.58,30.1,DCC-AQ69,,,,
2021-10-03 18:00:00,35.0,31.75,DCC-AQ69,,,,
2021-10-03 19:00:00,24.15,37.79,DCC-AQ69,,,,
2021-10-03 20:00:00,16.47,42.53,DCC-AQ69,,,,
2021-10-03 21:00:00,20.78,37.77,DCC-AQ69,,,,
2021-10-03 22:00:00,19.54,41.14,DCC-AQ69,,,,
2021-10-03 23:00:00,9.4,51.09,DCC-AQ69,,,,
2021-10-04 00:00:00,6.6,54.18,DCC-AQ69,,,,
2021-10-04 01:00:00,5.92,55.11,DCC-AQ69,,,,
2021-10-04 02:00:00,6.0,54.31,DCC-AQ69,,,,
2021-10-04 03:00:00,8.44,48.92,DCC-AQ69,,,,
2021-10-04 04:00:00,25.17,35.72,DCC-AQ69,,,,
2021-10-04 05:00:00,34.0,33.71,DCC-AQ69,,,,
2021-10-04 06:00:00,57.41,14.95,DCC-AQ69,,,,
2021-10-04 07:00:00,59.75,9.22,DCC-AQ69,,,,
2021-10-04 08:00:00,58.49,13.7,DCC-AQ69,,,,
2021-10-04 09:00:00,44.66,26.88,DCC-AQ69,,,,
2021-10-04 10:00:00,41.7,31.18,DCC-AQ69,,,,
2021-10-04 11:00:00,40.77,34.45,DCC-AQ69,,,,
2021-10-04 12:00:00,39.81,39.0,DCC-AQ69,,,,
2021-10-04 13:00:00,29.16,48.36,DCC-AQ69,,,,
2021-10-04 14:00:00,38.24,46.09,DCC-AQ69,,,,
2021-10-04 15:00:00,40.91,42.06,DCC-AQ69,,,,
2021-10-04 16:00:00,62.5,15.77,DCC-AQ69,,,,
2021-10-04 17:00:00,68.72,9.0,DCC-AQ69,,,,
2021-10-04 18:00:00,64.68,7.38,DCC-AQ69,,,,
2021-10-04 19:00:00,68.04,7.24,DCC-AQ69,,,,
2021-10-04 20:00:00,43.87,25.51,DCC-AQ69,,,,
2021-10-04 21:00:00,30.71,33.86,DCC-AQ69,,,,
2021-10-04 22:00:00,26.0,32.64,DCC-AQ69,,,,
2021-10-04 23:00:00,15.69,45.66,DCC-AQ69,,,,
2021-10-05 00:00:00,8.61,47.94,DCC-AQ69,,,,
2021-10-05 01:00:00,7.53,44.39,DCC-AQ69,,,,
2021-10-05 02:00:00,6.39,45.78,DCC-AQ69,,,,
2021-10-05 03:00:00,8.51,45.17,DCC-AQ69,,,,
2021-10-05 04:00:00,20.22,32.27,DCC-AQ69,,,,
2021-10-05 05:00:00,39.32,17.3,DCC-AQ69,,,,
2021-10-05 06:00:00,57.93,3.61,DCC-AQ69,,,,
2021-10-05 07:00:00,57.41,5.1,DCC-AQ69,,,,
2021-10-05 08:00:00,57.83,8.32,DCC-AQ69,,,,
2021-10-05 09:00:00,48.72,,DCC-AQ69,,,,
2021-10-05 10:00:00,43.74,,DCC-AQ69,,,,
2021-10-05 11:00:00,41.71,,DCC-AQ69,,,,
2021-10-05 12:00:00,45.87,,DCC-AQ69,,,,
2021-10-05 13:00:00,36.99,,DCC-AQ69,,,,
2021-10-05 14:00:00,42.04,,DCC-AQ69,,,,
2021-10-05 15:00:00,42.39,,DCC-AQ69,,,,
2021-10-05 16:00:00,51.69,,DCC-AQ69,,,,
2021-10-05 17:00:00,51.77,,DCC-AQ69,,,,
2021-10-05 18:00:00,49.0,,DCC-AQ69,,,,
2021-10-05 19:00:00,43.19,,DCC-AQ69,,,,
2021-10-05 20:00:00,43.07,,DCC-AQ69,,,,
2021-10-05 21:00:00,40.46,,DCC-AQ69,,,,
2021-10-05 22:00:00,37.18,,DCC-AQ69,,,,
2021-10-05 23:00:00,32.24,,DCC-AQ69,,,,
2021-10-06 00:00:00,24.91,,DCC-AQ69,,,,
2021-10-06 01:00:00,18.49,27.96,DCC-AQ69,,,,
2021-10-06 02:00:00,18.24,28.27,DCC-AQ69,,,,
2021-10-06 03:00:00,17.46,27.07,DCC-AQ69,,,,
2021-10-06 04:00:00,38.56,9.83,DCC-AQ69,,,,
2021-10-06 05:00:00,63.18,-1.24,DCC-AQ69,,,,
2021-10-06 06:00:00,73.15,-2.22,DCC-AQ69,,,,
2021-10-06 07:00:00,75.69,-2.48,DCC-AQ69,,,,
2021-10-06 08:00:00,70.42,-1.57,DCC-AQ69,,,,
2021-10-06 09:00:00,65.29,2.25,DCC-AQ69,,,,
2021-10-06 10:00:00,54.79,13.83,DCC-AQ69,,,,
2021-10-06 11:00:00,48.4,16.38,DCC-AQ69,,,,
2021-10-06 12:00:00,55.86,8.2,DCC-AQ69,,,,
2021-10-06 13:00:00,61.72,7.69,DCC-AQ69,,,,
2021-10-06 14:00:00,72.85,0.32,DCC-AQ69,,,,
2021-10-06 15:00:00,70.37,5.99,DCC-AQ69,,,,
2021-10-06 16:00:00,57.8,9.25,DCC-AQ69,,,,
2021-10-06 17:00:00,39.8,17.15,DCC-AQ69,,,,
2021-10-06 18:00:00,63.62,0.15,DCC-AQ69,,,,
2021-10-06 19:00:00,59.07,-2.82,DCC-AQ69,,,,
2021-10-06 20:00:00,23.79,13.51,DCC-AQ69,,,,
2021-10-06 21:00:00,11.16,22.94,DCC-AQ69,,,,
2021-10-06 22:00:00,8.34,23.66,DCC-AQ69,,,,
2021-10-06 23:00:00,16.92,13.72,DCC-AQ69,,,,
2021-10-07 00:00:00,22.85,5.97,DCC-AQ69,,,,
2021-10-07 01:00:00,4.51,21.25,DCC-AQ69,,,,
2021-10-07 02:00:00,6.4,20.48,DCC-AQ69,,,,
2021-10-07 03:00:00,2.56,25.89,DCC-AQ69,,,,
2021-10-07 04:00:00,7.78,21.47,DCC-AQ69,,,,
2021-10-07 05:00:00,34.07,7.04,DCC-AQ69,,,,
2021-10-07 06:00:00,52.94,-2.55,DCC-AQ69,,,,
2021-10-07 07:00:00,41.62,-1.59,DCC-AQ69,,,,
2021-10-07 08:00:00,43.87,-1.37,DCC-AQ69,,,,
2021-10-07 09:00:00,35.35,5.52,DCC-AQ69,,,,
2021-10-07 10:00:00,24.26,13.39,DCC-AQ69,,,,
2021-10-07 11:00:00,22.45,18.15,DCC-AQ69,,,,
2021-10-07 12:00:00,18.44,18.22,DCC-AQ69,,,,
2021-10-07 13:00:00,21.85,13.91,DCC-AQ69,,,,
2021-10-07 14:00:00,15.16,16.54,DCC-AQ69,,,,
2021-10-07 15:00:00,25.72,11.41,DCC-AQ69,,,,
2021-10-07 16:00:00,33.29,10.81,DCC-AQ69,,,,
2021-10-07 17:00:00,34.53,12.23,DCC-AQ69,,,,
2021-10-07 18:00:00,23.61,22.88,DCC-AQ69,,,,
2021-10-07 19:00:00,18.0,29.13,DCC-AQ69,,,,
2021-10-07 20:00:00,21.87,28.26,DCC-AQ69,,,,
2021-10-07 21:00:00,10.98,46.63,DCC-AQ69,,,,
2021-10-07 22:00:00,8.44,49.25,DCC-AQ69,,,,
2021-10-07 23:00:00,6.33,46.56,DCC-AQ69,,,,
2021-10-08 00:00:00,39.74,7.84,DCC-AQ69,,,,
2021-10-08 01:00:00,19.8,25.31,DCC-AQ69,,,,
2021-10-08 02:00:00,7.35,40.23,DCC-AQ69,,,,
2021-10-08 03:00:00,10.38,39.69,DCC-AQ69,,,,
2021-10-08 04:00:00,34.39,17.41,DCC-AQ69,,,,
2021-10-08 05:00:00,60.54,4.06,DCC-AQ69,,,,
2021-10-08 06:00:00,77.73,-0.65,DCC-AQ69,,,,
2021-10-08 07:00:00,84.55,0.91,DCC-AQ69,,,,
2021-10-08 08:00:00,80.06,1.62,DCC-AQ69,,,,
2021-10-08 09:00:00,72.91,5.2,DCC-AQ69,,,,
2021-10-08 10:00:00,65.3,6.39,DCC-AQ69,,,,
2021-10-08 11:00:00,64.65,6.94,DCC-AQ69,,,,
2021-10-08 12:00:00,69.77,6.43,DCC-AQ69,,,,
2021-10-08 13:00:00,56.06,12.82,DCC-AQ69,,,,
2021-10-08 14:00:00,73.66,5.33,DCC-AQ69,,,,
2021-10-08 15:00:00,63.14,5.6,DCC-AQ69,,,,
2021-10-08 16:00:00,58.84,9.77,DCC-AQ69,,,,
2021-10-08 17:00:00,42.25,16.47,DCC-AQ69,,,,
2021-10-08 18:00:00,50.12,4.66,DCC-AQ69,,,,
2021-10-08 19:00:00,48.54,5.42,DCC-AQ69,,,,
2021-10-08 20:00:00,36.55,12.52,DCC-AQ69,,,,
2021-10-08 21:00:00,36.34,18.99,DCC-AQ69,,,,
2021-10-08 22:00:00,21.91,38.03,DCC-AQ69,,,,
2021-10-08 23:00:00,13.07,42.01,DCC-AQ69,,,,
2021-10-09 00:00:00,9.5,38.65,DCC-AQ69,,,,
2021-10-09 01:00:00,8.73,38.63,DCC-AQ69,,,,
2021-10-09 02:00:00,6.12,48.13,DCC-AQ69,,,,
2021-10-09 03:00:00,6.91,52.53,DCC-AQ69,,,,
2021-10-09 04:00:00,22.43,31.5,DCC-AQ69,,,,
2021-10-09 05:00:00,39.9,18.23,DCC-AQ69,,,,
2021-10-09 06:00:00,38.25,23.11,DCC-AQ69,,,,
2021-10-09 07:00:00,57.57,8.34,DCC-AQ69,,,,
2021-10-09 08:00:00,66.14,2.64,DCC-AQ69,,,,
2021-10-09 09:00:00,48.6,26.36,DCC-AQ69,,,,
2021-10-09 10:00:00,40.19,25.69,DCC-AQ69,,,,
2021-10-09 11:00:00,40.2,28.19,DCC-AQ69,,,,
2021-10-09 12:00:00,40.26,25.66,DCC-AQ69,,,,
2021-10-09 13:00:00,39.52,23.66,DCC-AQ69,,,,
2021-10-09 14:00:00,42.78,19.95,DCC-AQ69,,,,
2021-10-09 15:00:00,46.91,15.79,DCC-AQ69,,,,
2021-10-09 16:00:00,48.3,13.91,DCC-AQ69,,,,
2021-10-09 17:00:00,48.91,11.91,DCC-AQ69,,,,
2021-10-09 18:00:00,50.27,6.05,DCC-AQ69,,,,
2021-10-09 19:00:00,62.89,-0.07,DCC-AQ69,,,,
2021-10-09 20:00:00,57.68,-0.7,DCC-AQ69,,,,
2021-10-09 21:00:00,50.67,-0.31,DCC-AQ69,,,,
2021-10-09 22:00:00,45.99,-0.55,DCC-AQ69,,,,
2021-10-09 23:00:00,43.64,-0.5,DCC-AQ69,,,,
2021-10-10 00:00:00,43.22,-0.8,DCC-AQ69,,,,
2021-10-10 01:00:00,39.73,2.92,DCC-AQ69,,,,
2021-10-10 02:00:00,29.99,1.88,DCC-AQ69,,,,
2021-10-10 03:00:00,22.01,4.29,DCC-AQ69,,,,
2021-10-10 04:00:00,17.29,14.82,DCC-AQ69,,,,
2021-10-10 05:00:00,16.96,17.57,DCC-AQ69,,,,
2021-10-10 06:00:00,22.76,14.19,DCC-AQ69,,,,
2021-10-10 07:00:00,27.75,15.02,DCC-AQ69,,,,
2021-10-10 08:00:00,30.87,15.9,DCC-AQ69,,,,
2021-10-10 09:00:00,31.41,17.04,DCC-AQ69,,,,
2021-10-10 10:00:00,32.02,17.11,DCC-AQ69,,,,
2021-10-10 11:00:00,28.65,20.09,DCC-AQ69,,,,
2021-10-10 12:00:00,29.53,25.41,DCC-AQ69,,,,
2021-10-10 13:00:00,32.75,26.63,DCC-AQ69,,,,
2021-10-10 14:00:00,31.7,25.02,DCC-AQ69,,,,
2021-10-10 15:00:00,30.6,25.84,DCC-AQ69,,,,
2021-10-10 16:00:00,39.05,17.25,DCC-AQ69,,,,
2021-10-10 17:00:00,47.49,12.0,DCC-AQ69,,,,
2021-10-10 18:00:00,53.39,5.53,DCC-AQ69,,,,
2021-10-10 19:00:00,58.39,1.32,DCC-AQ69,,,,
2021-10-10 20:00:00,51.44,0.61,DCC-AQ69,,,,
2021-10-10 21:00:00,44.73,3.46,DCC-AQ69,,,,
2021-10-10 22:00:00,42.66,2.36,DCC-AQ69,,,,
2021-10-10 23:00:00,37.78,2.14,DCC-AQ69,,,,
2021-10-11 00:00:00,29.13,6.78,DCC-AQ69,,,,
2021-10-11 01:00:00,23.08,11.95,DCC-AQ69,,,,
2021-10-11 02:00:00,24.66,11.72,DCC-AQ69,,,,
2021-10-11 03:00:00,28.19,8.86,DCC-AQ69,,,,
2021-10-11 04:00:00,38.34,2.58,DCC-AQ69,,,,
2021-10-11 05:00:00,53.48,-1.2,DCC-AQ69,,,,
2021-10-11 06:00:00,57.26,-1.68,DCC-AQ69,,,,
2021-10-11 07:00:00,65.0,-0.8,DCC-AQ69,,,,
2021-10-11 08:00:00,71.61,-1.14,DCC-AQ69,,,,
2021-10-11 09:00:00,59.96,-0.01,DCC-AQ69,,,,
2021-10-11 10:00:00,64.47,3.7,DCC-AQ69,,,,
2021-10-11 11:00:00,54.2,9.66,DCC-AQ69,,,,
2021-10-11 12:00:00,46.56,9.05,DCC-AQ69,,,,
2021-10-11 13:00:00,52.6,7.1,DCC-AQ69,,,,
2021-10-11 14:00:00,58.09,5.37,DCC-AQ69,,,,
2021-10-11 15:00:00,57.79,5.23,DCC-AQ69,,,,
2021-10-11 16:00:00,68.73,1.35,DCC-AQ69,,,,
2021-10-11 17:00:00,63.85,-0.3,DCC-AQ69,,,,
2021-10-11 18:00:00,64.93,-1.36,DCC-AQ69,,,,
2021-10-11 19:00:00,62.97,-1.45,DCC-AQ69,,,,
2021-10-11 20:00:00,53.73,-1.43,DCC-AQ69,,,,
2021-10-11 21:00:00,49.88,-0.37,DCC-AQ69,,,,
2021-10-11 22:00:00,49.85,-0.8,DCC-AQ69,,,,
2021-10-11 23:00:00,37.89,2.95,DCC-AQ69,,,,
2021-10-12 00:00:00,26.11,11.2,DCC-AQ69,,,,
2021-10-12 01:00:00,27.16,9.06,DCC-AQ69,,,,
2021-10-12 02:00:00,17.04,13.33,DCC-AQ69,,,,
2021-10-12 03:00:00,17.92,13.75,DCC-AQ69,,,,
2021-10-12 04:00:00,29.84,7.26,DCC-AQ69,,,,
2021-10-12 05:00:00,49.57,-1.31,DCC-AQ69,,,,
2021-10-12 06:00:00,56.56,-1.37,DCC-AQ69,,,,
2021-10-12 07:00:00,61.01,-0.77,DCC-AQ69,,,,
2021-10-12 08:00:00,64.76,0.67,DCC-AQ69,,,,
2021-10-12 09:00:00,51.6,3.67,DCC-AQ69,,,,
2021-10-12 10:00:00,51.12,5.14,DCC-AQ69,,,,
2021-10-12 11:00:00,50.69,7.36,DCC-AQ69,,,,
2021-10-12 12:00:00,48.98,8.72,DCC-AQ69,,,,
2021-10-12 13:00:00,47.11,7.84,DCC-AQ69,,,,
2021-10-12 14:00:00,57.25,5.74,DCC-AQ69,,,,
2021-10-12 15:00:00,51.22,6.45,DCC-AQ69,,,,
2021-10-12 16:00:00,63.78,1.83,DCC-AQ69,,,,
2021-10-12 17:00:00,57.08,0.24,DCC-AQ69,,,,
2021-10-12 18:00:00,51.93,1.21,DCC-AQ69,,,,
2021-10-12 19:00:00,51.27,2.35,DCC-AQ69,,,,
2021-10-12 20:00:00,45.7,3.53,DCC-AQ69,,,,
2021-10-12 21:00:00,56.36,2.51,DCC-AQ69,,,,
2021-10-12 22:00:00,39.51,9.34,DCC-AQ69,,,,
2021-10-27 22:00:00,9.36,59.02,DCC-AQ69,,,,
2021-10-27 23:00:00,14.17,49.06,DCC-AQ69,,,,
2021-10-28 00:00:00,15.28,43.56,DCC-AQ69,,,,
2021-10-28 01:00:00,8.59,48.57,DCC-AQ69,,,,
2021-10-28 02:00:00,13.0,45.27,DCC-AQ69,,,,
2021-10-28 03:00:00,12.63,46.56,DCC-AQ69,,,,
2021-10-28 04:00:00,24.62,33.55,DCC-AQ69,,,,
2021-10-28 05:00:00,51.89,15.49,DCC-AQ69,,,,
2021-10-28 06:00:00,65.3,0.18,DCC-AQ69,,,,
2021-10-28 07:00:00,72.92,-2.21,DCC-AQ69,,,,
2021-10-28 08:00:00,79.88,-1.97,DCC-AQ69,,,,
2021-10-28 09:00:00,72.2,-1.16,DCC-AQ69,,,,
2021-10-28 10:00:00,79.69,-0.81,DCC-AQ69,,,,
2021-10-28 11:00:00,72.24,2.74,DCC-AQ69,,,,
2021-10-28 12:00:00,87.29,1.57,DCC-AQ69,,,,
2021-10-28 13:00:00,73.17,3.43,DCC-AQ69,,,,
2021-10-28 14:00:00,65.52,15.53,DCC-AQ69,,,,
2021-10-28 15:00:00,65.66,12.9,DCC-AQ69,,,,
2021-10-28 16:00:00,58.25,22.23,DCC-AQ69,,,,
2021-10-28 17:00:00,57.11,16.45,DCC-AQ69,,,,
2021-10-28 18:00:00,61.49,5.94,DCC-AQ69,,,,
2021-10-28 19:00:00,64.77,6.11,DCC-AQ69,,,,
2021-10-28 20:00:00,57.83,5.98,DCC-AQ69,,,,
2021-10-28 21:00:00,59.8,3.07,DCC-AQ69,,,,
2021-10-28 22:00:00,58.21,-0.48,DCC-AQ69,,,,
2021-10-28 23:00:00,49.51,2.3,DCC-AQ69,,,,
2021-10-29 00:00:00,34.37,14.4,DCC-AQ69,,,,
2021-10-29 01:00:00,26.45,26.61,DCC-AQ69,,,,
2021-10-29 02:00:00,20.4,38.12,DCC-AQ69,,,,
2021-10-29 03:00:00,16.74,36.05,DCC-AQ69,,,,
2021-10-29 04:00:00,32.11,25.66,DCC-AQ69,,,,
2021-10-29 05:00:00,59.97,4.03,DCC-AQ69,,,,
2021-10-29 06:00:00,59.23,-1.14,DCC-AQ69,,,,
2021-10-29 07:00:00,57.04,0.55,DCC-AQ69,,,,
2021-10-29 08:00:00,68.26,0.0,DCC-AQ69,,,,
2021-10-29 09:00:00,65.55,4.12,DCC-AQ69,,,,
2021-10-29 10:00:00,60.77,7.65,DCC-AQ69,,,,
2021-10-29 11:00:00,56.8,10.54,DCC-AQ69,,,,
2021-10-29 12:00:00,46.56,22.74,DCC-AQ69,,,,
2021-10-29 13:00:00,45.66,23.69,DCC-AQ69,,,,
2021-10-29 14:00:00,50.32,27.31,DCC-AQ69,,,,
2021-10-29 15:00:00,55.61,22.78,DCC-AQ69,,,,
2021-10-29 16:00:00,75.87,6.27,DCC-AQ69,,,,
2021-10-29 17:00:00,60.84,11.37,DCC-AQ69,,,,
2021-10-29 18:00:00,57.66,11.14,DCC-AQ69,,,,
2021-10-29 19:00:00,63.98,11.52,DCC-AQ69,,,,
2021-10-29 20:00:00,44.83,28.0,DCC-AQ69,,,,
