datetime,pm1,pm10,pm2_5,tsp,serial_number
2022-02-24 22:00:00,2.45,5.75,5.09,7.52,TNO4437
2022-02-24 23:00:00,2.79,6.7,5.74,8.83,TNO4437
2022-02-25 00:00:00,3.84,9.25,8.08,11.98,TNO4437
2022-02-25 01:00:00,3.88,10.2,8.73,13.6,TNO4437
2022-02-25 02:00:00,4.25,11.43,9.78,15.2,TNO4437
2022-02-25 03:00:00,4.17,10.8,9.39,14.25,TNO4437
2022-02-25 04:00:00,4.01,10.92,9.43,14.53,TNO4437
2022-02-25 05:00:00,5.17,16.65,13.39,22.6,TNO4437
2022-02-25 06:00:00,5.82,18.2,14.74,24.73,TNO4437
2022-02-25 07:00:00,5.79,18.38,14.66,25.1,TNO4437
2022-02-25 08:00:00,7.0,20.45,16.33,27.3,TNO4437
2022-02-25 09:00:00,8.08,21.1,16.77,27.0,TNO4437
2022-02-25 10:00:00,7.64,18.52,14.36,23.2,TNO4437
2022-02-25 11:00:00,7.68,19.57,13.95,24.9,TNO4437
2022-02-25 12:00:00,6.46,17.23,11.51,23.0,TNO4437
2022-02-25 13:00:00,5.91,16.2,10.42,22.07,TNO4437
2022-02-25 14:00:00,5.06,14.3,9.08,19.43,TNO4437
2022-02-25 15:00:00,4.69,13.05,8.13,18.05,TNO4437
2022-02-25 16:00:00,4.59,13.55,7.88,20.53,TNO4437
2022-02-25 17:00:00,4.13,11.38,7.1,16.1,TNO4437
2022-02-25 18:00:00,5.22,12.03,8.87,15.58,TNO4437
2022-02-25 19:00:00,3.81,9.05,6.97,11.65,TNO4437
2022-02-25 20:00:00,3.71,8.73,6.86,11.08,TNO4437
2022-02-25 21:00:00,2.71,6.63,4.97,8.78,TNO4437
2022-02-25 22:00:00,1.97,4.8,3.64,6.03,TNO4437
2022-02-25 23:00:00,2.18,5.35,4.16,6.9,TNO4437
2022-02-26 00:00:00,1.95,4.75,3.67,5.95,TNO4437
2022-02-26 01:00:00,2.61,6.63,5.04,8.27,TNO4437
2022-02-26 02:00:00,2.71,6.65,5.18,8.28,TNO4437
2022-02-26 03:00:00,2.48,5.8,4.47,7.32,TNO4437
2022-02-26 04:00:00,2.35,5.52,4.29,6.9,TNO4437
2022-02-26 05:00:00,2.47,5.88,4.71,7.38,TNO4437
2022-02-26 06:00:00,2.16,5.17,4.14,6.5,TNO4437
2022-02-26 07:00:00,3.07,7.33,5.7,9.38,TNO4437
2022-02-26 08:00:00,3.04,7.47,5.63,9.67,TNO4437
2022-02-26 09:00:00,3.08,7.4,5.44,9.8,TNO4437
2022-02-26 10:00:00,3.66,8.28,6.22,10.48,TNO4437
2022-02-26 11:00:00,3.42,7.25,5.74,9.35,TNO4437
2022-02-26 12:00:00,5.43,10.7,8.45,13.02,TNO4437
2022-02-26 13:00:00,6.03,11.88,9.43,14.52,TNO4437
2022-02-26 14:00:00,6.83,13.72,11.02,16.55,TNO4437
2022-02-26 15:00:00,7.38,14.3,11.56,17.75,TNO4437
