datetime,co,no,no2,so2,serial_number
2021-05-31 09:00:00,0.37,3.76,20.37,-0.99,DCC-AQ1
2021-05-31 10:00:00,0.38,6.5,25.15,-0.78,DCC-AQ1
2021-05-31 11:00:00,0.35,2.55,10.17,-1.27,DCC-AQ1
2021-05-31 12:00:00,0.35,1.63,6.37,-1.48,DCC-AQ1
2021-05-31 13:00:00,0.35,1.51,6.43,-1.34,DCC-AQ1
2021-05-31 14:00:00,0.35,2.43,11.74,-0.74,DCC-AQ1
2021-05-31 15:00:00,0.35,2.8,14.03,-0.95,DCC-AQ1
2021-05-31 16:00:00,0.35,3.97,19.2,-0.39,DCC-AQ1
2021-05-31 17:00:00,0.35,2.2,16.15,-0.67,DCC-AQ1
2021-05-31 18:00:00,0.35,1.93,23.02,-0.99,DCC-AQ1
2021-05-31 19:00:00,0.35,0.92,18.01,-1.51,DCC-AQ1
2021-05-31 20:00:00,0.35,0.58,20.55,-1.58,DCC-AQ1
2021-05-31 21:00:00,0.35,0.2,7.43,-1.61,DCC-AQ1
2021-05-31 22:00:00,0.34,0.41,9.27,-1.64,DCC-AQ1
2021-05-31 23:00:00,0.34,0.26,8.24,-1.67,DCC-AQ1
2021-06-01 00:00:00,0.34,0.36,5.98,-1.76,DCC-AQ1
2021-06-01 01:00:00,0.33,0.25,3.33,-1.7,DCC-AQ1
2021-06-01 02:00:00,0.33,0.15,2.12,-1.69,DCC-AQ1
2021-06-01 03:00:00,0.35,0.21,10.52,-1.63,DCC-AQ1
2021-06-01 04:00:00,0.35,2.72,47.78,-1.49,DCC-AQ1
2021-06-01 05:00:00,0.36,26.5,84.37,0.16,DCC-AQ1
2021-06-01 06:00:00,0.4,25.36,60.8,2.0,DCC-AQ1
2021-06-01 07:00:00,0.42,13.74,55.65,0.99,DCC-AQ1
2021-06-01 08:00:00,0.41,15.85,57.71,1.19,DCC-AQ1
2021-06-01 09:00:00,0.36,4.66,20.61,0.92,DCC-AQ1
2021-06-01 10:00:00,0.35,9.59,41.54,2.26,DCC-AQ1
2021-06-01 11:00:00,0.35,10.34,38.6,2.27,DCC-AQ1
2021-06-01 12:00:00,0.35,3.39,18.43,0.47,DCC-AQ1
2021-06-01 13:00:00,0.35,3.02,16.16,0.29,DCC-AQ1
2021-06-01 14:00:00,0.35,3.94,21.47,0.05,DCC-AQ1
2021-06-01 15:00:00,0.35,6.6,35.54,1.35,DCC-AQ1
2021-06-01 16:00:00,0.35,5.17,35.63,1.1,DCC-AQ1
2021-06-01 17:00:00,0.35,4.14,37.53,2.14,DCC-AQ1
2021-06-01 18:00:00,0.35,2.34,35.4,1.82,DCC-AQ1
2021-06-01 19:00:00,0.35,0.75,30.0,0.51,DCC-AQ1
2021-06-01 20:00:00,0.35,0.38,33.67,-0.62,DCC-AQ1
2021-06-01 21:00:00,0.35,0.18,28.73,-1.05,DCC-AQ1
2021-06-01 22:00:00,0.36,0.2,22.53,-1.39,DCC-AQ1
2021-06-01 23:00:00,0.35,0.27,15.11,-1.52,DCC-AQ1
2021-06-02 00:00:00,0.35,0.26,10.89,-1.5,DCC-AQ1
2021-06-02 01:00:00,0.35,0.09,7.72,-1.58,DCC-AQ1
2021-06-02 02:00:00,0.35,-0.05,5.83,-1.64,DCC-AQ1
2021-06-02 03:00:00,0.35,0.17,17.59,-1.72,DCC-AQ1
2021-06-02 04:00:00,0.35,3.54,62.12,-1.52,DCC-AQ1
2021-06-02 05:00:00,0.39,29.15,88.68,-0.23,DCC-AQ1
2021-06-02 06:00:00,0.35,15.92,74.89,0.16,DCC-AQ1
2021-06-02 07:00:00,0.35,5.29,37.66,-0.24,DCC-AQ1
2021-06-02 08:00:00,0.35,3.62,27.08,-0.51,DCC-AQ1
2021-06-02 09:00:00,0.35,4.16,32.06,-0.16,DCC-AQ1
2021-06-02 10:00:00,0.36,3.98,31.75,0.01,DCC-AQ1
2021-06-02 11:00:00,0.44,2.94,31.17,-0.18,DCC-AQ1
2021-06-02 12:00:00,0.35,4.05,33.55,1.0,DCC-AQ1
2021-06-02 13:00:00,0.42,5.05,37.69,1.01,DCC-AQ1
2021-06-02 14:00:00,0.35,5.83,48.82,1.54,DCC-AQ1
2021-06-02 15:00:00,0.37,4.81,50.31,1.06,DCC-AQ1
2021-06-02 16:00:00,0.45,2.71,35.03,-0.07,DCC-AQ1
2021-06-02 17:00:00,0.41,2.42,32.68,-0.51,DCC-AQ1
2021-06-02 18:00:00,0.37,1.0,30.1,-1.0,DCC-AQ1
2021-06-02 19:00:00,0.35,0.78,24.76,-1.19,DCC-AQ1
2021-06-02 20:00:00,0.47,0.27,22.0,-1.19,DCC-AQ1
2021-06-02 21:00:00,0.4,0.4,25.8,-1.26,DCC-AQ1
2021-06-02 22:00:00,0.35,1.55,64.62,-1.16,DCC-AQ1
2021-06-02 23:00:00,0.35,0.43,15.21,-1.36,DCC-AQ1
2021-06-03 00:00:00,0.35,0.27,10.49,-1.39,DCC-AQ1
2021-06-03 01:00:00,0.35,0.15,4.39,-1.73,DCC-AQ1
2021-06-03 02:00:00,0.34,0.2,2.17,-1.49,DCC-AQ1
2021-06-03 03:00:00,0.35,0.15,2.72,-1.57,DCC-AQ1
2021-06-03 04:00:00,0.35,0.16,6.24,-1.64,DCC-AQ1
2021-06-03 05:00:00,0.35,1.3,13.1,-1.65,DCC-AQ1
2021-06-03 06:00:00,0.35,2.37,16.7,-1.43,DCC-AQ1
2021-06-03 07:00:00,0.35,3.99,19.66,-1.42,DCC-AQ1
2021-06-03 08:00:00,0.32,2.63,11.46,-1.4,DCC-AQ1
2021-06-03 09:00:00,0.34,3.08,10.09,-1.33,DCC-AQ1
2021-06-03 10:00:00,0.29,2.62,6.37,-1.4,DCC-AQ1
2021-06-03 11:00:00,0.29,3.49,7.15,-1.36,DCC-AQ1
2021-06-03 12:00:00,0.35,3.52,7.78,-1.64,DCC-AQ1
2021-06-03 13:00:00,0.35,4.0,8.32,-1.64,DCC-AQ1
2021-06-03 14:00:00,0.35,3.96,7.51,-1.7,DCC-AQ1
2021-06-03 15:00:00,0.36,4.37,7.8,-1.75,DCC-AQ1
2021-06-03 16:00:00,0.35,4.02,8.43,-1.7,DCC-AQ1
2021-06-03 17:00:00,0.36,3.16,6.1,-1.79,DCC-AQ1
2021-06-03 18:00:00,0.36,1.87,3.71,-1.97,DCC-AQ1
2021-06-03 19:00:00,0.35,1.1,3.99,-1.98,DCC-AQ1
2021-06-03 20:00:00,0.35,0.79,4.88,-2.35,DCC-AQ1
2021-06-03 21:00:00,0.35,0.75,3.17,-2.12,DCC-AQ1
2021-06-03 22:00:00,0.35,0.74,3.28,-2.12,DCC-AQ1
2021-06-03 23:00:00,0.34,0.59,1.39,-2.05,DCC-AQ1
2021-06-04 00:00:00,0.34,0.43,-0.01,-2.18,DCC-AQ1
2021-06-04 01:00:00,0.32,0.22,-1.14,-2.23,DCC-AQ1
2021-06-04 02:00:00,0.34,0.02,-1.69,-2.21,DCC-AQ1
2021-06-04 03:00:00,0.34,0.35,-0.3,-2.19,DCC-AQ1
2021-06-04 04:00:00,0.35,0.64,3.51,-2.15,DCC-AQ1
2021-06-04 05:00:00,0.34,2.46,11.11,-2.0,DCC-AQ1
2021-06-04 06:00:00,0.35,4.32,16.61,-1.85,DCC-AQ1
2021-06-04 07:00:00,0.35,3.63,9.66,-1.82,DCC-AQ1
2021-06-04 08:00:00,0.35,4.17,11.24,-1.67,DCC-AQ1
2021-06-04 09:00:00,0.35,3.91,7.86,-1.61,DCC-AQ1
2021-06-04 10:00:00,0.36,3.37,5.77,-1.65,DCC-AQ1
2021-06-04 11:00:00,0.36,3.22,5.44,-1.9,DCC-AQ1
2021-06-04 12:00:00,0.36,3.23,6.15,-1.69,DCC-AQ1
2021-06-04 13:00:00,0.36,3.5,8.55,-2.02,DCC-AQ1
2021-06-04 14:00:00,0.33,4.55,11.56,-1.94,DCC-AQ1
2021-06-04 15:00:00,0.37,5.5,12.56,-1.85,DCC-AQ1
2021-06-04 16:00:00,0.35,3.81,7.73,-1.96,DCC-AQ1
2021-06-04 17:00:00,0.35,2.63,5.94,-2.06,DCC-AQ1
2021-06-04 18:00:00,0.31,1.66,4.83,-2.14,DCC-AQ1
2021-06-04 19:00:00,0.27,1.12,8.29,-2.46,DCC-AQ1
2021-06-04 20:00:00,0.25,1.04,7.0,-2.9,DCC-AQ1
2021-06-04 21:00:00,0.27,0.75,8.67,-2.21,DCC-AQ1
2021-06-04 22:00:00,0.24,0.72,3.91,-2.34,DCC-AQ1
2021-06-04 23:00:00,0.25,0.65,1.7,-2.38,DCC-AQ1
2021-06-05 00:00:00,0.27,0.38,2.65,-2.22,DCC-AQ1
2021-06-05 01:00:00,0.27,0.4,1.65,-2.24,DCC-AQ1
2021-06-05 02:00:00,0.24,0.5,1.47,-2.35,DCC-AQ1
2021-06-05 03:00:00,0.24,0.45,2.47,-2.58,DCC-AQ1
2021-06-05 04:00:00,0.24,0.37,3.25,-2.28,DCC-AQ1
2021-06-05 05:00:00,0.24,0.8,4.44,-2.24,DCC-AQ1
2021-06-05 06:00:00,0.25,1.12,4.22,-2.6,DCC-AQ1
2021-06-05 07:00:00,0.3,2.09,6.91,-2.71,DCC-AQ1
2021-06-05 08:00:00,0.25,2.27,4.09,-2.11,DCC-AQ1
2021-06-05 09:00:00,0.26,3.52,4.53,-2.03,DCC-AQ1
2021-06-05 10:00:00,0.26,3.61,7.48,-1.9,DCC-AQ1
2021-06-05 11:00:00,0.33,2.74,6.72,-1.99,DCC-AQ1
2021-06-05 12:00:00,0.27,3.52,9.32,-1.9,DCC-AQ1
2021-06-05 13:00:00,0.24,1.91,4.41,-2.06,DCC-AQ1
2021-06-05 14:00:00,0.24,2.93,5.43,-2.05,DCC-AQ1
2021-06-05 15:00:00,0.24,2.94,6.74,-2.05,DCC-AQ1
2021-06-05 16:00:00,0.24,1.67,3.24,-2.08,DCC-AQ1
2021-06-05 17:00:00,0.25,1.65,4.66,-2.0,DCC-AQ1
2021-06-05 18:00:00,0.35,1.73,7.25,-2.01,DCC-AQ1
2021-06-05 19:00:00,0.33,0.95,4.39,-2.25,DCC-AQ1
2021-06-05 20:00:00,0.31,0.72,8.08,-2.29,DCC-AQ1
2021-06-05 21:00:00,0.34,0.52,11.14,-2.4,DCC-AQ1
2021-06-05 22:00:00,0.35,1.23,18.9,-2.32,DCC-AQ1
2021-06-05 23:00:00,0.35,1.1,17.89,-2.37,DCC-AQ1
2021-06-06 00:00:00,0.35,0.86,14.83,-2.26,DCC-AQ1
2021-06-06 01:00:00,0.35,0.61,9.29,-2.29,DCC-AQ1
2021-06-06 02:00:00,0.35,0.59,8.67,-2.32,DCC-AQ1
2021-06-06 03:00:00,0.35,0.45,3.4,-2.25,DCC-AQ1
2021-06-06 04:00:00,0.35,0.9,7.34,-2.37,DCC-AQ1
2021-06-06 05:00:00,0.35,1.32,5.47,-2.24,DCC-AQ1
2021-06-06 06:00:00,0.25,1.06,0.2,-2.04,DCC-AQ1
2021-06-06 07:00:00,0.24,1.58,1.87,-2.08,DCC-AQ1
2021-06-06 08:00:00,0.24,1.76,1.22,-2.09,DCC-AQ1
2021-06-06 09:00:00,0.32,1.06,-1.14,-1.75,DCC-AQ1
2021-06-06 10:00:00,0.34,1.5,0.59,-1.9,DCC-AQ1
2021-06-06 11:00:00,0.35,2.18,7.21,-1.8,DCC-AQ1
2021-06-06 12:00:00,0.35,2.09,5.5,-1.77,DCC-AQ1
2021-06-06 13:00:00,0.33,1.4,3.41,-1.82,DCC-AQ1
2021-06-06 14:00:00,0.34,1.13,5.67,-1.9,DCC-AQ1
2021-06-06 15:00:00,0.35,0.94,4.38,-2.17,DCC-AQ1
2021-06-06 16:00:00,0.35,1.33,8.98,-2.03,DCC-AQ1
2021-06-06 17:00:00,0.35,1.79,9.26,-2.06,DCC-AQ1
2021-06-06 18:00:00,0.35,1.44,11.04,-2.15,DCC-AQ1
2021-06-06 19:00:00,0.36,1.5,19.85,-2.11,DCC-AQ1
2021-06-06 20:00:00,0.39,0.88,21.18,-2.18,DCC-AQ1
2021-06-06 21:00:00,0.36,1.26,24.18,-2.15,DCC-AQ1
2021-06-06 22:00:00,0.35,1.03,31.17,-2.22,DCC-AQ1
2021-06-06 23:00:00,0.31,0.74,17.86,-2.13,DCC-AQ1
2021-06-07 00:00:00,0.24,0.45,6.75,-2.32,DCC-AQ1
2021-06-07 01:00:00,0.25,0.23,3.98,-2.01,DCC-AQ1
2021-06-07 02:00:00,0.32,0.06,5.09,-2.09,DCC-AQ1
2021-06-07 03:00:00,0.32,0.47,12.18,-1.81,DCC-AQ1
2021-06-07 04:00:00,0.27,1.6,17.18,-1.43,DCC-AQ1
2021-06-07 05:00:00,0.35,12.63,34.38,-1.06,DCC-AQ1
2021-06-07 06:00:00,0.35,4.19,17.77,-1.22,DCC-AQ1
2021-06-07 07:00:00,0.35,4.01,13.54,-1.29,DCC-AQ1
2021-06-07 08:00:00,0.35,6.21,16.89,-1.0,DCC-AQ1
2021-06-07 09:00:00,0.33,5.77,14.29,-0.44,DCC-AQ1
2021-06-07 10:00:00,0.33,3.67,12.87,-0.66,DCC-AQ1
2021-06-07 11:00:00,0.3,4.55,13.31,-0.51,DCC-AQ1
2021-06-07 12:00:00,0.35,2.8,5.58,-0.81,DCC-AQ1
2021-06-07 13:00:00,0.35,1.3,0.32,-1.28,DCC-AQ1
2021-06-07 14:00:00,0.35,1.52,0.89,-1.35,DCC-AQ1
2021-06-07 15:00:00,0.35,1.11,0.26,-1.48,DCC-AQ1
2021-06-07 16:00:00,0.35,1.27,1.16,-1.35,DCC-AQ1
2021-06-07 17:00:00,0.35,1.58,1.95,-1.43,DCC-AQ1
2021-06-07 18:00:00,0.34,1.06,1.91,-1.52,DCC-AQ1
2021-06-07 19:00:00,0.28,1.16,2.87,-1.5,DCC-AQ1
2021-06-07 20:00:00,0.28,0.83,4.18,-1.72,DCC-AQ1
2021-06-07 21:00:00,0.3,0.85,4.29,-2.01,DCC-AQ1
2021-06-07 22:00:00,0.25,0.76,0.03,-1.69,DCC-AQ1
2021-06-07 23:00:00,0.24,0.54,-0.52,-1.59,DCC-AQ1
2021-06-08 00:00:00,0.24,0.47,-1.78,-1.67,DCC-AQ1
2021-06-08 01:00:00,0.24,0.39,-1.68,-1.63,DCC-AQ1
2021-06-08 02:00:00,0.24,0.13,-3.01,-1.63,DCC-AQ1
2021-06-08 03:00:00,0.24,0.24,-2.32,-1.69,DCC-AQ1
2021-06-08 04:00:00,0.24,0.65,2.5,-1.55,DCC-AQ1
2021-06-08 05:00:00,0.28,1.88,12.02,-1.61,DCC-AQ1
2021-06-08 06:00:00,0.35,4.4,19.59,-1.52,DCC-AQ1
2021-06-08 07:00:00,0.33,5.74,17.29,-1.31,DCC-AQ1
2021-06-08 08:00:00,0.33,6.76,16.47,-1.24,DCC-AQ1
2021-06-08 09:00:00,0.3,4.32,8.96,-1.47,DCC-AQ1
2021-06-08 10:00:00,0.35,3.87,7.43,-1.35,DCC-AQ1
2021-06-08 11:00:00,0.31,4.54,6.93,-1.31,DCC-AQ1
2021-06-08 12:00:00,0.26,4.06,4.44,-1.32,DCC-AQ1
2021-06-08 13:00:00,0.29,3.82,4.0,-1.44,DCC-AQ1
2021-06-08 14:00:00,0.29,3.42,4.28,-1.41,DCC-AQ1
2021-06-08 15:00:00,0.29,4.45,5.3,-1.3,DCC-AQ1
2021-06-08 16:00:00,0.29,4.95,9.43,-1.45,DCC-AQ1
2021-06-08 17:00:00,0.26,3.54,7.36,-1.3,DCC-AQ1
2021-06-08 18:00:00,0.26,2.65,4.61,-1.38,DCC-AQ1
2021-06-08 19:00:00,0.35,2.04,5.21,-1.46,DCC-AQ1
2021-06-08 20:00:00,0.34,0.86,3.66,-1.46,DCC-AQ1
2021-06-08 21:00:00,0.34,1.02,11.3,-1.55,DCC-AQ1
2021-06-08 22:00:00,0.34,0.94,12.84,-1.52,DCC-AQ1
2021-06-08 23:00:00,0.35,0.55,-0.37,-1.51,DCC-AQ1
2021-06-09 00:00:00,0.3,0.63,-0.18,-1.51,DCC-AQ1
2021-06-09 01:00:00,0.33,0.54,2.1,-1.43,DCC-AQ1
2021-06-09 02:00:00,0.27,0.38,3.9,-1.45,DCC-AQ1
2021-06-09 03:00:00,0.24,0.48,0.49,-1.28,DCC-AQ1
2021-06-09 04:00:00,0.24,0.87,3.36,-1.41,DCC-AQ1
2021-06-09 05:00:00,0.31,6.11,22.36,-1.39,DCC-AQ1
2021-06-09 06:00:00,0.35,9.28,23.57,-1.12,DCC-AQ1
2021-06-09 07:00:00,0.35,9.09,22.28,-1.12,DCC-AQ1
2021-06-09 08:00:00,0.35,11.48,21.52,-0.99,DCC-AQ1
2021-06-09 09:00:00,0.38,23.12,26.76,-0.44,DCC-AQ1
2021-06-09 10:00:00,0.37,,,-0.67,DCC-AQ1
2021-06-09 11:00:00,0.32,4.35,4.6,-0.44,DCC-AQ1
2021-06-09 12:00:00,0.28,4.88,5.11,-0.49,DCC-AQ1
2021-06-09 13:00:00,0.26,2.96,4.04,-0.84,DCC-AQ1
2021-06-09 14:00:00,0.28,4.29,4.18,-0.85,DCC-AQ1
2021-06-09 15:00:00,0.34,6.67,8.46,-0.86,DCC-AQ1
2021-06-09 16:00:00,0.34,5.25,8.99,-0.92,DCC-AQ1
2021-06-09 17:00:00,0.37,3.45,6.74,-1.16,DCC-AQ1
2021-06-09 18:00:00,0.36,2.11,5.08,-1.28,DCC-AQ1
2021-06-09 19:00:00,0.36,1.48,4.63,-1.14,DCC-AQ1
2021-06-09 20:00:00,0.35,2.47,8.66,-1.36,DCC-AQ1
2021-06-09 21:00:00,0.35,1.08,7.31,-1.28,DCC-AQ1
2021-06-09 22:00:00,0.36,0.48,4.27,-1.47,DCC-AQ1
2021-06-09 23:00:00,0.35,0.27,1.45,-1.3,DCC-AQ1
2021-06-10 00:00:00,0.35,0.0,-0.55,-1.34,DCC-AQ1
2021-06-10 01:00:00,0.35,-0.04,-1.34,-1.42,DCC-AQ1
2021-06-10 02:00:00,0.35,0.29,7.26,-1.39,DCC-AQ1
2021-06-10 03:00:00,0.35,0.24,0.06,-1.32,DCC-AQ1
2021-06-10 04:00:00,0.35,0.59,2.03,-1.2,DCC-AQ1
2021-06-10 05:00:00,0.35,2.27,12.1,-1.14,DCC-AQ1
2021-06-10 06:00:00,0.35,5.65,11.64,-1.04,DCC-AQ1
2021-06-10 07:00:00,0.34,5.51,11.89,-0.96,DCC-AQ1
2021-06-10 08:00:00,0.37,5.4,7.2,,DCC-AQ1
2021-06-10 09:00:00,0.26,4.04,6.39,4.75,DCC-AQ1
2021-06-10 10:00:00,0.34,3.37,5.38,2.54,DCC-AQ1
2021-06-10 11:00:00,0.18,3.96,5.24,1.66,DCC-AQ1
2021-06-10 12:00:00,0.24,3.41,4.15,1.26,DCC-AQ1
2021-06-10 13:00:00,0.24,3.37,4.33,1.25,DCC-AQ1
2021-06-10 14:00:00,0.24,5.08,5.67,1.03,DCC-AQ1
2021-06-10 15:00:00,0.24,4.59,5.65,0.99,DCC-AQ1
2021-06-10 16:00:00,0.25,4.18,5.68,1.07,DCC-AQ1
2021-06-10 17:00:00,0.24,3.02,3.93,0.84,DCC-AQ1
2021-06-10 18:00:00,0.24,2.44,3.26,0.73,DCC-AQ1
2021-06-10 19:00:00,0.24,2.14,2.6,0.69,DCC-AQ1
2021-06-10 20:00:00,0.24,1.65,2.26,0.67,DCC-AQ1
2021-06-10 21:00:00,0.24,0.43,1.13,0.47,DCC-AQ1
2021-06-10 22:00:00,0.24,0.45,0.08,0.66,DCC-AQ1
2021-06-10 23:00:00,0.23,0.17,-1.34,0.48,DCC-AQ1
2021-06-11 00:00:00,0.24,0.05,-1.57,0.6,DCC-AQ1
2021-06-11 01:00:00,0.24,0.15,-2.11,0.5,DCC-AQ1
2021-06-11 02:00:00,0.24,-0.14,-2.11,0.58,DCC-AQ1
2021-06-11 03:00:00,0.24,0.21,-1.38,0.48,DCC-AQ1
2021-06-11 04:00:00,0.24,0.37,0.38,0.55,DCC-AQ1
2021-06-11 05:00:00,0.24,1.06,6.18,0.5,DCC-AQ1
2021-06-11 06:00:00,0.24,2.13,10.09,0.51,DCC-AQ1
2021-06-11 07:00:00,0.24,3.61,12.15,0.69,DCC-AQ1
2021-06-11 08:00:00,0.24,3.23,10.46,0.7,DCC-AQ1
2021-06-11 09:00:00,0.24,3.16,5.96,0.95,DCC-AQ1
2021-06-11 10:00:00,0.24,3.28,8.07,0.85,DCC-AQ1
2021-06-11 11:00:00,0.24,5.66,12.29,0.9,DCC-AQ1
2021-06-11 12:00:00,0.24,4.58,10.66,1.11,DCC-AQ1
2021-06-11 13:00:00,0.23,5.12,9.56,0.87,DCC-AQ1
2021-06-11 14:00:00,0.24,4.52,7.88,1.14,DCC-AQ1
2021-06-11 15:00:00,0.26,7.22,14.0,0.94,DCC-AQ1
2021-06-11 16:00:00,0.27,6.15,14.23,0.83,DCC-AQ1
2021-06-11 17:00:00,0.24,3.91,11.58,0.77,DCC-AQ1
2021-06-11 18:00:00,0.24,2.91,10.34,0.47,DCC-AQ1
2021-06-11 19:00:00,0.24,1.64,10.95,0.27,DCC-AQ1
2021-06-11 20:00:00,0.24,0.9,13.18,0.29,DCC-AQ1
2021-06-11 21:00:00,0.24,0.91,12.19,0.07,DCC-AQ1
2021-06-11 22:00:00,0.24,0.48,7.11,0.12,DCC-AQ1
2021-06-11 23:00:00,0.24,0.24,4.94,0.19,DCC-AQ1
2021-06-12 00:00:00,0.24,0.89,5.92,0.09,DCC-AQ1
2021-06-12 01:00:00,0.24,0.37,3.55,0.23,DCC-AQ1
2021-06-12 02:00:00,0.24,0.05,2.79,0.18,DCC-AQ1
2021-06-12 03:00:00,0.24,0.23,4.63,0.17,DCC-AQ1
2021-06-12 04:00:00,0.24,0.3,6.48,0.16,DCC-AQ1
2021-06-12 05:00:00,0.24,0.9,7.36,0.15,DCC-AQ1
2021-06-12 06:00:00,0.18,2.69,13.59,0.22,DCC-AQ1
2021-06-12 07:00:00,0.16,1.96,5.84,0.24,DCC-AQ1
2021-06-12 08:00:00,0.12,2.13,8.41,0.4,DCC-AQ1
2021-06-12 09:00:00,0.12,2.35,6.74,0.42,DCC-AQ1
2021-06-12 10:00:00,0.12,2.34,5.01,0.53,DCC-AQ1
2021-06-12 11:00:00,0.12,2.24,4.53,0.61,DCC-AQ1
2021-06-12 12:00:00,0.15,3.54,5.53,0.67,DCC-AQ1
2021-06-12 13:00:00,0.19,2.41,4.01,0.48,DCC-AQ1
2021-06-12 14:00:00,0.21,2.19,3.93,0.32,DCC-AQ1
2021-06-12 15:00:00,0.17,1.61,3.9,0.41,DCC-AQ1
2021-06-12 16:00:00,0.24,1.79,3.91,0.31,DCC-AQ1
2021-06-12 17:00:00,0.24,1.98,6.27,0.21,DCC-AQ1
2021-06-12 18:00:00,0.24,2.22,11.54,0.07,DCC-AQ1
2021-06-12 19:00:00,0.25,0.78,7.4,0.32,DCC-AQ1
2021-06-12 20:00:00,0.24,0.52,6.67,-0.09,DCC-AQ1
2021-06-12 21:00:00,0.24,0.52,11.25,-0.06,DCC-AQ1
2021-06-12 22:00:00,0.24,0.63,14.24,0.04,DCC-AQ1
2021-06-12 23:00:00,0.24,0.81,15.7,0.0,DCC-AQ1
2021-06-13 00:00:00,0.24,1.76,11.95,0.04,DCC-AQ1
2021-06-13 01:00:00,0.24,0.39,10.85,-0.06,DCC-AQ1
2021-06-13 02:00:00,0.24,0.37,14.34,0.02,DCC-AQ1
2021-06-13 03:00:00,0.24,-0.15,5.6,0.06,DCC-AQ1
2021-06-13 04:00:00,0.24,0.0,6.37,0.19,DCC-AQ1
2021-06-13 05:00:00,0.24,0.52,7.72,0.19,DCC-AQ1
2021-06-13 06:00:00,0.24,4.06,17.99,0.72,DCC-AQ1
2021-06-13 07:00:00,0.24,17.99,24.09,2.33,DCC-AQ1
2021-06-13 08:00:00,0.24,8.96,17.96,2.72,DCC-AQ1
2021-06-13 09:00:00,0.24,3.43,12.95,1.55,DCC-AQ1
2021-06-13 10:00:00,0.24,1.86,3.98,0.84,DCC-AQ1
2021-06-13 11:00:00,0.24,1.95,3.06,0.49,DCC-AQ1
2021-06-13 12:00:00,0.24,2.27,4.39,0.29,DCC-AQ1
2021-06-13 13:00:00,0.24,1.16,4.15,0.48,DCC-AQ1
2021-06-13 14:00:00,0.25,1.1,2.68,0.67,DCC-AQ1
2021-06-13 15:00:00,0.24,1.4,5.89,0.58,DCC-AQ1
2021-06-13 16:00:00,0.29,11.07,22.5,1.53,DCC-AQ1
2021-06-13 17:00:00,0.35,18.49,41.68,2.85,DCC-AQ1
2021-06-13 18:00:00,0.35,5.6,36.43,1.07,DCC-AQ1
2021-06-13 19:00:00,0.27,1.34,11.32,0.69,DCC-AQ1
2021-06-13 20:00:00,0.24,0.54,7.41,0.42,DCC-AQ1
2021-06-13 21:00:00,0.25,0.34,9.64,0.25,DCC-AQ1
2021-06-13 22:00:00,0.24,0.53,5.43,0.17,DCC-AQ1
2021-06-13 23:00:00,0.25,0.25,3.43,0.31,DCC-AQ1
2021-06-14 00:00:00,0.24,0.02,1.88,0.56,DCC-AQ1
2021-06-14 01:00:00,0.24,0.3,4.96,0.38,DCC-AQ1
2021-06-14 02:00:00,0.24,-0.05,0.67,0.35,DCC-AQ1
2021-06-14 03:00:00,0.24,0.12,1.08,0.23,DCC-AQ1
2021-06-14 04:00:00,0.24,0.51,6.57,0.2,DCC-AQ1
2021-06-14 05:00:00,0.24,2.37,18.09,0.26,DCC-AQ1
2021-06-14 06:00:00,0.23,4.25,16.67,0.16,DCC-AQ1
2021-06-14 07:00:00,0.24,5.22,14.72,0.34,DCC-AQ1
2021-06-14 08:00:00,0.24,4.17,12.67,0.59,DCC-AQ1
2021-06-14 09:00:00,0.21,4.54,9.16,0.62,DCC-AQ1
2021-06-14 10:00:00,0.22,4.53,9.87,0.45,DCC-AQ1
2021-06-14 11:00:00,0.26,3.73,9.84,0.43,DCC-AQ1
2021-06-14 12:00:00,0.24,3.83,9.49,0.54,DCC-AQ1
2021-06-14 13:00:00,0.24,3.85,10.68,0.62,DCC-AQ1
2021-06-14 14:00:00,0.25,3.96,8.21,0.61,DCC-AQ1
2021-06-14 15:00:00,0.28,4.27,10.84,0.44,DCC-AQ1
2021-06-14 16:00:00,0.29,4.33,10.96,0.35,DCC-AQ1
2021-06-14 17:00:00,0.25,2.16,7.54,0.21,DCC-AQ1
2021-06-14 18:00:00,0.24,1.38,5.34,0.27,DCC-AQ1
2021-06-14 19:00:00,0.24,1.08,6.38,0.21,DCC-AQ1
2021-06-14 20:00:00,0.24,1.07,8.48,0.0,DCC-AQ1
2021-06-14 21:00:00,0.24,0.2,6.64,0.13,DCC-AQ1
2021-06-14 22:00:00,0.24,0.29,5.81,0.2,DCC-AQ1
2021-06-29 22:00:00,0.27,0.63,24.86,1.01,DCC-AQ1
2021-06-29 23:00:00,0.24,4.02,47.48,1.31,DCC-AQ1
2021-06-30 00:00:00,0.24,2.02,25.45,1.42,DCC-AQ1
2021-06-30 01:00:00,0.24,-0.03,8.28,1.31,DCC-AQ1
2021-06-30 02:00:00,0.24,0.22,5.23,1.33,DCC-AQ1
2021-06-30 03:00:00,0.24,0.48,4.59,1.26,DCC-AQ1
2021-06-30 04:00:00,0.24,2.93,6.91,1.34,DCC-AQ1
2021-06-30 05:00:00,0.24,5.54,15.14,1.35,DCC-AQ1
2021-06-30 06:00:00,0.24,9.7,19.32,1.6,DCC-AQ1
2021-06-30 07:00:00,0.22,10.82,21.06,1.73,DCC-AQ1
2021-06-30 08:00:00,0.21,7.77,14.06,1.51,DCC-AQ1
