datetime,pm1,pm10,pm2_5,tsp,serial_number
2021-05-07 00:00:00,2.7,10.22,5.53,14.38,TNO4390
2021-05-07 01:00:00,2.55,9.92,5.21,14.0,TNO4390
2021-05-07 02:00:00,2.55,9.45,5.15,12.98,TNO4390
2021-05-07 03:00:00,2.45,8.63,5.02,12.0,TNO4390
2021-05-07 04:00:00,2.37,8.47,4.98,11.3,TNO4390
2021-05-07 05:00:00,2.38,8.45,5.02,11.4,TNO4390
2021-05-07 06:00:00,2.58,10.07,5.51,14.15,TNO4390
2021-05-07 07:00:00,2.64,10.72,5.78,15.42,TNO4390
2021-05-07 08:00:00,2.77,12.05,6.08,17.45,TNO4390
2021-05-07 09:00:00,3.2,20.98,7.57,34.15,TNO4390
2021-05-07 10:00:00,2.27,14.0,5.44,22.45,TNO4390
2021-05-07 11:00:00,2.09,15.8,5.41,27.57,TNO4390
2021-05-07 12:00:00,1.71,11.35,4.31,19.6,TNO4390
2021-05-07 13:00:00,1.87,11.98,4.7,19.6,TNO4390
2021-05-07 14:00:00,1.95,11.88,4.86,19.7,TNO4390
2021-05-07 15:00:00,1.69,9.47,4.22,15.48,TNO4390
2021-05-07 16:00:00,1.72,8.8,4.41,13.63,TNO4390
2021-05-07 17:00:00,2.02,10.17,5.02,14.92,TNO4390
2021-05-07 18:00:00,2.02,10.6,4.94,15.5,TNO4390
2021-05-07 19:00:00,1.59,7.5,3.68,10.85,TNO4390
2021-05-07 20:00:00,1.39,5.8,3.12,8.23,TNO4390
2021-05-07 21:00:00,1.58,6.45,3.54,9.13,TNO4390
2021-05-07 22:00:00,1.57,6.85,3.6,9.88,TNO4390
2021-05-07 23:00:00,1.62,7.85,3.84,11.13,TNO4390
2021-05-08 00:00:00,1.94,11.1,4.87,16.67,TNO4390
2021-05-08 01:00:00,1.69,10.3,4.52,15.3,TNO4390
2021-05-08 02:00:00,1.22,6.82,3.7,10.47,TNO4390
2021-05-08 03:00:00,1.89,13.05,6.64,19.85,TNO4390
2021-05-08 04:00:00,3.16,23.28,11.6,34.9,TNO4390
2021-05-08 05:00:00,3.32,23.12,12.87,34.25,TNO4390
2021-05-08 06:00:00,1.92,8.65,5.66,12.5,TNO4390
2021-05-08 07:00:00,1.52,5.2,3.97,7.23,TNO4390
2021-05-08 08:00:00,2.44,7.02,5.26,9.82,TNO4390
2021-05-08 09:00:00,9.64,15.55,12.33,19.57,TNO4390
2021-05-08 10:00:00,3.27,11.53,5.82,16.75,TNO4390
2021-05-08 11:00:00,1.37,4.03,2.48,5.78,TNO4390
2021-05-08 12:00:00,1.81,5.47,3.26,7.55,TNO4390
2021-05-08 13:00:00,1.89,6.48,3.42,9.85,TNO4390
2021-05-08 14:00:00,2.07,6.97,3.88,10.67,TNO4390
2021-05-08 15:00:00,3.14,10.1,6.2,13.95,TNO4390
2021-05-08 16:00:00,5.25,15.6,9.83,20.4,TNO4390
2021-05-08 17:00:00,5.98,17.47,11.07,23.05,TNO4390
2021-05-08 18:00:00,6.11,18.53,11.28,24.23,TNO4390
2021-05-08 19:00:00,6.07,18.22,11.61,23.8,TNO4390
