datetime,no2,o3,pm10,pm2_5,so2,serial_number
2021-09-02 00:00:00,20.56,40.13,,,0.13,DCC-AQ22
2021-09-02 01:00:00,13.5,39.85,,,0.39,DCC-AQ22
2021-09-02 02:00:00,12.97,27.49,,,0.13,DCC-AQ22
2021-09-02 03:00:00,14.31,17.33,,,0.11,DCC-AQ22
2021-09-02 04:00:00,15.7,16.36,,,-0.03,DCC-AQ22
2021-09-02 05:00:00,36.08,15.69,,,0.02,DCC-AQ22
2021-09-02 06:00:00,25.33,39.93,,,0.42,DCC-AQ22
2021-09-02 07:00:00,21.49,43.6,,,0.2,DCC-AQ22
2021-09-02 08:00:00,19.25,51.53,,,0.3,DCC-AQ22
2021-09-02 09:00:00,19.11,52.89,,,0.1,DCC-AQ22
2021-09-02 10:00:00,22.75,51.4,,,0.34,DCC-AQ22
2021-09-02 11:00:00,20.86,51.25,,,0.02,DCC-AQ22
2021-09-02 12:00:00,18.81,52.27,,,-0.02,DCC-AQ22
2021-09-02 13:00:00,16.77,54.41,,,0.4,DCC-AQ22
2021-09-02 14:00:00,15.71,55.61,,,0.14,DCC-AQ22
2021-09-02 15:00:00,13.81,63.16,,,-0.34,DCC-AQ22
2021-09-02 16:00:00,17.69,62.11,,,0.13,DCC-AQ22
2021-09-02 17:00:00,25.47,57.97,,,0.29,DCC-AQ22
2021-09-02 18:00:00,23.36,59.6,,,0.23,DCC-AQ22
2021-09-02 19:00:00,24.11,54.74,,,0.17,DCC-AQ22
2021-09-02 20:00:00,15.8,61.01,,,0.41,DCC-AQ22
2021-09-02 21:00:00,11.88,57.23,,,-0.01,DCC-AQ22
2021-09-02 22:00:00,17.1,49.65,,,0.24,DCC-AQ22
2021-09-02 23:00:00,15.86,44.93,,,0.31,DCC-AQ22
2021-09-03 00:00:00,23.68,26.68,,,0.08,DCC-AQ22
2021-09-03 01:00:00,17.25,28.71,,,0.17,DCC-AQ22
2021-09-03 02:00:00,12.36,31.26,,,0.08,DCC-AQ22
2021-09-03 03:00:00,9.18,34.02,,,0.23,DCC-AQ22
2021-09-03 04:00:00,9.97,29.78,,,0.05,DCC-AQ22
2021-09-03 05:00:00,20.46,15.4,,,0.26,DCC-AQ22
2021-09-03 06:00:00,26.48,9.58,,,0.1,DCC-AQ22
2021-09-03 07:00:00,32.83,6.1,,,0.42,DCC-AQ22
2021-09-03 08:00:00,31.68,34.95,,,0.61,DCC-AQ22
2021-09-03 09:00:00,17.17,49.92,,,0.03,DCC-AQ22
2021-09-03 10:00:00,17.23,50.98,,,0.25,DCC-AQ22
2021-09-03 11:00:00,15.93,52.57,,,0.39,DCC-AQ22
2021-09-03 12:00:00,15.01,58.31,,,0.46,DCC-AQ22
2021-09-03 13:00:00,13.84,60.72,,,0.41,DCC-AQ22
2021-09-03 14:00:00,15.15,58.41,,,0.37,DCC-AQ22
2021-09-03 15:00:00,15.22,59.59,,,-0.19,DCC-AQ22
2021-09-03 16:00:00,26.23,46.39,,,0.07,DCC-AQ22
2021-09-03 17:00:00,27.27,52.46,,,0.46,DCC-AQ22
2021-09-03 18:00:00,20.2,53.64,,,0.35,DCC-AQ22
2021-09-03 19:00:00,18.72,56.22,,,0.34,DCC-AQ22
2021-09-03 20:00:00,15.77,56.81,,,0.27,DCC-AQ22
2021-09-03 21:00:00,21.86,46.68,,,0.37,DCC-AQ22
2021-09-03 22:00:00,19.43,45.74,,,0.29,DCC-AQ22
2021-09-03 23:00:00,34.6,25.12,,,0.44,DCC-AQ22
2021-09-04 00:00:00,14.53,43.23,,,0.5,DCC-AQ22
2021-09-04 01:00:00,18.85,33.39,,,0.25,DCC-AQ22
2021-09-04 02:00:00,13.99,30.51,,,-0.01,DCC-AQ22
2021-09-04 03:00:00,14.58,24.68,,,0.43,DCC-AQ22
2021-09-04 04:00:00,14.81,17.57,,,0.32,DCC-AQ22
2021-09-04 05:00:00,18.75,5.69,,,0.45,DCC-AQ22
2021-09-04 06:00:00,18.14,3.04,,,0.82,DCC-AQ22
2021-09-04 07:00:00,22.85,1.15,,,0.69,DCC-AQ22
2021-09-04 08:00:00,34.57,6.66,,,0.95,DCC-AQ22
2021-09-04 09:00:00,21.06,24.97,,,0.24,DCC-AQ22
2021-09-04 10:00:00,10.91,46.13,,,0.25,DCC-AQ22
2021-09-04 11:00:00,10.27,50.78,,,0.44,DCC-AQ22
2021-09-04 12:00:00,10.77,62.69,,,0.63,DCC-AQ22
2021-09-04 13:00:00,8.66,85.03,,,0.16,DCC-AQ22
2021-09-04 14:00:00,12.39,73.86,,,0.31,DCC-AQ22
2021-09-04 15:00:00,15.25,66.51,,,0.29,DCC-AQ22
2021-09-04 16:00:00,16.18,66.43,,,0.47,DCC-AQ22
2021-09-04 17:00:00,20.2,64.23,,,0.28,DCC-AQ22
2021-09-04 18:00:00,24.36,65.07,,,0.43,DCC-AQ22
2021-09-04 19:00:00,20.22,58.04,,,0.41,DCC-AQ22
2021-09-04 20:00:00,17.46,58.31,,,0.03,DCC-AQ22
2021-09-04 21:00:00,13.46,61.69,,,-0.04,DCC-AQ22
2021-09-04 22:00:00,14.73,56.79,,,0.16,DCC-AQ22
2021-09-04 23:00:00,13.64,54.73,,,0.26,DCC-AQ22
2021-09-05 00:00:00,12.14,63.34,,,0.17,DCC-AQ22
2021-09-05 01:00:00,8.87,67.43,,,0.34,DCC-AQ22
2021-09-05 02:00:00,5.65,69.82,,,0.28,DCC-AQ22
2021-09-05 03:00:00,5.67,68.84,,,0.07,DCC-AQ22
2021-09-05 04:00:00,4.8,65.25,,,0.24,DCC-AQ22
2021-09-05 05:00:00,9.49,67.51,,,0.26,DCC-AQ22
2021-09-05 06:00:00,8.82,65.45,,,0.42,DCC-AQ22
2021-09-05 07:00:00,9.96,56.39,,,0.37,DCC-AQ22
2021-09-05 08:00:00,10.9,57.09,,,0.19,DCC-AQ22
2021-09-05 09:00:00,10.19,56.47,,,0.13,DCC-AQ22
2021-09-05 10:00:00,8.06,82.21,,,0.29,DCC-AQ22
2021-09-05 11:00:00,8.72,78.23,,,0.37,DCC-AQ22
2021-09-05 12:00:00,8.69,86.69,,,0.41,DCC-AQ22
2021-09-05 13:00:00,9.2,86.96,,,0.17,DCC-AQ22
2021-09-05 14:00:00,9.38,89.67,,,0.18,DCC-AQ22
2021-09-05 15:00:00,10.54,79.97,,,0.16,DCC-AQ22
2021-09-05 16:00:00,16.65,72.22,,,0.43,DCC-AQ22
2021-09-05 17:00:00,21.12,61.48,,,0.51,DCC-AQ22
2021-09-05 18:00:00,16.18,61.21,,,0.27,DCC-AQ22
2021-09-05 19:00:00,11.68,69.16,,,0.1,DCC-AQ22
2021-09-05 20:00:00,13.07,75.77,,,0.04,DCC-AQ22
2021-09-05 21:00:00,4.4,82.95,,,-0.24,DCC-AQ22
2021-09-05 22:00:00,2.82,85.37,,,-0.06,DCC-AQ22
2021-09-05 23:00:00,2.43,82.43,,,0.14,DCC-AQ22
2021-09-06 00:00:00,2.17,85.59,,,-0.2,DCC-AQ22
2021-09-06 01:00:00,2.89,74.28,,,0.16,DCC-AQ22
2021-09-06 02:00:00,6.54,56.96,,,0.0,DCC-AQ22
2021-09-06 03:00:00,13.96,35.73,,,0.07,DCC-AQ22
2021-09-06 04:00:00,14.0,30.38,,,0.05,DCC-AQ22
2021-09-06 05:00:00,22.38,17.49,,,0.05,DCC-AQ22
2021-09-06 06:00:00,40.21,3.87,,,0.63,DCC-AQ22
2021-09-06 07:00:00,34.55,18.81,,,0.22,DCC-AQ22
2021-09-06 08:00:00,33.58,27.36,,,0.4,DCC-AQ22
2021-09-06 09:00:00,24.13,47.51,,,0.34,DCC-AQ22
2021-09-06 10:00:00,14.22,55.77,,,0.32,DCC-AQ22
2021-09-06 11:00:00,24.21,51.27,,,0.39,DCC-AQ22
2021-09-06 12:00:00,25.38,52.3,,,0.3,DCC-AQ22
2021-09-06 13:00:00,18.36,57.17,,,0.35,DCC-AQ22
2021-09-06 14:00:00,19.33,66.97,,,-0.21,DCC-AQ22
2021-09-06 15:00:00,14.66,78.53,,,0.2,DCC-AQ22
2021-09-06 16:00:00,15.46,71.03,,,0.1,DCC-AQ22
2021-09-06 17:00:00,18.94,63.33,,,0.05,DCC-AQ22
2021-09-06 18:00:00,21.2,56.91,,,0.41,DCC-AQ22
2021-09-06 19:00:00,27.38,44.86,,,0.22,DCC-AQ22
2021-09-06 20:00:00,48.17,19.22,,,0.39,DCC-AQ22
2021-09-06 21:00:00,66.55,5.96,,,1.05,DCC-AQ22
2021-09-06 22:00:00,15.17,53.63,,,0.64,DCC-AQ22
2021-09-06 23:00:00,13.62,39.78,,,0.6,DCC-AQ22
2021-09-07 00:00:00,15.53,28.41,,,0.2,DCC-AQ22
2021-09-07 01:00:00,7.24,50.53,,,0.28,DCC-AQ22
2021-09-07 02:00:00,10.22,32.93,,,0.11,DCC-AQ22
2021-09-07 03:00:00,8.06,31.0,,,-0.05,DCC-AQ22
2021-09-07 04:00:00,9.52,27.96,,,0.07,DCC-AQ22
2021-09-07 05:00:00,13.58,18.13,,,0.36,DCC-AQ22
2021-09-07 06:00:00,19.64,10.76,,,0.29,DCC-AQ22
2021-09-07 07:00:00,24.98,12.42,,,0.29,DCC-AQ22
2021-09-07 08:00:00,31.14,26.03,,,0.47,DCC-AQ22
2021-09-07 09:00:00,23.42,33.82,,,0.41,DCC-AQ22
2021-09-07 10:00:00,15.4,58.53,,,0.54,DCC-AQ22
2021-09-07 11:00:00,14.1,71.97,,,0.26,DCC-AQ22
2021-09-07 12:00:00,15.34,70.95,,,0.43,DCC-AQ22
2021-09-07 13:00:00,21.91,61.08,,,0.53,DCC-AQ22
2021-09-07 14:00:00,25.7,53.31,,,0.5,DCC-AQ22
2021-09-07 15:00:00,27.4,59.75,,,0.49,DCC-AQ22
2021-09-07 16:00:00,29.17,62.07,,,0.34,DCC-AQ22
2021-09-07 17:00:00,32.55,58.09,,,0.66,DCC-AQ22
2021-09-07 18:00:00,46.82,35.41,,,0.78,DCC-AQ22
2021-09-07 19:00:00,31.65,47.4,,,0.67,DCC-AQ22
2021-09-07 20:00:00,66.92,8.15,,,0.75,DCC-AQ22
2021-09-07 21:00:00,68.37,1.66,,,0.42,DCC-AQ22
2021-09-07 22:00:00,61.79,7.83,,,0.58,DCC-AQ22
2021-09-07 23:00:00,34.36,30.7,,,0.65,DCC-AQ22
2021-09-08 00:00:00,28.62,20.26,,,0.56,DCC-AQ22
2021-09-08 01:00:00,20.81,31.72,,,0.32,DCC-AQ22
2021-09-08 02:00:00,24.09,32.27,,,0.52,DCC-AQ22
2021-09-08 03:00:00,24.11,31.27,,,0.37,DCC-AQ22
2021-09-08 04:00:00,18.18,35.28,,,0.4,DCC-AQ22
2021-09-08 05:00:00,57.57,-0.34,,,0.91,DCC-AQ22
2021-09-08 06:00:00,61.39,0.41,,,1.49,DCC-AQ22
2021-09-08 07:00:00,62.32,0.65,,,1.59,DCC-AQ22
2021-09-08 08:00:00,67.53,3.18,,,2.38,DCC-AQ22
2021-09-08 09:00:00,45.22,19.94,,,1.24,DCC-AQ22
2021-09-08 10:00:00,29.03,56.78,,,0.97,DCC-AQ22
2021-09-08 11:00:00,28.41,65.25,,,0.61,DCC-AQ22
2021-09-08 12:00:00,22.91,81.29,,,0.84,DCC-AQ22
2021-09-08 13:00:00,21.61,82.19,,,0.86,DCC-AQ22
2021-09-08 14:00:00,23.8,80.63,,,0.64,DCC-AQ22
2021-09-08 15:00:00,28.04,73.23,,,0.63,DCC-AQ22
2021-09-08 16:00:00,24.39,80.88,,,0.63,DCC-AQ22
2021-09-08 17:00:00,25.16,78.8,,,0.51,DCC-AQ22
2021-09-08 18:00:00,35.66,61.24,,,0.72,DCC-AQ22
2021-09-08 19:00:00,31.6,53.93,,,0.43,DCC-AQ22
2021-09-08 20:00:00,28.42,43.53,,,0.39,DCC-AQ22
2021-09-08 21:00:00,27.41,30.38,,,0.14,DCC-AQ22
2021-09-08 22:00:00,20.8,26.62,,,0.55,DCC-AQ22
2021-09-08 23:00:00,24.58,20.29,,,0.65,DCC-AQ22
2021-09-09 00:00:00,31.3,17.31,,,0.69,DCC-AQ22
2021-09-09 01:00:00,43.07,5.79,,,0.51,DCC-AQ22
2021-09-09 02:00:00,41.12,6.3,,,0.59,DCC-AQ22
2021-09-09 03:00:00,28.0,17.15,,,0.39,DCC-AQ22
2021-09-09 04:00:00,13.84,31.08,,,0.61,DCC-AQ22
2021-09-09 05:00:00,20.72,14.81,,,0.69,DCC-AQ22
2021-09-09 06:00:00,30.21,7.49,,,0.89,DCC-AQ22
2021-09-09 07:00:00,24.9,2.75,,,0.91,DCC-AQ22
2021-09-09 08:00:00,31.1,7.72,,,0.91,DCC-AQ22
2021-09-09 09:00:00,21.13,13.19,,,0.41,DCC-AQ22
2021-09-09 10:00:00,18.22,23.31,,,0.01,DCC-AQ22
2021-09-09 11:00:00,16.92,31.11,,,0.76,DCC-AQ22
2021-09-09 12:00:00,13.62,42.57,,,0.77,DCC-AQ22
2021-09-09 13:00:00,15.27,44.61,,,0.89,DCC-AQ22
2021-09-09 14:00:00,15.55,39.6,,,0.63,DCC-AQ22
2021-09-09 15:00:00,22.23,33.57,,,0.62,DCC-AQ22
2021-09-09 16:00:00,21.28,36.14,,,0.71,DCC-AQ22
2021-09-09 17:00:00,29.96,26.17,,,1.09,DCC-AQ22
2021-09-09 18:00:00,31.8,12.92,,,0.65,DCC-AQ22
2021-09-09 19:00:00,33.64,6.06,,,0.76,DCC-AQ22
2021-09-09 20:00:00,30.38,7.18,,,1.09,DCC-AQ22
2021-09-09 21:00:00,30.24,1.67,,,1.06,DCC-AQ22
2021-09-09 22:00:00,38.81,-2.57,,,1.06,DCC-AQ22
2021-09-09 23:00:00,36.98,-2.58,,,1.05,DCC-AQ22
2021-09-10 00:00:00,33.45,-2.43,,,0.91,DCC-AQ22
2021-09-10 01:00:00,31.82,-2.68,,,1.09,DCC-AQ22
2021-09-10 02:00:00,29.48,-2.45,,,1.28,DCC-AQ22
2021-09-10 03:00:00,29.59,-2.97,,,0.9,DCC-AQ22
2021-09-10 04:00:00,28.66,-2.94,,,0.8,DCC-AQ22
2021-09-10 05:00:00,23.52,-2.78,,,0.98,DCC-AQ22
2021-09-10 06:00:00,24.01,-2.29,,,1.09,DCC-AQ22
2021-09-10 07:00:00,29.69,1.17,,,0.84,DCC-AQ22
2021-09-10 08:00:00,20.38,11.78,,,0.71,DCC-AQ22
2021-09-10 09:00:00,16.67,13.81,,,0.73,DCC-AQ22
2021-09-10 10:00:00,14.93,19.46,,,0.52,DCC-AQ22
2021-09-10 11:00:00,12.0,36.91,,,0.65,DCC-AQ22
2021-09-10 12:00:00,10.19,50.09,,,0.68,DCC-AQ22
2021-09-10 13:00:00,12.59,43.65,,,0.74,DCC-AQ22
2021-09-10 14:00:00,11.98,47.11,,,0.91,DCC-AQ22
2021-09-10 15:00:00,13.35,49.09,,,0.53,DCC-AQ22
2021-09-10 16:00:00,14.32,49.47,,,0.69,DCC-AQ22
2021-09-10 17:00:00,22.34,46.1,,,0.86,DCC-AQ22
2021-09-10 18:00:00,14.28,37.39,,,-0.06,DCC-AQ22
2021-09-10 19:00:00,10.29,35.01,,,0.52,DCC-AQ22
2021-09-10 20:00:00,9.73,33.25,,,0.51,DCC-AQ22
2021-09-10 21:00:00,7.88,32.46,,,0.54,DCC-AQ22
2021-09-10 22:00:00,8.53,34.59,,,0.33,DCC-AQ22
2021-09-10 23:00:00,7.09,40.21,,,0.44,DCC-AQ22
2021-09-11 00:00:00,5.95,39.39,,,0.41,DCC-AQ22
2021-09-11 01:00:00,7.25,42.27,,,0.16,DCC-AQ22
2021-09-11 02:00:00,4.21,49.66,,,0.57,DCC-AQ22
2021-09-11 03:00:00,3.28,52.11,,,0.4,DCC-AQ22
2021-09-11 04:00:00,4.29,48.32,,,0.21,DCC-AQ22
2021-09-11 05:00:00,6.22,47.06,,,0.11,DCC-AQ22
2021-09-11 06:00:00,6.76,42.94,,,0.24,DCC-AQ22
2021-09-11 07:00:00,12.4,40.25,,,0.42,DCC-AQ22
2021-09-11 08:00:00,11.47,36.2,,,-0.59,DCC-AQ22
2021-09-11 09:00:00,10.44,36.08,,,0.44,DCC-AQ22
2021-09-11 10:00:00,8.45,40.82,,,0.44,DCC-AQ22
2021-09-11 11:00:00,8.65,45.75,,,0.5,DCC-AQ22
2021-09-11 12:00:00,9.44,48.57,,,0.24,DCC-AQ22
2021-09-11 13:00:00,10.69,47.59,,,0.85,DCC-AQ22
2021-09-11 14:00:00,8.48,55.34,,,0.62,DCC-AQ22
2021-09-11 15:00:00,7.56,55.08,,,0.55,DCC-AQ22
2021-09-11 16:00:00,8.15,53.35,,,0.56,DCC-AQ22
2021-09-11 17:00:00,8.54,52.39,,,0.48,DCC-AQ22
2021-09-11 18:00:00,12.36,45.41,,,0.44,DCC-AQ22
2021-09-11 19:00:00,14.66,40.83,,,0.62,DCC-AQ22
2021-09-11 20:00:00,12.79,38.63,,,0.3,DCC-AQ22
2021-09-11 21:00:00,13.42,36.97,,,0.51,DCC-AQ22
2021-09-11 22:00:00,12.05,35.87,,,0.43,DCC-AQ22
2021-09-11 23:00:00,11.82,36.16,,,0.44,DCC-AQ22
2021-09-12 00:00:00,6.66,40.13,,,0.17,DCC-AQ22
2021-09-12 01:00:00,5.69,37.63,,,0.14,DCC-AQ22
2021-09-12 02:00:00,4.78,33.91,,,0.28,DCC-AQ22
2021-09-12 03:00:00,5.97,28.1,,,0.27,DCC-AQ22
2021-09-12 04:00:00,7.3,24.53,,,0.38,DCC-AQ22
2021-09-12 05:00:00,8.05,21.59,,,0.46,DCC-AQ22
2021-09-12 06:00:00,8.25,19.35,,,0.43,DCC-AQ22
2021-09-12 07:00:00,10.36,35.08,,,0.35,DCC-AQ22
2021-09-12 08:00:00,8.65,46.98,,,0.46,DCC-AQ22
2021-09-12 09:00:00,7.91,49.78,,,0.27,DCC-AQ22
2021-09-12 10:00:00,7.12,55.62,,,0.09,DCC-AQ22
2021-09-12 11:00:00,11.82,54.45,,,0.71,DCC-AQ22
2021-09-12 12:00:00,13.77,52.82,,,0.25,DCC-AQ22
2021-09-12 13:00:00,15.94,51.21,,,0.58,DCC-AQ22
2021-09-12 14:00:00,16.69,54.48,,,0.46,DCC-AQ22
2021-09-12 15:00:00,15.0,58.0,,,0.83,DCC-AQ22
2021-09-12 16:00:00,19.03,55.03,,,0.63,DCC-AQ22
2021-09-12 17:00:00,17.06,58.27,,,0.31,DCC-AQ22
2021-09-12 18:00:00,15.53,59.28,,,0.45,DCC-AQ22
2021-09-12 19:00:00,18.44,58.63,,,0.45,DCC-AQ22
2021-09-12 20:00:00,17.61,55.47,,,0.46,DCC-AQ22
2021-09-12 21:00:00,18.51,46.84,,,0.16,DCC-AQ22
2021-09-12 22:00:00,21.28,37.43,,,0.47,DCC-AQ22
2021-09-27 22:00:00,3.05,60.18,4.2,2.02,0.44,DCC-AQ22
2021-09-27 23:00:00,1.68,62.23,5.47,2.48,0.4,DCC-AQ22
2021-09-28 00:00:00,1.36,63.19,4.8,2.3,0.47,DCC-AQ22
2021-09-28 01:00:00,1.13,63.54,4.51,2.21,0.48,DCC-AQ22
2021-09-28 02:00:00,1.26,64.16,5.42,2.64,0.39,DCC-AQ22
2021-09-28 03:00:00,1.36,63.57,6.98,3.16,0.12,DCC-AQ22
2021-09-28 04:00:00,3.1,57.45,7.59,3.09,0.43,DCC-AQ22
2021-09-28 05:00:00,9.88,50.39,8.82,3.6,0.72,DCC-AQ22
2021-09-28 06:00:00,10.13,53.0,7.58,3.32,0.59,DCC-AQ22
2021-09-28 07:00:00,14.94,48.83,5.48,2.4,0.62,DCC-AQ22
2021-09-28 08:00:00,15.08,44.82,4.71,1.98,0.52,DCC-AQ22
2021-09-28 09:00:00,10.26,55.58,4.09,1.79,0.81,DCC-AQ22
2021-09-28 10:00:00,6.47,62.67,2.53,1.14,0.75,DCC-AQ22
2021-09-28 11:00:00,7.21,60.46,2.85,1.28,0.71,DCC-AQ22
2021-09-28 12:00:00,6.98,57.88,3.44,1.47,0.63,DCC-AQ22
2021-09-28 13:00:00,5.03,62.72,4.43,1.6,0.9,DCC-AQ22
2021-09-28 14:00:00,17.76,50.14,4.5,1.8,1.12,DCC-AQ22
2021-09-28 15:00:00,13.27,52.7,5.09,1.89,0.74,DCC-AQ22
2021-09-28 16:00:00,13.9,54.24,5.34,1.95,0.82,DCC-AQ22
2021-09-28 17:00:00,16.48,50.52,4.69,1.84,0.78,DCC-AQ22
2021-09-28 18:00:00,15.81,48.26,7.91,2.86,0.68,DCC-AQ22
2021-09-28 19:00:00,17.47,45.21,4.11,2.67,0.66,DCC-AQ22
2021-09-28 20:00:00,13.83,42.81,3.79,2.51,0.34,DCC-AQ22
2021-09-28 21:00:00,11.25,45.25,5.77,2.56,0.41,DCC-AQ22
2021-09-28 22:00:00,7.07,48.01,5.53,2.51,0.29,DCC-AQ22
2021-09-28 23:00:00,5.12,48.45,4.11,2.33,0.65,DCC-AQ22
2021-09-29 00:00:00,3.98,46.73,3.42,2.18,0.25,DCC-AQ22
2021-09-29 01:00:00,3.15,46.12,3.64,2.11,0.45,DCC-AQ22
2021-09-29 02:00:00,2.96,46.69,4.12,2.12,0.39,DCC-AQ22
2021-09-29 03:00:00,3.0,47.77,4.37,2.13,0.23,DCC-AQ22
2021-09-29 04:00:00,4.44,43.73,4.04,2.0,0.11,DCC-AQ22
2021-09-29 05:00:00,10.17,36.89,4.71,2.25,0.51,DCC-AQ22
2021-09-29 06:00:00,20.34,28.64,6.58,2.8,0.63,DCC-AQ22
2021-09-29 07:00:00,23.6,29.41,7.08,2.96,0.6,DCC-AQ22
2021-09-29 08:00:00,18.96,35.17,8.55,3.48,1.2,DCC-AQ22
2021-09-29 09:00:00,14.36,39.49,9.26,3.53,1.15,DCC-AQ22
2021-09-29 10:00:00,9.81,46.42,9.9,3.75,0.86,DCC-AQ22
2021-09-29 11:00:00,8.38,53.73,9.15,3.85,0.48,DCC-AQ22
2021-09-29 12:00:00,6.72,55.36,8.6,3.38,0.61,DCC-AQ22
2021-09-29 13:00:00,9.71,53.21,7.62,3.11,0.75,DCC-AQ22
2021-09-29 14:00:00,9.39,54.9,7.07,2.89,0.56,DCC-AQ22
2021-09-29 15:00:00,11.35,54.2,7.79,2.91,-0.18,DCC-AQ22
2021-09-29 16:00:00,8.92,56.0,5.45,2.43,0.22,DCC-AQ22
2021-09-29 17:00:00,13.15,49.24,7.23,2.72,0.6,DCC-AQ22
2021-09-29 18:00:00,16.09,46.17,5.82,3.34,0.69,DCC-AQ22
2021-09-29 19:00:00,13.83,47.03,8.31,5.07,0.64,DCC-AQ22
2021-09-29 20:00:00,9.26,52.16,7.31,3.61,0.8,DCC-AQ22
2021-09-29 21:00:00,4.36,62.22,4.85,2.8,0.93,DCC-AQ22
2021-09-29 22:00:00,2.87,66.41,3.9,2.27,0.69,DCC-AQ22
2021-09-29 23:00:00,1.95,69.02,2.86,1.85,-0.41,DCC-AQ22
2021-09-30 00:00:00,1.33,69.44,2.4,1.64,-0.19,DCC-AQ22
2021-09-30 01:00:00,1.93,69.43,1.6,1.02,0.21,DCC-AQ22
2021-09-30 02:00:00,1.46,67.54,0.58,0.31,0.47,DCC-AQ22
2021-09-30 03:00:00,1.11,67.88,1.04,0.4,-0.09,DCC-AQ22
2021-09-30 04:00:00,1.37,65.56,0.71,0.41,0.01,DCC-AQ22
2021-09-30 05:00:00,2.65,60.8,0.64,0.28,0.13,DCC-AQ22
2021-09-30 06:00:00,5.23,56.67,2.25,0.63,-0.15,DCC-AQ22
2021-09-30 07:00:00,8.54,50.3,1.38,0.56,0.4,DCC-AQ22
2021-09-30 08:00:00,6.91,54.85,2.6,0.88,0.67,DCC-AQ22
2021-09-30 09:00:00,9.32,48.55,2.6,0.97,0.33,DCC-AQ22
2021-09-30 10:00:00,10.07,50.88,4.38,1.85,0.13,DCC-AQ22
2021-09-30 11:00:00,9.24,52.05,5.3,3.14,0.51,DCC-AQ22
2021-09-30 12:00:00,11.3,49.39,8.18,4.36,0.54,DCC-AQ22
2021-09-30 13:00:00,7.75,53.95,10.35,5.4,0.47,DCC-AQ22
2021-09-30 14:00:00,8.18,51.42,11.28,6.21,0.54,DCC-AQ22
2021-09-30 15:00:00,8.12,49.85,12.04,6.55,0.5,DCC-AQ22
2021-09-30 16:00:00,14.62,40.31,16.45,8.6,0.71,DCC-AQ22
2021-09-30 17:00:00,13.04,42.83,10.74,5.81,0.48,DCC-AQ22
2021-09-30 18:00:00,8.63,48.52,8.55,5.12,0.5,DCC-AQ22
2021-09-30 19:00:00,4.88,55.78,5.1,3.39,0.43,DCC-AQ22
2021-09-30 20:00:00,3.39,58.47,6.2,3.58,0.5,DCC-AQ22
2021-09-30 21:00:00,2.66,60.72,5.24,3.4,0.5,DCC-AQ22
2021-09-30 22:00:00,2.79,60.73,6.57,4.11,0.46,DCC-AQ22
2021-09-30 23:00:00,1.99,61.37,7.79,5.16,0.58,DCC-AQ22
2021-10-01 00:00:00,1.42,65.18,8.27,5.38,0.21,DCC-AQ22
2021-10-01 01:00:00,1.06,66.43,7.65,4.96,0.47,DCC-AQ22
2021-10-01 02:00:00,1.38,64.61,6.26,4.17,0.32,DCC-AQ22
2021-10-01 03:00:00,1.46,64.61,6.33,3.87,0.44,DCC-AQ22
2021-10-01 04:00:00,3.24,63.92,5.94,2.91,0.7,DCC-AQ22
2021-10-01 05:00:00,4.84,61.71,4.11,1.86,0.78,DCC-AQ22
2021-10-01 06:00:00,20.91,48.51,9.43,3.06,0.65,DCC-AQ22
2021-10-01 07:00:00,12.91,53.86,7.41,2.83,0.46,DCC-AQ22
2021-10-01 08:00:00,12.9,49.61,7.4,3.23,0.97,DCC-AQ22
2021-10-01 09:00:00,9.72,50.89,9.5,3.88,0.73,DCC-AQ22
2021-10-01 10:00:00,8.28,56.67,11.77,3.98,0.91,DCC-AQ22
2021-10-01 11:00:00,6.28,59.48,13.37,4.29,0.62,DCC-AQ22
2021-10-01 12:00:00,8.25,59.42,11.82,3.88,0.72,DCC-AQ22
2021-10-01 13:00:00,8.48,60.01,12.61,4.19,0.67,DCC-AQ22
2021-10-01 14:00:00,11.65,56.95,7.84,2.86,0.33,DCC-AQ22
2021-10-01 15:00:00,7.66,62.93,9.47,4.02,0.38,DCC-AQ22
2021-10-01 16:00:00,13.88,52.17,7.34,3.65,0.54,DCC-AQ22
2021-10-01 17:00:00,13.17,51.85,9.06,4.53,0.36,DCC-AQ22
2021-10-01 18:00:00,16.14,48.6,6.51,3.8,0.39,DCC-AQ22
2021-10-01 19:00:00,19.9,38.76,9.68,6.68,1.07,DCC-AQ22
2021-10-01 20:00:00,10.06,47.87,7.35,4.59,0.23,DCC-AQ22
2021-10-01 21:00:00,5.98,57.64,7.24,3.91,0.58,DCC-AQ22
2021-10-01 22:00:00,8.04,52.99,5.97,3.29,0.63,DCC-AQ22
2021-10-01 23:00:00,5.47,59.08,4.78,2.68,0.35,DCC-AQ22
2021-10-02 00:00:00,2.62,63.79,4.65,2.28,0.31,DCC-AQ22
2021-10-02 01:00:00,3.97,62.21,5.54,2.44,0.84,DCC-AQ22
2021-10-02 02:00:00,3.25,65.21,4.25,2.17,0.75,DCC-AQ22
2021-10-02 03:00:00,3.24,67.74,3.39,1.81,0.46,DCC-AQ22
2021-10-02 04:00:00,5.85,61.57,3.67,1.73,0.61,DCC-AQ22
2021-10-02 05:00:00,5.44,66.06,4.72,2.08,0.55,DCC-AQ22
2021-10-02 06:00:00,9.82,61.28,5.57,2.77,0.78,DCC-AQ22
2021-10-02 07:00:00,15.98,50.93,4.46,2.22,1.17,DCC-AQ22
