datetime,no2,o3,pm10,pm2_5,so2,serial_number
2021-04-30 22:00:00,43.1,34.62,31.42,13.87,2.65,DCC-AQ22
2021-04-30 23:00:00,48.15,20.62,41.56,24.11,3.13,DCC-AQ22
2021-05-01 00:00:00,37.4,30.36,38.87,21.25,2.25,DCC-AQ22
2021-05-01 01:00:00,16.71,51.76,26.72,9.26,1.16,DCC-AQ22
2021-05-01 02:00:00,30.56,31.06,20.24,2.31,1.02,DCC-AQ22
2021-05-01 03:00:00,29.06,35.56,24.71,5.5,0.98,DCC-AQ22
2021-05-01 04:00:00,15.05,49.04,17.79,-2.0,0.91,DCC-AQ22
2021-05-01 05:00:00,20.51,43.76,12.2,-7.89,0.77,DCC-AQ22
2021-05-01 06:00:00,37.74,34.3,13.08,-8.21,1.34,DCC-AQ22
2021-05-01 07:00:00,26.39,55.18,15.71,-7.4,1.54,DCC-AQ22
2021-05-01 08:00:00,16.98,73.94,10.13,-14.16,1.26,DCC-AQ22
2021-05-01 09:00:00,13.18,79.62,6.62,-15.74,0.98,DCC-AQ22
2021-05-01 10:00:00,14.71,84.35,9.35,-11.29,0.92,DCC-AQ22
2021-05-01 11:00:00,24.42,82.61,9.87,-9.4,1.11,DCC-AQ22
2021-05-01 12:00:00,17.11,91.01,14.23,-4.67,0.62,DCC-AQ22
2021-05-01 13:00:00,14.87,93.33,13.25,-5.8,0.67,DCC-AQ22
2021-05-01 14:00:00,11.42,97.11,12.23,-7.99,0.96,DCC-AQ22
2021-05-01 15:00:00,16.7,96.22,13.58,-5.56,0.9,DCC-AQ22
2021-05-01 16:00:00,12.76,100.24,19.37,1.13,0.81,DCC-AQ22
2021-05-01 17:00:00,15.48,96.67,17.31,-0.66,1.23,DCC-AQ22
2021-05-01 18:00:00,17.83,94.25,22.76,4.75,1.16,DCC-AQ22
2021-05-01 19:00:00,20.73,87.42,21.14,3.03,1.51,DCC-AQ22
2021-05-01 20:00:00,22.29,77.09,24.7,6.27,1.72,DCC-AQ22
2021-05-01 21:00:00,18.55,74.44,26.35,8.72,2.26,DCC-AQ22
2021-05-01 22:00:00,10.95,84.88,22.68,7.02,1.68,DCC-AQ22
2021-05-01 23:00:00,6.4,83.14,18.21,3.36,1.31,DCC-AQ22
2021-05-04 01:00:00,1.86,82.06,9.34,-5.87,0.8,DCC-AQ22
2021-05-04 02:00:00,2.11,83.36,11.7,-4.28,0.87,DCC-AQ22
2021-05-04 03:00:00,2.23,84.58,12.14,-4.86,0.7,DCC-AQ22
2021-05-04 04:00:00,2.46,86.99,11.02,-6.82,0.73,DCC-AQ22
2021-05-04 05:00:00,8.25,77.45,14.49,-4.72,0.8,DCC-AQ22
2021-05-04 06:00:00,11.94,69.07,15.56,-3.81,1.09,DCC-AQ22
2021-05-04 07:00:00,10.2,73.94,16.58,-2.49,1.23,DCC-AQ22
2021-05-04 08:00:00,6.16,80.73,15.49,-3.21,0.72,DCC-AQ22
2021-05-04 09:00:00,8.32,77.91,14.83,-3.81,0.84,DCC-AQ22
2021-05-04 10:00:00,8.89,75.56,13.67,-3.24,0.8,DCC-AQ22
2021-05-04 11:00:00,12.34,73.35,7.85,-8.81,0.93,DCC-AQ22
2021-05-04 12:00:00,12.31,73.57,11.13,-4.73,1.26,DCC-AQ22
2021-05-04 13:00:00,8.75,77.51,11.68,-2.95,0.77,DCC-AQ22
2021-05-04 14:00:00,7.87,70.95,12.46,-2.78,1.03,DCC-AQ22
2021-05-04 15:00:00,10.14,74.48,13.95,-2.06,0.71,DCC-AQ22
2021-05-04 16:00:00,15.95,70.54,17.73,1.95,0.97,DCC-AQ22
2021-05-04 17:00:00,9.61,70.11,14.18,-2.57,1.23,DCC-AQ22
2021-05-04 18:00:00,10.63,70.78,13.3,-0.83,1.31,DCC-AQ22
2021-05-04 19:00:00,11.13,67.85,10.1,-2.46,1.22,DCC-AQ22
2021-05-04 20:00:00,10.77,63.15,9.65,-2.62,1.08,DCC-AQ22
2021-05-04 21:00:00,9.9,62.53,9.55,-2.76,1.35,DCC-AQ22
2021-05-04 22:00:00,7.8,65.03,9.88,-2.95,1.01,DCC-AQ22
2021-05-04 23:00:00,7.86,64.06,11.01,-2.22,0.49,DCC-AQ22
2021-05-05 00:00:00,6.28,66.49,9.25,-4.01,0.74,DCC-AQ22
2021-05-05 01:00:00,3.97,70.63,6.52,-6.66,0.75,DCC-AQ22
2021-05-05 02:00:00,3.43,73.32,9.74,-4.05,0.28,DCC-AQ22
2021-05-05 03:00:00,4.41,67.74,8.74,-5.95,0.47,DCC-AQ22
2021-05-05 04:00:00,7.65,60.44,5.02,-10.01,0.61,DCC-AQ22
2021-05-05 05:00:00,13.45,53.12,7.79,-7.84,0.62,DCC-AQ22
2021-05-05 06:00:00,23.61,48.74,2.47,-14.37,0.89,DCC-AQ22
2021-05-05 07:00:00,19.19,43.86,-2.57,-20.65,1.24,DCC-AQ22
2021-05-05 08:00:00,13.81,53.29,0.9,-17.74,1.08,DCC-AQ22
2021-05-05 09:00:00,7.27,65.58,-0.81,-20.96,0.82,DCC-AQ22
2021-05-05 10:00:00,8.22,69.13,-3.12,-23.76,0.77,DCC-AQ22
2021-05-05 11:00:00,10.87,67.19,-1.71,-21.86,1.16,DCC-AQ22
2021-05-05 12:00:00,9.74,68.18,1.05,-18.12,0.78,DCC-AQ22
2021-05-05 13:00:00,11.49,70.59,0.29,-1.14,0.79,DCC-AQ22
2021-05-05 14:00:00,14.49,68.67,1.65,0.78,0.8,DCC-AQ22
2021-05-05 15:00:00,17.91,65.85,5.47,3.2,0.94,DCC-AQ22
2021-05-05 16:00:00,23.41,60.81,7.27,4.49,1.07,DCC-AQ22
2021-05-05 17:00:00,28.78,58.08,7.22,4.92,1.4,DCC-AQ22
2021-05-05 18:00:00,16.8,71.0,6.08,3.79,1.18,DCC-AQ22
2021-05-05 19:00:00,17.8,70.89,7.19,4.95,1.08,DCC-AQ22
2021-05-05 20:00:00,25.51,49.6,11.03,9.23,1.44,DCC-AQ22
2021-05-05 21:00:00,39.06,29.84,19.29,17.91,1.98,DCC-AQ22
2021-05-05 22:00:00,36.05,23.9,21.92,20.5,1.97,DCC-AQ22
2021-05-05 23:00:00,37.68,20.51,19.47,17.79,2.12,DCC-AQ22
2021-05-06 00:00:00,25.38,32.16,19.81,17.72,1.26,DCC-AQ22
2021-05-06 01:00:00,18.11,38.59,17.65,15.06,1.33,DCC-AQ22
2021-05-06 02:00:00,14.41,40.95,16.81,14.91,1.25,DCC-AQ22
2021-05-06 03:00:00,13.1,43.61,10.14,6.9,1.23,DCC-AQ22
2021-05-06 04:00:00,13.65,43.36,6.49,3.09,1.08,DCC-AQ22
2021-05-06 05:00:00,26.86,37.98,7.45,3.11,1.39,DCC-AQ22
2021-05-06 06:00:00,38.35,29.93,9.46,4.53,1.42,DCC-AQ22
2021-05-06 07:00:00,31.17,38.49,9.43,4.33,1.92,DCC-AQ22
2021-05-06 08:00:00,17.76,53.25,11.19,4.67,1.24,DCC-AQ22
2021-05-06 09:00:00,10.27,64.65,10.64,3.1,1.0,DCC-AQ22
2021-05-06 10:00:00,7.38,72.28,12.42,4.98,0.99,DCC-AQ22
2021-05-06 11:00:00,6.9,77.11,13.91,5.92,0.94,DCC-AQ22
2021-05-06 12:00:00,7.29,78.47,11.92,5.02,0.78,DCC-AQ22
2021-05-06 13:00:00,7.69,79.95,10.3,4.27,0.64,DCC-AQ22
2021-05-06 14:00:00,8.1,80.46,8.74,2.64,0.51,DCC-AQ22
2021-05-06 15:00:00,9.41,79.6,9.18,3.15,0.53,DCC-AQ22
2021-05-06 16:00:00,9.69,78.33,11.54,2.1,0.92,DCC-AQ22
2021-05-06 17:00:00,9.01,80.31,10.13,3.25,0.99,DCC-AQ22
2021-05-06 18:00:00,10.27,78.54,10.83,5.17,0.93,DCC-AQ22
2021-05-06 19:00:00,15.28,71.93,16.97,10.74,1.21,DCC-AQ22
2021-05-06 20:00:00,13.04,71.65,13.04,6.72,1.0,DCC-AQ22
2021-05-06 21:00:00,14.5,67.46,13.53,6.64,1.88,DCC-AQ22
2021-05-06 22:00:00,13.19,62.64,13.61,6.81,2.51,DCC-AQ22
2021-05-06 23:00:00,13.45,60.33,15.93,9.22,2.49,DCC-AQ22
2021-05-07 00:00:00,14.06,58.18,13.29,6.52,1.62,DCC-AQ22
2021-05-07 01:00:00,9.0,64.64,10.96,4.58,1.33,DCC-AQ22
2021-05-07 02:00:00,5.77,69.75,9.32,3.42,0.95,DCC-AQ22
2021-05-07 03:00:00,9.51,64.25,8.12,2.72,0.97,DCC-AQ22
2021-05-07 04:00:00,10.02,62.98,8.53,3.54,1.14,DCC-AQ22
2021-05-07 05:00:00,20.73,52.78,9.94,4.42,1.34,DCC-AQ22
2021-05-07 06:00:00,22.71,50.94,11.31,4.65,1.19,DCC-AQ22
2021-05-07 07:00:00,23.72,50.88,12.51,3.54,1.54,DCC-AQ22
2021-05-07 08:00:00,15.5,57.49,12.51,3.45,1.19,DCC-AQ22
2021-05-07 09:00:00,11.47,63.92,15.87,7.36,1.11,DCC-AQ22
2021-05-07 10:00:00,9.85,70.08,13.57,4.45,0.77,DCC-AQ22
2021-05-07 11:00:00,10.47,69.78,12.23,4.46,0.84,DCC-AQ22
2021-05-07 12:00:00,15.99,70.64,12.47,3.43,1.1,DCC-AQ22
2021-05-07 13:00:00,11.43,79.84,12.54,3.61,0.61,DCC-AQ22
2021-05-07 14:00:00,12.44,81.32,12.47,4.35,0.84,DCC-AQ22
2021-05-07 15:00:00,9.74,86.53,12.71,4.31,0.79,DCC-AQ22
2021-05-07 16:00:00,13.38,83.99,12.32,3.62,0.75,DCC-AQ22
2021-05-07 17:00:00,10.2,87.22,13.21,5.63,0.78,DCC-AQ22
2021-05-07 18:00:00,12.03,84.4,9.24,3.38,0.59,DCC-AQ22
2021-05-07 19:00:00,11.49,83.07,8.57,3.57,0.48,DCC-AQ22
2021-05-07 20:00:00,11.87,81.73,10.24,6.27,1.04,DCC-AQ22
2021-05-07 21:00:00,15.33,78.13,10.67,6.46,1.51,DCC-AQ22
2021-05-07 22:00:00,7.8,89.76,13.21,8.41,1.12,DCC-AQ22
2021-05-07 23:00:00,4.02,91.45,10.6,5.75,0.87,DCC-AQ22
2021-05-08 00:00:00,2.85,98.84,9.18,3.12,0.9,DCC-AQ22
2021-05-08 01:00:00,2.77,100.5,9.73,4.09,0.67,DCC-AQ22
2021-05-08 02:00:00,3.19,99.54,11.52,6.13,0.88,DCC-AQ22
2021-05-08 03:00:00,3.48,95.38,8.97,2.41,0.92,DCC-AQ22
2021-05-08 04:00:00,4.47,91.22,8.77,0.96,0.79,DCC-AQ22
2021-05-08 05:00:00,5.66,87.4,8.87,3.18,0.96,DCC-AQ22
2021-05-08 06:00:00,7.9,81.84,6.87,2.42,0.91,DCC-AQ22
2021-05-08 07:00:00,12.72,70.26,4.9,1.54,0.89,DCC-AQ22
2021-05-08 08:00:00,23.6,51.16,5.18,1.45,0.99,DCC-AQ22
2021-05-08 09:00:00,20.17,42.45,4.87,1.67,1.27,DCC-AQ22
2021-05-08 10:00:00,6.46,60.21,3.96,2.99,1.1,DCC-AQ22
2021-05-08 11:00:00,11.57,66.29,5.56,4.9,1.35,DCC-AQ22
2021-05-08 12:00:00,9.86,73.49,6.19,5.4,1.32,DCC-AQ22
2021-05-08 13:00:00,6.42,87.65,5.33,3.92,1.43,DCC-AQ22
2021-05-08 14:00:00,5.41,92.08,8.3,6.31,1.17,DCC-AQ22
2021-05-08 15:00:00,5.09,90.6,9.92,5.39,1.29,DCC-AQ22
2021-05-08 16:00:00,6.76,87.62,12.92,6.7,1.27,DCC-AQ22
2021-05-08 17:00:00,6.02,86.26,13.23,6.04,0.94,DCC-AQ22
2021-05-08 18:00:00,7.53,84.95,15.93,9.12,1.12,DCC-AQ22
2021-05-08 19:00:00,9.93,80.46,13.6,6.46,1.1,DCC-AQ22
2021-05-08 20:00:00,10.98,76.58,14.41,6.33,0.82,DCC-AQ22
2021-05-08 21:00:00,8.05,77.54,16.7,8.18,1.54,DCC-AQ22
2021-05-08 22:00:00,6.98,75.89,16.47,8.17,1.43,DCC-AQ22
2021-05-08 23:00:00,5.02,79.45,16.64,8.53,1.26,DCC-AQ22
2021-05-09 00:00:00,3.55,80.09,16.38,7.92,0.99,DCC-AQ22
2021-05-09 01:00:00,3.34,77.57,13.75,5.54,1.62,DCC-AQ22
2021-05-09 02:00:00,2.59,79.61,12.5,4.92,1.16,DCC-AQ22
2021-05-09 03:00:00,3.16,76.61,15.47,6.17,1.12,DCC-AQ22
2021-05-09 04:00:00,2.97,79.2,14.26,5.79,0.83,DCC-AQ22
2021-05-09 05:00:00,4.22,77.57,10.77,3.99,0.83,DCC-AQ22
2021-05-09 06:00:00,4.74,79.64,11.2,5.09,1.0,DCC-AQ22
2021-05-09 07:00:00,4.6,80.82,11.76,6.74,0.88,DCC-AQ22
2021-05-09 08:00:00,11.49,79.7,10.24,5.33,1.19,DCC-AQ22
2021-05-09 09:00:00,14.86,78.28,8.72,5.17,1.07,DCC-AQ22
2021-05-09 10:00:00,9.84,81.51,12.11,6.1,1.04,DCC-AQ22
2021-05-09 11:00:00,4.72,85.33,10.75,3.28,1.06,DCC-AQ22
2021-05-09 12:00:00,4.01,90.1,10.39,4.72,1.15,DCC-AQ22
2021-05-09 13:00:00,4.67,89.17,9.15,4.14,1.34,DCC-AQ22
2021-05-09 14:00:00,5.73,88.69,8.96,3.26,1.4,DCC-AQ22
2021-05-09 15:00:00,6.22,88.52,9.04,3.3,1.04,DCC-AQ22
2021-05-09 16:00:00,5.92,89.25,12.98,6.38,1.29,DCC-AQ22
2021-05-09 17:00:00,6.6,86.53,11.44,4.62,1.31,DCC-AQ22
2021-05-09 18:00:00,5.55,86.61,15.41,7.48,1.06,DCC-AQ22
2021-05-09 19:00:00,6.57,83.83,13.45,6.63,1.42,DCC-AQ22
2021-05-09 20:00:00,4.85,86.53,10.82,5.33,1.35,DCC-AQ22
2021-05-09 21:00:00,4.33,86.68,9.43,3.84,1.14,DCC-AQ22
2021-05-09 22:00:00,4.31,84.1,8.83,4.07,1.18,DCC-AQ22
2021-05-09 23:00:00,2.48,86.21,7.04,3.8,0.08,DCC-AQ22
2021-05-10 00:00:00,2.03,85.78,4.95,2.13,0.73,DCC-AQ22
2021-05-10 01:00:00,2.26,81.69,3.99,1.51,0.98,DCC-AQ22
2021-05-10 02:00:00,2.27,80.59,4.8,2.61,1.02,DCC-AQ22
2021-05-10 03:00:00,3.22,79.33,4.66,1.61,1.16,DCC-AQ22
2021-05-10 04:00:00,4.58,76.63,3.58,1.21,0.8,DCC-AQ22
2021-05-10 05:00:00,8.67,73.84,2.81,1.88,0.74,DCC-AQ22
2021-05-10 06:00:00,11.04,76.01,5.6,2.56,0.97,DCC-AQ22
2021-05-10 07:00:00,13.95,73.32,11.27,2.79,1.22,DCC-AQ22
2021-05-10 08:00:00,9.61,81.14,6.01,2.92,1.24,DCC-AQ22
2021-05-10 09:00:00,7.17,86.26,5.41,2.24,1.2,DCC-AQ22
2021-05-10 10:00:00,6.88,85.29,4.46,1.15,1.09,DCC-AQ22
2021-05-10 11:00:00,6.37,84.55,0.95,-1.5,1.28,DCC-AQ22
2021-05-10 12:00:00,5.1,86.75,3.1,0.1,1.07,DCC-AQ22
2021-05-10 13:00:00,5.8,84.39,7.75,4.28,1.37,DCC-AQ22
2021-05-10 14:00:00,8.91,80.74,5.9,2.42,1.09,DCC-AQ22
2021-05-10 15:00:00,9.68,77.34,3.5,0.84,1.04,DCC-AQ22
2021-05-10 16:00:00,12.49,74.44,1.92,0.98,0.58,DCC-AQ22
2021-05-10 17:00:00,18.03,74.38,3.49,2.71,1.4,DCC-AQ22
2021-05-10 18:00:00,7.58,75.95,1.73,1.25,0.93,DCC-AQ22
2021-05-10 19:00:00,9.08,76.75,0.64,0.75,0.51,DCC-AQ22
2021-05-10 20:00:00,5.91,78.14,2.38,1.69,1.23,DCC-AQ22
2021-05-10 21:00:00,3.75,83.01,4.57,2.47,1.16,DCC-AQ22
2021-05-10 22:00:00,2.38,88.8,7.68,3.87,1.03,DCC-AQ22
2021-05-10 23:00:00,1.73,92.72,7.83,2.46,0.99,DCC-AQ22
2021-05-11 00:00:00,1.37,96.41,8.31,1.5,0.78,DCC-AQ22
2021-05-11 01:00:00,1.65,96.66,9.55,1.87,0.75,DCC-AQ22
2021-05-11 02:00:00,2.18,97.41,12.71,3.95,0.63,DCC-AQ22
2021-05-11 03:00:00,2.42,97.35,13.05,4.27,0.57,DCC-AQ22
2021-05-11 04:00:00,3.48,95.06,12.59,3.9,0.55,DCC-AQ22
2021-05-11 05:00:00,6.07,91.15,13.79,5.46,0.83,DCC-AQ22
2021-05-11 06:00:00,8.41,90.39,12.96,3.73,0.88,DCC-AQ22
2021-05-11 07:00:00,11.86,86.14,14.91,4.46,0.72,DCC-AQ22
2021-05-11 08:00:00,7.81,90.46,15.85,5.03,0.78,DCC-AQ22
2021-05-11 09:00:00,6.43,92.09,13.56,4.65,0.76,DCC-AQ22
2021-05-11 10:00:00,6.83,93.55,13.11,4.28,1.03,DCC-AQ22
2021-05-11 11:00:00,7.86,96.19,14.6,5.36,0.86,DCC-AQ22
2021-05-11 12:00:00,8.11,95.93,16.65,6.33,1.36,DCC-AQ22
2021-05-11 13:00:00,7.64,98.38,13.47,5.21,0.93,DCC-AQ22
2021-05-11 14:00:00,9.14,97.94,12.8,4.13,1.28,DCC-AQ22
2021-05-11 15:00:00,10.16,101.11,16.17,7.04,1.02,DCC-AQ22
2021-05-11 16:00:00,11.22,100.22,15.92,5.85,0.19,DCC-AQ22
2021-05-11 17:00:00,10.24,100.76,13.83,5.11,0.16,DCC-AQ22
2021-05-11 18:00:00,10.94,99.56,14.49,4.85,0.76,DCC-AQ22
2021-05-11 19:00:00,12.0,95.22,14.66,5.01,1.13,DCC-AQ22
2021-05-11 20:00:00,13.25,93.25,14.4,6.21,0.93,DCC-AQ22
2021-05-11 21:00:00,10.16,88.88,14.0,5.68,0.91,DCC-AQ22
2021-05-11 22:00:00,12.71,70.36,14.01,6.54,1.08,DCC-AQ22
2021-05-11 23:00:00,11.04,71.1,12.7,6.19,0.95,DCC-AQ22
2021-05-12 00:00:00,11.68,55.1,12.57,6.66,0.7,DCC-AQ22
2021-05-12 01:00:00,14.74,41.94,14.71,9.38,0.87,DCC-AQ22
2021-05-12 02:00:00,18.15,32.65,16.56,11.09,1.08,DCC-AQ22
2021-05-12 03:00:00,11.61,54.26,13.11,8.02,0.83,DCC-AQ22
2021-05-12 04:00:00,14.53,56.49,10.31,6.06,0.84,DCC-AQ22
2021-05-12 05:00:00,22.33,59.37,9.07,4.25,0.79,DCC-AQ22
2021-05-12 06:00:00,47.09,45.07,10.03,4.43,1.51,DCC-AQ22
2021-05-12 07:00:00,34.72,63.6,8.8,2.34,1.09,DCC-AQ22
2021-05-12 08:00:00,17.62,82.81,8.66,2.4,0.36,DCC-AQ22
2021-05-12 09:00:00,11.39,90.51,7.69,2.26,0.52,DCC-AQ22
2021-05-12 10:00:00,10.17,94.98,5.75,1.53,0.8,DCC-AQ22
2021-05-12 11:00:00,11.82,95.24,4.78,1.35,0.69,DCC-AQ22
2021-05-12 12:00:00,9.56,98.2,7.53,3.26,0.66,DCC-AQ22
2021-05-12 13:00:00,14.23,95.04,8.07,3.56,0.87,DCC-AQ22
2021-05-12 14:00:00,12.23,97.04,10.71,5.58,0.56,DCC-AQ22
2021-05-12 15:00:00,21.02,86.62,12.05,5.83,0.19,DCC-AQ22
2021-05-12 16:00:00,24.97,76.45,12.04,8.31,0.17,DCC-AQ22
2021-05-12 17:00:00,19.7,64.59,19.36,17.28,0.48,DCC-AQ22
2021-05-12 18:00:00,24.13,58.85,9.29,8.27,0.66,DCC-AQ22
2021-05-12 19:00:00,21.94,61.2,10.1,8.96,1.17,DCC-AQ22
2021-05-12 20:00:00,23.13,47.6,7.68,6.36,1.63,DCC-AQ22
2021-05-12 21:00:00,25.98,29.58,13.25,11.38,0.87,DCC-AQ22
2021-05-12 22:00:00,29.15,18.48,18.81,17.08,1.3,DCC-AQ22
2021-05-12 23:00:00,26.71,20.77,19.22,16.91,1.66,DCC-AQ22
2021-05-13 00:00:00,18.18,24.19,10.71,9.48,1.71,DCC-AQ22
2021-05-13 01:00:00,15.23,19.61,10.36,9.41,1.28,DCC-AQ22
2021-05-13 02:00:00,15.02,20.68,10.31,9.42,1.15,DCC-AQ22
2021-05-13 03:00:00,28.99,14.65,11.75,9.9,1.16,DCC-AQ22
2021-05-13 04:00:00,20.15,19.49,12.27,10.85,0.94,DCC-AQ22
2021-05-13 05:00:00,27.99,14.37,9.54,6.69,1.26,DCC-AQ22
2021-05-13 06:00:00,35.56,25.4,14.24,10.53,0.85,DCC-AQ22
2021-05-13 07:00:00,39.51,26.54,12.14,7.75,1.64,DCC-AQ22
2021-05-13 08:00:00,27.8,35.75,14.15,9.19,1.27,DCC-AQ22
2021-05-13 09:00:00,18.12,48.87,13.27,9.35,0.96,DCC-AQ22
2021-05-13 10:00:00,13.89,62.69,11.72,8.39,0.79,DCC-AQ22
2021-05-13 11:00:00,16.04,63.67,10.55,7.0,1.28,DCC-AQ22
2021-05-13 12:00:00,23.75,62.99,10.63,6.87,1.36,DCC-AQ22
2021-05-13 13:00:00,18.12,72.05,10.24,6.57,0.31,DCC-AQ22
2021-05-13 14:00:00,17.49,77.33,9.96,6.61,0.46,DCC-AQ22
2021-05-13 15:00:00,15.94,84.99,9.55,5.59,1.53,DCC-AQ22
2021-05-13 16:00:00,19.27,85.59,9.85,5.54,1.24,DCC-AQ22
2021-05-13 17:00:00,19.59,85.56,11.67,6.98,1.48,DCC-AQ22
2021-05-13 18:00:00,21.91,81.92,10.51,6.25,1.08,DCC-AQ22
2021-05-13 19:00:00,24.06,77.3,11.04,6.38,1.28,DCC-AQ22
2021-05-13 20:00:00,32.6,60.77,9.63,5.05,1.17,DCC-AQ22
2021-05-13 21:00:00,34.77,46.92,14.83,10.4,1.5,DCC-AQ22
2021-05-13 22:00:00,28.08,49.62,18.29,13.34,1.71,DCC-AQ22
2021-05-13 23:00:00,30.11,32.9,20.93,15.97,1.6,DCC-AQ22
2021-05-14 00:00:00,43.71,14.36,22.57,17.27,1.38,DCC-AQ22
2021-05-14 01:00:00,44.99,10.82,21.88,17.07,1.83,DCC-AQ22
2021-05-14 02:00:00,38.86,10.46,20.74,17.47,1.47,DCC-AQ22
2021-05-14 03:00:00,35.08,12.57,19.36,16.38,0.25,DCC-AQ22
2021-05-14 04:00:00,14.93,33.4,12.03,9.72,0.91,DCC-AQ22
2021-05-14 05:00:00,22.72,30.41,10.07,8.2,0.59,DCC-AQ22
2021-05-14 06:00:00,29.05,32.26,9.95,6.82,1.02,DCC-AQ22
2021-05-14 07:00:00,21.05,41.04,12.31,8.17,1.06,DCC-AQ22
2021-05-14 08:00:00,18.94,44.06,14.58,10.52,1.6,DCC-AQ22
2021-05-14 09:00:00,19.5,49.4,13.07,8.91,1.3,DCC-AQ22
2021-05-14 10:00:00,20.63,53.8,13.33,9.91,0.96,DCC-AQ22
2021-05-14 11:00:00,24.64,55.01,11.95,9.62,1.58,DCC-AQ22
2021-05-14 12:00:00,21.45,68.66,16.05,12.44,2.0,DCC-AQ22
2021-05-14 13:00:00,15.12,82.55,14.51,10.27,1.3,DCC-AQ22
2021-05-14 14:00:00,14.17,91.77,9.53,4.86,0.8,DCC-AQ22
2021-05-14 15:00:00,19.55,76.14,8.52,4.2,0.87,DCC-AQ22
2021-05-14 16:00:00,18.63,75.99,12.65,8.62,0.5,DCC-AQ22
2021-05-14 17:00:00,13.45,88.24,14.18,9.86,1.1,DCC-AQ22
2021-05-14 18:00:00,15.22,80.8,11.79,7.88,1.33,DCC-AQ22
2021-05-14 19:00:00,19.89,67.61,11.26,6.75,1.3,DCC-AQ22
2021-05-14 20:00:00,12.84,69.7,10.84,6.89,1.0,DCC-AQ22
2021-05-14 21:00:00,13.89,67.32,12.04,8.03,1.01,DCC-AQ22
2021-05-14 22:00:00,9.91,68.82,11.27,8.09,0.67,DCC-AQ22
2021-05-14 23:00:00,7.23,68.49,9.79,6.48,0.98,DCC-AQ22
2021-05-15 00:00:00,5.26,72.31,7.26,4.37,1.24,DCC-AQ22
2021-05-15 01:00:00,3.79,84.86,6.04,3.38,0.78,DCC-AQ22
2021-05-15 02:00:00,3.64,84.73,1.29,-0.08,0.91,DCC-AQ22
2021-05-15 03:00:00,5.1,81.9,0.5,-0.03,0.87,DCC-AQ22
2021-05-15 04:00:00,4.45,92.32,1.39,0.59,0.82,DCC-AQ22
2021-05-15 05:00:00,7.4,88.85,3.33,1.65,0.87,DCC-AQ22
2021-05-15 06:00:00,8.49,86.83,3.66,2.0,0.92,DCC-AQ22
2021-05-15 07:00:00,8.72,86.09,4.08,2.4,0.87,DCC-AQ22
2021-05-15 08:00:00,12.63,81.08,4.15,2.79,0.93,DCC-AQ22
2021-05-15 09:00:00,14.05,77.37,5.49,3.6,0.84,DCC-AQ22
2021-05-15 10:00:00,12.13,76.82,6.2,3.7,0.89,DCC-AQ22
2021-05-15 11:00:00,14.46,73.35,7.28,4.74,1.05,DCC-AQ22
2021-05-15 12:00:00,11.25,78.77,7.25,4.18,1.03,DCC-AQ22
2021-05-15 13:00:00,9.51,82.46,10.88,5.11,1.11,DCC-AQ22
2021-05-15 14:00:00,13.85,84.37,13.65,6.03,1.18,DCC-AQ22
2021-05-15 15:00:00,18.9,79.97,18.03,8.17,1.42,DCC-AQ22
2021-05-15 16:00:00,19.83,61.36,10.47,6.03,1.06,DCC-AQ22
2021-05-15 17:00:00,21.51,52.83,5.84,5.42,1.31,DCC-AQ22
2021-05-15 18:00:00,28.25,57.71,8.06,8.32,1.56,DCC-AQ22
2021-05-15 19:00:00,41.22,44.05,16.44,16.09,1.64,DCC-AQ22
2021-05-15 20:00:00,37.02,46.74,16.07,15.67,1.58,DCC-AQ22
2021-05-15 21:00:00,23.77,53.2,21.05,18.89,1.69,DCC-AQ22
2021-05-15 22:00:00,20.94,46.38,11.55,10.14,0.45,DCC-AQ22
2021-05-30 22:00:00,26.19,63.69,31.89,28.98,1.12,DCC-AQ22
2021-05-30 23:00:00,24.69,47.47,31.01,27.55,0.96,DCC-AQ22
2021-05-31 00:00:00,28.62,29.93,30.54,27.5,0.04,DCC-AQ22
2021-05-31 01:00:00,22.96,48.48,25.15,22.69,0.48,DCC-AQ22
2021-05-31 02:00:00,14.84,47.38,17.29,15.45,0.8,DCC-AQ22
2021-05-31 03:00:00,11.54,54.56,16.09,15.26,0.78,DCC-AQ22
2021-05-31 04:00:00,15.51,53.26,14.64,14.35,0.79,DCC-AQ22
2021-05-31 05:00:00,25.55,49.08,13.19,12.19,0.9,DCC-AQ22
2021-05-31 06:00:00,38.3,55.84,14.97,12.42,1.29,DCC-AQ22
2021-05-31 07:00:00,21.75,87.1,12.59,9.29,1.42,DCC-AQ22
2021-05-31 08:00:00,11.95,105.64,11.13,7.21,1.6,DCC-AQ22
2021-05-31 09:00:00,14.8,98.8,12.0,7.88,1.45,DCC-AQ22
2021-05-31 10:00:00,13.12,98.87,16.35,11.96,1.2,DCC-AQ22
2021-05-31 11:00:00,8.43,109.72,14.75,10.72,1.37,DCC-AQ22
2021-05-31 12:00:00,7.82,112.79,13.73,10.65,0.97,DCC-AQ22
2021-05-31 13:00:00,7.6,116.94,13.62,10.09,1.13,DCC-AQ22
2021-05-31 14:00:00,8.41,115.73,14.57,10.95,1.26,DCC-AQ22
2021-05-31 15:00:00,9.85,118.75,21.58,16.13,1.58,DCC-AQ22
2021-05-31 16:00:00,16.06,107.68,21.64,16.27,1.49,DCC-AQ22
