datetime,date,hour,avgtempC,maxtempC,mintempC,sunHour,uvIndex,humidity,winddirDegree,windspeedKmph,cloudcover,precipMM,pressure,latitude,longitude
2021-10-02 00:00:00,2021-10-02,00:00,10,12,8,1.0,4,73,217,22,58,0.0,1006,53.333,-6.249
2021-10-02 01:00:00,2021-10-02,01:00,10,12,8,1.0,4,74,214,24,58,0.0,1005,53.333,-6.249
2021-10-02 02:00:00,2021-10-02,02:00,10,12,8,1.0,4,74,210,21,57,0.0,1004,53.333,-6.249
2021-10-02 03:00:00,2021-10-02,03:00,10,12,8,1.0,4,75,207,22,57,0.0,1003,53.333,-6.249
2021-10-02 04:00:00,2021-10-02,04:00,10,12,8,1.0,4,79,194,23,61,0.0,1002,53.333,-6.249
2021-10-02 05:00:00,2021-10-02,05:00,10,12,8,1.0,4,83,181,20,65,0.0,1001,53.333,-6.249
2021-10-02 06:00:00,2021-10-02,06:00,10,12,8,1.0,4,88,169,17,69,0.0,1000,53.333,-6.249
2021-10-02 07:00:00,2021-10-02,07:00,10,12,8,1.0,4,88,170,18,75,0.1,998,53.333,-6.249
2021-10-02 08:00:00,2021-10-02,08:00,10,12,8,1.0,4,89,171,18,81,1.1,996,53.333,-6.249
2021-10-02 09:00:00,2021-10-02,09:00,10,12,8,1.0,4,89,172,19,87,0.1,995,53.333,-6.249
2021-10-02 10:00:00,2021-10-02,10:00,10,12,8,1.0,4,91,163,24,91,0.0,993,53.333,-6.249
2021-10-02 11:00:00,2021-10-02,11:00,10,12,8,1.0,4,92,154,30,96,0.0,991,53.333,-6.249
2021-10-02 12:00:00,2021-10-02,12:00,10,12,8,1.0,4,93,145,28,100,0.0,989,53.333,-6.249
2021-10-02 13:00:00,2021-10-02,13:00,10,12,8,1.0,4,93,165,23,96,0.0,987,53.333,-6.249
2021-10-02 14:00:00,2021-10-02,14:00,10,12,8,1.0,4,94,184,20,91,3.6,985,53.333,-6.249
2021-10-02 15:00:00,2021-10-02,15:00,10,12,8,1.0,4,94,204,18,87,4.8,984,53.333,-6.249
2021-10-02 16:00:00,2021-10-02,16:00,10,12,8,1.0,4,91,232,18,89,2.4,984,53.333,-6.249
2021-10-02 17:00:00,2021-10-02,17:00,10,12,8,1.0,4,89,260,20,91,2.2,984,53.333,-6.249
2021-10-02 18:00:00,2021-10-02,18:00,10,12,8,1.0,4,86,288,23,94,2.9,984,53.333,-6.249
2021-10-02 19:00:00,2021-10-02,19:00,10,12,8,1.0,4,85,279,24,65,1.5,984,53.333,-6.249
2021-10-02 20:00:00,2021-10-02,20:00,10,12,8,1.0,4,85,270,23,36,0.0,985,53.333,-6.249
2021-10-02 21:00:00,2021-10-02,21:00,10,12,8,1.0,4,84,261,23,8,0.0,985,53.333,-6.249
2021-10-02 22:00:00,2021-10-02,22:00,10,12,8,1.0,4,83,241,24,7,0.0,985,53.333,-6.249
2021-10-02 23:00:00,2021-10-02,23:00,10,12,8,1.0,4,81,221,20,6,0.0,986,53.333,-6.249
2021-10-03 00:00:00,2021-10-03,00:00,10,14,8,5.0,4,80,201,16,4,0.0,986,53.333,-6.249
2021-10-03 01:00:00,2021-10-03,01:00,10,14,8,5.0,4,80,200,16,26,0.0,986,53.333,-6.249
2021-10-03 02:00:00,2021-10-03,02:00,10,14,8,5.0,4,80,200,20,48,0.0,985,53.333,-6.249
2021-10-03 03:00:00,2021-10-03,03:00,10,14,8,5.0,4,80,199,20,69,0.2,984,53.333,-6.249
2021-10-03 04:00:00,2021-10-03,04:00,10,14,8,5.0,4,82,217,20,66,0.2,984,53.333,-6.249
2021-10-03 05:00:00,2021-10-03,05:00,10,14,8,5.0,4,84,235,18,63,0.0,984,53.333,-6.249
2021-10-03 06:00:00,2021-10-03,06:00,10,14,8,5.0,4,86,253,18,59,0.0,984,53.333,-6.249
2021-10-03 07:00:00,2021-10-03,07:00,10,14,8,5.0,4,88,266,20,73,0.0,985,53.333,-6.249
2021-10-03 08:00:00,2021-10-03,08:00,10,14,8,5.0,4,90,279,22,86,0.0,987,53.333,-6.249
2021-10-03 09:00:00,2021-10-03,09:00,10,14,8,5.0,4,92,292,21,100,0.0,988,53.333,-6.249
2021-10-03 10:00:00,2021-10-03,10:00,10,14,8,5.0,4,86,284,26,84,0.0,989,53.333,-6.249
2021-10-03 11:00:00,2021-10-03,11:00,10,14,8,5.0,4,80,276,26,67,0.0,990,53.333,-6.249
2021-10-03 12:00:00,2021-10-03,12:00,10,14,8,5.0,4,74,268,26,51,0.0,991,53.333,-6.249
2021-10-03 13:00:00,2021-10-03,13:00,10,14,8,5.0,4,73,271,25,58,0.0,992,53.333,-6.249
2021-10-03 14:00:00,2021-10-03,14:00,10,14,8,5.0,4,72,274,23,65,0.0,993,53.333,-6.249
2021-10-03 15:00:00,2021-10-03,15:00,10,14,8,5.0,4,72,277,21,72,0.0,994,53.333,-6.249
2021-10-03 16:00:00,2021-10-03,16:00,10,14,8,5.0,4,76,274,18,77,0.2,995,53.333,-6.249
2021-10-03 17:00:00,2021-10-03,17:00,10,14,8,5.0,4,81,270,19,82,0.0,997,53.333,-6.249
2021-10-03 18:00:00,2021-10-03,18:00,10,14,8,5.0,4,85,267,21,87,0.0,999,53.333,-6.249
2021-10-03 19:00:00,2021-10-03,19:00,10,14,8,5.0,4,85,265,20,73,0.0,1000,53.333,-6.249
2021-10-03 20:00:00,2021-10-03,20:00,10,14,8,5.0,4,85,262,19,60,0.0,1001,53.333,-6.249
2021-10-03 21:00:00,2021-10-03,21:00,10,14,8,5.0,4,86,260,18,46,0.0,1002,53.333,-6.249
2021-10-03 22:00:00,2021-10-03,22:00,10,14,8,5.0,4,85,251,19,64,0.0,1001,53.333,-6.249
2021-10-03 23:00:00,2021-10-03,23:00,10,14,8,5.0,4,84,242,19,82,0.0,1001,53.333,-6.249
2021-10-04 00:00:00,2021-10-04,00:00,11,14,10,7.0,3,83,233,20,100,0.0,1001,53.333,-6.249
2021-10-04 01:00:00,2021-10-04,01:00,11,14,10,7.0,3,83,232,20,100,0.0,1001,53.333,-6.249
2021-10-04 02:00:00,2021-10-04,02:00,11,14,10,7.0,3,82,231,20,100,0.0,1002,53.333,-6.249
2021-10-04 03:00:00,2021-10-04,03:00,11,14,10,7.0,3,81,230,20,100,0.0,1002,53.333,-6.249
2021-10-04 04:00:00,2021-10-04,04:00,11,14,10,7.0,3,81,230,19,93,0.0,1002,53.333,-6.249
2021-10-04 05:00:00,2021-10-04,05:00,11,14,10,7.0,3,81,231,17,85,0.0,1003,53.333,-6.249
2021-10-04 06:00:00,2021-10-04,06:00,11,14,10,7.0,3,82,231,16,78,0.0,1003,53.333,-6.249
2021-10-04 07:00:00,2021-10-04,07:00,11,14,10,7.0,3,80,227,15,64,0.0,1003,53.333,-6.249
2021-10-04 08:00:00,2021-10-04,08:00,11,14,10,7.0,3,79,223,14,50,0.0,1004,53.333,-6.249
2021-10-04 09:00:00,2021-10-04,09:00,11,14,10,7.0,3,77,220,13,36,0.0,1004,53.333,-6.249
2021-10-04 10:00:00,2021-10-04,10:00,11,14,10,7.0,3,74,211,12,46,0.0,1004,53.333,-6.249
2021-10-04 11:00:00,2021-10-04,11:00,11,14,10,7.0,3,70,203,16,56,0.0,1004,53.333,-6.249
2021-10-04 12:00:00,2021-10-04,12:00,11,14,10,7.0,3,67,195,12,65,0.0,1004,53.333,-6.249
2021-10-04 13:00:00,2021-10-04,13:00,11,14,10,7.0,3,66,195,12,77,0.0,1003,53.333,-6.249
2021-10-04 14:00:00,2021-10-04,14:00,11,14,10,7.0,3,66,194,12,88,0.0,1003,53.333,-6.249
2021-10-04 15:00:00,2021-10-04,15:00,11,14,10,7.0,3,65,193,12,100,0.0,1003,53.333,-6.249
2021-10-04 16:00:00,2021-10-04,16:00,11,14,10,7.0,3,71,188,11,85,0.0,1003,53.333,-6.249
2021-10-04 17:00:00,2021-10-04,17:00,11,14,10,7.0,3,76,182,10,69,0.0,1003,53.333,-6.249
2021-10-04 18:00:00,2021-10-04,18:00,11,14,10,7.0,3,82,176,9,54,0.1,1003,53.333,-6.249
2021-10-04 19:00:00,2021-10-04,19:00,11,14,10,7.0,3,83,216,8,57,1.1,1003,53.333,-6.249
2021-10-04 20:00:00,2021-10-04,20:00,11,14,10,7.0,3,85,256,8,60,1.8,1003,53.333,-6.249
2021-10-04 21:00:00,2021-10-04,21:00,11,14,10,7.0,3,86,296,7,63,1.4,1004,53.333,-6.249
2021-10-04 22:00:00,2021-10-04,22:00,11,14,10,7.0,3,86,305,9,75,0.9,1003,53.333,-6.249
2021-10-04 23:00:00,2021-10-04,23:00,11,14,10,7.0,3,86,314,10,88,0.5,1003,53.333,-6.249
2021-10-05 00:00:00,2021-10-05,00:00,11,14,8,11.0,3,86,323,12,100,0.6,1002,53.333,-6.249
