datetime,date,hour,avgtempC,maxtempC,mintempC,sunHour,uvIndex,humidity,winddirDegree,windspeedKmph,cloudcover,precipMM,pressure,latitude,longitude
2022-02-01 00:00:00,2022-02-01,00:00,11,13,10,5.0,3,89,276,32,86,0.0,1025,53.333,-6.249
2022-02-01 01:00:00,2022-02-01,01:00,11,13,10,5.0,3,89,276,33,85,0.0,1025,53.333,-6.249
2022-02-01 02:00:00,2022-02-01,02:00,11,13,10,5.0,3,89,276,33,83,0.0,1025,53.333,-6.249
2022-02-01 03:00:00,2022-02-01,03:00,11,13,10,5.0,3,89,276,34,81,0.0,1025,53.333,-6.249
2022-02-01 04:00:00,2022-02-01,04:00,11,13,10,5.0,3,89,279,34,84,0.0,1024,53.333,-6.249
2022-02-01 05:00:00,2022-02-01,05:00,11,13,10,5.0,3,88,283,34,87,0.0,1024,53.333,-6.249
2022-02-01 06:00:00,2022-02-01,06:00,11,13,10,5.0,3,88,286,34,90,0.0,1024,53.333,-6.249
2022-02-01 07:00:00,2022-02-01,07:00,11,13,10,5.0,3,87,286,32,86,0.0,1024,53.333,-6.249
2022-02-01 08:00:00,2022-02-01,08:00,11,13,10,5.0,3,86,286,30,81,0.0,1025,53.333,-6.249
2022-02-01 09:00:00,2022-02-01,09:00,11,13,10,5.0,3,85,285,28,77,0.0,1025,53.333,-6.249
2022-02-01 10:00:00,2022-02-01,10:00,11,13,10,5.0,3,82,286,29,80,0.0,1025,53.333,-6.249
2022-02-01 11:00:00,2022-02-01,11:00,11,13,10,5.0,3,78,286,31,83,0.0,1025,53.333,-6.249
2022-02-01 12:00:00,2022-02-01,12:00,11,13,10,5.0,3,75,286,32,86,0.0,1025,53.333,-6.249
2022-02-01 13:00:00,2022-02-01,13:00,11,13,10,5.0,3,75,287,32,61,0.1,1025,53.333,-6.249
2022-02-01 14:00:00,2022-02-01,14:00,11,13,10,5.0,3,76,288,32,36,0.0,1025,53.333,-6.249
2022-02-01 15:00:00,2022-02-01,15:00,11,13,10,5.0,3,76,288,32,11,0.0,1025,53.333,-6.249
2022-02-01 16:00:00,2022-02-01,16:00,11,13,10,5.0,3,78,289,31,38,0.0,1025,53.333,-6.249
2022-02-01 17:00:00,2022-02-01,17:00,11,13,10,5.0,3,80,290,29,64,0.0,1025,53.333,-6.249
2022-02-01 18:00:00,2022-02-01,18:00,11,13,10,5.0,3,83,290,28,90,0.0,1025,53.333,-6.249
2022-02-01 19:00:00,2022-02-01,19:00,11,13,10,5.0,3,83,287,27,93,0.0,1025,53.333,-6.249
2022-02-01 20:00:00,2022-02-01,20:00,11,13,10,5.0,3,84,283,26,97,0.0,1025,53.333,-6.249
2022-02-01 21:00:00,2022-02-01,21:00,11,13,10,5.0,3,85,280,25,100,0.0,1026,53.333,-6.249
2022-02-01 22:00:00,2022-02-01,22:00,11,13,10,5.0,3,83,277,26,94,0.0,1025,53.333,-6.249
2022-02-01 23:00:00,2022-02-01,23:00,11,13,10,5.0,3,81,274,27,88,0.0,1024,53.333,-6.249
2022-02-02 00:00:00,2022-02-02,00:00,10,12,9,8.0,3,80,271,19,82,0.0,1023,53.333,-6.249
2022-02-02 01:00:00,2022-02-02,01:00,10,12,9,8.0,3,80,271,18,81,0.0,1024,53.333,-6.249
2022-02-02 02:00:00,2022-02-02,02:00,10,12,9,8.0,3,81,272,17,81,0.0,1024,53.333,-6.249
2022-02-02 03:00:00,2022-02-02,03:00,10,12,9,8.0,3,82,272,16,81,0.0,1024,53.333,-6.249
