datetime,date,hour,avgtempC,maxtempC,mintempC,sunHour,uvIndex,humidity,winddirDegree,windspeedKmph,cloudcover,precipMM,pressure,latitude,longitude
2022-01-01 00:00:00,2022-01-01,00:00,12,13,10,7.0,3,94,161,20,77,0.0,1008,53.333,-6.249
2022-01-01 01:00:00,2022-01-01,01:00,12,13,10,7.0,3,90,166,19,77,0.0,1008,53.333,-6.249
2022-01-01 02:00:00,2022-01-01,02:00,12,13,10,7.0,3,87,172,19,77,0.0,1007,53.333,-6.249
2022-01-01 03:00:00,2022-01-01,03:00,12,13,10,7.0,3,83,177,18,78,0.0,1006,53.333,-6.249
2022-01-01 04:00:00,2022-01-01,04:00,12,13,10,7.0,3,83,186,20,85,0.0,1006,53.333,-6.249
2022-01-01 05:00:00,2022-01-01,05:00,12,13,10,7.0,3,83,194,21,93,0.0,1006,53.333,-6.249
2022-01-01 06:00:00,2022-01-01,06:00,12,13,10,7.0,3,83,203,22,100,0.0,1005,53.333,-6.249
2022-01-01 07:00:00,2022-01-01,07:00,12,13,10,7.0,3,81,205,21,70,0.0,1006,53.333,-6.249
2022-01-01 08:00:00,2022-01-01,08:00,12,13,10,7.0,3,79,207,19,41,0.0,1007,53.333,-6.249
2022-01-01 09:00:00,2022-01-01,09:00,12,13,10,7.0,3,77,209,17,11,0.0,1008,53.333,-6.249
2022-01-01 10:00:00,2022-01-01,10:00,12,13,10,7.0,3,77,211,17,36,0.0,1008,53.333,-6.249
2022-01-01 11:00:00,2022-01-01,11:00,12,13,10,7.0,3,77,212,17,60,0.0,1009,53.333,-6.249
2022-01-01 12:00:00,2022-01-01,12:00,12,13,10,7.0,3,77,214,16,85,0.0,1010,53.333,-6.249
2022-01-01 13:00:00,2022-01-01,13:00,12,13,10,7.0,3,78,211,15,72,0.0,1010,53.333,-6.249
2022-01-01 14:00:00,2022-01-01,14:00,12,13,10,7.0,3,79,207,14,60,0.0,1009,53.333,-6.249
2022-01-01 15:00:00,2022-01-01,15:00,12,13,10,7.0,3,81,203,13,48,0.0,1009,53.333,-6.249
