datetime,pm1,pm10,pm2_5,tsp,serial_number
2021-04-30 22:00:00,0.09,0.1,0.16,0.1,TNO2161
2021-04-30 23:00:00,0.14,0.1,0.22,0.18,TNO2161
2021-05-01 00:00:00,0.15,0.15,0.24,0.18,TNO2161
2021-05-01 01:00:00,0.17,0.18,0.25,0.2,TNO2161
2021-05-01 02:00:00,0.16,0.13,0.22,0.15,TNO2161
2021-05-01 03:00:00,0.14,0.1,0.2,0.1,TNO2161
2021-05-01 04:00:00,0.14,0.13,0.21,0.13,TNO2161
2021-05-01 05:00:00,0.15,0.1,0.21,0.13,TNO2161
2021-05-01 06:00:00,0.16,0.1,0.21,0.1,TNO2161
2021-05-01 07:00:00,0.16,0.18,0.24,0.18,TNO2161
2021-05-01 08:00:00,0.12,0.13,0.2,0.13,TNO2161
2021-05-01 09:00:00,0.07,0.05,0.11,0.05,TNO2161
2021-05-01 10:00:00,0.04,,0.09,,TNO2161
2021-05-01 11:00:00,0.05,0.05,0.12,0.1,TNO2161
2021-05-01 12:00:00,0.06,0.08,0.13,0.1,TNO2161
2021-05-01 13:00:00,0.08,0.1,0.15,0.1,TNO2161
2021-05-01 14:00:00,0.05,0.03,0.1,0.05,TNO2161
2021-05-01 15:00:00,0.04,,0.1,0.08,TNO2161
2021-05-01 16:00:00,0.04,,0.1,0.08,TNO2161
2021-05-01 17:00:00,0.04,,0.1,0.05,TNO2161
2021-05-01 18:00:00,0.04,,0.1,0.1,TNO2161
2021-05-01 19:00:00,0.06,0.05,0.13,0.1,TNO2161
2021-05-01 20:00:00,0.08,0.1,0.16,0.1,TNO2161
2021-05-01 21:00:00,0.12,0.1,0.18,0.15,TNO2161
2021-05-01 22:00:00,0.07,0.03,0.12,0.1,TNO2161
2021-05-01 23:00:00,0.06,0.03,0.11,0.05,TNO2161
2021-05-02 00:00:00,0.06,,0.1,,TNO2161
2021-05-02 01:00:00,0.06,,0.09,,TNO2161
2021-05-02 02:00:00,0.05,,0.08,,TNO2161
2021-05-02 03:00:00,0.04,,0.07,,TNO2161
2021-05-02 04:00:00,0.06,,0.09,,TNO2161
2021-05-02 05:00:00,0.05,,0.08,,TNO2161
2021-05-02 06:00:00,0.06,,0.09,,TNO2161
2021-05-02 07:00:00,0.08,0.05,0.14,0.05,TNO2161
2021-05-02 08:00:00,0.06,,0.1,,TNO2161
2021-05-02 09:00:00,0.05,,0.09,,TNO2161
2021-05-02 10:00:00,0.05,,0.1,0.05,TNO2161
2021-05-02 11:00:00,0.05,,0.09,,TNO2161
2021-05-02 12:00:00,0.04,,0.08,,TNO2161
2021-05-02 13:00:00,0.04,,0.08,0.03,TNO2161
2021-05-02 14:00:00,0.03,,0.08,,TNO2161
2021-05-02 15:00:00,0.03,,0.06,,TNO2161
2021-05-02 16:00:00,0.09,0.1,0.16,0.13,TNO2161
2021-05-02 17:00:00,0.08,0.1,0.15,0.1,TNO2161
2021-05-02 18:00:00,0.11,0.13,0.2,0.13,TNO2161
2021-05-02 19:00:00,0.11,0.15,0.2,0.15,TNO2161
2021-05-02 20:00:00,0.07,0.05,0.12,0.05,TNO2161
2021-05-02 21:00:00,0.07,0.05,0.12,0.05,TNO2161
2021-05-02 22:00:00,0.14,0.1,0.21,0.15,TNO2161
2021-05-02 23:00:00,0.09,0.08,0.15,0.1,TNO2161
2021-05-03 00:00:00,0.06,0.03,0.1,0.05,TNO2161
2021-05-03 01:00:00,0.04,,0.06,,TNO2161
2021-05-03 02:00:00,0.03,,0.05,,TNO2161
2021-05-03 03:00:00,0.03,,0.04,,TNO2161
2021-05-03 04:00:00,0.02,,0.04,,TNO2161
2021-05-03 05:00:00,0.01,,0.02,,TNO2161
2021-05-03 06:00:00,0.02,,0.04,,TNO2161
2021-05-03 07:00:00,0.02,,0.04,,TNO2161
2021-05-03 08:00:00,0.01,,0.03,,TNO2161
2021-05-03 09:00:00,0.02,,0.04,,TNO2161
2021-05-03 10:00:00,0.02,,0.04,,TNO2161
2021-05-03 11:00:00,0.01,,0.03,,TNO2161
2021-05-03 12:00:00,0.01,,0.03,,TNO2161
2021-05-03 13:00:00,0.02,,0.06,,TNO2161
