datetime,pm10,pm2_5,serial_number
2022-07-07 22:00:00,4.43,3.37,0110-000180-000000
2022-07-07 23:00:00,6.05,3.5,0110-000180-000000
2022-07-08 00:00:00,10.5,3.14,0110-000180-000000
2022-07-08 01:00:00,3.75,3.43,0110-000180-000000
2022-07-08 02:00:00,3.38,2.45,0110-000180-000000
2022-07-08 03:00:00,9.58,3.74,0110-000180-000000
2022-07-08 04:00:00,6.46,4.07,0110-000180-000000
2022-07-08 05:00:00,15.81,4.96,0110-000180-000000
2022-07-08 06:00:00,2.46,2.28,0110-000180-000000
2022-07-08 07:00:00,7.67,2.81,0110-000180-000000
2022-07-08 08:00:00,9.54,2.17,0110-000180-000000
2022-07-08 09:00:00,8.78,4.33,0110-000180-000000
2022-07-08 10:00:00,8.26,4.87,0110-000180-000000
2022-07-08 11:00:00,12.96,5.1,0110-000180-000000
2022-07-08 12:00:00,23.34,6.26,0110-000180-000000
2022-07-08 13:00:00,9.69,4.63,0110-000180-000000
2022-07-08 14:00:00,11.93,5.03,0110-000180-000000
2022-07-08 15:00:00,23.58,5.87,0110-000180-000000
2022-07-08 16:00:00,15.53,6.22,0110-000180-000000
2022-07-08 17:00:00,30.41,8.46,0110-000180-000000
2022-07-08 18:00:00,4.1,3.65,0110-000180-000000
2022-07-08 19:00:00,6.77,3.92,0110-000180-000000
2022-07-08 20:00:00,3.44,3.02,0110-000180-000000
2022-07-08 21:00:00,10.16,3.24,0110-000180-000000
2022-07-08 22:00:00,4.54,2.79,0110-000180-000000
2022-07-08 23:00:00,7.41,3.11,0110-000180-000000
2022-07-09 00:00:00,3.56,2.77,0110-000180-000000
2022-07-09 01:00:00,6.31,2.84,0110-000180-000000
2022-07-09 02:00:00,8.86,3.8,0110-000180-000000
2022-07-09 03:00:00,4.73,3.58,0110-000180-000000
2022-07-09 04:00:00,4.82,3.92,0110-000180-000000
2022-07-09 05:00:00,8.18,3.86,0110-000180-000000
2022-07-09 06:00:00,6.17,2.85,0110-000180-000000
2022-07-09 07:00:00,3.45,2.85,0110-000180-000000
2022-07-09 08:00:00,8.48,2.41,0110-000180-000000
2022-07-09 09:00:00,19.56,4.88,0110-000180-000000
2022-07-09 10:00:00,14.46,3.75,0110-000180-000000
2022-07-09 11:00:00,29.47,5.97,0110-000180-000000
2022-07-09 12:00:00,17.26,4.88,0110-000180-000000
2022-07-09 13:00:00,23.45,6.01,0110-000180-000000
2022-07-09 14:00:00,5.31,3.07,0110-000180-000000
2022-07-09 15:00:00,18.48,3.64,0110-000180-000000
2022-07-09 16:00:00,4.15,2.58,0110-000180-000000
2022-07-09 17:00:00,2.59,2.13,0110-000180-000000
2022-07-09 18:00:00,3.28,2.32,0110-000180-000000
2022-07-09 19:00:00,6.14,2.65,0110-000180-000000
2022-07-09 20:00:00,2.42,2.14,0110-000180-000000
2022-07-09 21:00:00,5.22,3.95,0110-000180-000000
2022-07-09 22:00:00,10.0,4.71,0110-000180-000000
2022-07-24 22:00:00,5.48,2.76,0110-000180-000000
2022-07-24 23:00:00,10.98,3.64,0110-000180-000000
2022-07-25 00:00:00,5.4,3.17,0110-000180-000000
2022-07-25 01:00:00,5.53,3.78,0110-000180-000000
2022-07-25 02:00:00,12.1,4.63,0110-000180-000000
2022-07-25 03:00:00,8.36,3.27,0110-000180-000000
2022-07-25 04:00:00,10.09,4.17,0110-000180-000000
2022-07-25 05:00:00,4.8,2.18,0110-000180-000000
2022-07-25 06:00:00,11.3,3.04,0110-000180-000000
2022-07-25 07:00:00,4.51,2.17,0110-000180-000000
2022-07-25 08:00:00,20.0,2.91,0110-000180-000000
2022-07-25 09:00:00,4.25,2.19,0110-000180-000000
2022-07-25 10:00:00,18.57,3.92,0110-000180-000000
2022-07-25 11:00:00,13.04,3.57,0110-000180-000000
2022-07-25 12:00:00,21.4,3.55,0110-000180-000000
2022-07-25 13:00:00,22.03,3.9,0110-000180-000000
2022-07-25 14:00:00,29.36,4.98,0110-000180-000000
2022-07-25 15:00:00,22.91,3.92,0110-000180-000000
2022-07-25 16:00:00,17.56,4.2,0110-000180-000000
2022-07-25 17:00:00,10.5,3.51,0110-000180-000000
2022-07-25 18:00:00,18.61,4.61,0110-000180-000000
2022-07-25 19:00:00,6.31,3.41,0110-000180-000000
2022-07-25 20:00:00,14.72,3.25,0110-000180-000000
2022-07-25 21:00:00,3.56,2.56,0110-000180-000000
2022-07-25 22:00:00,6.99,3.53,0110-000180-000000
2022-07-25 23:00:00,2.19,1.69,0110-000180-000000
2022-07-26 00:00:00,13.74,3.47,0110-000180-000000
2022-07-26 01:00:00,6.15,2.41,0110-000180-000000
2022-07-26 02:00:00,7.19,2.17,0110-000180-000000
2022-07-26 03:00:00,2.5,2.01,0110-000180-000000
2022-07-26 04:00:00,2.37,1.67,0110-000180-000000
2022-07-26 05:00:00,16.77,3.25,0110-000180-000000
2022-07-26 06:00:00,22.11,4.38,0110-000180-000000
2022-07-26 07:00:00,16.94,4.34,0110-000180-000000
2022-07-26 08:00:00,30.2,6.17,0110-000180-000000
2022-07-26 09:00:00,20.34,5.98,0110-000180-000000
2022-07-26 10:00:00,34.47,4.65,0110-000180-000000
2022-07-26 11:00:00,15.71,4.25,0110-000180-000000
2022-07-26 12:00:00,20.36,4.48,0110-000180-000000
2022-07-26 13:00:00,17.98,4.43,0110-000180-000000
2022-07-26 14:00:00,8.24,3.65,0110-000180-000000
2022-07-26 15:00:00,4.88,2.5,0110-000180-000000
2022-07-26 16:00:00,17.16,3.44,0110-000180-000000
2022-07-26 17:00:00,4.76,1.9,0110-000180-000000
2022-07-26 18:00:00,3.81,2.07,0110-000180-000000
2022-07-26 19:00:00,10.2,2.56,0110-000180-000000
2022-07-26 20:00:00,8.11,2.62,0110-000180-000000
2022-07-26 21:00:00,13.34,5.63,0110-000180-000000
2022-07-26 22:00:00,5.97,3.29,0110-000180-000000
2022-07-26 23:00:00,16.29,4.27,0110-000180-000000
2022-07-27 00:00:00,4.89,3.62,0110-000180-000000
2022-07-27 01:00:00,8.82,4.65,0110-000180-000000
2022-07-27 02:00:00,13.13,4.41,0110-000180-000000
2022-07-27 03:00:00,7.52,4.68,0110-000180-000000
2022-07-27 04:00:00,16.34,7.07,0110-000180-000000
2022-07-27 05:00:00,19.42,13.86,0110-000180-000000
2022-07-27 06:00:00,6.93,4.51,0110-000180-000000
2022-07-27 07:00:00,14.27,5.72,0110-000180-000000
2022-07-27 08:00:00,6.74,2.74,0110-000180-000000
2022-07-27 09:00:00,5.58,2.58,0110-000180-000000
2022-07-27 10:00:00,7.02,2.43,0110-000180-000000
2022-07-27 11:00:00,2.94,2.19,0110-000180-000000
2022-07-27 12:00:00,1.75,1.54,0110-000180-000000
2022-07-27 13:00:00,5.75,2.81,0110-000180-000000
2022-07-27 14:00:00,3.24,2.24,0110-000180-000000
2022-07-27 15:00:00,2.78,2.37,0110-000180-000000
2022-07-27 16:00:00,3.35,1.91,0110-000180-000000
2022-07-27 17:00:00,1.68,1.35,0110-000180-000000
2022-07-27 18:00:00,5.4,1.61,0110-000180-000000
2022-07-27 19:00:00,2.32,1.97,0110-000180-000000
2022-07-27 20:00:00,2.92,2.53,0110-000180-000000
2022-07-27 21:00:00,1.89,1.66,0110-000180-000000
2022-07-27 22:00:00,3.44,2.68,0110-000180-000000
2022-07-27 23:00:00,4.52,2.88,0110-000180-000000
2022-07-28 00:00:00,6.07,3.25,0110-000180-000000
2022-07-28 01:00:00,3.37,2.81,0110-000180-000000
2022-07-28 02:00:00,9.43,3.56,0110-000180-000000
2022-07-28 03:00:00,4.62,3.7,0110-000180-000000
2022-07-28 04:00:00,4.24,3.27,0110-000180-000000
2022-07-28 05:00:00,5.62,3.51,0110-000180-000000
2022-07-28 06:00:00,6.31,3.54,0110-000180-000000
2022-07-28 07:00:00,10.11,3.59,0110-000180-000000
2022-07-28 08:00:00,3.57,2.26,0110-000180-000000
2022-07-28 09:00:00,3.71,2.25,0110-000180-000000
2022-07-28 10:00:00,8.52,3.54,0110-000180-000000
2022-07-28 11:00:00,4.56,3.55,0110-000180-000000
2022-07-28 12:00:00,11.66,4.8,0110-000180-000000
2022-07-28 13:00:00,15.56,5.74,0110-000180-000000
2022-07-28 14:00:00,4.78,3.87,0110-000180-000000
2022-07-28 15:00:00,5.29,3.94,0110-000180-000000
2022-07-28 16:00:00,11.54,4.5,0110-000180-000000
2022-07-28 17:00:00,7.77,4.1,0110-000180-000000
2022-07-28 18:00:00,8.69,5.16,0110-000180-000000
2022-07-28 19:00:00,7.21,4.72,0110-000180-000000
2022-07-28 20:00:00,12.54,6.69,0110-000180-000000
2022-07-28 21:00:00,30.5,9.59,0110-000180-000000
2022-07-28 22:00:00,16.48,10.75,0110-000180-000000
2022-07-28 23:00:00,21.58,11.54,0110-000180-000000
2022-07-29 00:00:00,15.51,10.54,0110-000180-000000
2022-07-29 01:00:00,12.38,9.85,0110-000180-000000
2022-07-29 02:00:00,12.5,8.43,0110-000180-000000
2022-07-29 03:00:00,11.56,5.96,0110-000180-000000
2022-07-29 04:00:00,3.66,2.65,0110-000180-000000
2022-07-29 05:00:00,3.86,2.83,0110-000180-000000
2022-07-29 06:00:00,6.52,3.59,0110-000180-000000
2022-07-29 07:00:00,7.27,4.71,0110-000180-000000
2022-07-29 08:00:00,5.74,5.1,0110-000180-000000
2022-07-29 09:00:00,11.39,5.8,0110-000180-000000
2022-07-29 10:00:00,6.28,4.02,0110-000180-000000
2022-07-29 11:00:00,7.42,3.49,0110-000180-000000
2022-07-29 12:00:00,9.31,4.83,0110-000180-000000
