datetime,pm1,pm10,pm2_5,tsp,serial_number
2021-04-30 22:00:00,2.63,7.3,4.78,10.23,TNT1296
2021-04-30 23:00:00,3.99,10.17,7.24,13.0,TNT1296
2021-05-01 00:00:00,2.83,7.33,5.32,8.97,TNT1296
2021-05-01 01:00:00,2.35,6.25,4.44,8.23,TNT1296
2021-05-01 02:00:00,3.09,7.4,5.66,8.97,TNT1296
2021-05-01 03:00:00,3.5,7.55,5.92,9.12,TNT1296
2021-05-01 04:00:00,2.81,6.3,4.79,8.5,TNT1296
2021-05-01 05:00:00,1.84,4.75,3.36,5.95,TNT1296
2021-05-01 06:00:00,1.86,4.9,3.37,6.87,TNT1296
2021-05-01 07:00:00,2.01,6.4,3.98,8.53,TNT1296
2021-05-01 08:00:00,2.08,7.63,4.47,12.82,TNT1296
2021-05-01 09:00:00,2.42,9.17,5.44,12.55,TNT1296
2021-05-01 10:00:00,2.04,6.55,4.49,10.0,TNT1296
2021-05-01 11:00:00,1.86,7.05,4.34,10.92,TNT1296
2021-05-01 12:00:00,1.75,5.55,3.92,7.67,TNT1296
2021-05-01 13:00:00,1.69,5.6,3.77,7.4,TNT1296
2021-05-01 14:00:00,1.72,5.82,3.85,7.82,TNT1296
2021-05-01 15:00:00,1.67,5.95,3.99,8.6,TNT1296
2021-05-01 16:00:00,1.6,6.75,3.82,10.33,TNT1296
2021-05-01 17:00:00,1.65,5.98,3.63,10.0,TNT1296
2021-05-01 18:00:00,1.86,6.02,3.98,8.05,TNT1296
2021-05-01 19:00:00,1.84,7.25,4.06,10.35,TNT1296
2021-05-01 20:00:00,2.36,7.9,4.73,10.78,TNT1296
2021-05-01 21:00:00,2.06,6.4,4.25,9.73,TNT1296
2021-05-01 22:00:00,2.12,6.27,4.38,8.98,TNT1296
2021-05-01 23:00:00,1.89,5.35,3.61,7.27,TNT1296
2021-05-02 00:00:00,1.24,3.4,2.3,4.3,TNT1296
2021-05-02 01:00:00,1.06,2.82,1.98,3.5,TNT1296
2021-05-02 02:00:00,0.98,2.67,1.8,3.78,TNT1296
2021-05-02 03:00:00,1.04,2.63,1.87,3.43,TNT1296
2021-05-02 04:00:00,0.97,1.95,1.69,2.32,TNT1296
2021-05-02 05:00:00,0.99,1.88,1.63,2.2,TNT1296
2021-05-02 06:00:00,1.3,2.75,2.15,3.3,TNT1296
2021-05-02 07:00:00,1.13,2.55,2.01,3.07,TNT1296
2021-05-02 08:00:00,1.08,2.67,2.07,3.82,TNT1296
2021-05-02 09:00:00,1.16,3.35,2.24,4.7,TNT1296
2021-05-02 10:00:00,1.32,3.8,2.59,4.83,TNT1296
2021-05-02 11:00:00,0.97,2.8,2.05,4.17,TNT1296
2021-05-02 12:00:00,0.82,2.7,1.7,4.05,TNT1296
2021-05-02 13:00:00,0.64,2.48,1.45,3.48,TNT1296
2021-05-02 14:00:00,0.63,1.97,1.36,2.63,TNT1296
2021-05-02 15:00:00,0.92,3.0,1.8,5.45,TNT1296
2021-05-02 16:00:00,1.21,4.0,2.63,6.77,TNT1296
2021-05-02 17:00:00,1.42,3.9,2.68,5.7,TNT1296
2021-05-02 18:00:00,1.38,5.17,2.84,8.6,TNT1296
2021-05-02 19:00:00,0.77,2.2,1.49,5.63,TNT1296
2021-05-02 20:00:00,0.89,3.27,1.62,4.82,TNT1296
2021-05-02 21:00:00,1.81,5.6,3.07,9.45,TNT1296
2021-05-02 22:00:00,1.63,5.05,2.94,8.02,TNT1296
2021-05-02 23:00:00,1.48,3.85,2.55,6.67,TNT1296
2021-05-03 00:00:00,1.41,4.18,2.56,6.4,TNT1296
2021-05-03 01:00:00,1.16,3.48,1.99,5.63,TNT1296
2021-05-03 02:00:00,0.88,2.6,1.53,5.9,TNT1296
2021-05-03 03:00:00,0.93,2.73,1.64,3.88,TNT1296
