datetime,pm1,pm10,pm2_5,pm4,serial_number
2021-05-02 16:00:00,8.33,11.12,9.18,9.89,DCC-AQ52
2021-05-02 17:00:00,8.21,11.35,9.04,9.66,DCC-AQ52
2021-05-02 18:00:00,7.35,9.45,8.11,8.82,DCC-AQ52
2021-05-02 19:00:00,6.78,9.54,7.61,8.32,DCC-AQ52
2021-05-02 20:00:00,6.34,8.81,7.14,7.85,DCC-AQ52
2021-05-02 21:00:00,7.13,9.57,7.97,8.75,DCC-AQ52
2021-05-02 22:00:00,10.14,13.57,11.13,12.0,DCC-AQ52
2021-05-02 23:00:00,9.24,12.15,10.08,10.71,DCC-AQ52
2021-05-03 00:00:00,6.15,8.73,6.88,7.49,DCC-AQ52
2021-05-03 01:00:00,4.41,6.68,5.06,5.61,DCC-AQ52
2021-05-03 02:00:00,3.55,5.36,4.14,4.67,DCC-AQ52
2021-05-03 03:00:00,2.7,4.23,3.17,3.61,DCC-AQ52
2021-05-03 04:00:00,1.99,4.0,2.5,2.93,DCC-AQ52
2021-05-03 05:00:00,1.29,3.12,1.72,2.09,DCC-AQ52
2021-05-03 06:00:00,1.72,4.7,2.63,3.67,DCC-AQ52
2021-05-03 07:00:00,1.21,5.33,2.3,3.55,DCC-AQ52
2021-05-03 08:00:00,0.76,2.21,1.29,1.85,DCC-AQ52
2021-05-03 09:00:00,0.72,2.85,1.29,1.79,DCC-AQ52
2021-05-03 10:00:00,0.42,1.82,0.86,1.38,DCC-AQ52
2021-05-03 11:00:00,0.34,1.33,0.63,0.97,DCC-AQ52
2021-05-03 12:00:00,0.45,1.47,0.76,1.09,DCC-AQ52
2021-05-03 13:00:00,1.28,4.06,2.09,2.83,DCC-AQ52
2021-05-03 14:00:00,3.24,12.79,6.05,8.54,DCC-AQ52
2021-05-03 15:00:00,3.73,11.74,6.44,8.86,DCC-AQ52
2021-05-03 16:00:00,3.8,9.89,5.94,7.65,DCC-AQ52
2021-05-03 17:00:00,3.25,8.05,5.22,6.89,DCC-AQ52
2021-05-03 18:00:00,2.89,6.36,4.31,5.41,DCC-AQ52
2021-05-03 19:00:00,2.69,5.49,3.85,4.72,DCC-AQ52
2021-05-03 20:00:00,1.79,3.25,2.36,2.8,DCC-AQ52
2021-05-03 21:00:00,1.83,2.89,2.25,2.55,DCC-AQ52
2021-05-03 22:00:00,1.53,3.12,2.04,2.48,DCC-AQ52
2021-05-03 23:00:00,1.12,2.45,1.5,1.88,DCC-AQ52
2021-05-04 00:00:00,0.69,2.33,1.13,1.53,DCC-AQ52
2021-05-04 01:00:00,0.93,2.89,1.54,2.04,DCC-AQ52
2021-05-04 02:00:00,1.03,4.1,1.89,2.68,DCC-AQ52
2021-05-04 03:00:00,1.17,3.61,2.04,2.77,DCC-AQ52
2021-05-04 04:00:00,1.41,4.54,2.58,3.62,DCC-AQ52
2021-05-04 05:00:00,2.14,8.02,4.15,5.99,DCC-AQ52
2021-05-04 06:00:00,1.86,7.88,3.8,5.68,DCC-AQ52
2021-05-04 07:00:00,1.6,8.63,3.46,5.2,DCC-AQ52
2021-05-04 08:00:00,1.74,8.24,3.62,5.44,DCC-AQ52
2021-05-04 09:00:00,1.49,7.56,3.04,4.5,DCC-AQ52
2021-05-04 10:00:00,0.99,5.91,2.07,3.01,DCC-AQ52
2021-05-04 11:00:00,0.86,6.5,1.91,2.93,DCC-AQ52
2021-05-04 12:00:00,1.0,5.6,1.99,2.91,DCC-AQ52
2021-05-04 13:00:00,0.9,4.09,1.51,2.05,DCC-AQ52
2021-05-04 14:00:00,1.02,4.32,1.76,2.45,DCC-AQ52
2021-05-04 15:00:00,1.54,7.06,2.83,3.96,DCC-AQ52
2021-05-04 16:00:00,2.99,7.75,4.46,5.88,DCC-AQ52
2021-05-04 17:00:00,2.85,8.58,4.67,6.35,DCC-AQ52
2021-05-04 18:00:00,1.82,4.99,2.75,3.54,DCC-AQ52
2021-05-04 19:00:00,1.59,3.71,2.09,2.48,DCC-AQ52
2021-05-04 20:00:00,2.26,3.84,2.8,3.31,DCC-AQ52
2021-05-04 21:00:00,2.71,4.52,3.39,3.93,DCC-AQ52
2021-05-04 22:00:00,6.03,8.32,7.0,7.64,DCC-AQ52
2021-05-04 23:00:00,2.5,4.17,3.13,3.67,DCC-AQ52
2021-05-05 00:00:00,1.79,3.21,2.32,2.9,DCC-AQ52
2021-05-05 01:00:00,1.38,2.35,1.73,1.99,DCC-AQ52
2021-05-05 02:00:00,1.31,2.28,1.74,2.13,DCC-AQ52
2021-05-05 03:00:00,1.85,3.54,2.42,2.98,DCC-AQ52
2021-05-05 04:00:00,1.6,3.19,2.17,2.76,DCC-AQ52
2021-05-05 05:00:00,1.53,2.92,2.03,2.52,DCC-AQ52
2021-05-05 06:00:00,1.33,3.23,1.88,2.35,DCC-AQ52
2021-05-05 07:00:00,1.22,3.93,1.86,2.42,DCC-AQ52
2021-05-05 08:00:00,1.46,5.48,2.5,3.5,DCC-AQ52
2021-05-05 09:00:00,1.57,6.79,2.77,3.87,DCC-AQ52
2021-05-05 10:00:00,1.37,5.7,2.4,3.33,DCC-AQ52
2021-05-05 11:00:00,1.13,3.59,1.8,2.46,DCC-AQ52
2021-05-05 12:00:00,1.35,4.79,2.05,2.64,DCC-AQ52
2021-05-05 13:00:00,1.55,5.81,2.54,3.53,DCC-AQ52
2021-05-05 14:00:00,1.33,3.49,1.88,2.33,DCC-AQ52
2021-05-05 15:00:00,1.39,4.79,2.28,3.2,DCC-AQ52
2021-05-05 16:00:00,1.34,2.78,1.79,2.21,DCC-AQ52
2021-05-05 17:00:00,1.29,3.02,1.77,2.17,DCC-AQ52
2021-05-05 18:00:00,1.41,2.7,1.8,2.15,DCC-AQ52
2021-05-05 19:00:00,2.94,4.24,3.41,3.82,DCC-AQ52
2021-05-05 20:00:00,4.98,6.94,5.62,6.19,DCC-AQ52
2021-05-05 21:00:00,10.23,12.25,10.94,11.54,DCC-AQ52
2021-05-05 22:00:00,7.62,9.28,8.2,8.72,DCC-AQ52
2021-05-05 23:00:00,9.17,11.31,9.85,10.39,DCC-AQ52
2021-05-06 00:00:00,11.52,13.76,12.29,12.92,DCC-AQ52
2021-05-06 01:00:00,4.85,7.88,5.74,6.5,DCC-AQ52
2021-05-06 02:00:00,3.26,6.2,4.25,5.19,DCC-AQ52
2021-05-06 03:00:00,2.98,6.23,4.09,5.29,DCC-AQ52
2021-05-06 04:00:00,3.38,6.7,4.47,5.52,DCC-AQ52
2021-05-06 05:00:00,2.62,5.39,3.55,4.47,DCC-AQ52
2021-05-06 06:00:00,2.54,6.06,3.58,4.5,DCC-AQ52
2021-05-06 07:00:00,2.45,7.35,3.82,5.22,DCC-AQ52
2021-05-06 08:00:00,2.15,8.56,3.84,5.48,DCC-AQ52
2021-05-06 09:00:00,2.07,8.12,3.93,5.92,DCC-AQ52
2021-05-06 10:00:00,1.91,8.45,3.82,5.75,DCC-AQ52
2021-05-06 11:00:00,1.69,7.02,3.21,4.67,DCC-AQ52
2021-05-06 12:00:00,1.44,5.41,2.59,3.65,DCC-AQ52
2021-05-06 13:00:00,1.27,5.41,2.34,3.36,DCC-AQ52
2021-05-06 14:00:00,1.58,6.72,2.82,3.89,DCC-AQ52
2021-05-06 15:00:00,1.78,7.99,3.24,4.48,DCC-AQ52
2021-05-06 16:00:00,1.9,8.45,3.56,4.91,DCC-AQ52
2021-05-06 17:00:00,1.88,8.04,3.52,4.97,DCC-AQ52
2021-05-06 18:00:00,2.3,10.03,4.22,5.94,DCC-AQ52
2021-05-06 19:00:00,2.17,7.93,3.75,5.14,DCC-AQ52
2021-05-06 20:00:00,2.34,7.7,3.94,5.46,DCC-AQ52
2021-05-06 21:00:00,3.01,8.77,4.92,6.86,DCC-AQ52
2021-05-06 22:00:00,3.06,8.86,5.03,6.91,DCC-AQ52
2021-05-06 23:00:00,3.71,9.19,5.58,7.25,DCC-AQ52
2021-05-07 00:00:00,3.52,8.85,5.34,7.0,DCC-AQ52
2021-05-07 01:00:00,4.81,10.78,6.76,8.42,DCC-AQ52
2021-05-07 02:00:00,4.27,9.0,6.0,7.63,DCC-AQ52
2021-05-07 03:00:00,3.62,8.04,5.27,6.79,DCC-AQ52
2021-05-07 04:00:00,3.62,8.6,5.3,6.89,DCC-AQ52
2021-05-07 05:00:00,3.59,7.38,5.17,6.71,DCC-AQ52
2021-05-07 06:00:00,3.6,8.41,5.31,6.86,DCC-AQ52
2021-05-07 07:00:00,3.51,11.6,5.72,7.77,DCC-AQ52
2021-05-07 08:00:00,3.01,14.0,5.72,8.47,DCC-AQ52
2021-05-07 09:00:00,2.07,10.71,4.32,6.58,DCC-AQ52
2021-05-07 10:00:00,1.99,10.28,3.99,5.9,DCC-AQ52
2021-05-07 11:00:00,2.14,9.23,4.15,6.13,DCC-AQ52
2021-05-07 12:00:00,1.88,8.82,3.77,5.58,DCC-AQ52
2021-05-07 13:00:00,1.56,7.74,3.27,5.0,DCC-AQ52
2021-05-07 14:00:00,1.55,6.63,3.21,4.81,DCC-AQ52
2021-05-07 15:00:00,1.71,6.97,3.5,5.09,DCC-AQ52
2021-05-07 16:00:00,1.8,7.67,3.71,5.48,DCC-AQ52
2021-05-07 17:00:00,1.82,7.88,3.81,5.61,DCC-AQ52
2021-05-07 18:00:00,1.46,5.07,2.82,4.1,DCC-AQ52
2021-05-07 19:00:00,1.27,4.26,2.37,3.32,DCC-AQ52
2021-05-07 20:00:00,1.29,4.16,2.37,3.43,DCC-AQ52
2021-05-07 21:00:00,1.4,5.39,2.73,3.9,DCC-AQ52
2021-05-07 22:00:00,1.43,5.41,2.81,4.06,DCC-AQ52
2021-05-07 23:00:00,1.83,7.75,3.74,5.47,DCC-AQ52
2021-05-08 00:00:00,1.95,8.57,4.0,5.89,DCC-AQ52
2021-05-08 01:00:00,2.16,9.47,4.23,6.27,DCC-AQ52
2021-05-08 02:00:00,3.1,13.38,6.57,10.2,DCC-AQ52
2021-05-08 03:00:00,3.73,19.11,9.17,15.12,DCC-AQ52
2021-05-08 04:00:00,3.85,17.1,8.87,13.94,DCC-AQ52
2021-05-08 05:00:00,3.45,15.68,7.95,12.45,DCC-AQ52
2021-05-08 06:00:00,2.73,12.05,6.26,9.86,DCC-AQ52
2021-05-08 07:00:00,2.79,13.32,6.73,10.78,DCC-AQ52
2021-05-08 08:00:00,3.0,18.29,7.89,13.13,DCC-AQ52
2021-05-08 09:00:00,1.53,10.1,3.57,5.65,DCC-AQ52
2021-05-08 10:00:00,1.32,9.28,3.05,4.76,DCC-AQ52
2021-05-08 11:00:00,1.21,2.95,1.82,2.37,DCC-AQ52
2021-05-08 12:00:00,1.38,3.69,2.06,2.52,DCC-AQ52
2021-05-08 13:00:00,1.24,4.24,2.04,2.56,DCC-AQ52
2021-05-08 14:00:00,2.17,5.91,3.59,4.81,DCC-AQ52
2021-05-08 15:00:00,2.73,13.48,6.13,9.37,DCC-AQ52
2021-05-08 16:00:00,2.81,10.84,5.99,8.63,DCC-AQ52
2021-05-08 17:00:00,3.17,11.52,6.36,9.12,DCC-AQ52
2021-05-08 18:00:00,3.33,11.59,6.67,9.63,DCC-AQ52
2021-05-08 19:00:00,3.5,12.11,7.19,10.49,DCC-AQ52
2021-05-08 20:00:00,4.27,13.34,8.37,11.96,DCC-AQ52
2021-05-08 21:00:00,5.42,18.71,11.0,15.85,DCC-AQ52
2021-05-08 22:00:00,4.88,17.85,10.15,15.02,DCC-AQ52
2021-05-08 23:00:00,4.43,16.13,9.1,13.29,DCC-AQ52
2021-05-09 00:00:00,4.63,16.47,9.79,14.29,DCC-AQ52
2021-05-09 01:00:00,4.5,16.28,9.77,14.31,DCC-AQ52
2021-05-09 02:00:00,4.65,16.26,9.92,14.39,DCC-AQ52
2021-05-09 03:00:00,5.72,19.65,12.18,17.51,DCC-AQ52
2021-05-09 04:00:00,5.47,19.22,11.73,17.11,DCC-AQ52
2021-05-09 05:00:00,5.28,17.85,11.15,15.97,DCC-AQ52
2021-05-09 06:00:00,4.59,15.78,9.63,13.73,DCC-AQ52
2021-05-09 07:00:00,4.24,14.35,8.69,12.18,DCC-AQ52
2021-05-09 08:00:00,3.53,12.05,7.21,10.23,DCC-AQ52
2021-05-09 09:00:00,3.8,14.18,8.01,11.57,DCC-AQ52
2021-05-09 10:00:00,3.64,13.77,7.82,11.39,DCC-AQ52
2021-05-09 11:00:00,6.36,24.29,13.65,19.74,DCC-AQ52
2021-05-09 12:00:00,8.24,29.13,17.28,24.75,DCC-AQ52
2021-05-09 13:00:00,7.02,23.22,14.31,20.13,DCC-AQ52
2021-05-09 14:00:00,5.28,17.46,10.72,15.0,DCC-AQ52
2021-05-09 15:00:00,5.56,20.14,11.38,15.94,DCC-AQ52
2021-05-09 16:00:00,3.43,13.25,7.14,10.12,DCC-AQ52
2021-05-09 17:00:00,3.89,14.55,8.06,11.41,DCC-AQ52
2021-05-09 18:00:00,5.8,20.81,11.9,16.8,DCC-AQ52
2021-05-09 19:00:00,3.86,14.87,8.07,11.58,DCC-AQ52
2021-05-09 20:00:00,3.74,12.51,7.54,10.72,DCC-AQ52
2021-05-09 21:00:00,3.21,11.1,6.7,9.59,DCC-AQ52
2021-05-09 22:00:00,3.19,12.26,6.85,10.13,DCC-AQ52
2021-05-09 23:00:00,4.02,16.35,8.78,12.96,DCC-AQ52
2021-05-10 00:00:00,3.63,16.03,8.12,12.18,DCC-AQ52
2021-05-10 01:00:00,2.37,8.79,4.8,6.72,DCC-AQ52
2021-05-10 02:00:00,2.8,10.01,5.96,8.71,DCC-AQ52
2021-05-10 03:00:00,2.07,8.05,4.43,6.39,DCC-AQ52
2021-05-10 04:00:00,1.86,8.49,4.21,6.38,DCC-AQ52
2021-05-10 05:00:00,1.28,4.48,2.54,3.59,DCC-AQ52
2021-05-10 06:00:00,2.33,9.32,5.09,7.48,DCC-AQ52
2021-05-10 07:00:00,2.08,8.96,4.52,6.81,DCC-AQ52
2021-05-10 08:00:00,1.35,11.13,3.65,5.88,DCC-AQ52
2021-05-10 09:00:00,1.29,9.63,3.38,5.29,DCC-AQ52
2021-05-10 10:00:00,1.91,9.15,4.26,6.27,DCC-AQ52
2021-05-10 11:00:00,1.73,11.07,4.23,6.53,DCC-AQ52
2021-05-10 12:00:00,1.97,10.81,4.63,7.08,DCC-AQ52
2021-05-10 13:00:00,2.33,16.95,6.31,10.4,DCC-AQ52
2021-05-10 14:00:00,2.24,13.49,5.6,8.92,DCC-AQ52
2021-05-10 15:00:00,1.49,9.49,3.59,5.65,DCC-AQ52
2021-05-10 16:00:00,0.93,3.52,1.55,2.1,DCC-AQ52
2021-05-10 17:00:00,1.51,2.47,1.8,2.02,DCC-AQ52
2021-05-10 18:00:00,1.39,4.15,1.8,2.0,DCC-AQ52
2021-05-10 19:00:00,1.27,2.31,1.52,1.67,DCC-AQ52
2021-05-10 20:00:00,1.7,4.11,2.51,3.17,DCC-AQ52
2021-05-10 21:00:00,2.03,6.85,3.8,5.28,DCC-AQ52
2021-05-10 22:00:00,1.97,7.12,3.99,5.76,DCC-AQ52
2021-05-10 23:00:00,2.21,8.84,4.67,6.94,DCC-AQ52
2021-05-11 00:00:00,2.25,9.98,5.19,8.15,DCC-AQ52
2021-05-11 01:00:00,2.9,13.01,6.38,9.85,DCC-AQ52
2021-05-11 02:00:00,2.81,13.76,6.42,10.02,DCC-AQ52
2021-05-11 03:00:00,3.3,17.02,7.74,12.13,DCC-AQ52
2021-05-11 04:00:00,3.64,16.7,8.2,12.74,DCC-AQ52
2021-05-11 05:00:00,3.6,15.72,7.83,11.9,DCC-AQ52
2021-05-11 06:00:00,3.29,15.19,7.42,11.53,DCC-AQ52
2021-05-11 07:00:00,3.61,16.92,8.02,12.3,DCC-AQ52
2021-05-11 08:00:00,2.93,14.05,6.45,9.78,DCC-AQ52
2021-05-11 09:00:00,3.21,16.37,7.43,11.5,DCC-AQ52
2021-05-11 10:00:00,3.65,16.93,8.39,13.09,DCC-AQ52
2021-05-11 11:00:00,3.6,15.88,8.18,12.68,DCC-AQ52
2021-05-11 12:00:00,3.41,15.22,7.68,11.88,DCC-AQ52
2021-05-11 13:00:00,3.47,14.78,7.69,11.68,DCC-AQ52
2021-05-11 14:00:00,3.19,12.84,6.89,10.28,DCC-AQ52
2021-05-11 15:00:00,2.94,12.34,6.45,9.63,DCC-AQ52
2021-05-11 16:00:00,2.82,10.77,5.98,8.95,DCC-AQ52
2021-05-11 17:00:00,2.76,10.77,5.98,8.91,DCC-AQ52
2021-05-11 18:00:00,2.62,10.64,5.68,8.5,DCC-AQ52
2021-05-11 19:00:00,2.49,9.6,5.39,8.13,DCC-AQ52
2021-05-11 20:00:00,2.42,9.69,5.16,7.62,DCC-AQ52
2021-05-11 21:00:00,2.62,9.97,5.46,8.04,DCC-AQ52
2021-05-11 22:00:00,3.28,10.84,6.36,9.26,DCC-AQ52
2021-05-11 23:00:00,3.2,10.67,6.21,8.86,DCC-AQ52
2021-05-12 00:00:00,3.16,10.3,5.89,8.2,DCC-AQ52
2021-05-12 01:00:00,2.87,8.24,5.06,6.87,DCC-AQ52
2021-05-12 02:00:00,2.85,8.1,5.02,6.81,DCC-AQ52
2021-05-12 03:00:00,2.7,7.76,4.71,6.36,DCC-AQ52
2021-05-12 04:00:00,2.46,5.62,3.88,4.94,DCC-AQ52
2021-05-12 05:00:00,1.73,5.7,3.16,4.42,DCC-AQ52
2021-05-12 06:00:00,1.08,4.5,2.19,3.34,DCC-AQ52
2021-05-12 07:00:00,1.11,8.1,3.06,5.28,DCC-AQ52
2021-05-12 08:00:00,0.99,7.99,2.91,5.07,DCC-AQ52
2021-05-12 09:00:00,0.84,5.35,2.05,3.39,DCC-AQ52
2021-05-12 10:00:00,0.85,3.64,1.68,2.51,DCC-AQ52
2021-05-12 11:00:00,0.78,4.05,1.77,2.88,DCC-AQ52
2021-05-12 12:00:00,0.77,3.25,1.56,2.36,DCC-AQ52
2021-05-12 13:00:00,0.71,2.78,1.37,1.98,DCC-AQ52
2021-05-12 14:00:00,0.55,2.34,1.02,1.41,DCC-AQ52
2021-05-12 15:00:00,0.71,2.42,1.25,1.71,DCC-AQ52
2021-05-12 16:00:00,1.12,6.4,2.43,3.74,DCC-AQ52
2021-05-12 17:00:00,1.83,4.25,2.54,3.23,DCC-AQ52
2021-05-12 18:00:00,2.17,3.84,2.62,3.08,DCC-AQ52
2021-05-12 19:00:00,2.8,4.27,3.32,3.86,DCC-AQ52
2021-05-12 20:00:00,2.82,4.74,3.42,3.96,DCC-AQ52
2021-05-12 21:00:00,3.16,5.29,3.9,4.47,DCC-AQ52
2021-05-12 22:00:00,4.79,6.68,5.5,6.05,DCC-AQ52
2021-05-12 23:00:00,6.21,8.25,6.96,7.51,DCC-AQ52
2021-05-13 00:00:00,8.07,10.46,8.88,9.5,DCC-AQ52
2021-05-13 01:00:00,9.76,11.71,10.51,11.07,DCC-AQ52
2021-05-13 02:00:00,9.94,12.07,10.78,11.43,DCC-AQ52
2021-05-13 03:00:00,7.28,9.23,7.97,8.49,DCC-AQ52
2021-05-13 04:00:00,4.5,6.07,5.08,5.51,DCC-AQ52
2021-05-13 05:00:00,3.75,5.95,4.46,5.0,DCC-AQ52
2021-05-13 06:00:00,3.72,5.94,4.47,5.07,DCC-AQ52
2021-05-13 07:00:00,5.68,8.49,6.62,7.32,DCC-AQ52
2021-05-13 08:00:00,8.09,13.13,9.42,10.58,DCC-AQ52
2021-05-13 09:00:00,7.02,12.27,8.28,9.36,DCC-AQ52
2021-05-13 10:00:00,4.47,7.91,5.34,6.03,DCC-AQ52
2021-05-13 11:00:00,6.07,9.89,6.98,7.75,DCC-AQ52
2021-05-13 12:00:00,4.03,6.57,4.73,5.23,DCC-AQ52
2021-05-13 13:00:00,2.46,5.44,3.58,4.45,DCC-AQ52
2021-05-13 14:00:00,2.53,7.34,4.56,6.15,DCC-AQ52
2021-05-13 15:00:00,2.47,7.62,4.63,6.32,DCC-AQ52
2021-05-13 16:00:00,2.37,6.99,4.23,5.74,DCC-AQ52
2021-05-13 17:00:00,2.16,5.74,3.73,4.98,DCC-AQ52
2021-05-13 18:00:00,1.92,5.55,3.34,4.36,DCC-AQ52
2021-05-13 19:00:00,1.86,4.91,3.26,4.33,DCC-AQ52
2021-05-13 20:00:00,2.04,5.0,3.39,4.39,DCC-AQ52
2021-05-13 21:00:00,1.94,4.3,3.05,3.88,DCC-AQ52
2021-05-13 22:00:00,2.22,4.92,3.47,4.36,DCC-AQ52
2021-05-13 23:00:00,3.4,5.97,4.69,5.52,DCC-AQ52
2021-05-14 00:00:00,7.11,10.85,8.83,9.95,DCC-AQ52
2021-05-14 01:00:00,10.74,13.99,12.53,13.57,DCC-AQ52
2021-05-14 02:00:00,12.32,15.21,13.87,14.68,DCC-AQ52
2021-05-14 03:00:00,7.01,9.4,7.9,8.55,DCC-AQ52
2021-05-14 04:00:00,4.78,6.74,5.35,5.75,DCC-AQ52
2021-05-14 05:00:00,4.7,6.75,5.34,5.84,DCC-AQ52
2021-05-14 06:00:00,5.51,8.2,6.29,6.98,DCC-AQ52
2021-05-14 07:00:00,7.66,12.1,8.67,9.5,DCC-AQ52
2021-05-14 08:00:00,8.15,12.05,9.08,9.88,DCC-AQ52
2021-05-14 09:00:00,9.59,13.6,10.58,11.27,DCC-AQ52
2021-05-14 10:00:00,9.71,15.92,11.04,12.15,DCC-AQ52
2021-05-14 11:00:00,10.43,15.58,11.67,12.77,DCC-AQ52
2021-05-14 12:00:00,11.57,16.41,12.83,13.76,DCC-AQ52
2021-05-14 13:00:00,5.95,8.48,6.97,7.67,DCC-AQ52
2021-05-14 14:00:00,3.5,6.37,4.49,5.21,DCC-AQ52
2021-05-14 15:00:00,3.88,8.46,5.25,6.26,DCC-AQ52
2021-05-14 16:00:00,5.48,9.21,6.9,8.01,DCC-AQ52
2021-05-14 17:00:00,3.51,8.43,5.47,7.15,DCC-AQ52
2021-05-14 18:00:00,3.11,8.06,5.24,6.99,DCC-AQ52
2021-05-14 19:00:00,3.1,8.2,5.07,6.76,DCC-AQ52
2021-05-14 20:00:00,3.42,7.89,5.17,6.7,DCC-AQ52
2021-05-14 21:00:00,4.12,7.99,5.66,6.95,DCC-AQ52
2021-05-14 22:00:00,4.59,8.7,6.18,7.59,DCC-AQ52
2021-05-14 23:00:00,2.95,6.9,4.42,5.71,DCC-AQ52
2021-05-15 00:00:00,2.5,6.85,4.09,5.52,DCC-AQ52
2021-05-15 01:00:00,2.01,5.68,3.49,4.79,DCC-AQ52
2021-05-15 02:00:00,0.96,3.39,1.71,2.48,DCC-AQ52
2021-05-15 03:00:00,0.59,2.3,1.07,1.54,DCC-AQ52
2021-05-15 04:00:00,0.64,2.38,1.28,1.9,DCC-AQ52
2021-05-15 05:00:00,0.9,2.69,1.63,2.35,DCC-AQ52
2021-05-15 06:00:00,0.93,3.12,1.71,2.44,DCC-AQ52
2021-05-15 07:00:00,1.4,4.14,2.39,3.32,DCC-AQ52
2021-05-15 08:00:00,1.38,4.92,2.57,3.69,DCC-AQ52
2021-05-15 09:00:00,1.35,5.04,2.64,3.94,DCC-AQ52
2021-05-15 10:00:00,1.42,5.82,2.89,4.36,DCC-AQ52
2021-05-15 11:00:00,1.47,6.87,3.19,5.04,DCC-AQ52
2021-05-15 12:00:00,1.64,8.73,3.6,5.48,DCC-AQ52
2021-05-15 13:00:00,1.81,8.82,3.98,6.05,DCC-AQ52
2021-05-15 14:00:00,2.68,13.01,6.1,9.22,DCC-AQ52
2021-05-15 15:00:00,3.55,16.4,8.11,12.18,DCC-AQ52
2021-05-15 16:00:00,3.47,13.01,7.18,10.37,DCC-AQ52
2021-05-15 17:00:00,1.57,2.6,1.94,2.25,DCC-AQ52
2021-05-15 18:00:00,1.54,2.49,1.85,2.11,DCC-AQ52
2021-05-15 19:00:00,3.35,12.2,6.73,9.52,DCC-AQ52
2021-05-15 20:00:00,3.61,12.01,7.16,10.03,DCC-AQ52
2021-05-15 21:00:00,1.86,6.05,3.33,4.56,DCC-AQ52
2021-05-15 22:00:00,0.86,4.2,1.9,3.0,DCC-AQ52
2021-05-30 22:00:00,12.97,16.58,14.04,15.09,DCC-AQ52
2021-05-30 23:00:00,14.85,18.53,15.97,16.97,DCC-AQ52
2021-05-31 00:00:00,13.7,16.84,14.67,15.57,DCC-AQ52
2021-05-31 01:00:00,11.96,15.3,12.91,13.85,DCC-AQ52
2021-05-31 02:00:00,13.12,16.25,14.09,15.07,DCC-AQ52
