datetime,date,hour,avgtempC,maxtempC,mintempC,sunHour,uvIndex,humidity,winddirDegree,windspeedKmph,cloudcover,precipMM,pressure,latitude,longitude
2021-05-01 00:00:00,2021-05-01,00:00,6,8,3,13.0,3,80,305,9,5,0.0,1017,53.333,-6.249
2021-05-01 01:00:00,2021-05-01,01:00,6,8,3,13.0,3,82,306,10,15,0.0,1017,53.333,-6.249
2021-05-01 02:00:00,2021-05-01,02:00,6,8,3,13.0,3,83,306,11,25,0.0,1017,53.333,-6.249
2021-05-01 03:00:00,2021-05-01,03:00,6,8,3,13.0,3,85,307,12,35,0.0,1017,53.333,-6.249
2021-05-01 04:00:00,2021-05-01,04:00,6,8,3,13.0,3,84,308,12,41,0.0,1017,53.333,-6.249
2021-05-01 05:00:00,2021-05-01,05:00,6,8,3,13.0,3,84,310,13,46,0.0,1017,53.333,-6.249
2021-05-01 06:00:00,2021-05-01,06:00,6,8,3,13.0,3,83,312,13,52,0.0,1017,53.333,-6.249
2021-05-01 07:00:00,2021-05-01,07:00,6,8,3,13.0,3,80,208,13,62,0.0,1017,53.333,-6.249
2021-05-01 08:00:00,2021-05-01,08:00,6,8,3,13.0,3,77,104,14,73,0.0,1017,53.333,-6.249
2021-05-01 09:00:00,2021-05-01,09:00,6,8,3,13.0,3,74,0,14,83,0.0,1018,53.333,-6.249
2021-05-01 10:00:00,2021-05-01,10:00,6,8,3,13.0,3,75,13,9,61,0.1,1017,53.333,-6.249
2021-05-01 11:00:00,2021-05-01,11:00,6,8,3,13.0,3,76,26,12,74,0.2,1017,53.333,-6.249
2021-05-01 12:00:00,2021-05-01,12:00,6,8,3,13.0,3,77,40,11,72,0.1,1017,53.333,-6.249
2021-05-01 13:00:00,2021-05-01,13:00,6,8,3,13.0,3,75,44,10,41,0.0,1017,53.333,-6.249
2021-05-01 14:00:00,2021-05-01,14:00,6,8,3,13.0,3,73,48,10,64,0.0,1017,53.333,-6.249
2021-05-01 15:00:00,2021-05-01,15:00,6,8,3,13.0,3,71,52,9,88,0.0,1017,53.333,-6.249
2021-05-01 16:00:00,2021-05-01,16:00,6,8,3,13.0,3,71,56,8,74,0.0,1017,53.333,-6.249
2021-05-01 17:00:00,2021-05-01,17:00,6,8,3,13.0,3,72,61,7,60,0.0,1017,53.333,-6.249
2021-05-01 18:00:00,2021-05-01,18:00,6,8,3,13.0,3,73,65,6,46,0.0,1017,53.333,-6.249
2021-05-01 19:00:00,2021-05-01,19:00,6,8,3,13.0,3,76,106,6,73,0.1,1017,53.333,-6.249
