datetime,date,hour,avgtempC,maxtempC,mintempC,sunHour,uvIndex,humidity,winddirDegree,windspeedKmph,cloudcover,precipMM,pressure,latitude,longitude
2021-09-01 00:00:00,2021-09-01,00:00,14,17,12,14.0,4,89,27,7,2,0.0,1034,53.333,-6.249
2021-09-01 01:00:00,2021-09-01,01:00,14,17,12,14.0,4,90,21,7,5,0.0,1034,53.333,-6.249
2021-09-01 02:00:00,2021-09-01,02:00,14,17,12,14.0,4,91,15,7,7,0.0,1034,53.333,-6.249
2021-09-01 03:00:00,2021-09-01,03:00,14,17,12,14.0,4,92,9,7,9,0.0,1034,53.333,-6.249
2021-09-01 04:00:00,2021-09-01,04:00,14,17,12,14.0,4,93,124,7,13,0.0,1034,53.333,-6.249
2021-09-01 05:00:00,2021-09-01,05:00,14,17,12,14.0,4,93,239,7,17,0.0,1033,53.333,-6.249
2021-09-01 06:00:00,2021-09-01,06:00,14,17,12,14.0,4,94,354,11,21,0.0,1033,53.333,-6.249
2021-09-01 07:00:00,2021-09-01,07:00,14,17,12,14.0,4,91,248,8,16,0.0,1034,53.333,-6.249
2021-09-01 08:00:00,2021-09-01,08:00,14,17,12,14.0,4,89,141,13,12,0.0,1034,53.333,-6.249
2021-09-01 09:00:00,2021-09-01,09:00,14,17,12,14.0,4,86,35,11,8,0.0,1034,53.333,-6.249
2021-09-01 10:00:00,2021-09-01,10:00,14,17,12,14.0,4,85,35,11,8,0.0,1034,53.333,-6.249
2021-09-01 11:00:00,2021-09-01,11:00,14,17,12,14.0,4,84,34,12,8,0.0,1034,53.333,-6.249
2021-09-01 12:00:00,2021-09-01,12:00,14,17,12,14.0,4,82,34,12,8,0.0,1034,53.333,-6.249
2021-09-01 13:00:00,2021-09-01,13:00,14,17,12,14.0,4,83,33,11,5,0.0,1033,53.333,-6.249
2021-09-01 14:00:00,2021-09-01,14:00,14,17,12,14.0,4,83,32,10,3,0.0,1033,53.333,-6.249
2021-09-01 15:00:00,2021-09-01,15:00,14,17,12,14.0,4,83,30,10,0,0.0,1033,53.333,-6.249
2021-09-01 16:00:00,2021-09-01,16:00,14,17,12,14.0,4,84,22,9,0,0.0,1033,53.333,-6.249
2021-09-01 17:00:00,2021-09-01,17:00,14,17,12,14.0,4,85,14,12,0,0.0,1032,53.333,-6.249
2021-09-01 18:00:00,2021-09-01,18:00,14,17,12,14.0,4,86,6,7,0,0.0,1032,53.333,-6.249
2021-09-01 19:00:00,2021-09-01,19:00,14,17,12,14.0,4,87,6,7,0,0.0,1032,53.333,-6.249
2021-09-01 20:00:00,2021-09-01,20:00,14,17,12,14.0,4,88,6,6,0,0.0,1032,53.333,-6.249
2021-09-01 21:00:00,2021-09-01,21:00,14,17,12,14.0,4,90,6,6,0,0.0,1032,53.333,-6.249
2021-09-01 22:00:00,2021-09-01,22:00,14,17,12,14.0,4,90,5,6,1,0.0,1032,53.333,-6.249
2021-09-01 23:00:00,2021-09-01,23:00,14,17,12,14.0,4,91,5,6,1,0.0,1032,53.333,-6.249
2021-09-02 00:00:00,2021-09-02,00:00,14,17,12,14.0,4,91,4,5,2,0.0,1032,53.333,-6.249
2021-09-02 01:00:00,2021-09-02,01:00,14,17,12,14.0,4,92,118,6,3,0.0,1032,53.333,-6.249
2021-09-02 02:00:00,2021-09-02,02:00,14,17,12,14.0,4,93,232,6,4,0.0,1032,53.333,-6.249
2021-09-02 03:00:00,2021-09-02,03:00,14,17,12,14.0,4,93,346,6,6,0.0,1031,53.333,-6.249
2021-09-02 04:00:00,2021-09-02,04:00,14,17,12,14.0,4,93,236,6,5,0.0,1031,53.333,-6.249
2021-09-02 05:00:00,2021-09-02,05:00,14,17,12,14.0,4,93,126,7,4,0.0,1031,53.333,-6.249
2021-09-02 06:00:00,2021-09-02,06:00,14,17,12,14.0,4,93,16,8,3,0.0,1031,53.333,-6.249
2021-09-02 07:00:00,2021-09-02,07:00,14,17,12,14.0,4,90,28,8,3,0.0,1031,53.333,-6.249
2021-09-02 08:00:00,2021-09-02,08:00,14,17,12,14.0,4,87,40,9,4,0.0,1031,53.333,-6.249
2021-09-02 09:00:00,2021-09-02,09:00,14,17,12,14.0,4,84,52,10,4,0.0,1031,53.333,-6.249
2021-09-02 10:00:00,2021-09-02,10:00,14,17,12,14.0,4,83,51,11,3,0.0,1031,53.333,-6.249
2021-09-02 11:00:00,2021-09-02,11:00,14,17,12,14.0,4,81,51,11,1,0.0,1031,53.333,-6.249
2021-09-02 12:00:00,2021-09-02,12:00,14,17,12,14.0,4,80,50,12,0,0.0,1030,53.333,-6.249
2021-09-02 13:00:00,2021-09-02,13:00,14,17,12,14.0,4,80,51,12,0,0.0,1030,53.333,-6.249
2021-09-02 14:00:00,2021-09-02,14:00,14,17,12,14.0,4,79,52,12,0,0.0,1030,53.333,-6.249
2021-09-02 15:00:00,2021-09-02,15:00,14,17,12,14.0,4,79,53,12,0,0.0,1029,53.333,-6.249
2021-09-02 16:00:00,2021-09-02,16:00,14,17,12,14.0,4,81,48,10,1,0.0,1029,53.333,-6.249
2021-09-02 17:00:00,2021-09-02,17:00,14,17,12,14.0,4,84,44,8,1,0.0,1028,53.333,-6.249
2021-09-02 18:00:00,2021-09-02,18:00,14,17,12,14.0,4,86,39,6,2,0.0,1028,53.333,-6.249
2021-09-02 19:00:00,2021-09-02,19:00,14,17,12,14.0,4,87,38,5,1,0.0,1028,53.333,-6.249
2021-09-02 20:00:00,2021-09-02,20:00,14,17,12,14.0,4,87,38,3,1,0.0,1028,53.333,-6.249
2021-09-02 21:00:00,2021-09-02,21:00,14,17,12,14.0,4,88,37,2,0,0.0,1028,53.333,-6.249
