datetime,pm10,pm2_5,serial_number
2022-08-24 23:00:00,12.25,6.27,0110-000141-000000
2022-08-25 00:00:00,11.86,5.1,0110-000141-000000
2022-08-25 01:00:00,12.56,5.85,0110-000141-000000
2022-08-25 02:00:00,11.66,5.51,0110-000141-000000
2022-08-25 03:00:00,11.81,5.63,0110-000141-000000
2022-08-25 04:00:00,12.44,5.77,0110-000141-000000
2022-08-25 05:00:00,13.72,5.82,0110-000141-000000
2022-08-25 06:00:00,12.69,5.47,0110-000141-000000
2022-08-25 07:00:00,12.53,5.04,0110-000141-000000
2022-08-25 08:00:00,13.49,4.92,0110-000141-000000
2022-08-25 09:00:00,13.24,5.84,0110-000141-000000
2022-08-25 10:00:00,14.62,6.27,0110-000141-000000
2022-08-25 11:00:00,11.12,4.53,0110-000141-000000
2022-08-25 12:00:00,9.96,4.07,0110-000141-000000
2022-08-25 13:00:00,12.52,5.16,0110-000141-000000
2022-08-25 14:00:00,11.2,3.97,0110-000141-000000
2022-08-25 15:00:00,11.73,3.83,0110-000141-000000
2022-08-25 16:00:00,12.17,4.36,0110-000141-000000
2022-08-25 17:00:00,12.48,4.54,0110-000141-000000
2022-08-25 18:00:00,22.31,7.56,0110-000141-000000
2022-08-25 19:00:00,9.1,4.34,0110-000141-000000
2022-08-25 20:00:00,9.77,4.94,0110-000141-000000
2022-08-25 21:00:00,9.85,4.76,0110-000141-000000
2022-08-25 22:00:00,8.43,4.28,0110-000141-000000
2022-08-25 23:00:00,8.79,4.1,0110-000141-000000
2022-08-26 00:00:00,7.37,3.59,0110-000141-000000
2022-08-26 01:00:00,5.72,2.83,0110-000141-000000
2022-08-26 02:00:00,4.02,2.16,0110-000141-000000
2022-08-26 03:00:00,3.85,1.92,0110-000141-000000
2022-08-26 04:00:00,3.21,1.75,0110-000141-000000
2022-08-26 05:00:00,1.86,0.82,0110-000141-000000
2022-08-26 06:00:00,2.42,0.96,0110-000141-000000
2022-08-26 07:00:00,3.75,1.14,0110-000141-000000
2022-08-26 08:00:00,3.07,1.17,0110-000141-000000
2022-08-26 09:00:00,4.01,1.36,0110-000141-000000
2022-08-26 10:00:00,5.95,1.93,0110-000141-000000
2022-08-26 11:00:00,8.94,2.25,0110-000141-000000
2022-08-26 12:00:00,6.38,1.73,0110-000141-000000
2022-08-26 13:00:00,6.45,1.95,0110-000141-000000
2022-08-26 14:00:00,33.01,7.61,0110-000141-000000
2022-08-26 15:00:00,11.57,2.98,0110-000141-000000
2022-08-26 16:00:00,8.56,2.79,0110-000141-000000
2022-08-26 17:00:00,7.78,3.16,0110-000141-000000
2022-08-26 18:00:00,8.17,4.04,0110-000141-000000
2022-08-26 19:00:00,8.36,4.56,0110-000141-000000
2022-08-26 20:00:00,7.5,3.64,0110-000141-000000
2022-08-26 21:00:00,9.05,4.59,0110-000141-000000
2022-08-26 22:00:00,9.07,5.16,0110-000141-000000
2022-08-26 23:00:00,18.03,9.03,0110-000141-000000
2022-08-27 00:00:00,12.14,7.07,0110-000141-000000
2022-08-27 01:00:00,9.51,5.95,0110-000141-000000
2022-08-27 02:00:00,11.72,7.34,0110-000141-000000
2022-08-27 03:00:00,9.68,6.12,0110-000141-000000
2022-08-27 04:00:00,8.2,5.24,0110-000141-000000
2022-08-27 05:00:00,7.58,4.75,0110-000141-000000
2022-08-27 06:00:00,7.27,4.35,0110-000141-000000
2022-08-27 07:00:00,9.35,5.09,0110-000141-000000
2022-08-27 08:00:00,10.87,5.57,0110-000141-000000
2022-08-27 09:00:00,11.27,5.41,0110-000141-000000
2022-08-27 10:00:00,9.42,4.36,0110-000141-000000
2022-08-27 11:00:00,13.81,4.5,0110-000141-000000
2022-08-27 12:00:00,12.79,4.05,0110-000141-000000
2022-08-27 13:00:00,9.15,3.43,0110-000141-000000
2022-08-27 14:00:00,7.34,3.01,0110-000141-000000
2022-08-27 15:00:00,6.74,2.7,0110-000141-000000
2022-08-27 16:00:00,6.9,2.89,0110-000141-000000
2022-08-27 17:00:00,6.87,2.97,0110-000141-000000
2022-08-27 18:00:00,6.78,2.94,0110-000141-000000
2022-08-27 19:00:00,6.12,2.81,0110-000141-000000
2022-08-27 20:00:00,7.42,4.21,0110-000141-000000
2022-08-27 21:00:00,7.6,4.36,0110-000141-000000
2022-08-27 22:00:00,9.09,4.94,0110-000141-000000
2022-08-27 23:00:00,5.89,3.64,0110-000141-000000
2022-08-28 00:00:00,5.26,2.85,0110-000141-000000
2022-08-28 01:00:00,4.74,3.04,0110-000141-000000
2022-08-28 02:00:00,4.56,2.76,0110-000141-000000
2022-08-28 03:00:00,3.94,2.72,0110-000141-000000
2022-08-28 04:00:00,3.85,2.7,0110-000141-000000
2022-08-28 05:00:00,3.71,2.53,0110-000141-000000
2022-08-28 06:00:00,3.93,2.55,0110-000141-000000
2022-08-28 07:00:00,6.81,3.72,0110-000141-000000
2022-08-28 08:00:00,15.4,5.6,0110-000141-000000
2022-08-28 09:00:00,6.14,3.12,0110-000141-000000
2022-08-28 10:00:00,4.63,2.66,0110-000141-000000
2022-08-28 11:00:00,5.56,2.6,0110-000141-000000
2022-08-28 12:00:00,6.11,2.6,0110-000141-000000
2022-08-28 13:00:00,5.97,2.65,0110-000141-000000
2022-08-28 14:00:00,5.8,2.52,0110-000141-000000
2022-08-28 15:00:00,6.46,2.7,0110-000141-000000
2022-08-28 16:00:00,5.69,2.53,0110-000141-000000
2022-08-28 17:00:00,5.76,2.58,0110-000141-000000
2022-08-28 18:00:00,5.91,2.93,0110-000141-000000
2022-08-28 19:00:00,6.83,3.33,0110-000141-000000
2022-08-28 20:00:00,8.05,5.07,0110-000141-000000
2022-08-28 21:00:00,10.23,6.76,0110-000141-000000
2022-08-28 22:00:00,6.87,4.75,0110-000141-000000
2022-08-28 23:00:00,7.28,4.8,0110-000141-000000
2022-08-29 00:00:00,9.27,6.66,0110-000141-000000
2022-08-29 01:00:00,8.68,6.26,0110-000141-000000
2022-08-29 02:00:00,8.22,6.34,0110-000141-000000
2022-08-29 03:00:00,8.72,6.36,0110-000141-000000
2022-08-29 04:00:00,9.35,6.33,0110-000141-000000
2022-08-29 05:00:00,8.89,5.96,0110-000141-000000
2022-08-29 06:00:00,15.92,8.8,0110-000141-000000
2022-08-29 07:00:00,29.54,14.15,0110-000141-000000
2022-08-29 08:00:00,29.92,12.66,0110-000141-000000
2022-08-29 09:00:00,30.42,13.27,0110-000141-000000
2022-08-29 10:00:00,23.71,11.49,0110-000141-000000
2022-08-29 11:00:00,25.53,10.63,0110-000141-000000
2022-08-29 12:00:00,23.85,10.68,0110-000141-000000
2022-08-29 13:00:00,28.43,11.5,0110-000141-000000
2022-08-29 14:00:00,45.07,14.24,0110-000141-000000
2022-08-29 15:00:00,37.54,12.13,0110-000141-000000
2022-08-29 16:00:00,35.17,13.65,0110-000141-000000
2022-08-29 17:00:00,24.18,11.44,0110-000141-000000
2022-08-29 18:00:00,19.13,7.09,0110-000141-000000
2022-08-29 19:00:00,12.54,4.98,0110-000141-000000
2022-08-29 20:00:00,11.34,4.72,0110-000141-000000
2022-08-29 21:00:00,10.02,4.35,0110-000141-000000
2022-08-29 22:00:00,9.33,4.13,0110-000141-000000
2022-08-29 23:00:00,10.05,4.13,0110-000141-000000
2022-08-30 00:00:00,8.55,3.91,0110-000141-000000
2022-08-30 01:00:00,9.27,4.19,0110-000141-000000
2022-08-30 02:00:00,10.22,4.58,0110-000141-000000
2022-08-30 03:00:00,9.71,4.77,0110-000141-000000
2022-08-30 04:00:00,8.67,4.46,0110-000141-000000
2022-08-30 05:00:00,8.09,4.07,0110-000141-000000
2022-08-30 06:00:00,9.42,4.1,0110-000141-000000
2022-08-30 07:00:00,15.25,5.07,0110-000141-000000
2022-08-30 08:00:00,23.21,4.99,0110-000141-000000
2022-08-30 09:00:00,22.84,4.41,0110-000141-000000
2022-08-30 10:00:00,11.98,2.56,0110-000141-000000
2022-08-30 11:00:00,16.61,3.71,0110-000141-000000
2022-08-30 12:00:00,14.04,3.55,0110-000141-000000
2022-08-30 13:00:00,16.99,3.84,0110-000141-000000
2022-08-30 14:00:00,18.12,3.83,0110-000141-000000
2022-08-30 15:00:00,20.56,4.29,0110-000141-000000
2022-08-30 16:00:00,21.85,4.55,0110-000141-000000
2022-08-30 17:00:00,17.63,4.1,0110-000141-000000
2022-08-30 18:00:00,10.7,3.53,0110-000141-000000
2022-08-30 19:00:00,8.12,3.33,0110-000141-000000
2022-08-30 20:00:00,8.0,3.47,0110-000141-000000
2022-08-30 21:00:00,7.79,3.65,0110-000141-000000
2022-08-30 22:00:00,6.87,3.13,0110-000141-000000
