datetime,no2,pm1,pm10,pm2_5,pm4,so2,serial_number
2021-08-05 17:00:00,23.49,1.8,4.24,2.49,3.19,0.23,DCC-AQ17
2021-08-05 18:00:00,25.52,1.4,6.57,2.53,3.67,0.55,DCC-AQ17
2021-08-05 19:00:00,15.94,1.4,6.48,2.74,4.09,0.49,DCC-AQ17
2021-08-05 20:00:00,13.72,2.46,8.06,4.44,6.19,0.39,DCC-AQ17
2021-08-05 21:00:00,26.3,3.84,6.91,5.09,6.06,0.41,DCC-AQ17
2021-08-05 22:00:00,18.24,3.24,6.25,4.12,4.97,0.42,DCC-AQ17
2021-08-05 23:00:00,10.33,2.45,5.9,3.19,4.0,0.33,DCC-AQ17
2021-08-06 00:00:00,5.69,2.09,5.55,2.87,3.87,0.27,DCC-AQ17
2021-08-06 01:00:00,6.58,2.44,6.34,3.27,4.3,0.46,DCC-AQ17
2021-08-06 02:00:00,6.29,2.93,6.43,3.73,4.82,0.26,DCC-AQ17
2021-08-06 03:00:00,5.12,3.02,6.44,3.73,4.58,0.18,DCC-AQ17
2021-08-06 04:00:00,3.62,1.45,4.3,2.21,3.23,0.28,DCC-AQ17
2021-08-06 05:00:00,7.06,0.85,3.51,1.49,2.22,0.25,DCC-AQ17
2021-08-06 06:00:00,13.05,0.69,2.49,1.12,1.61,0.41,DCC-AQ17
2021-08-06 07:00:00,13.46,1.42,4.3,2.24,3.0,0.48,DCC-AQ17
2021-08-06 08:00:00,14.77,2.35,8.67,3.96,5.42,0.24,DCC-AQ17
2021-08-06 09:00:00,14.78,2.44,10.0,4.24,5.96,0.23,DCC-AQ17
2021-08-06 10:00:00,13.03,2.93,12.32,4.86,6.35,0.42,DCC-AQ17
2021-08-06 11:00:00,10.88,2.21,8.95,3.65,4.96,0.5,DCC-AQ17
2021-08-06 12:00:00,7.16,1.29,5.62,2.08,2.72,0.34,DCC-AQ17
2021-08-06 13:00:00,7.86,1.58,8.22,2.78,3.72,0.8,DCC-AQ17
2021-08-06 14:00:00,6.47,2.16,8.1,3.47,4.51,0.34,DCC-AQ17
2021-08-06 15:00:00,5.8,2.16,6.95,3.31,4.26,0.49,DCC-AQ17
2021-08-06 16:00:00,5.67,2.19,10.56,3.68,4.83,0.4,DCC-AQ17
2021-08-06 17:00:00,4.9,1.81,5.37,2.71,3.53,0.11,DCC-AQ17
2021-08-06 18:00:00,4.09,1.45,4.83,2.2,2.84,0.18,DCC-AQ17
2021-08-06 19:00:00,3.63,1.11,2.68,1.59,2.08,0.22,DCC-AQ17
2021-08-06 20:00:00,3.61,0.94,2.33,1.3,1.66,0.17,DCC-AQ17
2021-08-06 21:00:00,3.29,0.78,1.79,1.08,1.43,0.2,DCC-AQ17
2021-08-06 22:00:00,3.19,0.61,1.64,0.86,1.13,0.17,DCC-AQ17
2021-08-06 23:00:00,3.89,1.1,2.25,1.41,1.72,0.31,DCC-AQ17
2021-08-07 00:00:00,5.25,2.33,4.83,2.82,3.25,0.29,DCC-AQ17
2021-08-07 01:00:00,7.92,3.94,6.5,4.53,5.15,0.29,DCC-AQ17
2021-08-07 02:00:00,4.79,3.67,7.76,4.64,5.87,0.26,DCC-AQ17
2021-08-07 03:00:00,4.22,4.4,10.35,5.99,7.76,0.31,DCC-AQ17
2021-08-07 04:00:00,4.97,6.28,12.33,8.41,10.37,0.23,DCC-AQ17
2021-08-07 05:00:00,7.85,6.46,10.87,7.84,8.91,0.19,DCC-AQ17
2021-08-07 06:00:00,9.33,6.56,10.76,8.18,9.39,0.28,DCC-AQ17
2021-08-07 07:00:00,12.33,5.96,10.97,7.66,9.0,0.24,DCC-AQ17
2021-08-07 08:00:00,8.88,4.33,8.43,5.59,6.66,0.35,DCC-AQ17
2021-08-07 09:00:00,5.65,3.99,9.66,5.37,6.5,0.58,DCC-AQ17
2021-08-07 10:00:00,7.12,2.32,5.68,3.14,3.77,0.23,DCC-AQ17
2021-08-07 11:00:00,9.33,2.15,4.76,2.77,3.25,0.18,DCC-AQ17
2021-08-07 12:00:00,6.22,2.46,4.39,3.1,3.51,0.3,DCC-AQ17
2021-08-07 13:00:00,6.37,2.27,4.34,2.72,3.05,0.47,DCC-AQ17
2021-08-07 14:00:00,6.85,2.85,5.74,3.55,4.06,0.31,DCC-AQ17
2021-08-07 15:00:00,6.39,3.01,5.88,3.66,4.17,0.31,DCC-AQ17
2021-08-07 16:00:00,6.35,4.46,7.6,5.37,6.03,0.14,DCC-AQ17
2021-08-07 17:00:00,5.55,5.09,8.62,6.3,7.2,0.06,DCC-AQ17
2021-08-07 18:00:00,5.4,5.29,9.19,6.62,7.57,0.24,DCC-AQ17
2021-08-07 19:00:00,5.18,4.63,7.39,5.64,6.37,0.14,DCC-AQ17
2021-08-07 20:00:00,5.01,3.48,6.01,4.24,4.86,0.14,DCC-AQ17
2021-08-07 21:00:00,5.01,2.73,4.44,3.31,3.89,0.12,DCC-AQ17
2021-08-07 22:00:00,4.67,2.64,4.94,3.21,3.75,0.13,DCC-AQ17
2021-08-07 23:00:00,3.8,2.95,4.76,3.54,4.1,0.08,DCC-AQ17
2021-08-08 00:00:00,4.38,2.53,4.33,3.11,3.7,-0.03,DCC-AQ17
2021-08-08 01:00:00,4.41,1.67,3.24,2.13,2.64,0.04,DCC-AQ17
2021-08-08 02:00:00,2.98,1.49,3.14,1.93,2.37,0.12,DCC-AQ17
2021-08-08 03:00:00,3.93,1.04,2.49,1.39,1.77,0.11,DCC-AQ17
2021-08-08 04:00:00,3.11,0.91,2.39,1.31,1.78,0.04,DCC-AQ17
2021-08-08 05:00:00,3.46,0.65,2.06,1.0,1.38,0.12,DCC-AQ17
2021-08-08 06:00:00,4.72,0.88,2.34,1.27,1.73,0.03,DCC-AQ17
2021-08-08 07:00:00,4.67,1.27,2.73,1.71,2.14,-0.03,DCC-AQ17
2021-08-08 08:00:00,5.0,2.48,5.96,3.63,4.64,-0.01,DCC-AQ17
2021-08-08 09:00:00,5.12,3.65,9.08,5.61,7.25,0.09,DCC-AQ17
2021-08-08 10:00:00,4.54,3.36,9.13,5.18,6.73,0.15,DCC-AQ17
2021-08-08 11:00:00,4.32,2.92,7.83,4.39,5.72,0.24,DCC-AQ17
2021-08-08 12:00:00,4.14,2.69,7.81,4.22,5.54,-0.18,DCC-AQ17
2021-08-08 13:00:00,4.8,2.88,7.27,4.26,5.41,-0.01,DCC-AQ17
2021-08-08 14:00:00,4.3,2.72,7.6,4.24,5.57,0.16,DCC-AQ17
2021-08-08 15:00:00,4.04,2.48,6.49,3.78,4.88,-0.04,DCC-AQ17
2021-08-08 16:00:00,3.61,2.11,6.3,3.33,4.42,0.12,DCC-AQ17
2021-08-08 17:00:00,4.08,2.26,6.22,3.5,4.72,-0.01,DCC-AQ17
2021-08-08 18:00:00,5.56,2.89,7.61,4.31,5.59,-0.11,DCC-AQ17
2021-08-08 19:00:00,5.1,2.54,6.61,3.85,5.13,-0.22,DCC-AQ17
2021-08-08 20:00:00,8.94,6.61,12.43,8.28,9.92,-0.2,DCC-AQ17
2021-08-08 21:00:00,6.34,2.4,6.08,3.5,4.55,-0.37,DCC-AQ17
2021-08-08 22:00:00,6.78,2.15,4.98,3.12,4.03,-0.23,DCC-AQ17
2021-08-08 23:00:00,4.39,2.04,5.49,3.06,4.03,-0.27,DCC-AQ17
2021-08-09 00:00:00,3.02,1.93,5.71,3.05,4.18,-0.23,DCC-AQ17
2021-08-09 01:00:00,1.55,1.8,5.24,2.92,4.11,-0.09,DCC-AQ17
2021-08-09 02:00:00,2.02,1.68,4.78,2.7,3.72,-0.19,DCC-AQ17
2021-08-09 03:00:00,2.37,1.55,3.79,2.34,3.15,-0.1,DCC-AQ17
2021-08-09 04:00:00,3.11,1.47,4.16,2.25,3.0,-0.12,DCC-AQ17
2021-08-09 05:00:00,4.87,1.61,4.21,2.39,3.17,-0.12,DCC-AQ17
2021-08-09 06:00:00,10.2,1.8,4.79,2.59,3.31,0.19,DCC-AQ17
2021-08-09 07:00:00,8.63,2.06,6.27,2.99,3.93,0.03,DCC-AQ17
2021-08-09 08:00:00,8.04,1.99,7.35,2.98,3.93,-0.06,DCC-AQ17
2021-08-09 09:00:00,6.58,1.74,6.4,2.66,3.54,-0.02,DCC-AQ17
2021-08-09 10:00:00,5.82,2.17,6.65,3.15,4.1,-0.17,DCC-AQ17
2021-08-09 11:00:00,5.64,2.2,6.56,3.1,3.99,0.05,DCC-AQ17
2021-08-09 12:00:00,5.31,2.19,9.78,3.32,4.21,0.17,DCC-AQ17
2021-08-09 13:00:00,5.4,1.63,5.27,2.28,2.87,-0.05,DCC-AQ17
2021-08-09 14:00:00,6.77,1.43,4.52,2.0,2.51,-0.18,DCC-AQ17
2021-08-09 15:00:00,6.84,1.71,6.3,2.38,2.91,0.16,DCC-AQ17
2021-08-09 16:00:00,6.55,1.78,6.74,2.52,3.06,0.07,DCC-AQ17
2021-08-09 17:00:00,6.9,1.86,5.0,2.37,2.71,-0.26,DCC-AQ17
2021-08-09 18:00:00,7.71,2.49,5.09,3.07,3.59,-0.19,DCC-AQ17
2021-08-09 19:00:00,7.76,2.71,4.74,3.25,3.74,-0.23,DCC-AQ17
2021-08-09 20:00:00,7.84,2.73,6.02,3.44,4.04,-0.21,DCC-AQ17
2021-08-09 21:00:00,10.98,3.2,6.57,4.0,4.72,-0.25,DCC-AQ17
2021-08-09 22:00:00,11.35,3.49,7.93,4.45,5.3,-0.22,DCC-AQ17
2021-08-09 23:00:00,10.99,3.77,8.95,4.86,5.83,-0.2,DCC-AQ17
2021-08-10 00:00:00,9.15,4.08,9.52,5.45,6.73,-0.19,DCC-AQ17
2021-08-10 01:00:00,9.23,3.62,9.54,5.22,6.8,-0.25,DCC-AQ17
2021-08-10 02:00:00,5.1,4.03,9.46,5.71,7.35,-0.28,DCC-AQ17
2021-08-10 03:00:00,3.73,5.63,11.41,7.4,9.06,-0.24,DCC-AQ17
2021-08-10 04:00:00,4.74,6.15,11.71,7.89,9.58,-0.24,DCC-AQ17
2021-08-10 05:00:00,8.25,6.25,12.02,7.92,9.55,-0.16,DCC-AQ17
2021-08-10 06:00:00,14.42,5.79,11.81,7.32,8.75,-0.13,DCC-AQ17
2021-08-10 07:00:00,15.41,4.53,13.66,6.32,7.75,-0.07,DCC-AQ17
2021-08-10 08:00:00,21.8,3.68,16.54,6.14,8.27,0.39,DCC-AQ17
2021-08-10 09:00:00,13.14,3.79,11.03,5.51,6.97,0.12,DCC-AQ17
2021-08-10 10:00:00,10.52,4.59,37.67,8.81,11.79,-0.24,DCC-AQ17
2021-08-10 11:00:00,12.03,4.15,13.02,5.96,7.56,0.12,DCC-AQ17
2021-08-10 12:00:00,20.95,5.06,47.93,11.48,17.68,0.21,DCC-AQ17
2021-08-10 13:00:00,19.43,4.45,39.62,9.65,14.64,0.06,DCC-AQ17
2021-08-10 14:00:00,21.62,4.98,48.99,11.55,17.67,0.18,DCC-AQ17
2021-08-10 15:00:00,25.33,5.01,45.29,11.45,17.76,0.39,DCC-AQ17
2021-08-10 16:00:00,15.42,3.61,14.52,5.63,7.47,0.03,DCC-AQ17
2021-08-10 17:00:00,10.53,4.1,12.28,6.01,7.66,-0.13,DCC-AQ17
2021-08-10 18:00:00,9.25,3.4,6.48,4.35,5.21,-0.26,DCC-AQ17
2021-08-10 19:00:00,6.38,3.45,7.88,4.46,5.28,-0.34,DCC-AQ17
2021-08-10 20:00:00,6.07,3.79,7.29,4.64,5.33,-0.29,DCC-AQ17
2021-08-10 21:00:00,6.78,3.67,7.13,4.49,5.25,-0.3,DCC-AQ17
2021-08-10 22:00:00,7.43,3.54,8.3,4.47,5.29,-0.27,DCC-AQ17
2021-08-10 23:00:00,10.22,3.55,6.78,4.32,5.1,-0.14,DCC-AQ17
2021-08-11 00:00:00,3.07,1.72,3.36,2.13,2.52,-0.26,DCC-AQ17
2021-08-11 01:00:00,1.69,1.16,2.29,1.44,1.7,-0.3,DCC-AQ17
2021-08-11 02:00:00,2.03,1.93,3.72,2.44,2.9,-0.22,DCC-AQ17
2021-08-11 03:00:00,3.46,3.21,8.32,4.43,5.46,-0.11,DCC-AQ17
2021-08-11 04:00:00,5.28,3.48,13.42,5.54,7.47,-0.17,DCC-AQ17
2021-08-11 05:00:00,11.12,2.29,20.78,4.96,7.46,0.03,DCC-AQ17
2021-08-11 06:00:00,21.9,1.71,28.4,5.42,8.88,0.22,DCC-AQ17
2021-08-11 07:00:00,22.34,1.88,42.52,7.56,13.27,0.39,DCC-AQ17
2021-08-11 08:00:00,11.84,1.26,6.57,2.09,2.79,-0.04,DCC-AQ17
2021-08-11 09:00:00,14.38,1.49,11.3,2.72,3.73,0.05,DCC-AQ17
2021-08-11 10:00:00,10.55,1.53,10.08,2.62,3.52,0.02,DCC-AQ17
2021-08-11 11:00:00,15.9,0.89,3.65,1.45,2.16,0.04,DCC-AQ17
2021-08-11 12:00:00,11.51,1.17,3.08,1.58,2.01,-0.02,DCC-AQ17
2021-08-11 13:00:00,10.99,1.98,6.61,3.09,4.14,0.13,DCC-AQ17
2021-08-11 14:00:00,11.38,2.93,11.24,4.78,6.55,0.29,DCC-AQ17
2021-08-11 15:00:00,9.93,3.08,11.13,5.14,6.96,0.06,DCC-AQ17
2021-08-11 16:00:00,8.08,2.67,10.52,4.87,6.91,0.08,DCC-AQ17
2021-08-11 17:00:00,6.17,2.1,8.31,3.92,5.66,-0.29,DCC-AQ17
2021-08-11 18:00:00,6.39,2.07,6.85,3.7,5.22,-0.4,DCC-AQ17
2021-08-11 19:00:00,8.31,2.3,8.2,4.22,6.1,-0.24,DCC-AQ17
2021-08-11 20:00:00,11.78,2.26,7.93,4.06,5.83,-0.29,DCC-AQ17
2021-08-11 21:00:00,20.65,3.12,9.08,4.93,6.67,-0.27,DCC-AQ17
2021-08-11 22:00:00,15.04,2.51,7.1,4.0,5.53,-0.26,DCC-AQ17
2021-08-11 23:00:00,7.52,1.96,5.86,3.26,4.57,-0.31,DCC-AQ17
2021-08-12 00:00:00,4.23,1.69,5.89,2.99,4.34,-0.35,DCC-AQ17
2021-08-12 01:00:00,3.62,1.61,5.42,2.88,4.15,-0.18,DCC-AQ17
2021-08-12 02:00:00,2.01,1.72,7.01,3.44,5.09,-0.26,DCC-AQ17
2021-08-12 03:00:00,6.15,1.73,9.56,4.05,6.43,-0.17,DCC-AQ17
2021-08-12 04:00:00,12.92,1.66,18.07,5.05,8.51,-0.07,DCC-AQ17
2021-08-12 05:00:00,3.8,1.63,7.32,3.69,5.76,-0.26,DCC-AQ17
2021-08-12 06:00:00,9.0,1.91,15.21,4.83,7.53,-0.12,DCC-AQ17
2021-08-12 07:00:00,15.28,2.48,43.66,9.24,15.69,0.12,DCC-AQ17
2021-08-12 08:00:00,5.82,2.07,11.03,4.52,6.76,-0.28,DCC-AQ17
2021-08-12 09:00:00,5.34,2.34,14.77,5.03,7.25,-0.21,DCC-AQ17
2021-08-12 10:00:00,6.64,2.47,12.86,4.94,6.98,-0.06,DCC-AQ17
2021-08-12 11:00:00,7.03,2.99,13.59,5.72,7.9,-0.18,DCC-AQ17
2021-08-12 12:00:00,6.74,3.13,14.34,6.24,9.07,-0.05,DCC-AQ17
2021-08-12 13:00:00,5.3,3.03,15.82,6.1,8.67,-0.07,DCC-AQ17
2021-08-12 14:00:00,8.24,2.54,7.87,4.38,5.82,-0.16,DCC-AQ17
2021-08-12 15:00:00,6.11,2.52,12.7,5.13,7.19,0.15,DCC-AQ17
2021-08-12 16:00:00,6.84,2.79,11.4,5.47,7.66,-0.19,DCC-AQ17
2021-08-12 17:00:00,5.32,2.63,11.77,5.48,8.02,-0.14,DCC-AQ17
2021-08-12 18:00:00,4.56,2.96,13.04,6.09,8.78,-0.31,DCC-AQ17
2021-08-12 19:00:00,4.65,2.62,10.95,5.34,7.82,-0.24,DCC-AQ17
2021-08-12 20:00:00,10.26,3.27,12.57,6.26,8.93,-0.37,DCC-AQ17
2021-08-12 21:00:00,6.4,2.84,11.99,5.74,8.49,-0.21,DCC-AQ17
2021-08-12 22:00:00,4.12,2.93,10.86,5.72,8.26,-0.21,DCC-AQ17
2021-08-12 23:00:00,2.32,3.0,11.48,6.07,8.9,-0.34,DCC-AQ17
2021-08-13 00:00:00,1.75,3.03,11.5,6.17,8.96,-0.35,DCC-AQ17
2021-08-13 01:00:00,1.4,2.93,11.82,6.21,9.21,-0.43,DCC-AQ17
2021-08-13 02:00:00,1.26,2.82,11.1,6.0,9.04,-0.29,DCC-AQ17
2021-08-13 03:00:00,1.11,2.65,9.77,5.48,8.02,-0.29,DCC-AQ17
2021-08-13 04:00:00,2.71,2.58,9.8,5.45,8.09,-0.26,DCC-AQ17
2021-08-13 05:00:00,4.0,2.58,10.52,5.5,8.11,-0.26,DCC-AQ17
2021-08-13 06:00:00,5.28,2.67,11.17,5.82,8.84,-0.22,DCC-AQ17
2021-08-13 07:00:00,5.09,2.68,12.6,5.92,8.77,-0.05,DCC-AQ17
2021-08-13 08:00:00,7.03,2.83,14.14,6.21,9.32,-0.01,DCC-AQ17
2021-08-13 09:00:00,8.34,2.84,13.65,5.94,8.64,0.09,DCC-AQ17
2021-08-13 10:00:00,7.09,2.86,15.97,6.2,9.09,-0.32,DCC-AQ17
2021-08-13 11:00:00,4.86,2.72,15.64,5.71,8.15,-0.25,DCC-AQ17
2021-08-13 12:00:00,7.93,3.06,19.71,6.6,9.35,-0.01,DCC-AQ17
2021-08-13 13:00:00,8.99,3.18,16.64,6.3,8.81,-0.11,DCC-AQ17
2021-08-13 14:00:00,8.24,3.25,23.39,7.12,10.25,0.04,DCC-AQ17
2021-08-13 15:00:00,6.6,3.17,13.7,5.89,8.19,-0.21,DCC-AQ17
2021-08-13 16:00:00,6.01,3.11,12.31,5.76,7.98,-0.35,DCC-AQ17
2021-08-13 17:00:00,7.17,3.15,11.08,5.4,7.22,-0.34,DCC-AQ17
2021-08-13 18:00:00,6.04,2.99,8.9,4.84,6.36,-0.36,DCC-AQ17
2021-08-13 19:00:00,8.57,3.16,9.06,5.03,6.69,-0.24,DCC-AQ17
2021-08-13 20:00:00,6.38,3.18,9.39,5.22,7.06,-0.41,DCC-AQ17
2021-08-13 21:00:00,6.63,3.4,9.99,5.51,7.31,-0.27,DCC-AQ17
2021-08-13 22:00:00,6.1,3.3,9.37,5.45,7.37,-0.41,DCC-AQ17
2021-08-28 22:00:00,41.07,15.81,23.92,17.85,19.55,0.1,DCC-AQ17
2021-08-28 23:00:00,37.57,16.91,26.21,19.26,21.31,0.21,DCC-AQ17
2021-08-29 00:00:00,34.89,15.4,23.38,17.36,19.05,0.45,DCC-AQ17
2021-08-29 01:00:00,35.98,15.18,22.19,16.96,18.59,0.48,DCC-AQ17
2021-08-29 02:00:00,41.2,12.16,17.26,13.59,14.84,-0.17,DCC-AQ17
2021-08-29 03:00:00,29.76,10.18,15.44,11.45,12.54,-0.49,DCC-AQ17
2021-08-29 04:00:00,25.44,14.39,18.0,15.66,16.42,-0.18,DCC-AQ17
2021-08-29 05:00:00,25.77,12.7,15.12,13.74,14.22,-0.05,DCC-AQ17
2021-08-29 06:00:00,17.83,14.69,19.24,16.58,17.58,-0.16,DCC-AQ17
2021-08-29 07:00:00,18.88,15.64,20.68,17.66,18.74,-0.33,DCC-AQ17
2021-08-29 08:00:00,27.29,16.84,25.49,19.55,21.37,-0.21,DCC-AQ17
2021-08-29 09:00:00,24.33,8.76,14.73,10.43,11.98,-0.13,DCC-AQ17
2021-08-29 10:00:00,24.75,4.8,8.14,5.71,6.57,-0.06,DCC-AQ17
2021-08-29 11:00:00,13.1,4.37,7.74,5.37,6.34,-0.19,DCC-AQ17
2021-08-29 12:00:00,11.89,4.39,7.74,5.29,6.1,-0.16,DCC-AQ17
2021-08-29 13:00:00,13.48,4.68,7.27,5.38,6.03,0.0,DCC-AQ17
2021-08-29 14:00:00,13.34,3.8,7.86,4.54,5.18,-0.15,DCC-AQ17
2021-08-29 15:00:00,12.16,4.87,7.57,5.5,5.96,-0.01,DCC-AQ17
2021-08-29 16:00:00,8.9,5.44,8.19,6.22,6.83,-0.34,DCC-AQ17
2021-08-29 17:00:00,11.03,5.19,9.0,6.3,7.24,-0.52,DCC-AQ17
2021-08-29 18:00:00,13.34,5.52,10.73,6.78,7.92,-0.37,DCC-AQ17
2021-08-29 19:00:00,17.25,5.2,11.2,6.89,8.5,-0.19,DCC-AQ17
2021-08-29 20:00:00,27.81,6.16,11.01,7.67,9.11,-0.11,DCC-AQ17
2021-08-29 21:00:00,35.75,5.93,11.13,7.28,8.72,0.06,DCC-AQ17
2021-08-29 22:00:00,26.5,4.36,8.09,5.41,6.44,-0.07,DCC-AQ17
2021-08-29 23:00:00,22.51,3.9,6.28,4.61,5.3,-0.2,DCC-AQ17
2021-08-30 00:00:00,15.25,4.18,7.72,5.19,6.24,-0.34,DCC-AQ17
2021-08-30 01:00:00,13.74,4.17,8.37,5.4,6.49,-0.85,DCC-AQ17
2021-08-30 02:00:00,14.64,4.04,8.23,5.32,6.6,-0.42,DCC-AQ17
2021-08-30 03:00:00,32.22,3.77,9.55,5.38,6.98,0.01,DCC-AQ17
2021-08-30 04:00:00,20.02,3.45,10.35,5.14,6.73,-0.09,DCC-AQ17
2021-08-30 05:00:00,41.59,4.76,34.25,10.4,16.5,0.46,DCC-AQ17
2021-08-30 06:00:00,46.38,4.45,30.73,9.44,14.87,0.58,DCC-AQ17
2021-08-30 07:00:00,50.8,3.95,18.23,6.34,8.61,1.02,DCC-AQ17
2021-08-30 08:00:00,40.34,3.93,19.69,6.8,9.84,0.65,DCC-AQ17
2021-08-30 09:00:00,40.97,3.03,12.04,4.72,6.47,0.44,DCC-AQ17
2021-08-30 10:00:00,35.1,2.41,13.19,4.35,6.34,0.63,DCC-AQ17
2021-08-30 11:00:00,26.67,1.91,9.77,3.45,5.14,0.29,DCC-AQ17
2021-08-30 12:00:00,32.6,2.06,9.43,3.51,4.98,0.5,DCC-AQ17
2021-08-30 13:00:00,33.3,2.2,9.51,3.6,4.93,0.56,DCC-AQ17
2021-08-30 14:00:00,35.2,2.08,8.15,3.3,4.51,0.52,DCC-AQ17
2021-08-30 15:00:00,34.55,1.97,11.33,3.72,5.41,0.37,DCC-AQ17
2021-08-30 16:00:00,33.17,1.93,8.81,3.31,4.68,0.16,DCC-AQ17
2021-08-30 17:00:00,24.96,2.06,5.73,2.92,3.78,-0.14,DCC-AQ17
2021-08-30 18:00:00,21.09,2.15,6.1,2.93,3.7,-0.16,DCC-AQ17
2021-08-30 19:00:00,30.7,2.31,6.12,3.06,3.84,-0.06,DCC-AQ17
2021-08-30 20:00:00,41.97,2.82,6.62,3.58,4.3,0.32,DCC-AQ17
2021-08-30 21:00:00,49.61,2.15,6.69,2.98,3.65,0.66,DCC-AQ17
2021-08-30 22:00:00,48.13,2.54,7.03,3.66,4.71,0.51,DCC-AQ17
2021-08-30 23:00:00,30.72,2.75,9.36,4.35,5.88,0.11,DCC-AQ17
2021-08-31 00:00:00,50.84,7.99,16.42,9.99,11.84,1.41,DCC-AQ17
2021-08-31 01:00:00,26.78,2.39,10.61,4.51,6.49,-0.31,DCC-AQ17
2021-08-31 02:00:00,47.0,6.24,12.41,8.34,10.2,1.36,DCC-AQ17
2021-08-31 03:00:00,36.37,2.94,10.69,5.14,7.11,-0.07,DCC-AQ17
2021-08-31 04:00:00,44.21,3.11,11.92,5.22,7.22,0.18,DCC-AQ17
2021-08-31 05:00:00,49.79,2.69,10.75,4.58,6.34,0.38,DCC-AQ17
2021-08-31 06:00:00,52.89,2.39,10.9,4.17,5.94,0.54,DCC-AQ17
2021-08-31 07:00:00,56.3,4.04,13.08,5.86,7.65,1.36,DCC-AQ17
2021-08-31 08:00:00,49.0,3.31,13.84,5.32,7.33,0.45,DCC-AQ17
2021-08-31 09:00:00,45.39,4.06,13.69,6.08,8.06,0.5,DCC-AQ17
2021-08-31 10:00:00,39.64,4.23,13.24,6.18,8.08,0.42,DCC-AQ17
2021-08-31 11:00:00,38.75,3.75,10.96,5.37,6.81,0.47,DCC-AQ17
2021-08-31 12:00:00,26.51,3.65,9.7,5.09,6.48,0.11,DCC-AQ17
2021-08-31 13:00:00,33.06,3.78,9.46,5.23,6.71,0.44,DCC-AQ17
2021-08-31 14:00:00,36.87,3.68,11.0,5.23,6.75,0.71,DCC-AQ17
2021-08-31 15:00:00,39.88,3.89,11.37,5.49,7.02,0.52,DCC-AQ17
2021-08-31 16:00:00,44.46,3.99,11.35,5.61,7.23,0.37,DCC-AQ17
2021-08-31 17:00:00,48.0,3.49,7.73,4.57,5.61,0.56,DCC-AQ17
2021-08-31 18:00:00,53.22,3.94,7.78,4.89,5.83,0.92,DCC-AQ17
2021-08-31 19:00:00,49.6,4.34,10.21,5.53,6.59,0.87,DCC-AQ17
2021-08-31 20:00:00,37.58,4.06,7.67,5.07,5.95,0.37,DCC-AQ17
2021-08-31 21:00:00,30.23,3.53,9.07,4.83,6.02,0.19,DCC-AQ17
2021-08-31 22:00:00,39.52,3.79,8.75,5.08,6.31,0.06,DCC-AQ17
2021-08-31 23:00:00,40.53,3.41,8.76,4.88,6.44,0.03,DCC-AQ17
2021-09-01 00:00:00,34.7,2.88,9.11,4.45,6.1,-0.07,DCC-AQ17
2021-09-01 01:00:00,40.04,2.84,9.24,4.53,6.11,0.17,DCC-AQ17
2021-09-01 02:00:00,41.97,1.95,7.46,3.57,5.06,0.24,DCC-AQ17
2021-09-01 03:00:00,36.7,2.35,7.82,4.02,5.59,-0.1,DCC-AQ17
2021-09-01 04:00:00,43.6,2.79,10.28,4.73,6.52,0.53,DCC-AQ17
2021-09-01 05:00:00,44.31,2.96,10.9,4.92,6.72,0.4,DCC-AQ17
2021-09-01 06:00:00,42.97,3.57,16.53,6.12,8.46,0.55,DCC-AQ17
2021-09-01 07:00:00,43.12,5.86,30.74,10.51,15.16,0.99,DCC-AQ17
2021-09-01 08:00:00,31.82,5.9,30.51,10.37,14.65,0.27,DCC-AQ17
2021-09-01 09:00:00,40.95,6.08,21.37,9.17,12.04,0.95,DCC-AQ17
2021-09-01 10:00:00,40.12,5.96,26.36,9.91,13.95,0.43,DCC-AQ17
2021-09-01 11:00:00,38.56,5.54,21.61,8.63,11.63,0.38,DCC-AQ17
2021-09-01 12:00:00,51.7,7.02,18.06,9.34,11.51,2.73,DCC-AQ17
2021-09-01 13:00:00,47.71,5.21,21.36,8.13,11.04,2.0,DCC-AQ17
2021-09-01 14:00:00,43.67,3.41,16.83,5.72,7.99,2.24,DCC-AQ17
2021-09-01 15:00:00,35.59,3.15,10.7,4.51,5.79,1.28,DCC-AQ17
2021-09-01 16:00:00,33.2,3.76,11.58,5.18,6.56,1.06,DCC-AQ17
2021-09-01 17:00:00,24.85,3.74,9.72,4.91,6.03,0.45,DCC-AQ17
2021-09-01 18:00:00,22.24,3.31,6.85,4.09,4.76,0.14,DCC-AQ17
2021-09-01 19:00:00,24.56,4.68,8.34,5.74,6.76,-0.15,DCC-AQ17
2021-09-01 20:00:00,28.51,6.2,12.42,7.71,9.12,-0.1,DCC-AQ17
2021-09-01 21:00:00,30.84,6.26,14.79,8.26,10.41,-0.15,DCC-AQ17
2021-09-01 22:00:00,33.01,6.74,11.81,8.38,10.0,-0.11,DCC-AQ17
2021-09-01 23:00:00,21.27,6.03,14.43,7.88,9.64,-0.27,DCC-AQ17
2021-09-02 00:00:00,20.02,6.18,17.36,8.38,10.55,-0.23,DCC-AQ17
2021-09-02 01:00:00,23.43,6.58,16.97,8.96,11.16,-0.21,DCC-AQ17
2021-09-02 02:00:00,23.63,7.16,14.08,9.29,11.32,-0.18,DCC-AQ17
2021-09-02 03:00:00,26.55,7.69,15.54,10.13,12.22,-0.17,DCC-AQ17
