datetime,no2,pm1,pm10,pm2_5,pm4,so2,serial_number
2021-04-30 22:00:00,38.3,16.72,23.39,18.55,20.18,2.93,DCC-AQ17
2021-04-30 23:00:00,43.54,15.76,21.71,17.63,19.17,2.83,DCC-AQ17
2021-05-01 00:00:00,35.56,14.47,22.97,16.47,18.29,2.59,DCC-AQ17
2021-05-01 01:00:00,21.63,12.33,15.71,13.46,14.45,2.22,DCC-AQ17
2021-05-01 02:00:00,29.98,15.71,20.71,17.16,18.49,2.55,DCC-AQ17
2021-05-01 03:00:00,27.59,15.19,19.72,16.63,17.81,2.43,DCC-AQ17
2021-05-01 04:00:00,25.07,17.82,22.13,19.26,20.4,2.25,DCC-AQ17
2021-05-01 05:00:00,26.77,15.41,20.35,16.84,18.18,2.54,DCC-AQ17
2021-05-01 06:00:00,30.36,14.11,23.55,16.03,17.63,2.87,DCC-AQ17
2021-05-01 07:00:00,39.36,12.82,30.13,15.88,18.45,4.12,DCC-AQ17
2021-05-01 08:00:00,22.13,7.4,18.38,9.52,11.31,3.83,DCC-AQ17
2021-05-01 09:00:00,28.04,5.13,13.9,7.2,9.19,3.94,DCC-AQ17
2021-05-01 10:00:00,35.34,4.64,19.92,7.56,10.4,4.31,DCC-AQ17
2021-05-01 11:00:00,31.46,4.93,17.51,7.45,9.95,3.46,DCC-AQ17
2021-05-01 12:00:00,28.15,6.27,20.8,9.06,11.63,3.2,DCC-AQ17
2021-05-01 13:00:00,20.58,4.55,17.99,7.12,9.31,3.6,DCC-AQ17
2021-05-01 14:00:00,22.68,4.17,12.57,6.13,7.86,3.29,DCC-AQ17
2021-05-01 15:00:00,13.16,3.99,10.87,5.68,7.03,2.83,DCC-AQ17
2021-05-01 16:00:00,12.82,4.03,10.44,5.77,7.3,3.41,DCC-AQ17
2021-05-01 17:00:00,9.28,3.91,9.95,5.62,7.21,3.07,DCC-AQ17
2021-05-01 18:00:00,10.7,4.12,12.12,5.99,7.73,2.39,DCC-AQ17
2021-05-01 19:00:00,12.43,5.9,10.67,7.37,8.71,2.58,DCC-AQ17
2021-05-01 20:00:00,14.81,8.7,12.73,10.16,11.42,2.48,DCC-AQ17
2021-05-01 21:00:00,18.74,8.98,12.83,10.35,11.47,2.5,DCC-AQ17
2021-05-01 22:00:00,11.24,8.12,11.32,9.18,10.06,2.75,DCC-AQ17
2021-05-01 23:00:00,7.43,7.06,9.45,7.93,8.65,2.65,DCC-AQ17
2021-05-04 01:00:00,5.16,0.96,2.36,1.57,2.21,2.84,DCC-AQ17
2021-05-04 02:00:00,5.18,1.16,3.94,2.02,2.74,2.87,DCC-AQ17
2021-05-04 03:00:00,6.72,1.32,3.74,2.21,2.96,2.91,DCC-AQ17
2021-05-04 04:00:00,8.28,1.79,7.14,3.34,4.67,2.52,DCC-AQ17
2021-05-04 05:00:00,11.57,1.96,7.97,3.93,5.74,2.58,DCC-AQ17
2021-05-04 06:00:00,15.37,1.78,8.63,3.83,5.78,2.96,DCC-AQ17
2021-05-04 07:00:00,17.59,1.68,11.12,3.83,5.95,3.41,DCC-AQ17
2021-05-04 08:00:00,19.04,1.88,15.8,4.56,6.86,3.48,DCC-AQ17
2021-05-04 09:00:00,14.11,2.07,15.68,4.37,6.36,3.26,DCC-AQ17
2021-05-04 10:00:00,16.74,1.51,10.0,3.16,4.74,2.86,DCC-AQ17
2021-05-04 11:00:00,13.56,1.07,9.59,2.39,3.49,3.09,DCC-AQ17
2021-05-04 12:00:00,16.49,1.22,10.3,2.63,3.83,2.93,DCC-AQ17
2021-05-04 13:00:00,17.31,1.11,10.87,2.62,4.01,2.84,DCC-AQ17
2021-05-04 14:00:00,14.88,1.42,9.35,2.89,4.28,2.89,DCC-AQ17
2021-05-04 15:00:00,13.34,1.94,15.15,4.12,6.01,2.83,DCC-AQ17
2021-05-04 16:00:00,18.81,3.55,11.36,5.44,7.14,2.77,DCC-AQ17
2021-05-04 17:00:00,12.37,2.96,12.6,5.29,7.39,2.85,DCC-AQ17
2021-05-04 18:00:00,8.43,1.46,4.25,2.21,2.91,2.5,DCC-AQ17
2021-05-04 19:00:00,7.58,1.72,3.44,2.24,2.71,2.68,DCC-AQ17
2021-05-04 20:00:00,10.37,2.06,3.55,2.61,3.08,2.75,DCC-AQ17
2021-05-04 21:00:00,13.49,3.33,5.66,4.15,4.83,2.65,DCC-AQ17
2021-05-04 22:00:00,14.31,6.67,9.66,7.71,8.62,2.52,DCC-AQ17
2021-05-04 23:00:00,12.24,4.25,7.14,5.23,6.07,2.31,DCC-AQ17
2021-05-05 00:00:00,8.46,2.26,4.31,2.98,3.63,2.66,DCC-AQ17
2021-05-05 01:00:00,7.69,1.62,2.82,2.06,2.48,2.57,DCC-AQ17
2021-05-05 02:00:00,7.71,1.53,3.03,2.06,2.51,2.6,DCC-AQ17
2021-05-05 03:00:00,6.82,2.08,4.37,2.69,3.21,2.57,DCC-AQ17
2021-05-05 04:00:00,10.53,2.14,3.75,2.69,3.22,2.49,DCC-AQ17
2021-05-05 05:00:00,17.01,1.55,3.72,2.2,2.83,2.47,DCC-AQ17
2021-05-05 06:00:00,26.56,1.38,6.56,2.41,3.41,2.89,DCC-AQ17
2021-05-05 07:00:00,23.72,1.53,7.65,2.69,3.76,3.14,DCC-AQ17
2021-05-05 08:00:00,17.27,1.71,9.39,3.2,4.53,3.37,DCC-AQ17
2021-05-05 09:00:00,16.88,1.89,10.57,3.58,5.26,3.23,DCC-AQ17
2021-05-05 10:00:00,20.86,1.63,12.28,3.31,4.69,3.17,DCC-AQ17
2021-05-05 11:00:00,23.22,1.76,12.78,3.57,5.47,2.8,DCC-AQ17
2021-05-05 12:00:00,14.25,1.82,6.26,2.7,3.51,2.97,DCC-AQ17
2021-05-05 13:00:00,26.18,1.89,10.86,3.48,5.01,3.26,DCC-AQ17
2021-05-05 14:00:00,25.04,1.41,4.61,2.04,2.53,2.92,DCC-AQ17
2021-05-05 15:00:00,34.62,1.85,6.97,2.93,3.96,3.63,DCC-AQ17
2021-05-05 16:00:00,24.5,1.92,5.17,2.66,3.31,2.77,DCC-AQ17
2021-05-05 17:00:00,16.12,2.28,5.6,3.08,3.89,2.81,DCC-AQ17
2021-05-05 18:00:00,24.2,2.01,3.87,2.56,3.09,2.84,DCC-AQ17
2021-05-05 19:00:00,12.53,3.74,5.0,4.21,4.6,2.77,DCC-AQ17
2021-05-05 20:00:00,20.77,6.91,8.12,7.43,7.89,2.65,DCC-AQ17
2021-05-05 21:00:00,34.79,9.12,11.31,9.89,10.54,2.73,DCC-AQ17
2021-05-05 22:00:00,50.95,14.5,17.33,15.55,16.36,2.72,DCC-AQ17
2021-05-05 23:00:00,43.56,11.68,14.87,12.6,13.32,2.75,DCC-AQ17
2021-05-06 00:00:00,26.86,8.05,10.15,8.81,9.45,2.75,DCC-AQ17
2021-05-06 01:00:00,17.15,5.41,8.03,6.31,7.13,2.72,DCC-AQ17
2021-05-06 02:00:00,13.72,4.37,8.49,5.55,6.56,2.68,DCC-AQ17
2021-05-06 03:00:00,11.03,3.65,7.31,4.83,5.94,2.43,DCC-AQ17
2021-05-06 04:00:00,22.34,3.59,7.11,4.7,5.8,2.65,DCC-AQ17
2021-05-06 05:00:00,29.41,3.22,6.4,4.2,5.1,2.93,DCC-AQ17
2021-05-06 06:00:00,41.6,3.5,10.04,4.9,6.11,3.48,DCC-AQ17
2021-05-06 07:00:00,36.08,3.0,11.45,4.85,6.64,4.45,DCC-AQ17
2021-05-06 08:00:00,26.82,2.81,16.68,5.51,8.16,4.57,DCC-AQ17
2021-05-06 09:00:00,21.4,2.64,17.73,5.48,8.18,3.77,DCC-AQ17
2021-05-06 10:00:00,26.88,2.24,19.44,5.27,8.06,4.39,DCC-AQ17
2021-05-06 11:00:00,22.87,2.02,14.68,4.4,6.59,3.38,DCC-AQ17
2021-05-06 12:00:00,23.29,1.91,17.22,4.28,6.29,3.21,DCC-AQ17
2021-05-06 13:00:00,25.04,1.86,15.15,4.09,6.14,3.57,DCC-AQ17
2021-05-06 14:00:00,19.0,2.02,17.34,4.45,6.56,3.59,DCC-AQ17
2021-05-07 00:00:00,15.15,4.61,11.34,6.64,8.58,2.66,DCC-AQ17
2021-05-07 01:00:00,12.85,5.36,11.62,7.34,9.17,2.49,DCC-AQ17
2021-05-07 02:00:00,12.33,4.17,9.04,5.88,7.55,2.6,DCC-AQ17
2021-05-07 03:00:00,9.93,3.38,8.27,5.02,6.59,2.53,DCC-AQ17
2021-05-07 04:00:00,11.96,3.3,8.67,4.95,6.44,2.62,DCC-AQ17
2021-05-07 05:00:00,21.68,3.41,9.97,5.28,7.01,2.77,DCC-AQ17
2021-05-07 06:00:00,27.31,3.38,12.19,5.53,7.65,3.05,DCC-AQ17
2021-05-07 07:00:00,28.32,3.4,16.76,6.26,8.89,4.01,DCC-AQ17
2021-05-07 08:00:00,27.21,3.37,17.51,6.49,9.52,4.31,DCC-AQ17
2021-05-07 09:00:00,19.75,2.38,14.85,5.21,8.1,3.41,DCC-AQ17
2021-05-07 10:00:00,26.25,2.3,17.54,5.29,8.27,3.99,DCC-AQ17
2021-05-07 11:00:00,29.39,2.84,22.66,6.44,10.02,5.0,DCC-AQ17
2021-05-07 12:00:00,27.51,2.7,26.24,6.93,10.95,4.16,DCC-AQ17
2021-05-07 13:00:00,28.79,2.19,43.44,8.25,13.88,4.05,DCC-AQ17
2021-05-07 14:00:00,21.86,2.13,35.28,7.07,11.37,3.99,DCC-AQ17
2021-05-07 15:00:00,23.47,2.12,33.77,7.08,11.76,3.94,DCC-AQ17
2021-05-07 16:00:00,17.2,2.08,33.67,6.92,11.19,3.3,DCC-AQ17
2021-05-07 17:00:00,10.08,2.04,20.86,5.37,8.29,3.11,DCC-AQ17
2021-05-07 18:00:00,7.9,1.66,13.76,3.8,5.76,3.02,DCC-AQ17
2021-05-07 19:00:00,7.5,1.79,7.92,3.16,4.4,3.03,DCC-AQ17
2021-05-07 20:00:00,9.08,2.24,9.35,3.81,5.26,3.34,DCC-AQ17
2021-05-07 21:00:00,6.41,1.63,15.24,4.09,6.45,3.46,DCC-AQ17
2021-05-07 22:00:00,8.52,1.7,10.96,3.72,5.61,3.49,DCC-AQ17
2021-05-07 23:00:00,8.3,2.28,25.05,6.11,9.4,3.44,DCC-AQ17
2021-05-08 00:00:00,7.55,2.29,26.55,6.19,9.76,3.71,DCC-AQ17
2021-05-08 01:00:00,3.94,2.52,13.62,4.98,7.43,2.73,DCC-AQ17
2021-05-08 02:00:00,3.79,3.4,17.68,7.46,11.75,3.11,DCC-AQ17
2021-05-08 03:00:00,7.42,3.9,19.3,9.18,14.8,3.43,DCC-AQ17
2021-05-08 04:00:00,11.57,3.94,19.41,8.89,13.87,3.82,DCC-AQ17
2021-05-08 05:00:00,17.67,3.48,16.45,7.76,12.04,3.96,DCC-AQ17
2021-05-08 06:00:00,19.37,2.76,14.05,6.38,10.02,4.23,DCC-AQ17
2021-05-08 07:00:00,21.64,2.92,16.63,7.35,11.8,4.55,DCC-AQ17
2021-05-08 08:00:00,24.47,3.17,24.5,8.65,14.68,4.97,DCC-AQ17
2021-05-08 09:00:00,20.85,2.3,18.06,5.68,9.42,4.12,DCC-AQ17
2021-05-08 10:00:00,9.1,1.32,3.78,1.87,2.37,2.62,DCC-AQ17
2021-05-08 11:00:00,10.89,1.56,5.02,2.36,3.01,2.85,DCC-AQ17
2021-05-08 12:00:00,9.47,1.78,5.7,2.7,3.38,2.82,DCC-AQ17
2021-05-08 13:00:00,6.73,1.45,6.04,2.62,3.56,3.19,DCC-AQ17
2021-05-08 14:00:00,6.68,2.04,9.25,3.95,5.51,3.12,DCC-AQ17
2021-05-08 15:00:00,5.34,2.76,9.92,5.39,7.47,3.0,DCC-AQ17
2021-05-08 16:00:00,5.06,3.98,11.8,7.19,9.87,2.82,DCC-AQ17
2021-05-08 17:00:00,4.8,3.1,10.75,6.13,8.72,2.8,DCC-AQ17
2021-05-08 18:00:00,4.93,3.21,10.21,6.38,9.17,2.61,DCC-AQ17
2021-05-08 19:00:00,5.03,4.37,12.25,7.79,10.63,2.56,DCC-AQ17
2021-05-08 20:00:00,5.19,4.53,12.36,8.14,11.27,2.58,DCC-AQ17
2021-05-08 21:00:00,4.84,4.65,13.89,8.52,11.97,2.66,DCC-AQ17
2021-05-08 22:00:00,4.81,4.42,13.06,8.26,11.54,2.58,DCC-AQ17
2021-05-08 23:00:00,2.67,4.08,13.27,7.97,11.3,2.64,DCC-AQ17
2021-05-09 00:00:00,2.23,4.1,14.23,8.29,11.87,2.58,DCC-AQ17
2021-05-09 01:00:00,1.79,3.9,14.18,8.26,12.23,2.61,DCC-AQ17
2021-05-09 02:00:00,2.79,4.41,17.41,9.74,14.55,2.76,DCC-AQ17
2021-05-09 03:00:00,2.43,4.8,19.49,10.78,16.33,2.9,DCC-AQ17
2021-05-09 04:00:00,1.76,4.14,14.68,8.67,12.53,2.88,DCC-AQ17
2021-05-09 05:00:00,3.65,4.34,15.39,9.16,13.24,2.89,DCC-AQ17
2021-05-09 06:00:00,3.15,4.21,15.0,8.68,12.22,2.86,DCC-AQ17
2021-05-09 07:00:00,2.84,3.97,15.21,8.43,12.09,2.82,DCC-AQ17
2021-05-09 08:00:00,3.92,2.91,10.16,5.82,8.09,2.78,DCC-AQ17
2021-05-09 09:00:00,3.68,3.58,13.62,7.53,10.78,2.77,DCC-AQ17
2021-05-09 10:00:00,3.63,3.4,11.78,6.87,9.7,2.86,DCC-AQ17
2021-05-09 11:00:00,3.48,3.29,11.77,6.76,9.47,2.94,DCC-AQ17
2021-05-09 12:00:00,3.77,3.06,10.69,6.12,8.42,2.92,DCC-AQ17
2021-05-09 13:00:00,3.64,3.64,11.71,7.15,9.89,2.83,DCC-AQ17
2021-05-09 14:00:00,4.21,3.33,11.15,6.66,9.22,2.89,DCC-AQ17
2021-05-09 15:00:00,3.53,3.22,10.63,6.41,8.9,2.82,DCC-AQ17
2021-05-10 00:00:00,2.59,2.58,8.29,5.04,6.98,2.83,DCC-AQ17
2021-05-10 01:00:00,2.11,1.71,4.44,3.12,4.12,2.83,DCC-AQ17
2021-05-10 02:00:00,1.99,1.92,6.39,3.87,5.65,2.7,DCC-AQ17
2021-05-10 03:00:00,2.6,1.78,6.58,3.68,5.33,2.85,DCC-AQ17
2021-05-10 04:00:00,6.76,1.52,6.51,3.17,4.56,2.93,DCC-AQ17
2021-05-10 05:00:00,17.08,1.22,3.75,2.24,3.04,3.34,DCC-AQ17
2021-05-10 06:00:00,34.34,2.16,8.44,4.32,6.1,3.99,DCC-AQ17
2021-05-10 07:00:00,14.73,1.53,7.59,3.3,4.77,3.45,DCC-AQ17
2021-05-10 08:00:00,19.9,1.29,10.59,3.23,5.02,3.77,DCC-AQ17
2021-05-10 09:00:00,7.8,1.17,6.83,2.64,3.9,3.27,DCC-AQ17
2021-05-10 10:00:00,6.03,0.94,6.3,2.18,3.19,3.34,DCC-AQ17
2021-05-10 11:00:00,6.33,0.95,6.03,2.15,3.18,3.24,DCC-AQ17
2021-05-10 12:00:00,6.14,1.12,7.83,2.61,3.91,3.59,DCC-AQ17
2021-05-10 13:00:00,7.32,1.22,12.97,3.32,5.03,3.19,DCC-AQ17
2021-05-10 14:00:00,7.49,1.58,13.44,3.91,5.83,2.96,DCC-AQ17
2021-05-10 15:00:00,9.42,0.99,6.23,2.06,3.01,3.25,DCC-AQ17
2021-05-10 16:00:00,11.36,3.52,5.28,4.05,4.45,2.95,DCC-AQ17
2021-05-10 17:00:00,8.71,3.97,4.66,4.24,4.49,2.93,DCC-AQ17
2021-05-10 18:00:00,7.14,1.31,1.97,1.57,1.8,3.0,DCC-AQ17
2021-05-10 19:00:00,5.97,1.48,2.17,1.75,1.97,2.82,DCC-AQ17
2021-05-10 20:00:00,5.61,1.88,4.19,2.73,3.47,2.71,DCC-AQ17
2021-05-11 00:00:00,1.95,2.33,10.45,5.18,7.93,2.65,DCC-AQ17
2021-05-11 01:00:00,2.23,2.8,11.0,5.98,8.97,2.98,DCC-AQ17
2021-05-11 02:00:00,2.38,2.75,11.01,5.77,8.7,2.79,DCC-AQ17
2021-05-11 03:00:00,3.62,3.22,13.78,6.95,10.6,2.86,DCC-AQ17
2021-05-11 04:00:00,8.51,3.51,17.75,7.85,12.16,2.95,DCC-AQ17
2021-05-11 05:00:00,17.21,3.31,22.68,8.01,12.79,2.98,DCC-AQ17
2021-05-11 06:00:00,10.53,3.29,16.1,7.24,10.96,3.0,DCC-AQ17
2021-05-11 07:00:00,18.04,3.39,17.69,7.5,11.49,3.47,DCC-AQ17
2021-05-11 08:00:00,15.53,3.05,22.28,7.39,11.42,3.54,DCC-AQ17
2021-05-11 09:00:00,14.61,3.01,29.17,8.31,13.31,5.99,DCC-AQ17
2021-05-11 10:00:00,23.28,3.17,47.17,10.6,17.07,14.25,DCC-AQ17
2021-05-11 11:00:00,15.57,3.41,41.4,10.2,16.42,4.14,DCC-AQ17
2021-05-11 12:00:00,20.25,4.01,50.15,12.45,20.54,3.3,DCC-AQ17
2021-05-11 13:00:00,16.79,4.01,68.89,14.17,22.96,3.04,DCC-AQ17
2021-05-11 14:00:00,20.09,3.97,62.7,13.46,21.88,3.33,DCC-AQ17
2021-05-11 15:00:00,18.83,3.41,45.65,10.55,16.65,3.34,DCC-AQ17
2021-05-11 16:00:00,15.73,3.28,41.1,9.92,15.71,3.12,DCC-AQ17
2021-05-11 17:00:00,12.37,3.11,24.65,7.75,11.73,3.03,DCC-AQ17
2021-05-11 18:00:00,11.23,3.15,14.91,6.68,9.83,2.57,DCC-AQ17
2021-05-11 19:00:00,8.29,2.88,12.19,5.95,8.73,2.81,DCC-AQ17
2021-05-11 20:00:00,7.91,2.89,12.13,5.81,8.28,2.74,DCC-AQ17
2021-05-11 21:00:00,6.26,3.24,10.92,6.09,8.54,2.68,DCC-AQ17
2021-05-11 22:00:00,7.16,3.69,12.33,6.73,9.48,2.83,DCC-AQ17
2021-05-11 23:00:00,5.82,3.79,11.76,6.59,8.97,3.09,DCC-AQ17
2021-05-12 00:00:00,6.21,3.62,9.55,5.83,7.55,2.8,DCC-AQ17
2021-05-12 01:00:00,8.19,3.53,9.18,5.66,7.47,2.95,DCC-AQ17
2021-05-12 02:00:00,9.71,3.38,8.74,5.27,6.75,2.97,DCC-AQ17
2021-05-12 03:00:00,21.34,3.1,13.12,5.75,8.13,3.23,DCC-AQ17
2021-05-12 04:00:00,28.34,2.96,21.75,6.68,10.32,3.11,DCC-AQ17
2021-05-12 05:00:00,42.31,2.7,48.65,9.99,17.43,3.59,DCC-AQ17
2021-05-12 06:00:00,46.9,1.98,45.61,8.5,15.06,3.83,DCC-AQ17
2021-05-12 07:00:00,40.13,2.76,57.05,10.88,18.83,3.78,DCC-AQ17
2021-05-12 08:00:00,40.44,1.78,44.45,8.11,14.27,4.01,DCC-AQ17
2021-05-12 09:00:00,35.45,1.47,27.02,5.35,9.26,4.28,DCC-AQ17
2021-05-12 10:00:00,26.33,1.73,37.72,6.95,11.97,3.78,DCC-AQ17
2021-05-12 11:00:00,23.96,1.66,41.08,7.41,13.24,3.71,DCC-AQ17
2021-05-12 12:00:00,23.08,1.36,26.88,5.02,8.3,3.91,DCC-AQ17
2021-05-12 13:00:00,22.33,1.21,38.03,6.0,10.2,3.42,DCC-AQ17
2021-05-12 14:00:00,25.26,1.66,58.19,8.93,15.28,3.57,DCC-AQ17
2021-05-12 15:00:00,35.16,1.13,22.58,4.34,7.55,4.06,DCC-AQ17
2021-05-12 16:00:00,37.38,1.84,6.84,3.29,4.78,3.48,DCC-AQ17
2021-05-12 17:00:00,16.35,2.47,3.72,2.93,3.35,3.02,DCC-AQ17
2021-05-12 18:00:00,22.12,3.42,4.61,3.79,4.1,3.03,DCC-AQ17
2021-05-12 19:00:00,24.9,3.98,5.79,4.5,5.0,3.22,DCC-AQ17
2021-05-12 20:00:00,22.47,5.25,7.64,5.88,6.4,3.15,DCC-AQ17
2021-05-12 21:00:00,26.32,5.85,8.15,6.55,7.16,3.14,DCC-AQ17
2021-05-12 22:00:00,30.39,8.79,11.95,9.62,10.34,3.22,DCC-AQ17
2021-05-12 23:00:00,29.08,10.53,15.08,11.6,12.46,3.31,DCC-AQ17
2021-05-13 00:00:00,23.61,9.69,14.02,10.82,11.76,3.35,DCC-AQ17
2021-05-13 01:00:00,25.36,9.04,13.32,10.18,11.38,3.43,DCC-AQ17
2021-05-13 02:00:00,23.98,7.23,11.61,8.28,9.27,3.61,DCC-AQ17
2021-05-13 03:00:00,30.53,6.77,12.25,8.0,9.31,3.68,DCC-AQ17
2021-05-13 04:00:00,27.75,6.37,18.88,8.71,11.1,4.41,DCC-AQ17
2021-05-13 05:00:00,34.63,5.55,11.58,7.04,8.52,4.43,DCC-AQ17
2021-05-13 06:00:00,47.27,5.35,10.43,6.63,7.73,4.05,DCC-AQ17
2021-05-13 07:00:00,38.6,6.53,15.1,8.21,9.52,4.03,DCC-AQ17
2021-05-13 08:00:00,34.87,7.92,18.1,9.96,11.73,3.81,DCC-AQ17
2021-05-13 09:00:00,30.45,7.77,20.16,10.01,11.82,4.18,DCC-AQ17
2021-05-13 10:00:00,31.3,5.26,15.82,7.14,8.68,3.99,DCC-AQ17
2021-05-13 11:00:00,37.33,8.67,25.45,11.49,14.12,4.04,DCC-AQ17
2021-05-13 12:00:00,32.0,5.98,32.52,10.04,13.7,4.85,DCC-AQ17
2021-05-13 13:00:00,41.09,4.98,47.02,11.36,17.33,4.06,DCC-AQ17
2021-05-13 14:00:00,41.33,3.91,28.2,8.39,12.55,4.89,DCC-AQ17
2021-05-13 15:00:00,42.23,4.18,21.93,8.12,11.64,5.11,DCC-AQ17
2021-05-13 16:00:00,34.23,3.39,20.22,6.82,9.91,5.54,DCC-AQ17
2021-05-13 17:00:00,26.35,2.86,16.91,5.71,8.25,4.64,DCC-AQ17
2021-05-13 18:00:00,15.78,2.46,11.66,4.62,6.4,3.25,DCC-AQ17
2021-05-13 19:00:00,11.6,2.83,8.69,4.53,5.85,3.17,DCC-AQ17
2021-05-13 20:00:00,15.82,3.27,10.89,5.15,6.65,3.26,DCC-AQ17
2021-05-13 21:00:00,24.83,4.23,11.94,6.11,7.58,3.19,DCC-AQ17
2021-05-13 22:00:00,17.4,5.04,9.27,6.53,7.64,3.2,DCC-AQ17
2021-05-13 23:00:00,37.8,6.17,17.13,8.96,11.14,3.09,DCC-AQ17
2021-05-14 00:00:00,46.62,7.44,30.58,12.04,16.14,3.32,DCC-AQ17
2021-05-14 01:00:00,35.38,12.42,18.46,14.76,16.28,3.67,DCC-AQ17
2021-05-14 02:00:00,27.65,11.64,17.25,13.55,14.81,3.5,DCC-AQ17
2021-05-14 03:00:00,31.68,7.78,12.59,9.06,10.08,3.52,DCC-AQ17
2021-05-14 04:00:00,20.98,5.96,8.13,6.67,7.21,3.27,DCC-AQ17
2021-05-14 05:00:00,28.51,6.03,9.84,6.92,7.55,3.52,DCC-AQ17
2021-05-14 06:00:00,35.41,7.2,13.44,8.45,9.47,3.88,DCC-AQ17
2021-05-14 07:00:00,33.43,10.56,17.7,12.01,13.31,4.15,DCC-AQ17
2021-05-14 08:00:00,34.43,13.21,25.85,15.29,16.86,4.41,DCC-AQ17
2021-05-14 09:00:00,25.84,12.03,28.15,14.73,17.22,3.67,DCC-AQ17
2021-05-14 10:00:00,27.09,9.07,39.65,13.72,18.08,3.64,DCC-AQ17
2021-05-14 11:00:00,45.86,12.84,39.23,17.0,20.98,4.79,DCC-AQ17
2021-05-14 12:00:00,35.65,12.82,44.58,17.48,21.51,5.17,DCC-AQ17
2021-05-14 13:00:00,30.52,8.76,32.76,12.54,15.87,5.28,DCC-AQ17
2021-05-14 14:00:00,30.74,4.64,38.77,9.71,14.32,4.27,DCC-AQ17
2021-05-14 15:00:00,,6.92,31.98,10.99,14.74,4.63,DCC-AQ17
2021-05-14 16:00:00,,6.15,32.43,10.34,13.9,4.35,DCC-AQ17
2021-05-14 17:00:00,,3.56,18.78,6.41,8.86,4.01,DCC-AQ17
2021-05-14 18:00:00,,3.66,12.78,5.91,7.85,3.55,DCC-AQ17
2021-05-14 19:00:00,,4.14,12.13,6.03,7.52,3.57,DCC-AQ17
2021-06-01 00:00:00,44.99,11.86,23.91,14.49,16.8,2.79,DCC-AQ17
2021-06-01 01:00:00,13.56,12.37,17.86,14.38,16.07,2.9,DCC-AQ17
2021-06-01 02:00:00,6.52,12.9,17.88,14.94,16.64,2.59,DCC-AQ17
2021-06-01 03:00:00,7.49,13.73,20.44,16.15,18.16,2.77,DCC-AQ17
2021-06-01 04:00:00,43.03,14.8,35.68,19.17,23.28,3.13,DCC-AQ17
2021-06-01 05:00:00,58.57,16.16,65.92,24.13,31.24,3.67,DCC-AQ17
2021-06-01 06:00:00,65.66,14.95,52.15,21.08,26.54,4.04,DCC-AQ17
2021-06-01 07:00:00,49.32,16.38,52.82,22.42,27.71,3.89,DCC-AQ17
2021-06-01 08:00:00,59.97,14.38,57.9,21.1,27.07,4.3,DCC-AQ17
2021-06-01 09:00:00,44.13,14.19,47.44,19.39,23.89,5.17,DCC-AQ17
2021-06-01 10:00:00,38.59,12.67,45.89,17.67,22.02,5.88,DCC-AQ17
2021-06-01 11:00:00,41.89,10.85,40.24,15.46,19.84,5.53,DCC-AQ17
2021-06-01 12:00:00,46.26,12.72,42.56,17.71,22.91,5.91,DCC-AQ17
2021-06-01 13:00:00,41.4,13.64,40.52,18.47,23.28,5.2,DCC-AQ17
2021-06-01 14:00:00,57.9,11.51,34.75,15.3,19.18,5.42,DCC-AQ17
2021-06-01 15:00:00,53.79,20.16,35.81,23.38,26.28,4.77,DCC-AQ17
2021-06-01 16:00:00,53.97,18.84,34.58,22.04,24.62,4.53,DCC-AQ17
2021-06-01 17:00:00,57.25,17.43,30.01,20.7,23.97,4.14,DCC-AQ17
2021-06-01 18:00:00,50.44,18.79,30.25,22.07,25.22,3.5,DCC-AQ17
2021-06-01 19:00:00,29.99,20.15,36.46,24.06,27.68,3.43,DCC-AQ17
2021-06-01 20:00:00,43.16,20.09,41.93,24.48,28.19,3.36,DCC-AQ17
2021-06-01 21:00:00,33.76,20.83,31.72,23.9,26.74,3.4,DCC-AQ17
2021-06-01 22:00:00,35.22,22.53,32.5,25.51,28.33,3.52,DCC-AQ17
2021-06-01 23:00:00,31.0,21.78,29.25,24.31,26.65,3.63,DCC-AQ17
2021-06-02 00:00:00,32.83,18.46,26.27,20.9,23.08,3.66,DCC-AQ17
2021-06-02 01:00:00,33.83,15.82,23.95,18.53,20.8,3.51,DCC-AQ17
2021-06-02 02:00:00,29.23,14.85,24.84,18.01,20.72,3.65,DCC-AQ17
2021-06-02 03:00:00,46.74,14.68,29.86,18.49,22.01,3.82,DCC-AQ17
2021-06-02 04:00:00,54.79,16.54,27.15,19.55,22.0,3.96,DCC-AQ17
2021-06-02 05:00:00,80.87,16.37,43.44,21.34,26.07,5.51,DCC-AQ17
2021-06-02 06:00:00,70.5,12.17,38.26,16.48,20.47,5.27,DCC-AQ17
2021-06-02 07:00:00,60.93,11.78,37.67,16.04,20.31,4.97,DCC-AQ17
2021-06-02 08:00:00,52.42,13.99,39.49,18.85,23.37,5.17,DCC-AQ17
2021-06-02 09:00:00,49.43,16.01,36.74,20.93,25.51,4.83,DCC-AQ17
2021-06-02 10:00:00,52.3,15.82,39.4,21.26,26.19,4.95,DCC-AQ17
2021-06-02 11:00:00,56.79,18.11,47.49,24.7,30.98,4.83,DCC-AQ17
2021-06-02 12:00:00,49.3,19.39,55.05,27.11,34.4,5.08,DCC-AQ17
2021-06-02 13:00:00,58.01,20.74,53.73,27.8,34.16,5.52,DCC-AQ17
